LA,ESTAB,URN,PERCTOT,PPERSABS10
800,3086,146787,6.5,19.5
800,3088,145070,6.5,17.6
800,3089,144281,5.3,11.9
800,3092,145583,6.7,11.3
800,3093,141149,4.5,3.9
800,3094,142227,5.3,12.7
800,3096,144282,5.6,9.5
800,3102,143083,4.1,3.7
800,3103,147555,5.6,9.1
800,3106,146689,4.9,5.3
800,3107,146396,5.1,7.9
800,3109,147993,6.4,15.7
800,3125,142754,6.1,13.2
800,3128,142943,5.9,14.6
800,3347,146424,6.5,15.2
800,3420,145515,4.8,10.6
800,3421,145516,7,21.5
800,3422,145517,5.6,10.7
800,3423,143559,5.6,11.9
800,3424,109260,6.3,20.1
800,3425,109261,5.4,13.7
800,3440,138617,3.8,4.4
800,3445,140452,5,8.6
800,3446,148516,5.4,12.4
800,3447,136804,4,6.8
800,3448,134917,6.4,20.3
800,3449,131019,5.4,11.1
800,4001,138985,20.3,48
800,4003,142125,14.2,58.4
800,4004,142127,10.7,36
800,4006,146972,8.4,26.5
800,4107,136966,7.3,20.1
800,4128,136335,6.8,18.3
800,4130,145482,8.9,28.8
800,4132,138522,9,27
800,4133,136311,8.7,23.2
800,4134,137548,9,28.8
800,4138,137523,7.2,19.7
800,4607,147801,10.3,33.4
800,4608,109329,10.4,38.4
800,5401,136483,10.2,30.4
800,7000,140677,18.4,58.5
800,7035,137493,8.6,26.8
800,7036,140079,13.5,46.7
801,2001,108910,5.6,10.2
801,2002,146687,6.2,16.9
801,2003,108911,6.3,14.2
801,2004,108912,5.1,10.1
801,2005,145321,8.9,31
801,2006,108914,7.8,23.7
801,2010,144892,8.6,29.3
801,2013,138655,6.5,18.2
801,2017,137212,6.4,16
801,2018,108919,7.2,20.1
801,2019,148679,6.8,20.2
801,2020,108920,6.7,18.8
801,2021,108921,6.7,21.6
801,2022,138708,6.4,16.8
801,2023,131522,6.1,14.5
801,2027,132196,8.6,29.7
801,2028,136111,6.8,20.4
801,2029,137700,9.3,32.3
801,2030,137068,5.6,13.1
801,2034,138668,7.7,25.9
801,2037,108931,7.9,21.5
801,2038,138278,6.8,19.7
801,2040,137518,5.7,13.5
801,2041,108934,5.4,9.8
801,2044,140728,6.3,19.2
801,2055,138377,7.1,24.3
801,2056,138409,6.7,22.6
801,2061,138904,8.1,24.9
801,2062,138789,7.4,25.1
801,2064,138791,6.4,20.7
801,2067,138794,6.9,20.5
801,2069,108956,6.6,17
801,2073,108960,7.6,17.2
801,2074,108961,7.8,20.2
801,2077,139050,7.1,21.3
801,2078,139116,9.3,30.4
801,2079,108964,4.7,9.4
801,2080,138658,6.5,18.8
801,2081,108966,5.9,18.3
801,2082,139247,7.3,21.5
801,2086,108970,7.8,26.6
801,2087,139828,5.4,11.9
801,2089,140267,8.2,28
801,2091,138531,4.6,5.8
801,2092,140268,5.8,16.1
801,2093,140269,5.7,13.1
801,2094,140409,8,26
801,2098,108975,6,15.9
801,2099,144864,6.9,22.5
801,2101,141110,8.2,31.6
801,2106,141191,6.3,21.1
801,2107,141351,5.3,9.7
801,2108,142032,9.8,34.2
801,2109,108980,5.4,16.3
801,2110,143403,9.6,34.8
801,2112,136830,4.9,7.4
801,2114,144724,6.5,21.3
801,2115,108983,6.9,27
801,2117,144779,8.4,29.7
801,2118,144880,8.1,31.3
801,2119,145399,7.7,21.1
801,2120,146101,5.6,21.6
801,2121,146964,7.8,26.1
801,2123,148841,9.1,32.6
801,2130,146572,6.1,17.1
801,2138,147476,4.3,5.5
801,2139,108992,7.2,22.1
801,2299,109110,8.4,28.5
801,2312,109116,3.8,5.8
801,2314,109118,9.2,25.9
801,2320,145320,11.3,44.9
801,2324,141706,8.9,36.1
801,2326,109130,7.5,24.7
801,2328,109132,6.7,18.9
801,3000,109140,8.9,24.4
801,3003,138317,5.1,9.8
801,3008,109143,5,12.5
801,3010,109144,6.3,24.2
801,3014,109146,5.9,12.5
801,3025,139505,4.9,10.9
801,3026,137062,5.2,8.5
801,3400,109243,6.9,23.4
801,3401,109244,8.3,24.7
801,3402,109245,6.7,19.8
801,3403,109246,5.4,11.8
801,3405,109247,5.2,11
801,3408,139032,9.3,22.9
801,3411,138465,4.9,10.9
801,3412,109251,5.2,13.3
801,3414,139033,4.6,7.1
801,3415,109254,6.7,20.3
801,3417,109255,3.8,8.3
801,3431,138709,7.9,26.1
801,3432,138900,7.7,28.3
801,3433,146261,6.3,22.8
801,3434,138710,7.3,21.5
801,3436,137762,6,14.2
801,3437,132161,6.1,12.9
801,3438,135203,7,21.1
801,3439,135779,6.9,20.5
801,3440,144863,5.2,10.4
801,3441,135867,7.1,19.9
801,3442,135872,9.2,32.5
801,4001,136822,7.9,22.6
801,4003,138448,10.2,32
801,4005,139049,12.4,39.4
801,4007,141652,8.9,25
801,4010,144509,12.1,40.2
801,4011,145398,11.7,37.2
801,4012,147072,8.7,25.2
801,4013,147219,13.2,44.7
801,4014,147652,10,28.8
801,4037,138204,12.1,40.8
801,4100,137440,9,32.3
801,4101,141705,11.4,38.9
801,4602,137627,7,18.8
801,4603,109327,6.9,20.2
801,4627,138855,8,26
801,4801,109331,11.4,38.2
801,6907,135300,10.2,33.8
801,6908,135575,8.1,26
801,6909,135581,9,30.1
801,6910,135597,14.4,51.3
801,6911,135663,13.1,37.8
801,6912,135671,16.7,52.3
801,6913,135959,8.1,26.3
801,7000,109385,11.6,32.6
801,7001,148322,36.2,71.1
801,7002,109386,12.4,38.4
801,7003,142780,11.5,38.2
801,7004,147889,18.7,69.1
801,7011,109391,28.1,74.1
801,7012,144655,21.6,66.2
801,7014,109393,11,40.7
801,7015,144286,24.4,66.7
801,7025,148296,15.7,41.5
801,7042,109410,18.6,55.3
802,2000,139205,9,28.3
802,2001,140216,6.1,14.6
802,2002,141361,6.1,17.6
802,2003,141362,6.4,17.6
802,2005,143136,6.6,18.4
802,2006,144754,8.3,28.3
802,2007,145021,6.1,10.5
802,2009,145492,6.9,20.6
802,2013,147286,6,9.4
802,2015,148962,4.6,13
802,2252,143282,4.7,6.9
802,2254,143284,5.7,12.6
802,2261,145260,4.8,9.2
802,2262,139471,4.6,7.3
802,2263,143286,5.6,12.7
802,2264,145261,3.8,3.5
802,2268,145262,5.6,13.3
802,2271,109090,5.7,18.8
802,2273,109092,7,22.1
802,2276,148160,5.5,11.9
802,2277,144924,7.5,24.3
802,2280,144925,8.9,36.3
802,2283,148784,5.8,16.3
802,2284,148785,6.8,19.9
802,2285,146066,7.4,23.7
802,2286,144926,8.1,30
802,2287,144927,5.7,14.8
802,2292,144928,6.5,20.1
802,2295,109108,4.8,8.2
802,2310,143991,7,16.2
802,2316,144922,8.1,30
802,2319,144923,8.7,22.4
802,2332,145630,7.6,21.9
802,3075,145265,3.6,2.9
802,3091,145445,5.4,12.6
802,3095,145264,4.9,7.3
802,3099,143285,5,8.2
802,3108,146596,6.8,20.9
802,3111,145263,5.7,13.8
802,3113,109215,6,12.5
802,3114,109216,8.7,25.7
802,3115,145631,6.5,16.5
802,3116,144919,4.9,8.3
802,3117,144920,7.3,25.8
802,3118,144921,6.8,19.1
802,3119,109221,6,12.2
802,3120,145444,4.8,7.9
802,3121,142492,6.3,15.3
802,3122,146912,6,15.2
802,3129,145443,5.8,15.2
802,3130,143464,5.4,10.4
802,3348,146004,6,15.4
802,3349,109238,6,13.7
802,3350,109239,5.1,15.3
802,3351,109240,5.9,12.3
802,3352,109241,6.6,15.9
802,3354,109242,6.1,18.1
802,3446,143283,6.9,16.1
802,3447,143100,6.9,19
802,3450,143021,5.7,9.6
802,3451,138603,7.7,22
802,3452,142563,4.9,10
802,3454,144917,6.9,23.5
802,3455,144918,8.4,29.9
802,4001,143137,11.8,37.6
802,4002,147350,8.8,30.6
802,4003,147351,12.4,36.8
802,4129,136722,9.5,36.3
802,4135,136856,8.1,23.1
802,4136,137884,10.8,34.4
802,4137,138466,8.1,21.8
802,4139,137000,9.2,27.6
802,4143,137300,10.5,32
802,4144,142853,9.4,32.4
802,4145,136708,11.5,34.5
802,7036,109406,16.7,59.2
802,7037,109407,10.1,30.6
802,7039,109409,16.1,50
803,2000,139694,5.3,13
803,2001,139935,6.5,13.9
803,2002,131698,6.3,20.4
803,2003,131699,8.6,25.1
803,2005,131705,5.7,12.7
803,2007,131767,6.6,19.2
803,2008,132199,6.8,18.2
803,2009,141174,7.9,31.3
803,2011,136066,6.4,15.4
803,2012,141618,6.3,16.6
803,2013,144986,8.1,20.4
803,2015,146956,8.6,23.8
803,2016,147069,7.5,26.3
803,2017,147311,7,18.9
803,2018,148178,5.7,10.5
803,2108,141513,6.8,18.6
803,2166,142342,7.5,25.8
803,2168,109011,4.4,6.7
803,2170,141638,5.9,15.6
803,2171,143408,6.4,16.6
803,2172,109014,7.9,24.6
803,2174,109016,5.4,12.7
803,2176,109017,6.4,19.5
803,2179,109018,7.4,21.7
803,2180,109019,6.3,13.6
803,2181,109020,6.9,25.3
803,2185,109023,5.5,17.2
803,2186,109024,4.9,9
803,2187,109025,6,12.1
803,2188,109026,5.8,13.3
803,2191,109028,4.4,5.3
803,2192,109029,5.2,9.8
803,2194,109030,5.9,14.3
803,2199,109033,5.1,13.5
803,2200,109034,6.4,22
803,2208,109040,6.1,16
803,2215,109046,5.6,15.5
803,2216,109047,8.6,27.2
803,2220,109049,5.6,15
803,2227,109054,7.4,18.8
803,2231,109057,5.8,16.4
803,2306,109113,6,12.2
803,2308,109114,6.3,18.3
803,2313,109117,8.9,25.4
803,2317,109121,5.2,11.7
803,2322,109126,7.2,27.9
803,2329,109133,5.3,9.2
803,2331,109134,5.8,12.1
803,2333,109136,5.2,12.6
803,2339,130978,6.8,12.8
803,2340,130257,6.4,19.4
803,2341,131225,6.8,18.5
803,3042,109157,6.2,17.2
803,3043,109158,6.5,14.5
803,3044,109159,6.5,18.3
803,3045,109160,4.2,5.9
803,3046,109161,5.9,17.1
803,3047,109162,6.2,16.3
803,3048,109163,6.5,15.4
803,3049,109164,5.9,11.5
803,3050,109165,5.3,9.4
803,3051,109166,5.6,13.3
803,3052,109167,6.2,18.5
803,3053,109168,4.9,10.2
803,3054,109169,7.2,24.2
803,3055,109170,7.2,18.7
803,3056,109171,7.2,24.7
803,3057,109172,7.6,25
803,3059,109174,6.9,22
803,3061,109175,4.6,7.1
803,3064,109176,5.6,11
803,3065,109177,5.9,15.1
803,3067,109178,4.5,6.8
803,3070,109179,5.5,14.9
803,3071,109180,7.1,31
803,3072,109181,5.7,13.6
803,3073,109182,4.8,7.3
803,3123,109225,6.5,15
803,3126,109228,5.7,14.7
803,3127,109229,6.3,14.6
803,3300,131410,5.4,9.8
803,3410,109249,6.2,15.6
803,3431,109262,7.4,25
803,3432,109263,5.5,11.8
803,3433,109264,4.7,7.3
803,3434,109265,6.9,20.6
803,3435,109266,6.3,17.5
803,3436,109267,6.4,20
803,3437,109268,7.4,25
803,3438,109269,5.9,10.7
803,3439,140259,7.4,22.9
803,3440,131507,6.1,14.4
803,3441,132927,6.8,16.5
803,4000,139067,10.1,30.7
803,4001,139669,16.7,52.8
803,4002,141042,10.8,37.4
803,4003,137106,9.7,31.2
803,4004,141341,9.2,26.4
803,4005,141665,8.3,24.6
803,4006,142008,10.2,31.4
803,4007,142079,15.4,52.4
803,4008,145124,13,40.7
803,4009,145135,9.3,30.2
803,4010,145502,7.5,22.2
803,4104,137753,7.2,20
803,4120,139348,8.2,22.9
803,4146,109319,9.1,25
803,4148,139345,7.6,19.7
803,4502,148295,10.6,34.3
803,6906,135295,8.8,28.3
803,7000,146014,9.8,33.6
803,7002,145058,10.1,30.4
803,7028,109403,11.3,42.5
803,7031,146013,12.8,52.9
803,7032,135827,22,61
805,2000,136943,8.4,30.5
805,2001,145813,5.4,12.9
805,2002,139584,8.5,32.2
805,2090,142965,7.5,26.8
805,2126,111581,10.4,39.2
805,2127,143215,6.2,18.8
805,2151,139851,4.7,11
805,2153,111590,8.3,35.8
805,2156,139884,6.5,19.3
805,2187,111600,6.3,19.2
805,2189,111601,6.6,22.3
805,2211,111605,6.1,17.7
805,2215,141627,6.3,17.9
805,2236,111612,5.5,11.3
805,2237,141717,6,12.5
805,2238,111614,6,18.2
805,2310,146856,6.2,18.3
805,2341,111640,7.2,26.7
805,2342,111641,7,22.5
805,2364,111661,7.7,28
805,3003,145814,4.6,6.2
805,3006,111673,6.2,14.5
805,3320,144902,4.7,9.5
805,3321,148279,6.3,19.1
805,3322,148380,6,17.2
805,3323,148366,4.8,12.2
805,3324,148367,6.1,15.9
805,3328,148280,5.8,13.4
805,3329,148817,7.3,22.2
805,3330,144901,5.4,6.6
805,4001,139405,8.8,24.9
805,4002,141686,10.8,32.1
805,4003,148532,13.4,41.7
805,4133,111748,8.7,25.2
805,4603,140867,9.4,28.5
805,7026,139976,9.4,30.3
805,7027,111785,9.4,33.3
806,2000,131519,6.7,22.5
806,2002,134076,7.4,25.6
806,2003,145775,6.5,22
806,2005,138559,8,30
806,2006,138560,9.7,37.5
806,2007,145136,7.7,30.2
806,2008,145287,5.4,14.5
806,2009,146770,8.7,37.7
806,2010,147765,7.5,27.1
806,2102,139476,8.1,32
806,2111,140869,5.9,17.8
806,2120,111577,6.6,18.9
806,2124,111580,6.8,25.6
806,2138,111585,6.4,18.8
806,2139,111586,6.1,16.7
806,2141,111587,7.1,26.2
806,2143,138854,6,20.1
806,2167,146252,6.1,15.6
806,2175,146251,5.1,7.8
806,2180,146262,6.5,19.6
806,2316,140503,6.8,23
806,2318,140714,7.8,27.9
806,2325,145623,8,29.3
806,2326,111626,8.3,31.8
806,2331,144136,8.1,27.4
806,2332,111632,7.2,24.9
806,2347,140722,6.8,21.2
806,2359,140504,6.5,20.4
806,2369,140505,6.6,23.9
806,2370,146222,6.7,20.5
806,3337,142371,5.1,10.3
806,3340,142374,5.7,15.6
806,3347,142370,5.8,11.9
806,3348,142376,6.7,21.5
806,3362,142369,4.3,4.7
806,3364,142373,6.4,16.5
806,3384,142344,7.7,27.9
806,3385,142365,6.3,19.8
806,3386,142367,7.9,29.8
806,3389,142368,4.9,7.9
806,3390,146249,6.7,21.1
806,4002,139823,11.1,35.2
806,4003,147848,8.4,31.8
806,4122,138711,16.2,50.4
806,4136,145774,8.3,23.9
806,4702,142382,14.9,47.2
806,6905,133768,11.4,41.7
806,6906,134223,11.1,35.2
806,6907,130908,9.7,32.4
806,7000,131425,9.8,34.3
806,7001,143519,38.5,84.5
806,7002,145877,8.3,30.2
806,7003,111773,6.1,20.3
806,7005,111775,4,9.4
807,2000,131457,8.1,27.9
807,2001,139931,7.5,23.2
807,2016,111531,6.8,26.8
807,2018,111533,6.9,20.5
807,2082,145661,5.4,12.9
807,2088,145666,4.9,12.5
807,2166,140919,4.3,4.9
807,2196,146887,7.1,25.4
807,2207,147392,6,16
807,2218,145662,5.5,16
807,2223,145663,6.2,20.6
807,2224,143478,6.9,25.7
807,2229,145664,5.9,14.8
807,2233,146067,4.7,11.4
807,2311,111618,5.9,17.1
807,2315,143618,5.2,13.4
807,2329,143479,6.8,20.1
807,2330,146403,7.4,25.8
807,2336,147393,5.7,13.8
807,2338,145665,6.6,21.8
807,2339,111638,5,11
807,2340,145046,5.9,19.9
807,2349,147394,6.2,14.3
807,2352,140918,6.3,19
807,2356,143619,5.8,14.7
807,2357,146486,4.7,11.2
807,2361,145668,4.6,8.6
807,2365,111662,5.4,11
807,2366,148298,5.5,13.4
807,2368,145667,4.4,9.6
807,3005,145670,5.8,12.6
807,3007,145671,5.5,13.1
807,3300,140779,8.1,30.9
807,3307,141458,3,3.2
807,3308,141457,6.1,16.2
807,3309,141456,5.8,11.9
807,3387,140750,7.1,25.8
807,3388,140319,6.5,20.3
807,3389,147433,6.6,18
807,3393,140769,7.5,24.5
807,3394,134705,8.5,32.8
807,3395,142272,5.4,12.1
807,3396,131644,6.4,19.2
807,3397,131645,5.2,9.4
807,4004,141399,7,19.6
807,4010,145188,9.7,32.3
807,4012,147541,9.8,29.5
807,4013,147544,13.6,45.8
807,4014,147724,9.5,26.3
807,4015,148335,9,23.4
807,4016,148728,11,38.7
807,4121,138845,9.4,27.5
807,4638,140751,11.7,37
807,4639,142273,9,26.3
807,7000,146953,25.7,57.7
807,7008,111777,11.7,38.8
807,7030,139110,10.2,32.3
808,2000,131409,6.2,17.1
808,2002,147275,4.6,9.2
808,2003,132808,5.6,15.8
808,2004,111523,5.9,19.4
808,2005,111524,7.6,26.6
808,2006,144551,6.8,23.6
808,2013,139392,8,30
808,2014,139492,6.5,18.2
808,2015,139959,4.7,7.3
808,2016,142108,5.4,9.9
808,2017,143145,8.7,29.1
808,2020,146018,5.4,11.2
808,2022,148460,5.1,10.8
808,2030,111539,5.7,18.5
808,2032,111540,7.2,23.3
808,2042,146019,4.9,8.7
808,2056,111549,7.1,23.2
808,2057,111550,6.8,18.5
808,2069,140599,5.8,13.4
808,2075,146020,6.6,17.7
808,2076,143623,6.8,23.3
808,2079,143068,5.4,12.2
808,2080,111562,5,13.8
808,2084,143077,5.9,13.6
808,2085,145976,5.6,13.3
808,2087,146394,5.8,12.2
808,2088,147435,6.6,18.2
808,2304,145689,4,7.1
808,2319,140519,6.8,22.7
808,2324,146017,6.7,17.6
808,2343,144542,7.2,19.1
808,2344,141301,6.8,21.9
808,2345,111644,8.3,26.2
808,2355,140072,5.2,12.7
808,2358,145223,5.6,14.3
808,2362,130256,5.7,14.4
808,2363,111660,8,30.2
808,2371,130378,9.2,35.6
808,3000,111667,6.1,14.7
808,3001,111668,8.4,28.5
808,3002,147254,7.5,23.5
808,3004,144936,5.9,15.4
808,3300,142280,4.7,10.6
808,3301,142734,6.2,20.8
808,3303,146709,4.9,12
808,3304,142739,5.7,15
808,3305,142736,6.4,17.4
808,3312,148461,5,14.3
808,3313,146679,5.4,14.1
808,3316,148462,5.1,14.3
808,3317,140442,4.2,8.2
808,3325,142282,5,12
808,3327,142279,6.8,21.7
808,3383,146449,5.9,16.1
808,3392,111720,5.6,19.7
808,3393,134621,6.3,20
808,3394,134708,4.6,9.9
808,3395,134853,6.3,20.7
808,3396,131251,4.7,11
808,3397,135126,7.4,23.6
808,4001,139606,7,19.8
808,4002,139656,10.8,35.4
808,4003,139673,9.5,29.4
808,4004,140949,8.3,25.2
808,4005,141369,10.2,36.4
808,4006,141370,9.7,29.3
808,4007,143146,14.5,47.5
808,4008,143063,6.6,17.6
808,4010,148186,11.6,33.7
808,4023,139318,8.7,28.2
808,4102,111731,10.3,32
808,4632,142281,12.5,42.7
808,5950,141384,13.3,31.9
808,5951,141385,29.5,69.8
808,6906,136146,8.2,24.3
808,7000,141345,9,25.7
808,7029,139974,12.1,36.1
810,2001,144673,6.1,17.6
810,2002,140229,6.9,21.8
810,2004,138677,6.8,23.3
810,2005,144672,6.5,22
810,2006,138678,4.2,9.7
810,2007,138679,6.7,20.4
810,2008,139570,7.2,20.8
810,2009,139579,6.3,19.5
810,2010,139799,8,29.3
810,2011,139921,6.2,19.2
810,2012,139922,9.1,33.1
810,2013,139968,8.5,30.3
810,2014,140169,5,12.4
810,2015,140184,6.6,24.2
810,2016,140275,5.9,16.8
810,2017,140830,5.9,12.8
810,2018,140847,7.4,24.5
810,2019,140848,5.2,10.2
810,2020,140849,7.1,25
810,2021,141387,6.9,17.2
810,2022,144605,7.5,23.1
810,2023,144103,7,23.7
810,2024,147270,5.9,17
810,2039,139838,6,18.5
810,2040,143223,6.4,22.3
810,2045,140235,5.9,15
810,2081,147259,6.1,18
810,2088,143225,4.5,10.8
810,2089,144677,6.6,22.4
810,2160,139850,5.3,12.6
810,2164,140716,6.4,21
810,2207,141078,8.7,29.8
810,2279,144670,6.9,20.4
810,2285,143224,7,23.7
810,2289,140247,6.4,22.4
810,2403,140245,6.3,23.1
810,2440,144671,6.6,23.8
810,2441,140246,6.2,18.3
810,2490,147628,9.5,32.6
810,2493,142307,7.5,25.7
810,2560,144305,7.7,26.9
810,2566,140290,6.4,20.1
810,2600,145611,10.3,42.4
810,2610,140587,5.4,13
810,2642,143226,6.4,22.2
810,2647,145431,7.1,24.4
810,2657,145612,5.2,9.9
810,2660,141720,7.9,28.1
810,2670,144674,6.9,20.3
810,2684,139886,4,7.9
810,2822,140437,7.3,25.3
810,2825,139513,6.1,21.6
810,2861,139508,7.5,25.5
810,2863,139525,7.1,25.4
810,2868,139512,6.6,22.5
810,2884,144669,6.8,23.5
810,2891,140902,6.6,19.5
810,2901,139848,7.1,21.6
810,2902,139511,7.5,26.9
810,2904,144583,7.7,27.8
810,2905,142440,6.2,22.7
810,2906,144676,6.4,20.6
810,3302,141719,5,9.6
810,3400,140905,4.3,6.7
810,3404,144102,6.9,23.3
810,3500,140906,6.8,19.4
810,3506,118051,6.2,17.6
810,3508,140903,5.6,16.2
810,3509,144421,6.5,18.7
810,3510,141649,6.7,23.6
810,3511,144101,5.3,14.2
810,4001,139629,11.9,37.5
810,4007,138246,12,39.9
810,4009,139118,6.4,19.9
810,4010,139395,10.3,37.7
810,4011,142391,10.1,32.8
810,4013,144766,5.5,12.7
810,4020,142150,9.2,32.1
810,4030,144307,9.5,29.8
810,4113,143221,11.6,36.2
810,4622,138082,8.2,25.4
810,4626,144104,6,15
810,6905,135598,15.7,46.9
810,6906,135945,10.4,35.9
810,7000,118138,8.4,31.4
810,7006,146220,16.8,65.9
810,7007,118140,16.1,48.1
810,7008,139628,9.8,31.3
810,7028,140904,8.5,28.9
810,7029,142260,9.2,34.3
811,2000,133480,7.3,22.6
811,2001,133481,4.7,8.2
811,2003,133519,8.4,36.2
811,2005,140551,8.3,29
811,2007,142119,4.8,9.8
811,2009,143823,7.7,28.3
811,2010,144471,6.5,17.2
811,2011,145177,6.5,16.7
811,2012,145189,7.7,25.8
811,2013,145190,6.6,18.8
811,2014,147760,7.3,22.4
811,2478,135700,8.8,29.2
811,2700,117823,6.4,13.5
811,2701,117824,3.9,SUPP
811,2702,117825,5.3,9.3
811,2704,117827,6.6,18.1
811,2706,117829,6.8,17.9
811,2707,117830,6.4,22.2
811,2708,117831,7.1,24.8
811,2709,117832,6.9,24.3
811,2710,117833,8.3,30.5
811,2715,117838,5.9,19
811,2718,117839,9,30
811,2719,117840,5.5,12.9
811,2720,117841,6.5,16.5
811,2721,117842,5.5,13
811,2728,140119,6.1,13.2
811,2731,117851,6,17.4
811,2732,117852,7.8,22.2
811,2733,117853,5.1,12.6
811,2734,117854,4.9,7.7
811,2735,117855,5.5,9.5
811,2738,117858,5.7,11.4
811,2739,117859,4.4,5.6
811,2740,117860,6.6,20.4
811,2741,117861,8.7,32.7
811,2742,117862,6.4,22
811,2743,143587,4.4,7.8
811,2744,117864,6.2,19.5
811,2746,143586,5,10.7
811,2747,117866,4.5,7.8
811,2748,117867,5.9,16.5
811,2749,117868,4.9,10.6
811,2754,117872,3.9,7.6
811,2755,146161,4.5,7.6
811,2757,117875,3.4,6
811,2761,117878,6.1,13.8
811,2765,117881,4.8,8.9
811,2766,117882,6.9,31.4
811,2768,117883,4.8,9.7
811,2769,137151,6.1,16.4
811,2770,117885,4.4,6.7
811,2771,117886,6.6,17.1
811,2777,117888,4.9,8.1
811,2778,117889,4.2,6.1
811,2780,117891,5.5,10.3
811,2789,117892,5.7,16.3
811,2790,117893,8,31
811,2796,117894,6,13.7
811,2879,117909,6.9,17.2
811,2881,117911,5.4,10.9
811,2882,117912,5.8,12.7
811,2889,117916,5.6,8.9
811,2908,117935,6.7,19
811,2909,117936,7.1,22.8
811,2910,117937,7.2,22.5
811,2912,117939,4.6,18.5
811,2913,145596,6.4,12.5
811,2914,117941,6.5,21.4
811,2915,117942,7.8,23.8
811,3011,117969,6,15.1
811,3012,117970,6.1,13.8
811,3013,117971,5.9,12.3
811,3017,117972,3.7,SUPP
811,3018,117973,5.5,20.5
811,3019,117974,6.6,16.7
811,3021,117976,5,9.2
811,3022,117977,6.4,16.7
811,3023,147407,6.8,20.2
811,3024,147408,6.3,16.8
811,3026,117980,6.4,18.1
811,3027,117981,6.5,16.5
811,3029,117982,6.8,20.7
811,3030,117983,7.2,20
811,3031,147504,5.7,18.1
811,3032,117985,5.7,15.4
811,3034,117987,6.8,21.8
811,3035,146174,5.8,15.6
811,3036,117989,5.7,12.5
811,3037,117990,5.1,17.6
811,3039,117992,5.3,12.2
811,3040,117993,4.7,6.2
811,3041,144082,5.5,15.3
811,3042,117995,5.6,15.9
811,3044,117997,10.7,24.2
811,3045,117998,5.8,13.1
811,3046,117999,4.3,9.2
811,3047,118000,7,21.7
811,3048,118001,4.6,10.3
811,3049,118002,6,14.3
811,3050,118003,5.3,6.8
811,3081,118025,6.1,18
811,3082,118026,8.4,26.2
811,3086,118028,7,17.9
811,3087,145595,6.4,15.5
811,3088,118030,5.6,14.6
811,3313,147252,7.8,26.1
811,3315,147244,6.1,14.1
811,3316,118034,4.3,6.8
811,3317,147248,6.9,20.5
811,3318,147210,6.2,15
811,3331,118044,5.8,11.4
811,3332,148164,6.9,20.4
811,3509,135077,4.3,4.4
811,3510,135078,7.2,23.1
811,3511,132209,7.7,28.4
811,3512,132349,6.9,20.5
811,3513,135115,4.8,9
811,4001,143854,8,27.9
811,4002,145722,8.2,26.4
811,4003,145929,9.4,30.5
811,4050,118072,7,20
811,4051,118073,9.2,27.4
811,4053,137306,8.8,25.7
811,4054,118075,11.9,38.6
811,4055,118076,9.4,31.4
811,4056,136667,7.5,23.5
811,4058,136921,8.8,31.3
811,4060,143588,8.9,25.8
811,4061,118082,9.6,33.4
811,4062,144561,9.4,28.8
811,4063,146129,9.1,29.8
811,4064,118085,10.8,36.9
811,4102,140866,9.5,33.1
811,4500,118111,12.8,38.8
811,4625,136995,7.2,21.9
811,5200,118120,5.8,13.3
811,5201,118121,5.7,7.6
811,5202,118122,6.4,10.7
811,5203,117996,5.7,14.7
811,5204,141933,8.3,31.3
811,7016,118144,12,45.9
811,7018,118145,10.5,34.9
811,7025,118148,8,32
812,2000,144148,8,26.3
812,2001,138542,6.8,19.3
812,2004,138237,6.4,20
812,2005,138279,7.2,25.9
812,2006,138857,6.4,19.3
812,2007,138866,6.1,17.7
812,2008,138890,7.1,24.9
812,2009,138975,4.9,9.5
812,2010,139009,5.3,12.7
812,2011,139420,6.1,17.4
812,2012,139952,7.4,26.9
812,2013,140991,8.4,28.7
812,2014,146762,7.6,26.4
812,2109,143884,7.8,24.9
812,2113,117733,8,26.4
812,2124,137761,6.9,19.8
812,2145,142269,6.4,16.9
812,2154,141302,5.4,11.8
812,2175,138062,5.6,14.9
812,2176,136975,5.6,13.3
812,2182,137996,6.4,18.5
812,2877,117907,6.5,22
812,2896,141631,5.9,15.5
812,2897,142841,6.3,16.9
812,2898,142268,5.4,10.2
812,2899,117926,7.3,24.3
812,2929,117956,5.6,14.5
812,2930,137787,5.4,13.6
812,2937,142969,7.3,29
812,2938,140581,5.9,15
812,2939,140801,5.8,16.7
812,2943,138467,6.5,19.8
812,2944,141289,6.7,23.6
812,3059,143281,6.4,26.2
812,3060,137811,4.7,9
812,3065,118012,5.6,15.7
812,3068,118015,6,13.4
812,3072,118017,6.5,17.5
812,3300,137611,5.2,13.4
812,3514,138014,6.1,17.4
812,3517,139981,6.3,16.3
812,3518,137760,4.9,8.4
812,3519,131231,7.8,26.4
812,3522,139472,7.1,23.4
812,3523,138468,6.3,19.7
812,3525,138846,6.7,22.2
812,3526,141773,6.8,18.9
812,4000,139649,13.1,43.3
812,4009,137196,14.1,45.5
812,4011,137464,6.1,16.8
812,4078,136268,8.6,29
812,4084,136277,7,21.1
812,4092,137200,7.8,23.7
812,6905,135176,9.9,31.3
812,6906,135209,12.8,37.5
812,6907,135294,14,45.7
812,6908,136192,9.8,35.6
812,7011,137394,16.3,58.6
812,7033,137363,7.9,24.1
813,2000,139024,5.9,14.6
813,2001,131216,7.6,23.9
