RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,893,4500,139143,Bridgnorth Endowed School,ACC,0,0,-10,3,-23,38,61%,0%,61%,0%,0%,0%,0%,38,61%,-10,3,-23,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,0%,86%,0%,0%,0%,0%
1,893,4503,147508,The Thomas Adams School,ACC,0,0,-10,-1,-18,105,64%,1%,62%,13%,12%,0%,1%,105,64%,-10,-2,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,8600,130800,Shrewsbury Colleges Group,Sixth Form College,0,0,-7,-4,-9,1192,56%,2%,51%,12%,12%,SP,3%,809,67%,-5,-2,-7,38,26%,-13,2,-28,345,32%,-10,-4,-15,45%,1%,42%,4%,4%,0%,2%
LA,893,,,,,,,-7,NA,NA,1674,60%,2%,55%,13%,13%,SP,2%,1284,68%,-5,NA,NA,39,26%,-14,NA,NA,351,32%,-10,NA,NA,61%,2%,56%,14%,13%,SP,3%
1,330,4000,136944,Birmingham Ormiston Academy,AC,0,0,-9,-4,-13,341,61%,1%,55%,6%,4%,0%,5%,307,60%,-12,-7,-16,10,60%,7,37,-23,24,67%,16,35,-3,62%,0%,60%,2%,0%,0%,2%
1,330,4003,138222,Aston University Engineering Academy,UTC,0,0,15,22,7,148,75%,3%,71%,12%,11%,0%,1%,71,87%,13,22,3,0,0%,NA,NA,NA,77,64%,16,26,5,82%,SUPP,76%,9%,9%,0%,SUPP
1,330,4004,138586,Nishkam High School,F,0,0,13,24,1,51,92%,2%,88%,16%,14%,0%,2%,51,92%,13,24,1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4006,139048,Greenwood Academy,AC,0,0,-11,5,-27,26,58%,0%,58%,12%,12%,0%,0%,26,58%,-11,4,-26,0,0%,NA,NA,NA,0,0%,NA,NA,NA,57%,0%,57%,SUPP,SUPP,0%,0%
1,330,4009,142219,Waverley School,ACC,0,0,8,19,-3,55,82%,2%,75%,7%,7%,0%,5%,55,82%,8,18,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,91%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,4010,139788,Waverley Studio College,SS,0,0,23,39,6,28,75%,0%,68%,4%,0%,0%,7%,28,75%,23,38,7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,71%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4012,137346,Hillcrest School and Sixth Form Centre,ACC,0,0,9,28,-10,20,80%,0%,80%,20%,20%,0%,0%,20,80%,9,27,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,71%,0%,71%,29%,29%,0%,0%
1,330,4014,140863,The University of Birmingham School,F,0,0,7,15,-1,95,89%,3%,85%,38%,39%,1%,1%,95,89%,7,15,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,95%,SUPP,87%,38%,38%,SUPP,SUPP
1,330,4060,136592,Lordswood Girls' School and Sixth Form Centre,ACC,0,0,15,23,6,101,78%,0%,76%,12%,11%,0%,2%,92,79%,14,22,5,9,67%,31,62,0,0,0%,NA,NA,NA,86%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4084,139888,Washwood Heath Academy,ACC,0,0,10,23,-3,39,74%,3%,69%,3%,3%,0%,3%,39,74%,10,22,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,76%,SUPP,72%,SUPP,SUPP,0%,SUPP
1,330,4115,103493,Bordesley Green Girls' School & Sixth Form,CY,0,0,13,20,5,145,77%,1%,74%,9%,9%,0%,1%,135,79%,14,20,7,10,40%,2,32,-28,0,0%,NA,NA,NA,78%,SUPP,77%,7%,7%,0%,SUPP
1,330,4129,143438,Dame Elizabeth Cadbury School,ACC,0,0,-13,19,-45,7,43%,0%,43%,14%,14%,0%,0%,5,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4207,138937,King Edward VI Handsworth Wood Girls' Academy,ACC,0,0,10,24,-4,37,73%,0%,73%,8%,8%,0%,0%,34,74%,9,22,-4,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,56%,0%,56%,6%,6%,0%,0%
1,330,4220,136882,Aston Manor Academy,ACC,0,0,17,26,7,75,81%,1%,79%,8%,8%,0%,1%,70,80%,14,23,4,5,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,78%,SUPP,76%,8%,8%,0%,SUPP
1,330,4223,103509,Holte School,CY,0,0,12,21,2,83,73%,0%,70%,5%,5%,0%,4%,76,74%,10,19,0,7,71%,33,69,-3,0,0%,NA,NA,NA,74%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4227,139841,Broadway Academy,ACC,0,0,11,20,1,78,82%,0%,78%,6%,6%,0%,4%,78,82%,11,20,1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,73%,SUPP,SUPP,0%,2%
1,330,4237,103514,Swanshurst School,CY,0,0,13,20,5,125,80%,0%,78%,12%,12%,0%,2%,114,84%,15,22,7,11,36%,-2,26,-30,0,0%,NA,NA,NA,77%,0%,77%,14%,14%,0%,0%
1,330,4240,139746,Hamstead Hall Academy,ACC,0,0,9,18,0,79,77%,1%,71%,8%,8%,0%,5%,79,77%,9,18,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,SUPP,77%,8%,8%,0%,SUPP
1,330,4241,137034,Holyhead School,ACC,0,0,22,30,13,109,86%,0%,83%,25%,24%,0%,4%,82,89%,18,26,9,17,82%,37,60,13,10,70%,27,57,-3,83%,0%,79%,19%,17%,0%,4%
1,330,4245,103519,Moseley School and Sixth Form,FD,0,0,12,23,0,54,83%,0%,83%,15%,15%,0%,0%,54,83%,12,23,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,0%,78%,15%,15%,0%,0%
1,330,4300,136778,Sutton Coldfield Grammar School for Girls,ACC,0,0,0,7,-7,128,91%,5%,84%,45%,44%,1%,2%,128,91%,0,7,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,38%,25%,SUPP,0%
1,330,4307,138136,The Arthur Terry School,ACC,0,0,6,12,0,199,82%,5%,74%,16%,17%,1%,3%,199,82%,6,11,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,84%,8%,76%,16%,16%,SUPP,0%
1,330,4331,137053,Plantsbrook School,ACC,0,0,-1,7,-9,97,75%,3%,72%,21%,21%,0%,0%,97,75%,-1,7,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,67%,11%,11%,0%,0%
1,330,4606,103531,St Paul's School for Girls,VA,0,0,13,22,3,77,91%,0%,90%,25%,27%,1%,1%,77,91%,13,22,3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,89%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4616,141835,St Thomas Aquinas Catholic School,ACC,0,0,8,18,-2,62,77%,8%,69%,27%,27%,0%,0%,54,78%,4,15,-7,3,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,75%,0%,75%,25%,25%,0%,0%
1,330,4660,137988,Bishop Vesey's Grammar School,ACC,0,0,4,10,-2,189,95%,3%,92%,70%,60%,4%,1%,189,95%,4,9,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,95%,76%,76%,10%,SUPP
1,330,4661,140524,Bishop Walsh Catholic School,ACC,0,0,-1,7,-9,90,73%,7%,67%,21%,21%,0%,0%,90,73%,-1,7,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,71%,14%,57%,0%,0%,0%,0%
1,330,4663,147707,St Edmund Campion Catholic School,ACC,0,0,4,14,-6,60,72%,0%,72%,15%,13%,0%,0%,60,72%,4,14,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,69%,0%,69%,14%,10%,0%,0%
1,330,4804,146124,Archbishop Ilsley Catholic School,ACC,0,0,4,15,-7,57,77%,0%,75%,19%,21%,0%,2%,56,79%,6,16,-4,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,5402,143562,King Edward VI Handsworth Grammar School for Boys,ACC,0,0,3,9,-3,151,88%,4%,82%,25%,25%,0%,2%,151,88%,3,9,-3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,3%,80%,38%,30%,0%,3%
1,330,5403,143435,Fortis Academy,ACC,0,0,20,29,10,74,86%,0%,86%,9%,8%,0%,0%,74,86%,20,29,10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,90%,0%,90%,10%,10%,0%,0%
1,330,5404,137047,King Edward VI Handsworth School,ACC,0,0,1,8,-6,144,90%,1%,88%,43%,47%,1%,1%,144,90%,1,7,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,5405,137046,King Edward VI Five Ways School,ACC,0,0,4,10,-2,183,94%,2%,92%,69%,65%,3%,0%,183,94%,4,9,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,88%,63%,56%,0%,0%
1,330,5406,137044,King Edward VI Camp Hill School for Girls,ACC,0,0,3,9,-3,161,94%,1%,93%,66%,66%,6%,0%,161,94%,3,9,-3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,88%,67%,67%,17%,0%
1,330,5407,137045,King Edward VI Camp Hill School for Boys,ACC,0,0,2,9,-5,134,93%,2%,91%,63%,64%,8%,0%,134,93%,2,8,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,63%,63%,4%,0%
1,330,5408,137043,King Edward VI Aston School,ACC,0,0,5,12,-2,132,92%,1%,90%,40%,40%,5%,1%,132,92%,5,12,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,87%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,5410,136908,Fairfax,ACC,0,0,4,12,-4,109,78%,1%,74%,19%,17%,0%,3%,109,78%,4,11,-3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,77%,SUPP,69%,23%,15%,0%,SUPP
1,330,5412,138695,George Dixon Academy,ACC,0,0,28,41,14,38,95%,0%,95%,13%,11%,3%,0%,38,95%,28,41,14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,SUPP,SUPP,SUPP,0%
1,330,5413,103560,Bishop Challoner Catholic College,VA,0,0,-2,5,-9,119,76%,2%,73%,24%,24%,2%,1%,116,78%,-1,6,-8,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,71%,SUPP,68%,18%,25%,SUPP,SUPP
1,330,5414,136590,Kings Norton Girls' School,ACC,0,0,3,10,-4,116,87%,1%,86%,41%,43%,2%,0%,116,87%,3,10,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,87%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,5416,103563,Colmers School and Sixth Form College,FD,0,0,-6,8,-20,37,70%,0%,70%,32%,32%,0%,0%,37,70%,-6,7,-19,0,0%,NA,NA,NA,0,0%,NA,NA,NA,63%,0%,63%,38%,38%,0%,0%
1,330,6906,136152,King Edward VI Sheldon Heath Academy,AC,0,0,7,16,-2,79,81%,0%,81%,19%,19%,0%,0%,78,82%,8,17,-1,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,74%,0%,74%,17%,17%,0%,0%
1,330,6907,135911,Shenley Academy,AC,0,0,-1,16,-18,25,60%,0%,32%,4%,4%,0%,28%,25,60%,-1,15,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,70%,0%,50%,SUPP,SUPP,0%,20%
1,330,6908,135970,Ark St Alban's Academy,AC,0,0,21,31,10,64,89%,0%,89%,23%,23%,0%,0%,64,89%,21,31,10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,91%,0%,91%,24%,24%,0%,0%
1,330,6909,136032,North Birmingham Academy,AC,0,0,25,37,12,43,91%,0%,84%,9%,12%,0%,7%,40,90%,22,34,9,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,89%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,8006,130461,South and City College Birmingham,General Further Education College,0,0,5,8,1,658,50%,2%,42%,2%,3%,SP,7%,130,74%,11,18,3,107,39%,0,9,-9,421,46%,5,9,0,51%,1%,44%,2%,3%,SUPP,6%
1,330,8030,130466,Birmingham Metropolitan College,General Further Education College,0,0,2,4,0,1754,53%,2%,46%,3%,3%,0%,5%,709,62%,-1,2,-4,138,48%,6,14,-2,907,46%,4,7,0,55%,1%,50%,3%,3%,0%,3%
1,330,8600,130468,Joseph Chamberlain Sixth Form College,Sixth Form College,0,0,23,25,20,837,82%,1%,79%,9%,9%,0%,2%,447,86%,13,16,9,5,SUPP,SUPP,SUPP,SUPP,385,76%,34,38,29,80%,SP,78%,9%,9%,0%,2%
LA,330,,,,,,,7,NA,NA,7609,72%,2%,68%,17%,17%,1%,3%,5445,80%,5,NA,NA,332,49%,8,NA,NA,1832,54%,11,NA,NA,73%,2%,68%,20%,20%,1%,3%
1,885,8007,130713,Heart of Worcestershire College,General Further Education College,0,0,-4,0,-8,439,41%,1%,28%,2%,2%,0%,12%,63,54%,-2,8,-12,26,23%,-17,1,-35,350,40%,-3,2,-8,29%,1%,20%,1%,1%,0%,8%
1,885,8601,144888,Worcester Sixth Form College,ACC1619,0,0,-6,-2,-9,599,64%,3%,60%,12%,13%,SP,2%,537,66%,-7,-3,-10,11,91%,37,65,8,51,41%,-3,10,-16,59%,2%,55%,6%,6%,0%,2%
1,885,4001,135035,The Bewdley School,FD,0,0,-9,3,-21,46,61%,0%,59%,11%,15%,2%,2%,46,61%,-9,2,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4002,116928,North Bromsgrove High School,CY,0,0,-3,9,-15,48,71%,2%,60%,6%,6%,0%,8%,48,71%,-3,8,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,885,4003,140292,South Bromsgrove High,ACC,0,0,-6,0,-12,171,69%,1%,68%,21%,24%,0%,0%,171,69%,-6,0,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,57%,0%,57%,14%,14%,0%,0%
1,885,4004,137162,The Stourport High School and Sixth Form College,ACC,0,0,-11,1,-23,50,62%,2%,58%,10%,10%,0%,2%,48,60%,-14,-2,-25,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4005,136927,Droitwich Spa High School and Sixth Form Centre,ACC,0,0,-11,-2,-19,95,60%,1%,55%,13%,14%,0%,4%,95,60%,-11,-2,-19,0,0%,NA,NA,NA,0,0%,NA,NA,NA,50%,SUPP,42%,8%,8%,0%,SUPP
1,885,4006,116932,The De Montfort School,CY,0,1,-18,-3,-32,37,43%,0%,41%,3%,0%,0%,3%,37,43%,-18,-4,-31,0,0%,NA,NA,NA,0,0%,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4008,138505,Arrow Vale Academy,AC,0,0,4,15,-7,51,65%,2%,53%,2%,0%,0%,10%,41,68%,5,17,-7,10,50%,0,30,-30,0,0%,NA,NA,NA,79%,SUPP,71%,SUPP,0%,0%,SUPP
1,885,4010,136898,Haybridge High School and Sixth Form,ACC,0,0,-11,-3,-18,148,68%,5%,61%,21%,22%,1%,1%,148,68%,-11,-4,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,43%,0%,43%,14%,14%,SUPP,0%
1,885,4014,144367,Baxter College,ACC,0,0,-5,10,-20,29,55%,0%,48%,0%,0%,0%,7%,27,52%,-10,5,-25,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4017,136924,Woodrush High School,ACC,0,0,-15,0,-29,35,66%,6%,57%,23%,17%,0%,3%,35,66%,-15,-1,-28,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4028,137625,The Chase,ACC,0,0,-6,1,-13,115,68%,3%,64%,28%,30%,0%,1%,112,68%,-7,0,-14,0,0%,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,50%,SUPP,38%,13%,13%,0%,SUPP
1,885,4030,136925,Pershore High School,ACC,0,0,-6,4,-16,60,72%,2%,67%,23%,23%,2%,3%,60,72%,-6,4,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4044,138664,Waseley Hills High School,ACC,0,0,-17,-1,-32,31,58%,0%,58%,13%,13%,0%,0%,31,58%,-17,-2,-31,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4432,136890,Christopher Whitehead Language College,ACC,0,0,-7,1,-15,91,69%,2%,66%,12%,13%,0%,1%,88,72%,-6,2,-14,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,78%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4437,137167,Trinity High School and Sixth Form Centre,ACC,0,0,-5,4,-14,75,65%,3%,63%,17%,16%,0%,0%,75,65%,-5,4,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,60%,0%,60%,10%,10%,0%,0%
1,885,4438,140731,Tudor Grange Academy Redditch,ACC,0,0,-8,3,-19,59,56%,0%,54%,10%,10%,0%,2%,59,56%,-8,2,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4500,137101,Hanley Castle High School,ACC,0,0,-10,-1,-18,97,64%,5%,58%,22%,21%,2%,1%,97,64%,-10,-1,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,27%,SUPP,18%,9%,9%,0%,SUPP
1,885,4501,138032,King Charles I School,ACC,0,0,-19,-5,-32,40,55%,0%,53%,15%,15%,0%,3%,40,55%,-19,-6,-31,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4503,135061,Wolverley CofE Secondary School,VC,0,0,4,24,-16,17,71%,0%,71%,6%,6%,0%,0%,17,71%,4,23,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,4800,141414,Hagley Catholic High School,ACC,0,0,2,10,-6,93,78%,1%,74%,34%,30%,3%,3%,93,78%,2,10,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,SUPP,75%,38%,13%,0%,SUPP
1,885,4801,137186,Dyson Perrins CofE Academy,ACC,0,0,-39,-22,-55,26,27%,0%,27%,0%,4%,0%,0%,26,27%,-39,-23,-54,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,5400,141063,St Augustine's Catholic High School,ACC,0,0,-6,2,-14,110,73%,5%,65%,25%,23%,1%,2%,110,73%,-6,1,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,63%,0%,63%,0%,0%,SUPP,0%
1,885,5403,136469,Prince Henry's High School,ACC,0,0,-6,0,-12,172,70%,2%,66%,13%,14%,1%,2%,168,71%,-6,0,-12,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,75%,8%,67%,8%,8%,SUPP,0%
1,885,6009,141105,Holy Trinity School,F,0,0,8,32,-16,12,75%,8%,67%,8%,8%,0%,0%,12,75%,8,31,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,885,6905,135913,Tudor Grange Academy Worcester,AC,0,0,-9,5,-23,37,62%,0%,57%,8%,8%,0%,5%,37,62%,-9,4,-22,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,885,,,,,,,-7,NA,NA,2783,62%,2%,56%,13%,14%,SP,4%,2321,66%,-8,NA,NA,58,47%,1,NA,NA,404,41%,-3,NA,NA,63%,2%,57%,14%,15%,SP,4%
1,874,4000,137082,Nene Park Academy,AC,0,0,0,8,-8,97,64%,2%,60%,7%,6%,0%,2%,91,67%,1,9,-7,3,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,75%,0%,75%,8%,8%,0%,0%
1,874,4002,137880,Stanground Academy,AC,0,0,-1,12,-14,39,72%,0%,72%,13%,10%,0%,0%,39,72%,-1,11,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,82%,0%,82%,18%,18%,0%,0%
1,874,4004,142902,Greater Peterborough UTC,UTC,0,0,-20,-6,-33,38,34%,0%,32%,3%,3%,0%,3%,9,44%,-25,1,-51,29,31%,-18,0,-35,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,874,4006,145051,Queen Katharine Academy,AC,0,0,6,14,-2,97,55%,0%,54%,9%,9%,0%,1%,65,58%,4,14,-6,30,50%,13,30,-4,2,SUPP,SUPP,SUPP,SUPP,53%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,874,4081,110882,Ken Stimpson Community School,CY,0,0,-7,6,-20,40,63%,0%,63%,18%,13%,0%,0%,38,66%,-5,8,-18,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,50%,0%,50%,25%,25%,0%,0%
1,874,4082,141300,Hampton College,ACC,0,0,11,20,1,75,77%,0%,73%,12%,11%,0%,4%,63,79%,9,19,-1,0,0%,NA,NA,NA,12,67%,23,50,-4,73%,0%,73%,18%,18%,0%,0%
1,874,5404,136398,The King's (The Cathedral) School,ACC,0,0,6,12,0,180,92%,1%,91%,55%,51%,3%,0%,180,92%,6,12,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,0%,92%,38%,38%,8%,0%
1,874,5405,145271,Jack Hunt School,ACC,0,0,11,18,3,115,86%,1%,83%,18%,15%,0%,2%,115,86%,11,18,3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,81%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,874,5413,110907,St John Fisher Catholic High School,VA,0,0,31,45,16,36,92%,3%,89%,0%,0%,0%,0%,29,93%,29,44,13,7,86%,43,79,6,0,0%,NA,NA,NA,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,874,5417,136266,Arthur Mellows Village College,ACC,0,0,-1,6,-8,129,76%,2%,74%,27%,24%,2%,1%,128,76%,-1,6,-8,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,874,6905,135263,Thomas Deacon Academy,AC,0,0,9,15,2,151,78%,1%,75%,15%,14%,0%,3%,148,80%,10,16,3,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,72%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,874,6906,135980,Ormiston Bushfield Academy,AC,0,0,13,23,2,69,83%,1%,80%,17%,16%,1%,1%,69,83%,13,22,3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,76%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,874,8011,130613,Inspire Education Group,General Further Education College,0,0,-9,-4,-13,444,38%,1%,34%,SP,SP,0%,3%,165,52%,-5,1,-11,91,38%,-3,7,-13,188,26%,-15,-8,-21,38%,0%,35%,0%,0%,0%,3%
LA,874,,,,,,,1,NA,NA,1510,65%,1%,62%,15%,14%,1%,2%,1139,75%,5,NA,NA,166,40%,-2,NA,NA,205,28%,-13,NA,NA,66%,1%,63%,17%,15%,1%,2%
1,821,4606,142310,Cardinal Newman Catholic School A Specialist Science College,ACC,0,0,12,19,4,142,89%,6%,81%,23%,18%,1%,1%,142,89%,12,18,5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,95%,0%,95%,15%,5%,SUPP,0%
1,821,6905,135337,The Chalk Hills Academy,AC,0,0,20,33,6,41,85%,0%,85%,7%,7%,0%,0%,41,85%,20,32,7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,0%,78%,0%,0%,0%,0%
1,821,6906,135338,The Stockwood Park Academy,AC,0,0,20,39,0,19,84%,0%,84%,11%,11%,0%,0%,18,83%,18,37,-1,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,821,8600,130600,Luton Sixth Form College,Sixth Form College,0,0,10,12,7,1111,75%,2%,73%,12%,10%,SP,SP,800,79%,5,7,2,0,0%,NA,NA,NA,311,66%,22,27,16,73%,1%,72%,9%,8%,0%,0%
LA,821,,,,,,,11,NA,NA,1313,77%,2%,75%,13%,11%,SP,SP,1001,81%,7,NA,NA,1,100%,57,NA,NA,311,66%,22,NA,NA,78%,2%,75%,14%,12%,SP,1%
1,882,4000,141741,Chase High School,AC,0,0,-9,2,-20,54,44%,0%,43%,2%,2%,0%,2%,47,45%,-12,0,-23,4,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,41%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,882,4034,137733,Shoeburyness High School,ACC,0,0,-11,-3,-18,117,56%,2%,54%,3%,3%,0%,1%,117,56%,-11,-3,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,882,5401,136272,Westcliff High School for Boys Academy,ACC,0,0,0,6,-6,159,91%,2%,89%,63%,57%,5%,0%,159,91%,0,6,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,88%,88%,13%,0%
1,882,5423,136490,Westcliff High School for Girls,ACC,0,0,2,8,-4,180,89%,6%,83%,42%,29%,1%,1%,180,89%,2,8,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,882,5428,136444,Southend High School for Girls,ACC,0,0,2,9,-5,140,89%,3%,85%,49%,39%,2%,1%,140,89%,2,8,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,8%,77%,38%,31%,0%,0%
1,882,5434,138174,Belfairs Academy,ACC,0,0,-19,-8,-29,72,44%,1%,39%,1%,1%,0%,4%,72,44%,-19,-9,-28,0,0%,NA,NA,NA,0,0%,NA,NA,NA,22%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
