"Entry year","Provider name","Accepted applicants"
"2019 - 2020","G42 Glasgow Caledonian University","3950"
"2020 - 2021","G42 Glasgow Caledonian University","4140"
"2021 - 2022","G42 Glasgow Caledonian University","3855"
"2022 - 2023","G42 Glasgow Caledonian University","3995"
"2023 - 2024","G42 Glasgow Caledonian University","4995"
"2006 - 2007","G43 Glasgow School of Art","315"
"2007 - 2008","G43 Glasgow School of Art","360"
"2008 - 2009","G43 Glasgow School of Art","350"
"2009 - 2010","G43 Glasgow School of Art","365"
"2010 - 2011","G43 Glasgow School of Art","365"
"2011 - 2012","G43 Glasgow School of Art","345"
"2012 - 2013","G43 Glasgow School of Art","380"
"2013 - 2014","G43 Glasgow School of Art","370"
"2014 - 2015","G43 Glasgow School of Art","390"
"2015 - 2016","G43 Glasgow School of Art","495"
"2016 - 2017","G43 Glasgow School of Art","450"
"2017 - 2018","G43 Glasgow School of Art","460"
"2018 - 2019","G43 Glasgow School of Art","465"
"2019 - 2020","G43 Glasgow School of Art","495"
"2020 - 2021","G43 Glasgow School of Art","475"
"2021 - 2022","G43 Glasgow School of Art","545"
"2022 - 2023","G43 Glasgow School of Art","610"
"2023 - 2024","G43 Glasgow School of Art","565"
"2010 - 2011","G53 Wrexham University","1060"
"2011 - 2012","G53 Wrexham University","935"
"2012 - 2013","G53 Wrexham University","730"
"2013 - 2014","G53 Wrexham University","960"
"2014 - 2015","G53 Wrexham University","915"
"2015 - 2016","G53 Wrexham University","750"
"2016 - 2017","G53 Wrexham University","955"
"2017 - 2018","G53 Wrexham University","935"
"2018 - 2019","G53 Wrexham University","915"
"2019 - 2020","G53 Wrexham University","860"
"2020 - 2021","G53 Wrexham University","660"
"2021 - 2022","G53 Wrexham University","595"
"2022 - 2023","G53 Wrexham University","790"
"2023 - 2024","G53 Wrexham University","560"
"2006 - 2007","W29 Welsh College of Horticulture","10"
"2007 - 2008","W29 Welsh College of Horticulture","5"
"2008 - 2009","W29 Welsh College of Horticulture","10"
"2006 - 2007","N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)","345"
"2007 - 2008","N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)","355"
"2008 - 2009","N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)","700"
"2009 - 2010","N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)","950"
"2010 - 2011","N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)","10"
"2006 - 2007","S94 Gower College Swansea (formerly Swansea College)","15"
"2007 - 2008","S94 Gower College Swansea (formerly Swansea College)","5"
"2008 - 2009","S94 Gower College Swansea (formerly Swansea College)","10"
"2009 - 2010","S94 Gower College Swansea (formerly Swansea College)","10"
"2010 - 2011","S94 Gower College Swansea (formerly Swansea College)","10"
"2011 - 2012","S94 Gower College Swansea (formerly Swansea College)","5"
"2012 - 2013","G59 Gower College Swansea","10"
"2013 - 2014","G59 Gower College Swansea","5"
"2015 - 2016","G59 Gower College Swansea","45"
"2016 - 2017","G59 Gower College Swansea","80"
"2017 - 2018","G59 Gower College Swansea","65"
"2018 - 2019","G59 Gower College Swansea","90"
"2019 - 2020","G59 Gower College Swansea","65"
"2020 - 2021","G59 Gower College Swansea","75"
"2021 - 2022","G59 Gower College Swansea","55"
"2022 - 2023","G59 Gower College Swansea","55"
"2023 - 2024","G59 Gower College Swansea","55"
"2006 - 2007","H24 Heriot-Watt University","1745"
"2007 - 2008","H24 Heriot-Watt University","1955"
"2008 - 2009","H24 Heriot-Watt University","2010"
"2009 - 2010","H24 Heriot-Watt University","2305"
"2010 - 2011","H24 Heriot-Watt University","1475"
"2011 - 2012","H24 Heriot-Watt University","1870"
"2012 - 2013","H24 Heriot-Watt University","1810"
"2013 - 2014","H24 Heriot-Watt University","2170"
"2014 - 2015","H24 Heriot-Watt University","1850"
"2015 - 2016","H24 Heriot-Watt University","1870"
"2016 - 2017","H24 Heriot-Watt University","2060"
"2017 - 2018","H24 Heriot-Watt University","2130"
"2018 - 2019","H24 Heriot-Watt University","1800"
"2019 - 2020","H24 Heriot-Watt University","1835"
"2020 - 2021","H24 Heriot-Watt University","1430"
"2021 - 2022","H24 Heriot-Watt University","1635"
"2022 - 2023","H24 Heriot-Watt University","1550"
"2023 - 2024","H24 Heriot-Watt University","1620"
"2006 - 2007","H49 University of the Highlands and Islands (UHI)","190"
"2007 - 2008","H49 University of the Highlands and Islands (UHI)","120"
"2008 - 2009","H49 University of the Highlands and Islands (UHI)","1760"
"2009 - 2010","H49 University of the Highlands and Islands (UHI)","1965"
"2010 - 2011","H49 University of the Highlands and Islands (UHI)","1980"
"2011 - 2012","H49 University of the Highlands and Islands (UHI)","2155"
"2012 - 2013","H49 University of the Highlands and Islands (UHI)","2150"
"2013 - 2014","H49 University of the Highlands and Islands (UHI)","2415"
"2014 - 2015","H49 University of the Highlands and Islands (UHI)","700"
"2015 - 2016","H49 University of the Highlands and Islands (UHI)","2635"
"2016 - 2017","H49 University of the Highlands and Islands (UHI)","2790"
"2017 - 2018","H49 University of the Highlands and Islands (UHI)","2795"
"2018 - 2019","H49 University of the Highlands and Islands (UHI)","2910"
"2019 - 2020","H49 University of the Highlands and Islands (UHI)","2565"
"2020 - 2021","H49 University of the Highlands and Islands (UHI)","2680"
"2021 - 2022","H49 University of the Highlands and Islands (UHI)","2345"
"2022 - 2023","H49 University of the Highlands and Islands (UHI)","2180"
"2023 - 2024","H49 University of the Highlands and Islands (UHI)","2170"
"2006 - 2007","M65 Coleg Menai","5"
"2010 - 2011","M65 Coleg Menai","5"
"2011 - 2012","M65 Coleg Menai","5"
"2012 - 2013","M65 Coleg Menai","5"
"2014 - 2015","M65 Coleg Menai","5"
"2015 - 2016","M65 Coleg Menai","20"
"2016 - 2017","M65 Coleg Menai","10"
"2017 - 2018","M65 Coleg Menai","15"
"2018 - 2019","M65 Coleg Menai","10"
"2019 - 2020","M65 Coleg Menai","15"
"2006 - 2007","L53 Grwp Llandrillo Menai","70"
"2007 - 2008","L53 Grwp Llandrillo Menai","25"
"2008 - 2009","L53 Grwp Llandrillo Menai","115"
"2009 - 2010","L53 Grwp Llandrillo Menai","105"
"2010 - 2011","L53 Grwp Llandrillo Menai","70"
"2011 - 2012","L53 Grwp Llandrillo Menai","80"
"2012 - 2013","L53 Grwp Llandrillo Menai","55"
"2013 - 2014","L53 Grwp Llandrillo Menai","115"
"2014 - 2015","L53 Grwp Llandrillo Menai","65"
"2015 - 2016","L53 Grwp Llandrillo Menai","60"
"2016 - 2017","L53 Grwp Llandrillo Menai","45"
"2017 - 2018","L53 Grwp Llandrillo Menai","105"
"2018 - 2019","L53 Grwp Llandrillo Menai","110"
"2019 - 2020","L53 Grwp Llandrillo Menai","175"
"2020 - 2021","L53 Grwp Llandrillo Menai","120"
"2021 - 2022","L53 Grwp Llandrillo Menai","85"
"2022 - 2023","L53 Grwp Llandrillo Menai","80"
"2023 - 2024","L53 Grwp Llandrillo Menai","45"
"2006 - 2007","N13 NPTC Group","130"
"2007 - 2008","N13 NPTC Group","145"
"2008 - 2009","N13 NPTC Group","120"
"2009 - 2010","N13 NPTC Group","155"
"2010 - 2011","N13 NPTC Group","80"
"2011 - 2012","N13 NPTC Group","65"
"2012 - 2013","N13 NPTC Group","45"
"2013 - 2014","N13 NPTC Group","60"
"2014 - 2015","N13 NPTC Group","120"
"2015 - 2016","N13 NPTC Group","175"
"2016 - 2017","N13 NPTC Group","130"
"2017 - 2018","N13 NPTC Group","185"
"2018 - 2019","N13 NPTC Group","150"
"2019 - 2020","N13 NPTC Group","100"
"2020 - 2021","N13 NPTC Group","235"
"2021 - 2022","N13 NPTC Group","180"
"2022 - 2023","N13 NPTC Group","210"
"2023 - 2024","N13 NPTC Group","195"
"2006 - 2007","P35 Pembrokeshire College","55"
"2007 - 2008","P35 Pembrokeshire College","90"
"2008 - 2009","P35 Pembrokeshire College","90"
"2009 - 2010","P35 Pembrokeshire College","65"
"2010 - 2011","P35 Pembrokeshire College","75"
"2011 - 2012","P35 Pembrokeshire College","55"
"2012 - 2013","P35 Pembrokeshire College","40"
"2013 - 2014","P35 Pembrokeshire College","40"
"2014 - 2015","P35 Pembrokeshire College","25"
"2015 - 2016","P35 Pembrokeshire College","30"
"2016 - 2017","P35 Pembrokeshire College","25"
"2017 - 2018","P35 Pembrokeshire College","25"
"2018 - 2019","P35 Pembrokeshire College","25"
"2019 - 2020","P35 Pembrokeshire College","10"
"2020 - 2021","P35 Pembrokeshire College","5"
"2006 - 2007","Q25 Queen Margaret University, Edinburgh","980"
"2007 - 2008","Q25 Queen Margaret University, Edinburgh","1135"
"2008 - 2009","Q25 Queen Margaret University, Edinburgh","1085"
"2009 - 2010","Q25 Queen Margaret University, Edinburgh","1135"
"2010 - 2011","Q25 Queen Margaret University, Edinburgh","835"
"2011 - 2012","Q25 Queen Margaret University, Edinburgh","1020"
"2012 - 2013","Q25 Queen Margaret University, Edinburgh","1095"
"2013 - 2014","Q25 Queen Margaret University, Edinburgh","965"
"2014 - 2015","Q25 Queen Margaret University, Edinburgh","1005"
"2015 - 2016","Q25 Queen Margaret University, Edinburgh","965"
"2016 - 2017","Q25 Queen Margaret University, Edinburgh","1065"
"2017 - 2018","Q25 Queen Margaret University, Edinburgh","905"
"2018 - 2019","Q25 Queen Margaret University, Edinburgh","1020"
"2019 - 2020","Q25 Queen Margaret University, Edinburgh","990"
"2020 - 2021","Q25 Queen Margaret University, Edinburgh","1150"
"2021 - 2022","Q25 Queen Margaret University, Edinburgh","950"
"2022 - 2023","Q25 Queen Margaret University, Edinburgh","915"
"2023 - 2024","Q25 Queen Margaret University, Edinburgh","945"
"2006 - 2007","Q75 Queen's University Belfast","3460"
"2007 - 2008","Q75 Queen's University Belfast","3670"
"2008 - 2009","Q75 Queen's University Belfast","3695"
"2009 - 2010","Q75 Queen's University Belfast","3795"
"2010 - 2011","Q75 Queen's University Belfast","3715"
"2011 - 2012","Q75 Queen's University Belfast","3790"
"2012 - 2013","Q75 Queen's University Belfast","3900"
"2013 - 2014","Q75 Queen's University Belfast","4505"
"2014 - 2015","Q75 Queen's University Belfast","4515"
"2015 - 2016","Q75 Queen's University Belfast","4285"
"2016 - 2017","Q75 Queen's University Belfast","4415"
"2017 - 2018","Q75 Queen's University Belfast","4435"
"2018 - 2019","Q75 Queen's University Belfast","4400"
"2019 - 2020","Q75 Queen's University Belfast","4485"
"2020 - 2021","Q75 Queen's University Belfast","5350"
"2021 - 2022","Q75 Queen's University Belfast","5155"
"2022 - 2023","Q75 Queen's University Belfast","4710"
"2023 - 2024","Q75 Queen's University Belfast","4855"
"2006 - 2007","R36 Robert Gordon University","1765"
"2007 - 2008","R36 Robert Gordon University","2040"
"2008 - 2009","R36 Robert Gordon University","2105"
"2009 - 2010","R36 Robert Gordon University","2250"
"2010 - 2011","R36 Robert Gordon University","2275"
"2011 - 2012","R36 Robert Gordon University","2350"
"2012 - 2013","R36 Robert Gordon University","2415"
"2013 - 2014","R36 Robert Gordon University","2430"
"2014 - 2015","R36 Robert Gordon University","2285"
"2015 - 2016","R36 Robert Gordon University","2300"
"2016 - 2017","R36 Robert Gordon University","2520"
"2017 - 2018","R36 Robert Gordon University","2530"
"2018 - 2019","R36 Robert Gordon University","2380"
"2019 - 2020","R36 Robert Gordon University","2405"
"2020 - 2021","R36 Robert Gordon University","2760"
"2021 - 2022","R36 Robert Gordon University","2220"
"2022 - 2023","R36 Robert Gordon University","2130"
"2023 - 2024","R36 Robert Gordon University","2060"
"2006 - 2007","R86 Royal Welsh College of Music and Drama","55"
"2007 - 2008","R86 Royal Welsh College of Music and Drama","55"
"2008 - 2009","R86 Royal Welsh College of Music and Drama","55"
"2009 - 2010","R86 Royal Welsh College of Music and Drama","50"
"2010 - 2011","R86 Royal Welsh College of Music and Drama","65"
"2011 - 2012","R86 Royal Welsh College of Music and Drama","60"
"2012 - 2013","R86 Royal Welsh College of Music and Drama","30"
"2013 - 2014","R86 Royal Welsh College of Music and Drama","40"
"2014 - 2015","R86 Royal Welsh College of Music and Drama","45"
"2015 - 2016","R86 Royal Welsh College of Music and Drama","45"
"2016 - 2017","R86 Royal Welsh College of Music and Drama","50"
"2017 - 2018","R86 Royal Welsh College of Music and Drama","35"
"2018 - 2019","R86 Royal Welsh College of Music and Drama","45"
"2019 - 2020","R86 Royal Welsh College of Music and Drama","35"
"2020 - 2021","R86 Royal Welsh College of Music and Drama","50"
"2021 - 2022","R86 Royal Welsh College of Music and Drama","55"
"2022 - 2023","R86 Royal Welsh College of Music and Drama","50"
"2023 - 2024","R86 Royal Welsh College of Music and Drama","60"
"2006 - 2007","S01 SRUC Scotland's Rural College","350"
"2007 - 2008","S01 SRUC Scotland's Rural College","345"
"2008 - 2009","S01 SRUC Scotland's Rural College","335"
"2009 - 2010","S01 SRUC Scotland's Rural College","440"
"2010 - 2011","S01 SRUC Scotland's Rural College","455"
"2011 - 2012","S01 SRUC Scotland's Rural College","350"
"2012 - 2013","S01 SRUC Scotland's Rural College","275"
"2013 - 2014","S01 SRUC Scotland's Rural College","360"
"2014 - 2015","S01 SRUC Scotland's Rural College","380"
"2015 - 2016","S01 SRUC Scotland's Rural College","835"
"2016 - 2017","S01 SRUC Scotland's Rural College","685"
"2017 - 2018","S01 SRUC Scotland's Rural College","650"
"2018 - 2019","S01 SRUC Scotland's Rural College","650"
"2019 - 2020","S01 SRUC Scotland's Rural College","625"
"2020 - 2021","S01 SRUC Scotland's Rural College","755"
"2021 - 2022","S01 SRUC Scotland's Rural College","690"
"2022 - 2023","S01 SRUC Scotland's Rural College","670"
"2023 - 2024","S01 SRUC Scotland's Rural College","710"
"2006 - 2007","S36 University of St Andrews","1300"
"2007 - 2008","S36 University of St Andrews","1535"
"2008 - 2009","S36 University of St Andrews","1915"
"2009 - 2010","S36 University of St Andrews","1655"
"2010 - 2011","S36 University of St Andrews","1705"
"2011 - 2012","S36 University of St Andrews","1770"
"2012 - 2013","S36 University of St Andrews","1690"
"2013 - 2014","S36 University of St Andrews","1865"
"2014 - 2015","S36 University of St Andrews","1905"
"2015 - 2016","S36 University of St Andrews","1490"
"2016 - 2017","S36 University of St Andrews","1690"
"2017 - 2018","S36 University of St Andrews","1550"
"2018 - 2019","S36 University of St Andrews","1690"
"2019 - 2020","S36 University of St Andrews","1645"
"2020 - 2021","S36 University of St Andrews","2210"
"2021 - 2022","S36 University of St Andrews","1830"
"2022 - 2023","S36 University of St Andrews","1955"
"2023 - 2024","S36 University of St Andrews","1790"
"2006 - 2007","S75 University of Stirling","1465"
"2007 - 2008","S75 University of Stirling","1520"
"2008 - 2009","S75 University of Stirling","1620"
"2009 - 2010","S75 University of Stirling","1825"
"2010 - 2011","S75 University of Stirling","2165"
"2011 - 2012","S75 University of Stirling","1360"
"2012 - 2013","S75 University of Stirling","1690"
"2013 - 2014","S75 University of Stirling","2415"
"2014 - 2015","S75 University of Stirling","2410"
"2015 - 2016","S75 University of Stirling","2255"
"2016 - 2017","S75 University of Stirling","1880"
"2017 - 2018","S75 University of Stirling","2435"
"2018 - 2019","S75 University of Stirling","2385"
"2019 - 2020","S75 University of Stirling","2305"
"2020 - 2021","S75 University of Stirling","2560"
