"Year","Provider name mapped","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component","Proportion of offers that were conditional unconditional offers","Proportion of offers that were direct unconditional offers","Proportion of offers that were other unconditional offers","Proportion of offers that had an unconditional component"
"2013","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2014","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2015","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2016","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2017","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2018","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2019","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2020","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2021","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2022","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2023","R30 Riverside College Halton","0","0","0","0"," "," "," "," "
"2013","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2014","S19 St Patrick's College, London","0","5","0","5"," "," "," "," "
"2015","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2016","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2017","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2018","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2019","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2020","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2021","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2022","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2023","S19 St Patrick's College, London","0","0","0","0"," "," "," "," "
"2013","S38 Southwark College","0","0","0","0"," "," "," "," "
"2014","S38 Southwark College","0","0","0","0"," "," "," "," "
"2015","S38 Southwark College","0","0","0","0"," "," "," "," "
"2016","S38 Southwark College","0","0","0","0"," "," "," "," "
"2017","S38 Southwark College","0","0","0","0"," "," "," "," "
"2018","S38 Southwark College","0","0","0","0"," "," "," "," "
"2019","S38 Southwark College","0","0","0","0"," "," "," "," "
"2020","S38 Southwark College","0","0","0","0"," "," "," "," "
"2021","S38 Southwark College","0","0","0","0"," "," "," "," "
"2022","S38 Southwark College","0","0","0","0"," "," "," "," "
"2023","S38 Southwark College","0","0","0","0"," "," "," "," "
"2013","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2014","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2015","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2016","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2017","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2018","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2019","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2020","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2021","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2022","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2023","S47 South Trafford College","0","0","0","0"," "," "," "," "
"2013","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2014","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2015","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2016","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2017","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2018","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2019","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2020","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2021","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2022","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2023","S67 Southampton City College","0","0","0","0"," "," "," "," "
"2013","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2014","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2015","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2016","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2017","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2018","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2019","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2020","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2021","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2022","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2023","S69 Stephenson College Coalville","0","0","0","0"," "," "," "," "
"2013","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2014","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2015","S74 Stratford upon Avon College","0","0","0","5"," "," "," "," "
"2016","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2017","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2018","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2019","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2020","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2021","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2022","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2023","S74 Stratford upon Avon College","0","0","0","0"," "," "," "," "
"2013","S80 Strode College","0","0","0","0"," "," "," "," "
"2014","S80 Strode College","0","0","0","0"," "," "," "," "
"2015","S80 Strode College","0","0","0","0"," "," "," "," "
"2016","S80 Strode College","0","0","0","0"," "," "," "," "
"2017","S80 Strode College","0","0","0","0"," "," "," "," "
"2018","S80 Strode College","0","0","0","0"," "," "," "," "
"2019","S80 Strode College","0","0","0","0"," "," "," "," "
"2020","S80 Strode College","0","0","0","0"," "," "," "," "
"2021","S80 Strode College","0","0","0","0"," "," "," "," "
"2022","S80 Strode College","0","0","0","0"," "," "," "," "
"2023","S80 Strode College","0","0","0","0"," "," "," "," "
"2013","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2014","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2015","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2016","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2017","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2018","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2019","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2020","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2021","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2022","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2023","T23 Telford College of Arts and Technology","0","0","0","0"," "," "," "," "
"2013","T65 Totton College","0","0","0","0"," "," "," "," "
"2014","T65 Totton College","0","0","0","0"," "," "," "," "
"2015","T65 Totton College","0","0","0","0"," "," "," "," "
"2016","T65 Totton College","0","0","0","0"," "," "," "," "
"2017","T65 Totton College","0","0","0","0"," "," "," "," "
"2018","T65 Totton College","0","0","0","0"," "," "," "," "
"2019","T65 Totton College","0","0","0","0"," "," "," "," "
"2020","T65 Totton College","0","0","0","0"," "," "," "," "
"2021","T65 Totton College","0","0","0","0"," "," "," "," "
"2022","T65 Totton College","0","0","0","0"," "," "," "," "
"2023","T65 Totton College","0","0","0","0"," "," "," "," "
"2013","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2014","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2015","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2016","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2017","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2018","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2019","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2020","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
"2021","U92 Universal Centre of Sport","0","0","0","0"," "," "," "," "
