"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2022"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 9009 lines in total
------------------------------------------------------------------
tariff_band,Cycle,statistic,equality_dimension,agegroup,value
Higher tariff providers,2021,Placed June deadline applicants,Total,18 year olds,97725
Higher tariff providers,2021,Placed June deadline applicants,White ethnic group,18 year olds,72405
Higher tariff providers,2021,Placed June deadline applicants,Black ethnic group,18 year olds,4045
Higher tariff providers,2021,Placed June deadline applicants,Asian ethnic group,18 year olds,13020
Higher tariff providers,2021,Placed June deadline applicants,Mixed ethnic group,18 year olds,5810
Higher tariff providers,2021,Placed June deadline applicants,Other ethnic group,18 year olds,1555
Higher tariff providers,2021,Placed June deadline applicants,POLAR4 Q1,18 year olds,7590
Higher tariff providers,2021,Placed June deadline applicants,POLAR4 Q2,18 year olds,11455
Higher tariff providers,2021,Placed June deadline applicants,POLAR4 Q3,18 year olds,14870
Higher tariff providers,2021,Placed June deadline applicants,POLAR4 Q4,18 year olds,21135
Higher tariff providers,2021,Placed June deadline applicants,POLAR4 Q5,18 year olds,42600
Higher tariff providers,2021,Placed June deadline applicants,Men,18 year olds,42455
Higher tariff providers,2021,Placed June deadline applicants,Women,18 year olds,55270
Higher tariff providers,2022,Placed June deadline applicants,Total,18 year olds,85250
Higher tariff providers,2022,Placed June deadline applicants,White ethnic group,18 year olds,62300
Higher tariff providers,2022,Placed June deadline applicants,Black ethnic group,18 year olds,3610
Higher tariff providers,2022,Placed June deadline applicants,Asian ethnic group,18 year olds,11470
Higher tariff providers,2022,Placed June deadline applicants,Mixed ethnic group,18 year olds,5545
Higher tariff providers,2022,Placed June deadline applicants,Other ethnic group,18 year olds,1610
Higher tariff providers,2022,Placed June deadline applicants,POLAR4 Q1,18 year olds,6730
Higher tariff providers,2022,Placed June deadline applicants,POLAR4 Q2,18 year olds,9625
Higher tariff providers,2022,Placed June deadline applicants,POLAR4 Q3,18 year olds,12770
Higher tariff providers,2022,Placed June deadline applicants,POLAR4 Q4,18 year olds,18285
Higher tariff providers,2022,Placed June deadline applicants,POLAR4 Q5,18 year olds,37785
Higher tariff providers,2022,Placed June deadline applicants,Men,18 year olds,37675
Higher tariff providers,2022,Placed June deadline applicants,Women,18 year olds,47575
Higher tariff providers,2010,All placed applicants,Total,18 year olds,67485
Higher tariff providers,2010,All placed applicants,White ethnic group,18 year olds,58135
Higher tariff providers,2010,All placed applicants,Black ethnic group,18 year olds,960
Higher tariff providers,2010,All placed applicants,Asian ethnic group,18 year olds,5350
Higher tariff providers,2010,All placed applicants,Mixed ethnic group,18 year olds,2065
Higher tariff providers,2010,All placed applicants,Other ethnic group,18 year olds,440
Higher tariff providers,2010,All placed applicants,POLAR4 Q1,18 year olds,3325
Higher tariff providers,2010,All placed applicants,POLAR4 Q2,18 year olds,6590
Higher tariff providers,2010,All placed applicants,POLAR4 Q3,18 year olds,10165
Higher tariff providers,2010,All placed applicants,POLAR4 Q4,18 year olds,14975
Higher tariff providers,2010,All placed applicants,POLAR4 Q5,18 year olds,32315
Higher tariff providers,2010,All placed applicants,Men,18 year olds,31200
Higher tariff providers,2010,All placed applicants,Women,18 year olds,36285
Higher tariff providers,2011,All placed applicants,Total,18 year olds,64270
Higher tariff providers,2011,All placed applicants,White ethnic group,18 year olds,54975
Higher tariff providers,2011,All placed applicants,Black ethnic group,18 year olds,1030
Higher tariff providers,2011,All placed applicants,Asian ethnic group,18 year olds,5015
Higher tariff providers,2011,All placed applicants,Mixed ethnic group,18 year olds,2295
Higher tariff providers,2011,All placed applicants,Other ethnic group,18 year olds,460
Higher tariff providers,2011,All placed applicants,POLAR4 Q1,18 year olds,3230
Higher tariff providers,2011,All placed applicants,POLAR4 Q2,18 year olds,6105
Higher tariff providers,2011,All placed applicants,POLAR4 Q3,18 year olds,9530
Higher tariff providers,2011,All placed applicants,POLAR4 Q4,18 year olds,14280
Higher tariff providers,2011,All placed applicants,POLAR4 Q5,18 year olds,31030
Higher tariff providers,2011,All placed applicants,Men,18 year olds,29915
Higher tariff providers,2011,All placed applicants,Women,18 year olds,34355
Higher tariff providers,2012,All placed applicants,Total,18 year olds,68985
Higher tariff providers,2012,All placed applicants,White ethnic group,18 year olds,58415
Higher tariff providers,2012,All placed applicants,Black ethnic group,18 year olds,1245
Higher tariff providers,2012,All placed applicants,Asian ethnic group,18 year olds,5735
Higher tariff providers,2012,All placed applicants,Mixed ethnic group,18 year olds,2555
Higher tariff providers,2012,All placed applicants,Other ethnic group,18 year olds,570
Higher tariff providers,2012,All placed applicants,POLAR4 Q1,18 year olds,3555
Higher tariff providers,2012,All placed applicants,POLAR4 Q2,18 year olds,6875
Higher tariff providers,2012,All placed applicants,POLAR4 Q3,18 year olds,10145
Higher tariff providers,2012,All placed applicants,POLAR4 Q4,18 year olds,15020
Higher tariff providers,2012,All placed applicants,POLAR4 Q5,18 year olds,33305
Higher tariff providers,2012,All placed applicants,Men,18 year olds,31600
Higher tariff providers,2012,All placed applicants,Women,18 year olds,37380
Higher tariff providers,2013,All placed applicants,Total,18 year olds,72465
Higher tariff providers,2013,All placed applicants,White ethnic group,18 year olds,60605
Higher tariff providers,2013,All placed applicants,Black ethnic group,18 year olds,1580
Higher tariff providers,2013,All placed applicants,Asian ethnic group,18 year olds,6420
Higher tariff providers,2013,All placed applicants,Mixed ethnic group,18 year olds,2840
Higher tariff providers,2013,All placed applicants,Other ethnic group,18 year olds,585
Higher tariff providers,2013,All placed applicants,POLAR4 Q1,18 year olds,3840
Higher tariff providers,2013,All placed applicants,POLAR4 Q2,18 year olds,7285
Higher tariff providers,2013,All placed applicants,POLAR4 Q3,18 year olds,11030
Higher tariff providers,2013,All placed applicants,POLAR4 Q4,18 year olds,15775
Higher tariff providers,2013,All placed applicants,POLAR4 Q5,18 year olds,34460
Higher tariff providers,2013,All placed applicants,Men,18 year olds,33395
Higher tariff providers,2013,All placed applicants,Women,18 year olds,39070
Higher tariff providers,2014,All placed applicants,Total,18 year olds,73655
Higher tariff providers,2014,All placed applicants,White ethnic group,18 year olds,61150
Higher tariff providers,2014,All placed applicants,Black ethnic group,18 year olds,1755
Higher tariff providers,2014,All placed applicants,Asian ethnic group,18 year olds,6625
Higher tariff providers,2014,All placed applicants,Mixed ethnic group,18 year olds,3040
Higher tariff providers,2014,All placed applicants,Other ethnic group,18 year olds,715
Higher tariff providers,2014,All placed applicants,POLAR4 Q1,18 year olds,4260
Higher tariff providers,2014,All placed applicants,POLAR4 Q2,18 year olds,7595
Higher tariff providers,2014,All placed applicants,POLAR4 Q3,18 year olds,11115
Higher tariff providers,2014,All placed applicants,POLAR4 Q4,18 year olds,16130
Higher tariff providers,2014,All placed applicants,POLAR4 Q5,18 year olds,34485
Higher tariff providers,2014,All placed applicants,Men,18 year olds,33650
Higher tariff providers,2014,All placed applicants,Women,18 year olds,40005
Higher tariff providers,2015,All placed applicants,Total,18 year olds,77820
Higher tariff providers,2015,All placed applicants,White ethnic group,18 year olds,63610
Higher tariff providers,2015,All placed applicants,Black ethnic group,18 year olds,2000
Higher tariff providers,2015,All placed applicants,Asian ethnic group,18 year olds,7375
Higher tariff providers,2015,All placed applicants,Mixed ethnic group,18 year olds,3405
Higher tariff providers,2015,All placed applicants,Other ethnic group,18 year olds,800
Higher tariff providers,2015,All placed applicants,POLAR4 Q1,18 year olds,4540
Higher tariff providers,2015,All placed applicants,POLAR4 Q2,18 year olds,8025
Higher tariff providers,2015,All placed applicants,POLAR4 Q3,18 year olds,11995
Higher tariff providers,2015,All placed applicants,POLAR4 Q4,18 year olds,17215
Higher tariff providers,2015,All placed applicants,POLAR4 Q5,18 year olds,35955
Higher tariff providers,2015,All placed applicants,Men,18 year olds,35150
Higher tariff providers,2015,All placed applicants,Women,18 year olds,42670
Higher tariff providers,2016,All placed applicants,Total,18 year olds,79250
Higher tariff providers,2016,All placed applicants,White ethnic group,18 year olds,64260
Higher tariff providers,2016,All placed applicants,Black ethnic group,18 year olds,2200
Higher tariff providers,2016,All placed applicants,Asian ethnic group,18 year olds,7720
Higher tariff providers,2016,All placed applicants,Mixed ethnic group,18 year olds,3685
Higher tariff providers,2016,All placed applicants,Other ethnic group,18 year olds,795
Higher tariff providers,2016,All placed applicants,POLAR4 Q1,18 year olds,4685
Higher tariff providers,2016,All placed applicants,POLAR4 Q2,18 year olds,8405
Higher tariff providers,2016,All placed applicants,POLAR4 Q3,18 year olds,12125
Higher tariff providers,2016,All placed applicants,POLAR4 Q4,18 year olds,17275
Higher tariff providers,2016,All placed applicants,POLAR4 Q5,18 year olds,36690
Higher tariff providers,2016,All placed applicants,Men,18 year olds,35105
Higher tariff providers,2016,All placed applicants,Women,18 year olds,44145
Higher tariff providers,2017,All placed applicants,Total,18 year olds,80200
Higher tariff providers,2017,All placed applicants,White ethnic group,18 year olds,64035
Higher tariff providers,2017,All placed applicants,Black ethnic group,18 year olds,2320
Higher tariff providers,2017,All placed applicants,Asian ethnic group,18 year olds,8400
Higher tariff providers,2017,All placed applicants,Mixed ethnic group,18 year olds,3870
Higher tariff providers,2017,All placed applicants,Other ethnic group,18 year olds,930
Higher tariff providers,2017,All placed applicants,POLAR4 Q1,18 year olds,4945
Higher tariff providers,2017,All placed applicants,POLAR4 Q2,18 year olds,8690
Higher tariff providers,2017,All placed applicants,POLAR4 Q3,18 year olds,12230
Higher tariff providers,2017,All placed applicants,POLAR4 Q4,18 year olds,17445
Higher tariff providers,2017,All placed applicants,POLAR4 Q5,18 year olds,36805
Higher tariff providers,2017,All placed applicants,Men,18 year olds,35990
Higher tariff providers,2017,All placed applicants,Women,18 year olds,44215
Higher tariff providers,2018,All placed applicants,Total,18 year olds,79070
Higher tariff providers,2018,All placed applicants,White ethnic group,18 year olds,62230
Higher tariff providers,2018,All placed applicants,Black ethnic group,18 year olds,2440
Higher tariff providers,2018,All placed applicants,Asian ethnic group,18 year olds,8810
Higher tariff providers,2018,All placed applicants,Mixed ethnic group,18 year olds,3940
Higher tariff providers,2018,All placed applicants,Other ethnic group,18 year olds,950
Higher tariff providers,2018,All placed applicants,POLAR4 Q1,18 year olds,4900
Higher tariff providers,2018,All placed applicants,POLAR4 Q2,18 year olds,8415
Higher tariff providers,2018,All placed applicants,POLAR4 Q3,18 year olds,11945
Higher tariff providers,2018,All placed applicants,POLAR4 Q4,18 year olds,17265
Higher tariff providers,2018,All placed applicants,POLAR4 Q5,18 year olds,36470
Higher tariff providers,2018,All placed applicants,Men,18 year olds,35510
Higher tariff providers,2018,All placed applicants,Women,18 year olds,43560
Higher tariff providers,2019,All placed applicants,Total,18 year olds,80340
Higher tariff providers,2019,All placed applicants,White ethnic group,18 year olds,61700
Higher tariff providers,2019,All placed applicants,Black ethnic group,18 year olds,2810
Higher tariff providers,2019,All placed applicants,Asian ethnic group,18 year olds,9640
Higher tariff providers,2019,All placed applicants,Mixed ethnic group,18 year olds,4340
Higher tariff providers,2019,All placed applicants,Other ethnic group,18 year olds,1160
Higher tariff providers,2019,All placed applicants,POLAR4 Q1,18 year olds,5315
Higher tariff providers,2019,All placed applicants,POLAR4 Q2,18 year olds,8655
Higher tariff providers,2019,All placed applicants,POLAR4 Q3,18 year olds,12295
Higher tariff providers,2019,All placed applicants,POLAR4 Q4,18 year olds,17390
Higher tariff providers,2019,All placed applicants,POLAR4 Q5,18 year olds,36600
Higher tariff providers,2019,All placed applicants,Men,18 year olds,35665
Higher tariff providers,2019,All placed applicants,Women,18 year olds,44680
Higher tariff providers,2020,All placed applicants,Total,18 year olds,92590
Higher tariff providers,2020,All placed applicants,White ethnic group,18 year olds,68910
Higher tariff providers,2020,All placed applicants,Black ethnic group,18 year olds,3775
Higher tariff providers,2020,All placed applicants,Asian ethnic group,18 year olds,12290
Higher tariff providers,2020,All placed applicants,Mixed ethnic group,18 year olds,5255
Higher tariff providers,2020,All placed applicants,Other ethnic group,18 year olds,1495
Higher tariff providers,2020,All placed applicants,POLAR4 Q1,18 year olds,6675
Higher tariff providers,2020,All placed applicants,POLAR4 Q2,18 year olds,10560
Higher tariff providers,2020,All placed applicants,POLAR4 Q3,18 year olds,13990
Higher tariff providers,2020,All placed applicants,POLAR4 Q4,18 year olds,20065
Higher tariff providers,2020,All placed applicants,POLAR4 Q5,18 year olds,41215
Higher tariff providers,2020,All placed applicants,Men,18 year olds,40695
Higher tariff providers,2020,All placed applicants,Women,18 year olds,51895
Higher tariff providers,2021,All placed applicants,Total,18 year olds,102950
Higher tariff providers,2021,All placed applicants,White ethnic group,18 year olds,75595
Higher tariff providers,2021,All placed applicants,Black ethnic group,18 year olds,4490
Higher tariff providers,2021,All placed applicants,Asian ethnic group,18 year olds,14030
Higher tariff providers,2021,All placed applicants,Mixed ethnic group,18 year olds,6160
Higher tariff providers,2021,All placed applicants,Other ethnic group,18 year olds,1705
Higher tariff providers,2021,All placed applicants,POLAR4 Q1,18 year olds,7965
Higher tariff providers,2021,All placed applicants,POLAR4 Q2,18 year olds,11985
Higher tariff providers,2021,All placed applicants,POLAR4 Q3,18 year olds,15685
Higher tariff providers,2021,All placed applicants,POLAR4 Q4,18 year olds,22360
Higher tariff providers,2021,All placed applicants,POLAR4 Q5,18 year olds,44865
Higher tariff providers,2021,All placed applicants,Men,18 year olds,45005
Higher tariff providers,2021,All placed applicants,Women,18 year olds,57945
Higher tariff providers,2022,All placed applicants,Total,18 year olds,91255
Higher tariff providers,2022,All placed applicants,White ethnic group,18 year olds,65815
Higher tariff providers,2022,All placed applicants,Black ethnic group,18 year olds,4100
Higher tariff providers,2022,All placed applicants,Asian ethnic group,18 year olds,12755
Higher tariff providers,2022,All placed applicants,Mixed ethnic group,18 year olds,5995
Higher tariff providers,2022,All placed applicants,Other ethnic group,18 year olds,1815
Higher tariff providers,2022,All placed applicants,POLAR4 Q1,18 year olds,7100
Higher tariff providers,2022,All placed applicants,POLAR4 Q2,18 year olds,10205
Higher tariff providers,2022,All placed applicants,POLAR4 Q3,18 year olds,13755
Higher tariff providers,2022,All placed applicants,POLAR4 Q4,18 year olds,19615
Higher tariff providers,2022,All placed applicants,POLAR4 Q5,18 year olds,40515
Higher tariff providers,2022,All placed applicants,Men,18 year olds,40400
Higher tariff providers,2022,All placed applicants,Women,18 year olds,50855
Higher tariff providers,2010,"June deadline applicants per 10,000 population",Total,18 year olds,1956.3
Higher tariff providers,2010,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,1913.2
Higher tariff providers,2010,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,1632.6
Higher tariff providers,2010,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,2403.7
Higher tariff providers,2010,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,2041.1
Higher tariff providers,2010,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,1574.2
