"Year","Achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","1900","1735","0.914","0"
"2016","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","2020","1825","0.902","0"
"2017","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","2150","1950","0.907","0"
"2018","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","2170","1965","0.906","0"
"2019","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","2045","1870","0.914","0"
"2020","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","2525","2315","0.916","0"
"2021","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","3885","3580","0.922","0"
"2022","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","3940","3555","0.902","0"
"2023","20 point(s)","All","All","Female","Main scheme applicant","Main scheme application","3045","2805","0.921","0"
"2010","6 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","6 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","6 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","6 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","6 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2011","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2012","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2013","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2014","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2017","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2020","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","7 point(s)","All","All","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2010","8 point(s)","All","All","Male","Main scheme applicant","Main scheme application","30","10","0.313","0"
"2011","8 point(s)","All","All","Male","Main scheme applicant","Main scheme application","35","5"," ","0"
"2012","8 point(s)","All","All","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2013","8 point(s)","All","All","Male","Main scheme applicant","Main scheme application","20","0"," ","0"
"2014","8 point(s)","All","All","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2015","8 point(s)","All","All","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2016","8 point(s)","All","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
