"Year","Achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","14 point(s)","Quintile 1","All","Main scheme application","1025","875","0.857","0"
"2017","14 point(s)","Quintile 1","All","Main scheme application","1000","840","0.841","0"
"2018","14 point(s)","Quintile 1","All","Main scheme application","1050","880","0.836","0"
"2019","14 point(s)","Quintile 1","All","Main scheme application","990","835","0.844","0"
"2020","14 point(s)","Quintile 1","All","Main scheme application","1535","1245","0.811","0"
"2021","14 point(s)","Quintile 1","All","Main scheme application","1635","1390","0.851","0"
"2022","14 point(s)","Quintile 1","All","Main scheme application","1520","1265","0.8320000000000001","0"
"2023","14 point(s)","Quintile 1","All","Main scheme application","1220","1025","0.838","0"
"2010","15 point(s)","Quintile 1","All","Main scheme application","860","765","0.889","0"
"2011","15 point(s)","Quintile 1","All","Main scheme application","865","775","0.896","0"
"2012","15 point(s)","Quintile 1","All","Main scheme application","785","675","0.861","0"
"2013","15 point(s)","Quintile 1","All","Main scheme application","755","660","0.875","0"
"2014","15 point(s)","Quintile 1","All","Main scheme application","805","710","0.882","0"
"2015","15 point(s)","Quintile 1","All","Main scheme application","825","725","0.88","0"
"2016","15 point(s)","Quintile 1","All","Main scheme application","755","675","0.898","0"
"2017","15 point(s)","Quintile 1","All","Main scheme application","795","700","0.881","0"
"2018","15 point(s)","Quintile 1","All","Main scheme application","785","680","0.863","0"
"2019","15 point(s)","Quintile 1","All","Main scheme application","735","645","0.88","0"
"2020","15 point(s)","Quintile 1","All","Main scheme application","1230","1010","0.8210000000000001","0"
"2021","15 point(s)","Quintile 1","All","Main scheme application","1635","1425","0.872","0"
"2022","15 point(s)","Quintile 1","All","Main scheme application","1345","1130","0.837","0"
"2023","15 point(s)","Quintile 1","All","Main scheme application","1035","890","0.86","0"
"2010","16 point(s)","Quintile 1","All","Main scheme application","545","500","0.919","0"
"2011","16 point(s)","Quintile 1","All","Main scheme application","620","565","0.916","0"
"2012","16 point(s)","Quintile 1","All","Main scheme application","540","485","0.902","0"
"2013","16 point(s)","Quintile 1","All","Main scheme application","555","480","0.872","0"
"2014","16 point(s)","Quintile 1","All","Main scheme application","545","490","0.901","0"
"2015","16 point(s)","Quintile 1","All","Main scheme application","505","455","0.895","0"
"2016","16 point(s)","Quintile 1","All","Main scheme application","545","485","0.887","0"
"2017","16 point(s)","Quintile 1","All","Main scheme application","595","535","0.896","0"
"2018","16 point(s)","Quintile 1","All","Main scheme application","535","470","0.873","0"
"2019","16 point(s)","Quintile 1","All","Main scheme application","495","440","0.883","0"
"2020","16 point(s)","Quintile 1","All","Main scheme application","985","855","0.864","0"
"2021","16 point(s)","Quintile 1","All","Main scheme application","1260","1120","0.888","0"
"2022","16 point(s)","Quintile 1","All","Main scheme application","1015","895","0.883","0"
"2023","16 point(s)","Quintile 1","All","Main scheme application","720","640","0.885","0"
"2010","17 point(s)","Quintile 1","All","Main scheme application","285","255","0.891","0"
"2011","17 point(s)","Quintile 1","All","Main scheme application","280","250","0.89","0"
"2012","17 point(s)","Quintile 1","All","Main scheme application","310","285","0.925","0"
"2013","17 point(s)","Quintile 1","All","Main scheme application","265","235","0.897","0"
"2014","17 point(s)","Quintile 1","All","Main scheme application","295","265","0.899","0"
"2015","17 point(s)","Quintile 1","All","Main scheme application","300","265","0.88","0"
"2016","17 point(s)","Quintile 1","All","Main scheme application","280","265","0.933","0"
"2017","17 point(s)","Quintile 1","All","Main scheme application","285","260","0.912","0"
"2018","17 point(s)","Quintile 1","All","Main scheme application","260","235","0.889","0"
"2019","17 point(s)","Quintile 1","All","Main scheme application","270","245","0.897","0"
"2020","17 point(s)","Quintile 1","All","Main scheme application","730","665","0.908","0"
"2021","17 point(s)","Quintile 1","All","Main scheme application","925","825","0.892","0"
"2022","17 point(s)","Quintile 1","All","Main scheme application","720","635","0.886","0"
"2023","17 point(s)","Quintile 1","All","Main scheme application","420","375","0.893","0"
"2010","18 point(s)","Quintile 1","All","Main scheme application","180","165","0.916","0"
"2011","18 point(s)","Quintile 1","All","Main scheme application","215","200","0.9400000000000001","0"
"2012","18 point(s)","Quintile 1","All","Main scheme application","195","185","0.9440000000000001","0"
"2013","18 point(s)","Quintile 1","All","Main scheme application","155","145","0.911","0"
"2014","18 point(s)","Quintile 1","All","Main scheme application","195","185","0.934","0"
"2015","18 point(s)","Quintile 1","All","Main scheme application","185","175","0.9410000000000001","0"
"2016","18 point(s)","Quintile 1","All","Main scheme application","185","170","0.919","0"
"2017","18 point(s)","Quintile 1","All","Main scheme application","225","210","0.9380000000000001","0"
"2018","18 point(s)","Quintile 1","All","Main scheme application","240","220","0.916","0"
"2019","18 point(s)","Quintile 1","All","Main scheme application","220","200","0.918","0"
"2020","18 point(s)","Quintile 1","All","Main scheme application","620","565","0.911","0"
"2021","18 point(s)","Quintile 1","All","Main scheme application","1015","915","0.901","0"
"2022","18 point(s)","Quintile 1","All","Main scheme application","710","625","0.88","0"
"2023","18 point(s)","Quintile 1","All","Main scheme application","320","280","0.876","0"
"2010","3 point(s)","Quintile 2","All","Main scheme application","75","25","0.329","0"
"2011","3 point(s)","Quintile 2","All","Main scheme application","70","15","0.23900000000000002","0"
"2012","3 point(s)","Quintile 2","All","Main scheme application","50","15","0.26","0"
"2013","3 point(s)","Quintile 2","All","Main scheme application","50","15","0.354","0"
"2014","3 point(s)","Quintile 2","All","Main scheme application","45","20","0.435","0"
"2015","3 point(s)","Quintile 2","All","Main scheme application","50","20","0.367","0"
"2016","3 point(s)","Quintile 2","All","Main scheme application","45","20","0.455","0"
"2017","3 point(s)","Quintile 2","All","Main scheme application","40","25","0.548","0"
"2018","3 point(s)","Quintile 2","All","Main scheme application","60","30","0.525","0"
"2019","3 point(s)","Quintile 2","All","Main scheme application","75","35","0.453","0"
"2020","3 point(s)","Quintile 2","All","Main scheme application","25","15","0.625","0"
"2021","3 point(s)","Quintile 2","All","Main scheme application","45","15","0.34","0"
"2022","3 point(s)","Quintile 2","All","Main scheme application","70","25","0.361","0"
"2023","3 point(s)","Quintile 2","All","Main scheme application","110","40","0.364","0"
"2010","4 point(s)","Quintile 2","All","Main scheme application","285","105","0.371","0"
"2011","4 point(s)","Quintile 2","All","Main scheme application","240","60","0.247","0"
"2012","4 point(s)","Quintile 2","All","Main scheme application","185","65","0.355","0"
"2013","4 point(s)","Quintile 2","All","Main scheme application","160","55","0.35000000000000003","0"
"2014","4 point(s)","Quintile 2","All","Main scheme application","175","75","0.417","0"
"2015","4 point(s)","Quintile 2","All","Main scheme application","165","65","0.395","0"
"2016","4 point(s)","Quintile 2","All","Main scheme application","170","75","0.424","0"
"2017","4 point(s)","Quintile 2","All","Main scheme application","185","90","0.47800000000000004","0"
"2018","4 point(s)","Quintile 2","All","Main scheme application","225","120","0.538","0"
"2019","4 point(s)","Quintile 2","All","Main scheme application","265","140","0.526","0"
"2020","4 point(s)","Quintile 2","All","Main scheme application","70","30","0.431","0"
"2021","4 point(s)","Quintile 2","All","Main scheme application","115","55","0.496","0"
"2022","4 point(s)","Quintile 2","All","Main scheme application","225","110","0.493","0"
"2023","4 point(s)","Quintile 2","All","Main scheme application","365","170","0.47100000000000003","0"
"2010","5 point(s)","Quintile 2","All","Main scheme application","675","300","0.446","0"
"2011","5 point(s)","Quintile 2","All","Main scheme application","545","190","0.354","0"
"2012","5 point(s)","Quintile 2","All","Main scheme application","485","225","0.46900000000000003","0"
"2013","5 point(s)","Quintile 2","All","Main scheme application","480","230","0.47500000000000003","0"
"2014","5 point(s)","Quintile 2","All","Main scheme application","455","225","0.498","0"
"2015","5 point(s)","Quintile 2","All","Main scheme application","445","235","0.528","0"
"2016","5 point(s)","Quintile 2","All","Main scheme application","485","260","0.539","0"
"2017","5 point(s)","Quintile 2","All","Main scheme application","470","280","0.593","0"
"2018","5 point(s)","Quintile 2","All","Main scheme application","500","300","0.6","0"
"2019","5 point(s)","Quintile 2","All","Main scheme application","560","340","0.602","0"
"2020","5 point(s)","Quintile 2","All","Main scheme application","210","115","0.552","0"
"2021","5 point(s)","Quintile 2","All","Main scheme application","240","130","0.533","0"
"2022","5 point(s)","Quintile 2","All","Main scheme application","430","210","0.495","0"
"2023","5 point(s)","Quintile 2","All","Main scheme application","685","340","0.499","0"
"2010","6 point(s)","Quintile 2","All","Main scheme application","1205","645","0.535","0"
"2011","6 point(s)","Quintile 2","All","Main scheme application","1040","470","0.454","0"
"2012","6 point(s)","Quintile 2","All","Main scheme application","980","505","0.514","0"
"2013","6 point(s)","Quintile 2","All","Main scheme application","835","495","0.593","0"
"2014","6 point(s)","Quintile 2","All","Main scheme application","950","530","0.557","0"
"2015","6 point(s)","Quintile 2","All","Main scheme application","895","510","0.5680000000000001","0"
"2016","6 point(s)","Quintile 2","All","Main scheme application","860","510","0.594","0"
"2017","6 point(s)","Quintile 2","All","Main scheme application","885","550","0.62","0"
"2018","6 point(s)","Quintile 2","All","Main scheme application","875","610","0.6940000000000001","0"
"2019","6 point(s)","Quintile 2","All","Main scheme application","1010","660","0.652","0"
"2020","6 point(s)","Quintile 2","All","Main scheme application","390","240","0.618","0"
"2021","6 point(s)","Quintile 2","All","Main scheme application","410","255","0.624","0"
"2022","6 point(s)","Quintile 2","All","Main scheme application","715","380","0.532","0"
"2023","6 point(s)","Quintile 2","All","Main scheme application","1065","615","0.577","0"
"2010","7 point(s)","Quintile 2","All","Main scheme application","1715","1020","0.596","0"
"2011","7 point(s)","Quintile 2","All","Main scheme application","1585","850","0.537","0"
"2012","7 point(s)","Quintile 2","All","Main scheme application","1530","915","0.596","0"
"2013","7 point(s)","Quintile 2","All","Main scheme application","1365","855","0.627","0"
"2014","7 point(s)","Quintile 2","All","Main scheme application","1390","900","0.648","0"
"2015","7 point(s)","Quintile 2","All","Main scheme application","1405","890","0.634","0"
"2016","7 point(s)","Quintile 2","All","Main scheme application","1395","905","0.649","0"
"2017","7 point(s)","Quintile 2","All","Main scheme application","1430","975","0.682","0"
"2018","7 point(s)","Quintile 2","All","Main scheme application","1425","975","0.684","0"
"2019","7 point(s)","Quintile 2","All","Main scheme application","1390","935","0.671","0"
"2020","7 point(s)","Quintile 2","All","Main scheme application","650","425","0.654","0"
"2021","7 point(s)","Quintile 2","All","Main scheme application","670","450","0.668","0"
"2022","7 point(s)","Quintile 2","All","Main scheme application","1005","655","0.65","0"
"2023","7 point(s)","Quintile 2","All","Main scheme application","1460","895","0.613","0"
"2010","8 point(s)","Quintile 2","All","Main scheme application","2210","1450","0.656","0"
"2011","8 point(s)","Quintile 2","All","Main scheme application","2030","1270","0.626","0"
