"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2022","International","Not EU","Zimbabwe","All","Female","5","0","0"
"2023","International","Not EU","Zimbabwe","All","Female","5","0","0"
"2019","International","Not EU","Saudi Arabia","All","Female","10","5","5"
"2020","International","Not EU","Saudi Arabia","All","Female","15","5","5"
"2021","International","Not EU","Saudi Arabia","All","Female","15","5","5"
"2022","International","Not EU","Saudi Arabia","All","Female","25","5","5"
"2023","International","Not EU","Saudi Arabia","All","Female","35","15","15"
"2019","International","Not EU","Singapore","All","Female","55","15","15"
"2020","International","Not EU","Singapore","All","Female","100","15","15"
"2021","International","Not EU","Singapore","All","Female","65","0","0"
"2022","International","Not EU","Singapore","All","Female","80","5","5"
"2023","International","Not EU","Singapore","All","Female","85","10","10"
"2019","International","Not EU","South Africa","All","Female","5","0","0"
"2020","International","Not EU","South Africa","All","Female","10","0","0"
"2021","International","Not EU","South Africa","All","Female","10","0","0"
"2022","International","Not EU","South Africa","All","Female","10","5","0"
"2023","International","Not EU","South Africa","All","Female","10","5","5"
"2019","International","Not EU","Switzerland","All","Female","35","10","10"
"2020","International","Not EU","Switzerland","All","Female","40","10","10"
"2021","International","Not EU","Switzerland","All","Female","50","5","5"
"2022","International","Not EU","Switzerland","All","Female","40","5","5"
"2023","International","Not EU","Switzerland","All","Female","50","15","15"
"2019","International","Not EU","Tanzania, United Republic of","All","Female","5","5","5"
"2019","International","Not EU","Thailand","All","Female","25","10","10"
"2020","International","Not EU","Thailand","All","Female","35","15","15"
"2021","International","Not EU","Thailand","All","Female","25","5","5"
"2022","International","Not EU","Thailand","All","Female","30","5","5"
"2023","International","Not EU","Thailand","All","Female","30","15","15"
"2019","International","Not EU","United Arab Emirates","All","Female","35","15","15"
"2020","International","Not EU","United Arab Emirates","All","Female","90","30","30"
"2021","International","Not EU","United Arab Emirates","All","Female","65","15","15"
"2022","International","Not EU","United Arab Emirates","All","Female","80","25","25"
"2023","International","Not EU","United Arab Emirates","All","Female","105","35","35"
"2019","International","Not EU","Turkey","All","Female","10","5","5"
"2020","International","Not EU","Turkey","All","Female","20","10","10"
"2021","International","Not EU","Turkey","All","Female","15","0","0"
"2022","International","Not EU","Turkey","All","Female","20","5","5"
"2023","International","Not EU","Turkey","All","Female","30","5","5"
"2020","International","Not EU","Uganda","All","Female","5","0","0"
"2022","International","Not EU","Uganda","All","Female","5","0","0"
"2023","International","Not EU","Uganda","All","Female","5","5","5"
"2019","International","Not EU","Egypt","All","Female","15","5","5"
"2020","International","Not EU","Egypt","All","Female","15","5","5"
"2021","International","Not EU","Egypt","All","Female","10","0","0"
"2022","International","Not EU","Egypt","All","Female","15","0","0"
"2023","International","Not EU","Egypt","All","Female","10","5","5"
"2019","International","Not EU","United States of America","All","Female","20","5","5"
"2020","International","Not EU","United States of America","All","Female","30","10","10"
"2021","International","Not EU","United States of America","All","Female","60","5","5"
"2022","International","Not EU","United States of America","All","Female","45","15","15"
"2023","International","Not EU","United States of America","All","Female","45","10","10"
"2019","International","Not EU","Vietnam [Viet Nam]","All","Female","10","5","5"
"2020","International","Not EU","Vietnam [Viet Nam]","All","Female","15","5","5"
"2021","International","Not EU","Vietnam [Viet Nam]","All","Female","10","5","5"
"2022","International","Not EU","Vietnam [Viet Nam]","All","Female","15","5","5"
"2023","International","Not EU","Vietnam [Viet Nam]","All","Female","15","5","5"
"2019","International","Not EU","Zambia","All","Female","5","0","0"
"2021","International","Not EU","Zambia","All","Female","5","5","0"
"2023","International","Not EU","Zambia","All","Female","5","0","0"
"2020","International","Not EU","Not Known","All","Female","5","0","0"
"2019","International","Not EU","Bangladesh","All","Female","5","5","5"
"2020","International","Not EU","Bangladesh","All","Female","10","5","5"
"2021","International","Not EU","Bangladesh","All","Female","10","5","5"
"2022","International","Not EU","Bangladesh","All","Female","5","0","0"
"2023","International","Not EU","Bangladesh","All","Female","5","5","5"
"2021","International","Not EU","Cayman Islands","All","Female","5","0","0"
"2022","International","Not EU","Cayman Islands","All","Female","5","0","0"
"2023","International","Not EU","Cayman Islands","All","Female","5","5","5"
"2021","International","Not EU","Maldives","All","Female","5","5","5"
"2019","International","Not EU","Monaco","All","Female","5","0","0"
"2022","International","Not EU","Monaco","All","Female","5","0","0"
"2023","International","Not EU","Monaco","All","Female","5","0","0"
"2021","International","Not EU","Azerbaijan","All","Female","5","0","0"
"2023","International","Not EU","Azerbaijan","All","Female","5","0","0"
"2019","International","Not EU","Kazakhstan","All","Female","10","5","5"
"2020","International","Not EU","Kazakhstan","All","Female","5","5","5"
"2021","International","Not EU","Kazakhstan","All","Female","5","0","0"
"2022","International","Not EU","Kazakhstan","All","Female","10","5","5"
"2023","International","Not EU","Kazakhstan","All","Female","10","5","5"
"2019","International","Not EU","Russian Federation","All","Female","15","5","5"
"2020","International","Not EU","Russian Federation","All","Female","25","15","15"
"2021","International","Not EU","Russian Federation","All","Female","20","5","5"
"2022","International","Not EU","Russian Federation","All","Female","15","5","5"
"2023","International","Not EU","Russian Federation","All","Female","10","0","0"
"2019","International","Not EU","Ukraine","All","Female","5","5","5"
"2020","International","Not EU","Ukraine","All","Female","5","0","0"
"2021","International","Not EU","Ukraine","All","Female","5","0","0"
"2022","International","Not EU","Ukraine","All","Female","5","5","0"
"2023","International","Not EU","Ukraine","All","Female","10","5","5"
"2020","International","Not EU","Uzbekistan","All","Female","5","0","0"
"2019","International","Not EU","Palestinian, State of","All","Female","5","0","0"
"2019","UK","England","England","All","Male","9530","7000","6940"
"2020","UK","England","England","All","Male","13020","10635","10545"
"2021","UK","England","England","All","Male","10165","6835","6745"
"2022","UK","England","England","All","Male","13215","7705","7575"
"2023","UK","England","England","All","Male","13735","8675","8530"
"2019","UK","Northern Ireland","Northern Ireland","All","Male","430","175","165"
"2020","UK","Northern Ireland","Northern Ireland","All","Male","430","245","235"
"2021","UK","Northern Ireland","Northern Ireland","All","Male","375","165","160"
"2022","UK","Northern Ireland","Northern Ireland","All","Male","530","220","210"
"2023","UK","Northern Ireland","Northern Ireland","All","Male","465","175","170"
"2019","UK","Scotland","Scotland","All","Male","330","160","155"
"2020","UK","Scotland","Scotland","All","Male","410","250","240"
"2021","UK","Scotland","Scotland","All","Male","335","130","120"
"2022","UK","Scotland","Scotland","All","Male","440","195","185"
"2023","UK","Scotland","Scotland","All","Male","515","245","240"
"2019","UK","Wales","Wales","All","Male","335","230","225"
"2020","UK","Wales","Wales","All","Male","425","335","330"
"2021","UK","Wales","Wales","All","Male","295","190","190"
"2022","UK","Wales","Wales","All","Male","450","260","260"
"2023","UK","Wales","Wales","All","Male","420","235","235"
"2019","International","EU (excluding UK)","Austria","All","Male","5","0","0"
"2020","International","EU (excluding UK)","Austria","All","Male","10","5","5"
"2021","International","EU (excluding UK)","Austria","All","Male","10","0","0"
"2022","International","EU (excluding UK)","Austria","All","Male","5","0","0"
"2023","International","EU (excluding UK)","Austria","All","Male","5","0","0"
"2019","International","EU (excluding UK)","Belgium","All","Male","25","5","5"
"2020","International","EU (excluding UK)","Belgium","All","Male","15","5","5"
"2021","International","EU (excluding UK)","Belgium","All","Male","10","5","5"
"2022","International","EU (excluding UK)","Belgium","All","Male","10","0","0"
"2023","International","EU (excluding UK)","Belgium","All","Male","10","5","5"
"2019","International","EU (excluding UK)","Bulgaria","All","Male","10","0","0"
"2020","International","EU (excluding UK)","Bulgaria","All","Male","15","5","5"
"2021","International","EU (excluding UK)","Bulgaria","All","Male","5","0","0"
"2022","International","EU (excluding UK)","Bulgaria","All","Male","5","5","5"
"2019","International","EU (excluding UK)","Denmark","All","Male","5","0","0"
"2020","International","EU (excluding UK)","Denmark","All","Male","5","5","5"
"2021","International","EU (excluding UK)","Denmark","All","Male","5","0","0"
"2022","International","EU (excluding UK)","Denmark","All","Male","5","0","0"
"2023","International","EU (excluding UK)","Denmark","All","Male","5","0","0"
"2019","International","EU (excluding UK)","Finland","All","Male","10","0","0"
"2020","International","EU (excluding UK)","Finland","All","Male","5","0","0"
"2021","International","EU (excluding UK)","Finland","All","Male","5","0","0"
"2019","International","EU (excluding UK)","France","All","Male","45","15","15"
"2020","International","EU (excluding UK)","France","All","Male","75","25","25"
