"Year","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","21 - 24","Scotland","All","Main scheme applicant","All","135","40","0.293","0"
"2019","25 - 29","Scotland","All","Main scheme applicant","All","160","45","0.277","0"
"2020","25 - 29","Scotland","All","Main scheme applicant","All","205","55","0.263","0"
"2021","25 - 29","Scotland","All","Main scheme applicant","All","275","55","0.196","0"
"2022","25 - 29","Scotland","All","Main scheme applicant","All","190","40","0.218","0"
"2023","25 - 29","Scotland","All","Main scheme applicant","All","125","40","0.302","0"
"2019","30 - 34","Scotland","All","Main scheme applicant","All","115","25","0.23700000000000002","0"
"2020","30 - 34","Scotland","All","Main scheme applicant","All","150","40","0.262","0"
"2021","30 - 34","Scotland","All","Main scheme applicant","All","175","30","0.158","0"
"2022","30 - 34","Scotland","All","Main scheme applicant","All","150","30","0.20700000000000002","0"
"2023","30 - 34","Scotland","All","Main scheme applicant","All","110","40","0.339","0"
"2019","35 and over","Scotland","All","Main scheme applicant","All","145","25","0.185","0"
"2020","35 and over","Scotland","All","Main scheme applicant","All","155","45","0.274","0"
"2021","35 and over","Scotland","All","Main scheme applicant","All","230","25","0.114","0"
"2022","35 and over","Scotland","All","Main scheme applicant","All","185","40","0.227","0"
"2023","35 and over","Scotland","All","Main scheme applicant","All","140","45","0.309","0"
"2019","18","Wales","All","Main scheme applicant","All","105","25","0.24","0"
"2020","18","Wales","All","Main scheme applicant","All","130","40","0.323","0"
"2021","18","Wales","All","Main scheme applicant","All","200","55","0.273","0"
"2022","18","Wales","All","Main scheme applicant","All","170","60","0.343","0"
"2023","18","Wales","All","Main scheme applicant","All","125","45","0.373","0"
"2019","19","Wales","All","Main scheme applicant","All","65","15","0.254","0"
"2020","19","Wales","All","Main scheme applicant","All","60","20","0.31","0"
"2021","19","Wales","All","Main scheme applicant","All","90","15","0.178","0"
"2022","19","Wales","All","Main scheme applicant","All","60","20","0.311","0"
"2023","19","Wales","All","Main scheme applicant","All","40","5"," ","0"
"2019","20","Wales","All","Main scheme applicant","All","30","5"," ","0"
"2020","20","Wales","All","Main scheme applicant","All","30","5"," ","0"
"2021","20","Wales","All","Main scheme applicant","All","45","10","0.227","0"
"2022","20","Wales","All","Main scheme applicant","All","40","10"," ","0"
"2023","20","Wales","All","Main scheme applicant","All","35","10","0.303","0"
"2019","21 - 24","Wales","All","Main scheme applicant","All","135","50","0.361","0"
"2020","21 - 24","Wales","All","Main scheme applicant","All","110","35","0.306","0"
"2021","21 - 24","Wales","All","Main scheme applicant","All","135","30","0.226","0"
"2022","21 - 24","Wales","All","Main scheme applicant","All","80","25","0.329","0"
"2023","21 - 24","Wales","All","Main scheme applicant","All","75","35","0.446","0"
"2019","25 - 29","Wales","All","Main scheme applicant","All","110","30","0.259","0"
"2020","25 - 29","Wales","All","Main scheme applicant","All","110","40","0.376","0"
"2021","25 - 29","Wales","All","Main scheme applicant","All","155","45","0.28","0"
"2022","25 - 29","Wales","All","Main scheme applicant","All","105","35","0.34900000000000003","0"
"2023","25 - 29","Wales","All","Main scheme applicant","All","90","40","0.433","0"
"2019","30 - 34","Wales","All","Main scheme applicant","All","90","25","0.275","0"
"2020","30 - 34","Wales","All","Main scheme applicant","All","90","35","0.41100000000000003","0"
"2021","30 - 34","Wales","All","Main scheme applicant","All","95","35","0.34","0"
"2022","30 - 34","Wales","All","Main scheme applicant","All","90","30","0.326","0"
"2023","30 - 34","Wales","All","Main scheme applicant","All","70","40","0.583","0"
"2019","35 and over","Wales","All","Main scheme applicant","All","65","20","0.303","0"
"2020","35 and over","Wales","All","Main scheme applicant","All","70","25","0.353","0"
"2021","35 and over","Wales","All","Main scheme applicant","All","80","25","0.296","0"
"2022","35 and over","Wales","All","Main scheme applicant","All","65","30","0.463","0"
"2023","35 and over","Wales","All","Main scheme applicant","All","65","30","0.508","0"
"2019","17 and under","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2020","17 and under","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2023","17 and under","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2019","18","Not EU","All","Main scheme applicant","All","20","0"," ","0"
"2020","18","Not EU","All","Main scheme applicant","All","20","5"," ","0"
"2021","18","Not EU","All","Main scheme applicant","All","15","5"," ","0"
"2022","18","Not EU","All","Main scheme applicant","All","25","5"," ","0"
"2023","18","Not EU","All","Main scheme applicant","All","20","0"," ","0"
"2019","19","Not EU","All","Main scheme applicant","All","15","0"," ","0"
"2020","19","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2021","19","Not EU","All","Main scheme applicant","All","15","0"," ","0"
"2022","19","Not EU","All","Main scheme applicant","All","15","0"," ","0"
"2023","19","Not EU","All","Main scheme applicant","All","10","0"," ","0"
"2019","20","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2020","20","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2021","20","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2022","20","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2023","20","Not EU","All","Main scheme applicant","All","15","0"," ","0"
"2019","21 - 24","Not EU","All","Main scheme applicant","All","25","5"," ","0"
"2020","21 - 24","Not EU","All","Main scheme applicant","All","10","5"," ","0"
"2021","21 - 24","Not EU","All","Main scheme applicant","All","30","0"," ","0"
"2022","21 - 24","Not EU","All","Main scheme applicant","All","30","5"," ","0"
"2023","21 - 24","Not EU","All","Main scheme applicant","All","30","5"," ","0"
"2019","25 - 29","Not EU","All","Main scheme applicant","All","15","5"," ","0"
"2020","25 - 29","Not EU","All","Main scheme applicant","All","30","5"," ","0"
"2021","25 - 29","Not EU","All","Main scheme applicant","All","25","5"," ","0"
"2022","25 - 29","Not EU","All","Main scheme applicant","All","30","0"," ","0"
"2023","25 - 29","Not EU","All","Main scheme applicant","All","25","5"," ","0"
"2019","30 - 34","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2020","30 - 34","Not EU","All","Main scheme applicant","All","10","0"," ","0"
"2021","30 - 34","Not EU","All","Main scheme applicant","All","15","0"," ","0"
"2022","30 - 34","Not EU","All","Main scheme applicant","All","20","0"," ","0"
"2023","30 - 34","Not EU","All","Main scheme applicant","All","20","0"," ","0"
"2019","35 and over","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2020","35 and over","Not EU","All","Main scheme applicant","All","5","0"," ","0"
"2021","35 and over","Not EU","All","Main scheme applicant","All","15","5"," ","0"
"2022","35 and over","Not EU","All","Main scheme applicant","All","20","0"," ","0"
"2023","35 and over","Not EU","All","Main scheme applicant","All","15","0"," ","0"
"2019","17 and under","EU (excluding UK)","All","Main scheme applicant","All","15","0"," ","0"
"2020","17 and under","EU (excluding UK)","All","Main scheme applicant","All","10","0"," ","0"
"2021","17 and under","EU (excluding UK)","All","Main scheme applicant","All","15","0"," ","0"
"2022","17 and under","EU (excluding UK)","All","Main scheme applicant","All","10","0"," ","0"
"2023","17 and under","EU (excluding UK)","All","Main scheme applicant","All","15","0"," ","0"
"2019","18","EU (excluding UK)","All","Main scheme applicant","All","45","5"," ","0"
"2020","18","EU (excluding UK)","All","Main scheme applicant","All","65","10"," ","0"
"2021","18","EU (excluding UK)","All","Main scheme applicant","All","60","5"," ","0"
"2022","18","EU (excluding UK)","All","Main scheme applicant","All","80","5"," ","0"
"2023","18","EU (excluding UK)","All","Main scheme applicant","All","60","5"," ","0"
"2019","19","EU (excluding UK)","All","Main scheme applicant","All","40","5"," ","0"
"2020","19","EU (excluding UK)","All","Main scheme applicant","All","40","5"," ","0"
"2021","19","EU (excluding UK)","All","Main scheme applicant","All","60","5"," ","0"
"2022","19","EU (excluding UK)","All","Main scheme applicant","All","45","0"," ","0"
"2023","19","EU (excluding UK)","All","Main scheme applicant","All","50","5"," ","0"
"2019","20","EU (excluding UK)","All","Main scheme applicant","All","30","5"," ","0"
"2020","20","EU (excluding UK)","All","Main scheme applicant","All","25","5"," ","0"
"2021","20","EU (excluding UK)","All","Main scheme applicant","All","25","0"," ","0"
"2022","20","EU (excluding UK)","All","Main scheme applicant","All","20","0"," ","0"
"2023","20","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2019","21 - 24","EU (excluding UK)","All","Main scheme applicant","All","40","10"," ","0"
"2020","21 - 24","EU (excluding UK)","All","Main scheme applicant","All","45","5"," ","0"
"2021","21 - 24","EU (excluding UK)","All","Main scheme applicant","All","40","5"," ","0"
"2022","21 - 24","EU (excluding UK)","All","Main scheme applicant","All","30","5"," ","0"
"2023","21 - 24","EU (excluding UK)","All","Main scheme applicant","All","30","5"," ","0"
"2019","25 - 29","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2020","25 - 29","EU (excluding UK)","All","Main scheme applicant","All","10","0"," ","0"
"2021","25 - 29","EU (excluding UK)","All","Main scheme applicant","All","15","0"," ","0"
"2022","25 - 29","EU (excluding UK)","All","Main scheme applicant","All","10","0"," ","0"
"2023","25 - 29","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2019","30 - 34","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2020","30 - 34","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2021","30 - 34","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2019","35 and over","EU (excluding UK)","All","Main scheme applicant","All","10","0"," ","0"
"2020","35 and over","EU (excluding UK)","All","Main scheme applicant","All","10","0"," ","0"
"2021","35 and over","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2022","35 and over","EU (excluding UK)","All","Main scheme applicant","All","5","0"," ","0"
"2019","All","England","All","Not main scheme applicant","All","125","105","0.8170000000000001","0"
"2020","All","England","All","Not main scheme applicant","All","130","100","0.762","0"
"2021","All","England","All","Not main scheme applicant","All","65","50","0.738","0"
"2022","All","England","All","Not main scheme applicant","All","120","85","0.7030000000000001","0"
"2023","All","England","All","Not main scheme applicant","All","280","220","0.793","0"
"2020","All","Scotland","All","Not main scheme applicant","All","5","0"," ","0"
"2022","All","Scotland","All","Not main scheme applicant","All","10","0"," ","0"
"2023","All","Scotland","All","Not main scheme applicant","All","5","0"," ","0"
"2022","All","Wales","All","Not main scheme applicant","All","5","5"," ","0"
"2023","All","Wales","All","Not main scheme applicant","All","5","5"," ","0"
"2023","All","Not EU","All","Not main scheme applicant","All","5","0"," ","0"
"2019","All","Northern Ireland","All","Main scheme applicant","All","550","90","0.167","0"
"2020","All","Northern Ireland","All","Main scheme applicant","All","525","105","0.199","0"
"2021","All","Northern Ireland","All","Main scheme applicant","All","710","105","0.146","0"
"2022","All","Northern Ireland","All","Main scheme applicant","All","695","105","0.154","0"
"2023","All","Northern Ireland","All","Main scheme applicant","All","605","75","0.126","0"
"2019","All","England","All","Main scheme applicant","All","7360","2970","0.404","0"
"2020","All","England","All","Main scheme applicant","All","7965","3500","0.439","0"
"2021","All","England","All","Main scheme applicant","All","10085","3580","0.355","0"
"2022","All","England","All","Main scheme applicant","All","9415","3240","0.34400000000000003","0"
"2023","All","England","All","Main scheme applicant","All","7575","3215","0.424","0"
"2019","All","Scotland","All","Main scheme applicant","All","1040","250","0.23900000000000002","0"
"2020","All","Scotland","All","Main scheme applicant","All","1125","300","0.267","0"
"2021","All","Scotland","All","Main scheme applicant","All","1445","230","0.161","0"
"2022","All","Scotland","All","Main scheme applicant","All","1215","265","0.218","0"
"2023","All","Scotland","All","Main scheme applicant","All","855","260","0.301","0"
"2019","All","Wales","All","Main scheme applicant","All","600","170","0.28200000000000003","0"
"2020","All","Wales","All","Main scheme applicant","All","595","205","0.34","0"
"2021","All","Wales","All","Main scheme applicant","All","800","210","0.264","0"
"2022","All","Wales","All","Main scheme applicant","All","615","210","0.343","0"
"2023","All","Wales","All","Main scheme applicant","All","500","210","0.417","0"
"2019","All","Not EU","All","Main scheme applicant","All","95","10","0.129","0"
"2020","All","Not EU","All","Main scheme applicant","All","85","15","0.149","0"
"2021","All","Not EU","All","Main scheme applicant","All","125","20","0.146","0"
"2022","All","Not EU","All","Main scheme applicant","All","150","15","0.107","0"
"2023","All","Not EU","All","Main scheme applicant","All","135","20","0.139","0"
"2019","All","EU (excluding UK)","All","Main scheme applicant","All","195","25","0.11900000000000001","0"
"2020","All","EU (excluding UK)","All","Main scheme applicant","All","210","25","0.129","0"
"2021","All","EU (excluding UK)","All","Main scheme applicant","All","225","20","0.084","0"
"2022","All","EU (excluding UK)","All","Main scheme applicant","All","200","10","0.06","0"
"2023","All","EU (excluding UK)","All","Main scheme applicant","All","160","20","0.11800000000000001","0"
"2019","18","All","All","Not main scheme applicant","All","5","5"," ","0"
"2020","18","All","All","Not main scheme applicant","All","5","5"," ","0"
"2023","18","All","All","Not main scheme applicant","All","10","10"," ","0"
"2019","19","All","All","Not main scheme applicant","All","10","10"," ","0"
"2020","19","All","All","Not main scheme applicant","All","5","5"," ","0"
"2021","19","All","All","Not main scheme applicant","All","5","5"," ","0"
"2022","19","All","All","Not main scheme applicant","All","15","10"," ","0"
"2023","19","All","All","Not main scheme applicant","All","30","25","0.862","0"
"2019","20","All","All","Not main scheme applicant","All","10","10"," ","0"
"2020","20","All","All","Not main scheme applicant","All","10","5"," ","0"
"2021","20","All","All","Not main scheme applicant","All","5","5"," ","0"
"2022","20","All","All","Not main scheme applicant","All","10","10"," ","0"
"2023","20","All","All","Not main scheme applicant","All","30","25","0.9","0"
"2019","21 - 24","All","All","Not main scheme applicant","All","35","30","0.8240000000000001","0"
"2020","21 - 24","All","All","Not main scheme applicant","All","40","30","0.714","0"
"2021","21 - 24","All","All","Not main scheme applicant","All","15","15","0.765","0"
"2022","21 - 24","All","All","Not main scheme applicant","All","25","20","0.808","0"
"2023","21 - 24","All","All","Not main scheme applicant","All","65","50","0.742","0"
"2019","25 - 29","All","All","Not main scheme applicant","All","30","25","0.857","0"
"2020","25 - 29","All","All","Not main scheme applicant","All","35","25","0.639","0"
"2021","25 - 29","All","All","Not main scheme applicant","All","20","15","0.737","0"
"2022","25 - 29","All","All","Not main scheme applicant","All","25","15","0.64","0"
"2023","25 - 29","All","All","Not main scheme applicant","All","55","45","0.796","0"
"2019","30 - 34","All","All","Not main scheme applicant","All","25","15","0.739","0"
"2020","30 - 34","All","All","Not main scheme applicant","All","15","15","0.882","0"
"2021","30 - 34","All","All","Not main scheme applicant","All","5","5"," ","0"
"2022","30 - 34","All","All","Not main scheme applicant","All","30","20","0.714","0"
"2023","30 - 34","All","All","Not main scheme applicant","All","45","30","0.721","0"
"2019","35 and over","All","All","Not main scheme applicant","All","20","15","0.75","0"
"2020","35 and over","All","All","Not main scheme applicant","All","25","20","0.84","0"
"2021","35 and over","All","All","Not main scheme applicant","All","15","10"," ","0"
"2022","35 and over","All","All","Not main scheme applicant","All","30","15","0.517","0"
"2023","35 and over","All","All","Not main scheme applicant","All","65","45","0.6880000000000001","0"
"2019","17 and under","All","All","Main scheme applicant","All","30","0"," ","0"
"2020","17 and under","All","All","Main scheme applicant","All","40","5"," ","0"
"2021","17 and under","All","All","Main scheme applicant","All","40","5"," ","0"
"2022","17 and under","All","All","Main scheme applicant","All","40","5"," ","0"
"2023","17 and under","All","All","Main scheme applicant","All","35","5"," ","0"
"2019","18","All","All","Main scheme applicant","All","2795","905","0.325","0"
"2020","18","All","All","Main scheme applicant","All","3030","1180","0.39","0"
"2021","18","All","All","Main scheme applicant","All","3795","1125","0.296","0"
"2022","18","All","All","Main scheme applicant","All","3910","1160","0.297","0"
"2023","18","All","All","Main scheme applicant","All","3250","1275","0.392","0"
"2019","19","All","All","Main scheme applicant","All","1170","420","0.36","0"
"2020","19","All","All","Main scheme applicant","All","1150","400","0.34600000000000003","0"
"2021","19","All","All","Main scheme applicant","All","1445","370","0.257","0"
"2022","19","All","All","Main scheme applicant","All","1350","330","0.246","0"
"2023","19","All","All","Main scheme applicant","All","1130","370","0.328","0"
"2019","20","All","All","Main scheme applicant","All","660","210","0.316","0"
"2020","20","All","All","Main scheme applicant","All","675","235","0.34600000000000003","0"
"2021","20","All","All","Main scheme applicant","All","775","190","0.246","0"
"2022","20","All","All","Main scheme applicant","All","775","185","0.24","0"
"2023","20","All","All","Main scheme applicant","All","645","220","0.338","0"
"2019","21 - 24","All","All","Main scheme applicant","All","1620","600","0.37","0"
"2020","21 - 24","All","All","Main scheme applicant","All","1675","660","0.392","0"
"2021","21 - 24","All","All","Main scheme applicant","All","2050","625","0.305","0"
"2022","21 - 24","All","All","Main scheme applicant","All","1705","490","0.28600000000000003","0"
"2023","21 - 24","All","All","Main scheme applicant","All","1275","440","0.34600000000000003","0"
"2019","25 - 29","All","All","Main scheme applicant","All","1490","595","0.401","0"
"2020","25 - 29","All","All","Main scheme applicant","All","1565","690","0.442","0"
"2021","25 - 29","All","All","Main scheme applicant","All","2090","725","0.34600000000000003","0"
"2022","25 - 29","All","All","Main scheme applicant","All","1655","620","0.375","0"
"2023","25 - 29","All","All","Main scheme applicant","All","1185","485","0.40800000000000003","0"
"2019","30 - 34","All","All","Main scheme applicant","All","975","390","0.4","0"
"2020","30 - 34","All","All","Main scheme applicant","All","1130","480","0.423","0"
"2021","30 - 34","All","All","Main scheme applicant","All","1550","595","0.383","0"
"2022","30 - 34","All","All","Main scheme applicant","All","1400","535","0.383","0"
"2023","30 - 34","All","All","Main scheme applicant","All","1040","455","0.438","0"
"2019","35 and over","All","All","Main scheme applicant","All","1095","395","0.358","0"
"2020","35 and over","All","All","Main scheme applicant","All","1240","500","0.404","0"
"2021","35 and over","All","All","Main scheme applicant","All","1640","530","0.324","0"
"2022","35 and over","All","All","Main scheme applicant","All","1455","525","0.36","0"
"2023","35 and over","All","All","Main scheme applicant","All","1275","545","0.426","0"
"2019","All","All","All","Not main scheme applicant","All","130","105","0.806","0"
"2020","All","All","All","Not main scheme applicant","All","140","105","0.741","0"
"2021","All","All","All","Not main scheme applicant","All","70","50","0.714","0"
"2022","All","All","All","Not main scheme applicant","All","135","90","0.669","0"
"2023","All","All","All","Not main scheme applicant","All","295","230","0.768","0"
"2019","All","All","All","Main scheme applicant","All","9835","3515","0.357","0"
"2020","All","All","All","Main scheme applicant","All","10505","4145","0.395","0"
"2021","All","All","All","Main scheme applicant","All","13390","4165","0.311","0"
"2022","All","All","All","Main scheme applicant","All","12285","3850","0.313","0"
"2023","All","All","All","Main scheme applicant","All","9830","3795","0.386","0"
"2021","17 and under","Northern Ireland","Female","All","All","5","0"," ","0"
"2019","18","Northern Ireland","Female","All","All","175","25","0.138","0"
"2020","18","Northern Ireland","Female","All","All","195","40","0.194","0"
"2021","18","Northern Ireland","Female","All","All","265","30","0.12","0"
"2022","18","Northern Ireland","Female","All","All","300","45","0.146","0"
"2023","18","Northern Ireland","Female","All","All","265","35","0.133","0"
"2019","19","Northern Ireland","Female","All","All","70","15","0.203","0"
"2020","19","Northern Ireland","Female","All","All","70","10","0.159","0"
"2021","19","Northern Ireland","Female","All","All","85","10"," ","0"
"2022","19","Northern Ireland","Female","All","All","85","15","0.155","0"
"2023","19","Northern Ireland","Female","All","All","75","10"," ","0"
"2019","20","Northern Ireland","Female","All","All","35","0"," ","0"
"2020","20","Northern Ireland","Female","All","All","25","5"," ","0"
"2021","20","Northern Ireland","Female","All","All","30","5"," ","0"
"2022","20","Northern Ireland","Female","All","All","40","5"," ","0"
"2023","20","Northern Ireland","Female","All","All","35","5"," ","0"
"2019","21 - 24","Northern Ireland","Female","All","All","65","5"," ","0"
"2020","21 - 24","Northern Ireland","Female","All","All","70","15","0.232","0"
"2021","21 - 24","Northern Ireland","Female","All","All","105","15","0.14300000000000002","0"
"2022","21 - 24","Northern Ireland","Female","All","All","70","5"," ","0"
"2023","21 - 24","Northern Ireland","Female","All","All","65","5"," ","0"
"2019","25 - 29","Northern Ireland","Female","All","All","80","20","0.244","0"
"2020","25 - 29","Northern Ireland","Female","All","All","70","15","0.217","0"
"2021","25 - 29","Northern Ireland","Female","All","All","90","15","0.193","0"
"2022","25 - 29","Northern Ireland","Female","All","All","60","10","0.203","0"
"2023","25 - 29","Northern Ireland","Female","All","All","45","5"," ","0"
"2019","30 - 34","Northern Ireland","Female","All","All","50","10","0.2","0"
"2020","30 - 34","Northern Ireland","Female","All","All","50","10","0.196","0"
"2021","30 - 34","Northern Ireland","Female","All","All","70","20","0.265","0"
"2022","30 - 34","Northern Ireland","Female","All","All","65","15","0.219","0"
"2023","30 - 34","Northern Ireland","Female","All","All","60","10","0.197","0"
"2019","35 and over","Northern Ireland","Female","All","All","75","15","0.211","0"
"2020","35 and over","Northern Ireland","Female","All","All","40","10","0.268","0"
"2021","35 and over","Northern Ireland","Female","All","All","65","10","0.169","0"
"2022","35 and over","Northern Ireland","Female","All","All","70","15","0.2","0"
"2023","35 and over","Northern Ireland","Female","All","All","55","10"," ","0"
"2020","17 and under","England","Female","All","All","5","0"," ","0"
"2021","17 and under","England","Female","All","All","5","0"," ","0"
"2022","17 and under","England","Female","All","All","5","0"," ","0"
"2023","17 and under","England","Female","All","All","5","0"," ","0"
"2019","18","England","Female","All","All","2140","785","0.368","0"
"2020","18","England","Female","All","All","2375","1015","0.427","0"
"2021","18","England","Female","All","All","2890","965","0.334","0"
"2022","18","England","Female","All","All","3025","985","0.326","0"
"2023","18","England","Female","All","All","2590","1135","0.437","0"
"2019","19","England","Female","All","All","900","365","0.406","0"
"2020","19","England","Female","All","All","895","340","0.379","0"
"2021","19","England","Female","All","All","1090","335","0.306","0"
"2022","19","England","Female","All","All","1045","280","0.268","0"
"2023","19","England","Female","All","All","880","345","0.389","0"
"2019","20","England","Female","All","All","520","190","0.37","0"
"2020","20","England","Female","All","All","535","215","0.402","0"
"2021","20","England","Female","All","All","605","170","0.28","0"
"2022","20","England","Female","All","All","610","165","0.269","0"
"2023","20","England","Female","All","All","540","220","0.41100000000000003","0"
"2019","21 - 24","England","Female","All","All","1235","520","0.421","0"
"2020","21 - 24","England","Female","All","All","1270","580","0.455","0"
"2021","21 - 24","England","Female","All","All","1545","545","0.354","0"
"2022","21 - 24","England","Female","All","All","1310","415","0.318","0"
"2023","21 - 24","England","Female","All","All","1000","400","0.402","0"
"2019","25 - 29","England","Female","All","All","1135","520","0.458","0"
"2020","25 - 29","England","Female","All","All","1170","595","0.511","0"
"2021","25 - 29","England","Female","All","All","1535","610","0.398","0"
"2022","25 - 29","England","Female","All","All","1280","540","0.424","0"
"2023","25 - 29","England","Female","All","All","940","440","0.465","0"
"2019","30 - 34","England","Female","All","All","730","345","0.47000000000000003","0"
"2020","30 - 34","England","Female","All","All","845","405","0.481","0"
"2021","30 - 34","England","Female","All","All","1185","515","0.435","0"
"2022","30 - 34","England","Female","All","All","1085","475","0.436","0"
"2023","30 - 34","England","Female","All","All","810","390","0.48","0"
"2019","35 and over","England","Female","All","All","805","340","0.422","0"
"2020","35 and over","England","Female","All","All","980","440","0.45","0"
"2021","35 and over","England","Female","All","All","1250","475","0.378","0"
"2022","35 and over","England","Female","All","All","1130","445","0.396","0"
"2023","35 and over","England","Female","All","All","1050","500","0.47500000000000003","0"
"2019","17 and under","Scotland","Female","All","All","10","0"," ","0"
"2020","17 and under","Scotland","Female","All","All","20","5"," ","0"
"2021","17 and under","Scotland","Female","All","All","15","5"," ","0"
"2022","17 and under","Scotland","Female","All","All","25","5"," ","0"
"2023","17 and under","Scotland","Female","All","All","10","5"," ","0"
"2019","18","Scotland","Female","All","All","310","70","0.221","0"
"2020","18","Scotland","Female","All","All","245","75","0.309","0"
"2021","18","Scotland","Female","All","All","350","60","0.165","0"
"2022","18","Scotland","Female","All","All","300","65","0.211","0"
"2023","18","Scotland","Female","All","All","195","55","0.28200000000000003","0"
"2019","19","Scotland","Female","All","All","95","30","0.305","0"
"2020","19","Scotland","Female","All","All","85","25","0.321","0"
"2021","19","Scotland","Female","All","All","115","15","0.124","0"
"2022","19","Scotland","Female","All","All","105","20","0.212","0"
"2023","19","Scotland","Female","All","All","95","30","0.33","0"
"2019","20","Scotland","Female","All","All","50","10","0.23500000000000001","0"
"2020","20","Scotland","Female","All","All","65","10","0.19","0"
"2021","20","Scotland","Female","All","All","70","10","0.159","0"
"2022","20","Scotland","Female","All","All","70","15","0.246","0"
"2023","20","Scotland","Female","All","All","45","10"," ","0"
"2019","21 - 24","Scotland","Female","All","All","155","40","0.252","0"
"2020","21 - 24","Scotland","Female","All","All","205","45","0.227","0"
"2021","21 - 24","Scotland","Female","All","All","210","40","0.183","0"
"2022","21 - 24","Scotland","Female","All","All","200","45","0.226","0"
"2023","21 - 24","Scotland","Female","All","All","135","40","0.293","0"
"2019","25 - 29","Scotland","Female","All","All","160","45","0.278","0"
"2020","25 - 29","Scotland","Female","All","All","205","55","0.266","0"
"2021","25 - 29","Scotland","Female","All","All","275","55","0.196","0"
"2022","25 - 29","Scotland","Female","All","All","190","40","0.218","0"
"2023","25 - 29","Scotland","Female","All","All","125","40","0.304","0"
"2019","30 - 34","Scotland","Female","All","All","115","25","0.23700000000000002","0"
"2020","30 - 34","Scotland","Female","All","All","150","40","0.26","0"
"2021","30 - 34","Scotland","Female","All","All","175","30","0.158","0"
"2022","30 - 34","Scotland","Female","All","All","155","30","0.209","0"
"2023","30 - 34","Scotland","Female","All","All","115","40","0.339","0"
"2019","35 and over","Scotland","Female","All","All","145","25","0.186","0"
"2020","35 and over","Scotland","Female","All","All","155","45","0.274","0"
"2021","35 and over","Scotland","Female","All","All","225","25","0.115","0"
"2022","35 and over","Scotland","Female","All","All","185","40","0.226","0"
"2023","35 and over","Scotland","Female","All","All","140","45","0.312","0"
"2019","18","Wales","Female","All","All","105","25","0.24","0"
"2020","18","Wales","Female","All","All","130","40","0.323","0"
"2021","18","Wales","Female","All","All","200","55","0.273","0"
"2022","18","Wales","Female","All","All","165","60","0.34700000000000003","0"
"2023","18","Wales","Female","All","All","125","50","0.381","0"
"2019","19","Wales","Female","All","All","65","15","0.254","0"
"2020","19","Wales","Female","All","All","60","20","0.31","0"
"2021","19","Wales","Female","All","All","90","15","0.178","0"
"2022","19","Wales","Female","All","All","65","20","0.317","0"
"2023","19","Wales","Female","All","All","45","5"," ","0"
"2019","20","Wales","Female","All","All","30","5"," ","0"
"2020","20","Wales","Female","All","All","30","5"," ","0"
"2021","20","Wales","Female","All","All","45","10","0.222","0"
"2022","20","Wales","Female","All","All","40","10"," ","0"
"2023","20","Wales","Female","All","All","30","10","0.313","0"
"2019","21 - 24","Wales","Female","All","All","130","50","0.364","0"
"2020","21 - 24","Wales","Female","All","All","110","35","0.313","0"
"2021","21 - 24","Wales","Female","All","All","135","30","0.226","0"
"2022","21 - 24","Wales","Female","All","All","85","30","0.34500000000000003","0"
"2023","21 - 24","Wales","Female","All","All","75","35","0.447","0"
"2019","25 - 29","Wales","Female","All","All","110","30","0.259","0"
"2020","25 - 29","Wales","Female","All","All","110","40","0.376","0"
"2021","25 - 29","Wales","Female","All","All","155","45","0.28200000000000003","0"
"2022","25 - 29","Wales","Female","All","All","105","35","0.34900000000000003","0"
"2023","25 - 29","Wales","Female","All","All","90","40","0.427","0"
"2019","30 - 34","Wales","Female","All","All","90","25","0.275","0"
"2020","30 - 34","Wales","Female","All","All","90","35","0.41100000000000003","0"
"2021","30 - 34","Wales","Female","All","All","95","35","0.34","0"
"2022","30 - 34","Wales","Female","All","All","95","30","0.333","0"
"2023","30 - 34","Wales","Female","All","All","70","40","0.583","0"
"2019","35 and over","Wales","Female","All","All","65","20","0.303","0"
"2020","35 and over","Wales","Female","All","All","65","25","0.364","0"
"2021","35 and over","Wales","Female","All","All","80","25","0.296","0"
"2022","35 and over","Wales","Female","All","All","70","30","0.47100000000000003","0"
"2023","35 and over","Wales","Female","All","All","65","30","0.508","0"
