"Year","Difference between predicted and achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2019","1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2021","1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","2 points","18","England","Female","Main scheme applicant","Not main scheme application","55","35","0.642","0"
"2011","2 points","18","England","Female","Main scheme applicant","Not main scheme application","100","75","0.725","0"
"2012","2 points","18","England","Female","Main scheme applicant","Not main scheme application","125","85","0.6990000000000001","0"
"2013","2 points","18","England","Female","Main scheme applicant","Not main scheme application","135","100","0.752","0"
"2014","2 points","18","England","Female","Main scheme applicant","Not main scheme application","125","105","0.8190000000000001","0"
"2015","2 points","18","England","Female","Main scheme applicant","Not main scheme application","165","130","0.79","0"
"2016","2 points","18","England","Female","Main scheme applicant","Not main scheme application","140","105","0.77","0"
"2017","2 points","18","England","Female","Main scheme applicant","Not main scheme application","115","95","0.8250000000000001","0"
"2018","2 points","18","England","Female","Main scheme applicant","Not main scheme application","120","110","0.926","0"
"2019","2 points","18","England","Female","Main scheme applicant","Not main scheme application","85","75","0.86","0"
"2020","2 points","18","England","Female","Main scheme applicant","Not main scheme application","115","105","0.912","0"
"2021","2 points","18","England","Female","Main scheme applicant","Not main scheme application","125","105","0.846","0"
"2022","2 points","18","England","Female","Main scheme applicant","Not main scheme application","130","110","0.847","0"
"2023","2 points","18","England","Female","Main scheme applicant","Not main scheme application","85","75","0.904","0"
"2010","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","3 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","3 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","3 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","3 points","18","England","Female","Main scheme applicant","Not main scheme application","20","10","0.667","0"
"2011","3 points","18","England","Female","Main scheme applicant","Not main scheme application","45","35","0.75","0"
"2012","3 points","18","England","Female","Main scheme applicant","Not main scheme application","135","100","0.733","0"
"2013","3 points","18","England","Female","Main scheme applicant","Not main scheme application","140","105","0.739","0"
"2014","3 points","18","England","Female","Main scheme applicant","Not main scheme application","145","115","0.797","0"
"2015","3 points","18","England","Female","Main scheme applicant","Not main scheme application","145","110","0.783","0"
"2016","3 points","18","England","Female","Main scheme applicant","Not main scheme application","95","75","0.768","0"
"2017","3 points","18","England","Female","Main scheme applicant","Not main scheme application","80","70","0.873","0"
"2018","3 points","18","England","Female","Main scheme applicant","Not main scheme application","45","35","0.841","0"
"2019","3 points","18","England","Female","Main scheme applicant","Not main scheme application","30","25","0.839","0"
"2020","3 points","18","England","Female","Main scheme applicant","Not main scheme application","40","35","0.868","0"
"2021","3 points","18","England","Female","Main scheme applicant","Not main scheme application","75","70","0.933","0"
"2022","3 points","18","England","Female","Main scheme applicant","Not main scheme application","40","35","0.881","0"
"2023","3 points","18","England","Female","Main scheme applicant","Not main scheme application","35","35","0.972","0"
"2012","3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2013","3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2021","3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","45","30","0.6960000000000001","0"
"2013","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","40","25","0.711","0"
"2014","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","35","30","0.811","0"
"2015","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","40","30","0.842","0"
"2016","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","40","30","0.714","0"
"2017","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","40","30","0.8","0"
"2018","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2022","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2012","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","95","60","0.642","0"
"2011","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","115","75","0.649","0"
"2012","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","120","85","0.6970000000000001","0"
"2013","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","140","110","0.78","0"
"2014","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","190","145","0.745","0"
"2015","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","225","175","0.777","0"
"2016","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","195","150","0.766","0"
"2017","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","130","110","0.8180000000000001","0"
"2018","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","135","115","0.853","0"
"2019","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","170","155","0.929","0"
"2020","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","155","135","0.882","0"
"2021","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","210","185","0.877","0"
"2022","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","240","210","0.868","0"
"2023","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","245","215","0.881","0"
"2010","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10","1","0"
"2019","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","50","30","0.615","0"
"2011","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","70","45","0.647","0"
"2012","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","85","55","0.655","0"
"2013","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","90","60","0.685","0"
"2014","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","110","90","0.795","0"
"2015","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","115","90","0.786","0"
"2016","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","115","100","0.853","0"
"2017","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","70","65","0.875","0"
"2018","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","95","85","0.914","0"
"2019","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","100","85","0.843","0"
"2020","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","90","80","0.899","0"
"2021","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","125","110","0.866","0"
"2022","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","155","135","0.877","0"
"2023","-2 points","18","England","Female","Main scheme applicant","Not main scheme application","155","140","0.91","0"
"2011","-2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","-2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","-2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","-2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","-2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","-2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","-2 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-3 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","-3 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","-3 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2011","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","30","20","0.594","0"
"2012","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","40","30","0.667","0"
"2013","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","55","40","0.719","0"
"2014","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","60","45","0.797","0"
"2015","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","70","55","0.768","0"
"2016","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","65","50","0.766","0"
"2017","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","45","35","0.756","0"
"2018","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","60","50","0.852","0"
"2019","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","65","55","0.859","0"
"2020","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","50","40","0.854","0"
"2021","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","80","75","0.9380000000000001","0"
"2022","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","90","70","0.787","0"
"2023","-3 points","18","England","Female","Main scheme applicant","Not main scheme application","80","70","0.872","0"
"2013","-3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","-3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2021","-3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","-4 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2011","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","20","20","0.857","0"
"2012","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","35","20","0.595","0"
"2013","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","30","25","0.8210000000000001","0"
"2014","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","50","35","0.6880000000000001","0"
"2015","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","60","45","0.71","0"
"2016","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","35","25","0.788","0"
"2017","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","30","30","0.933","0"
"2018","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","30","25","0.857","0"
"2019","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","30","25","0.8210000000000001","0"
"2020","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","35","30","0.909","0"
"2021","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","45","35","0.86","0"
"2022","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","50","35","0.712","0"
"2023","-4 points","18","England","Female","Main scheme applicant","Not main scheme application","35","25","0.722","0"
"2015","-4 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","20","10","0.667","0"
"2012","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2013","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","15","10","0.706","0"
"2014","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","35","25","0.765","0"
"2015","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","20","15","0.65","0"
"2016","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","20","10","0.6","0"
"2017","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","20","15","0.7000000000000001","0"
"2018","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","15","15","0.765","0"
"2019","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2020","-5 points","18","England","Female","Main scheme applicant","Not main scheme application","15","15","1","0"
