"Year","Age group","Individual age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2016","35 and over","63","All","Male","40","25","0.625"
"2017","35 and over","63","All","Male","30","15","0.5"
"2018","35 and over","63","All","Male","45","30","0.6890000000000001"
"2019","35 and over","63","All","Male","30","15","0.433"
"2020","35 and over","63","All","Male","45","20","0.467"
"2021","35 and over","63","All","Male","45","20","0.489"
"2022","35 and over","63","All","Male","55","20","0.364"
"2023","35 and over","63","All","Male","110","40","0.364"
"2006","35 and over","64","All","Male","15","10","0.733"
"2007","35 and over","64","All","Male","15","10"," "
"2008","35 and over","64","All","Male","15","10","0.667"
"2009","35 and over","64","All","Male","35","20","0.514"
"2010","35 and over","64","All","Male","25","15","0.52"
"2011","35 and over","64","All","Male","20","15","0.65"
"2012","35 and over","64","All","Male","15","10","0.8"
"2013","35 and over","64","All","Male","30","15","0.533"
"2014","35 and over","64","All","Male","35","15","0.4"
"2015","35 and over","64","All","Male","30","10","0.4"
"2016","35 and over","64","All","Male","45","15","0.378"
"2017","35 and over","64","All","Male","15","10","0.8"
"2018","35 and over","64","All","Male","25","20","0.76"
"2019","35 and over","64","All","Male","35","20","0.543"
"2020","35 and over","64","All","Male","35","20","0.514"
"2021","35 and over","64","All","Male","45","20","0.489"
"2022","35 and over","64","All","Male","45","25","0.578"
"2023","35 and over","64","All","Male","55","25","0.455"
"2006","35 and over","65 and over","All","Male","190","95","0.505"
"2007","35 and over","65 and over","All","Male","75","45","0.627"
"2008","35 and over","65 and over","All","Male","125","55","0.456"
"2009","35 and over","65 and over","All","Male","80","45","0.5750000000000001"
"2010","35 and over","65 and over","All","Male","90","45","0.489"
"2011","35 and over","65 and over","All","Male","90","35","0.389"
"2012","35 and over","65 and over","All","Male","100","45","0.43"
"2013","35 and over","65 and over","All","Male","50","35","0.7000000000000001"
"2014","35 and over","65 and over","All","Male","120","75","0.633"
"2015","35 and over","65 and over","All","Male","115","65","0.5650000000000001"
"2016","35 and over","65 and over","All","Male","130","65","0.5"
"2017","35 and over","65 and over","All","Male","115","60","0.53"
"2018","35 and over","65 and over","All","Male","140","75","0.536"
"2019","35 and over","65 and over","All","Male","130","80","0.615"
"2020","35 and over","65 and over","All","Male","115","65","0.5740000000000001"
"2021","35 and over","65 and over","All","Male","145","60","0.421"
"2022","35 and over","65 and over","All","Male","160","70","0.438"
"2023","35 and over","65 and over","All","Male","160","90","0.5690000000000001"
"2006","All","17 and under","All","Female","20510","12510","0.61"
"2007","All","17 and under","All","Female","22400","14035","0.627"
"2008","All","17 and under","All","Female","19330","12055","0.624"
"2009","All","17 and under","All","Female","20300","12485","0.615"
"2010","All","17 and under","All","Female","22085","12590","0.5700000000000001"
"2011","All","17 and under","All","Female","22520","12915","0.5730000000000001"
"2012","All","17 and under","All","Female","23050","13830","0.6"
"2013","All","17 and under","All","Female","24615","14985","0.609"
"2014","All","17 and under","All","Female","28195","17350","0.615"
"2015","All","17 and under","All","Female","28675","18355","0.64"
"2016","All","17 and under","All","Female","30455","19430","0.638"
"2017","All","17 and under","All","Female","31885","20730","0.65"
"2018","All","17 and under","All","Female","35540","23575","0.663"
"2019","All","17 and under","All","Female","34960","22835","0.653"
"2020","All","17 and under","All","Female","39415","26330","0.668"
"2021","All","17 and under","All","Female","40065","24655","0.615"
"2022","All","17 and under","All","Female","45250","25505","0.5640000000000001"
"2023","All","17 and under","All","Female","42055","23870","0.5680000000000001"
"2006","All","18","All","Female","725300","512735","0.707"
"2007","All","18","All","Female","740935","522735","0.706"
"2008","All","18","All","Female","668150","481490","0.721"
"2009","All","18","All","Female","701805","498690","0.711"
"2010","All","18","All","Female","757240","506705","0.669"
"2011","All","18","All","Female","774120","502460","0.649"
"2012","All","18","All","Female","756305","513470","0.679"
"2013","All","18","All","Female","766205","543450","0.709"
"2014","All","18","All","Female","793475","573610","0.723"
"2015","All","18","All","Female","839255","615780","0.734"
"2016","All","18","All","Female","849855","630130","0.741"
"2017","All","18","All","Female","849010","642825","0.757"
"2018","All","18","All","Female","846835","647125","0.764"
"2019","All","18","All","Female","863520","662210","0.767"
"2020","All","18","All","Female","892605","689430","0.772"
"2021","All","18","All","Female","983215","737220","0.75"
"2022","All","18","All","Female","1033040","728800","0.705"
"2023","All","18","All","Female","1010810","736755","0.729"
"2006","All","19","All","Female","194530","117230","0.603"
"2007","All","19","All","Female","238625","144845","0.607"
"2008","All","19","All","Female","227335","139595","0.614"
"2009","All","19","All","Female","246520","148655","0.603"
"2010","All","19","All","Female","296050","162670","0.549"
"2011","All","19","All","Female","324525","176400","0.544"
"2012","All","19","All","Female","280980","159600","0.5680000000000001"
"2013","All","19","All","Female","305035","183690","0.602"
"2014","All","19","All","Female","319405","197145","0.617"
"2015","All","19","All","Female","324425","205320","0.633"
"2016","All","19","All","Female","328125","211400","0.644"
"2017","All","19","All","Female","307945","204060","0.663"
"2018","All","19","All","Female","298735","201320","0.674"
"2019","All","19","All","Female","298690","202460","0.678"
"2020","All","19","All","Female","292710","200130","0.684"
"2021","All","19","All","Female","276095","179920","0.652"
"2022","All","19","All","Female","282555","172220","0.61"
"2023","All","19","All","Female","281360","174985","0.622"
"2006","All","20","All","Female","71470","39635","0.555"
"2007","All","20","All","Female","79645","44295","0.556"
"2008","All","20","All","Female","83670","46230","0.553"
"2009","All","20","All","Female","91400","49305","0.539"
"2010","All","20","All","Female","109400","52065","0.47600000000000003"
