"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2006","Male","21 - 24","Not EU","21470","11860","0.552"
"2007","Male","21 - 24","Not EU","20490","11230","0.548"
"2008","Male","21 - 24","Not EU","18305","10140","0.554"
"2009","Male","21 - 24","Not EU","19225","10390","0.54"
"2010","Male","21 - 24","Not EU","20505","10720","0.523"
"2011","Male","21 - 24","Not EU","21340","11480","0.538"
"2012","Male","21 - 24","Not EU","22135","11820","0.534"
"2013","Male","21 - 24","Not EU","21420","11370","0.531"
"2014","Male","21 - 24","Not EU","20635","10870","0.527"
"2015","Male","21 - 24","Not EU","20070","10730","0.535"
"2016","Male","21 - 24","Not EU","18405","9625","0.523"
"2017","Male","21 - 24","Not EU","16725","8980","0.537"
"2018","Male","21 - 24","Not EU","16890","8910","0.528"
"2019","Male","21 - 24","Not EU","16410","8755","0.533"
"2020","Male","21 - 24","Not EU","16240","9005","0.554"
"2021","Male","21 - 24","Not EU","18070","9575","0.53"
"2022","Male","21 - 24","Not EU","23180","10945","0.47200000000000003"
"2023","Male","21 - 24","Not EU","26045","11770","0.452"
"2006","Female","25 - 29","Not EU","4720","1900","0.402"
"2007","Female","25 - 29","Not EU","4200","1795","0.428"
"2008","Female","25 - 29","Not EU","4005","1635","0.40900000000000003"
"2009","Female","25 - 29","Not EU","3540","1280","0.362"
"2010","Female","25 - 29","Not EU","3910","1490","0.382"
"2011","Female","25 - 29","Not EU","3925","1365","0.34800000000000003"
"2012","Female","25 - 29","Not EU","3540","1360","0.385"
"2013","Female","25 - 29","Not EU","3635","1375","0.378"
"2014","Female","25 - 29","Not EU","3750","1515","0.404"
"2015","Female","25 - 29","Not EU","4135","1575","0.381"
"2016","Female","25 - 29","Not EU","3560","1380","0.388"
"2017","Female","25 - 29","Not EU","4025","1670","0.41400000000000003"
"2018","Female","25 - 29","Not EU","3875","1580","0.40700000000000003"
"2019","Female","25 - 29","Not EU","4265","1900","0.445"
"2020","Female","25 - 29","Not EU","4415","1975","0.448"
"2021","Female","25 - 29","Not EU","5695","2255","0.396"
"2022","Female","25 - 29","Not EU","7600","2565","0.338"
"2023","Female","25 - 29","Not EU","7910","2670","0.337"
"2006","Male","25 - 29","Not EU","8670","3910","0.451"
"2007","Male","25 - 29","Not EU","7640","3680","0.482"
"2008","Male","25 - 29","Not EU","6825","3070","0.45"
"2009","Male","25 - 29","Not EU","6030","2625","0.435"
"2010","Male","25 - 29","Not EU","5840","2390","0.40900000000000003"
"2011","Male","25 - 29","Not EU","5235","2120","0.405"
"2012","Male","25 - 29","Not EU","5060","2060","0.40700000000000003"
"2013","Male","25 - 29","Not EU","4860","1915","0.394"
"2014","Male","25 - 29","Not EU","4425","1915","0.432"
"2015","Male","25 - 29","Not EU","4470","1790","0.401"
"2016","Male","25 - 29","Not EU","4115","1670","0.406"
"2017","Male","25 - 29","Not EU","3905","1720","0.441"
"2018","Male","25 - 29","Not EU","3645","1550","0.425"
"2019","Male","25 - 29","Not EU","3830","1625","0.424"
"2020","Male","25 - 29","Not EU","3935","1730","0.44"
"2021","Male","25 - 29","Not EU","4660","1835","0.394"
"2022","Male","25 - 29","Not EU","6685","2385","0.357"
"2023","Male","25 - 29","Not EU","7210","2455","0.341"
"2006","Female","30 - 34","Not EU","1595","595","0.373"
"2007","Female","30 - 34","Not EU","1560","605","0.387"
"2008","Female","30 - 34","Not EU","1120","440","0.393"
"2009","Female","30 - 34","Not EU","1360","460","0.338"
"2010","Female","30 - 34","Not EU","1290","395","0.305"
"2011","Female","30 - 34","Not EU","1245","355","0.28700000000000003"
"2012","Female","30 - 34","Not EU","1180","365","0.308"
"2013","Female","30 - 34","Not EU","1125","400","0.354"
"2014","Female","30 - 34","Not EU","1070","365","0.34"
"2015","Female","30 - 34","Not EU","1175","350","0.299"
"2016","Female","30 - 34","Not EU","1125","370","0.329"
"2017","Female","30 - 34","Not EU","1315","425","0.325"
"2018","Female","30 - 34","Not EU","1200","375","0.313"
"2019","Female","30 - 34","Not EU","1250","480","0.384"
"2020","Female","30 - 34","Not EU","1855","675","0.363"
"2021","Female","30 - 34","Not EU","2545","780","0.306"
"2022","Female","30 - 34","Not EU","3915","950","0.242"
"2023","Female","30 - 34","Not EU","3640","930","0.255"
"2006","Male","30 - 34","Not EU","2925","1245","0.426"
"2007","Male","30 - 34","Not EU","2615","1160","0.443"
"2008","Male","30 - 34","Not EU","2065","850","0.41300000000000003"
"2009","Male","30 - 34","Not EU","1915","790","0.41100000000000003"
"2010","Male","30 - 34","Not EU","1930","780","0.404"
"2011","Male","30 - 34","Not EU","1740","660","0.379"
"2012","Male","30 - 34","Not EU","1580","530","0.335"
"2013","Male","30 - 34","Not EU","1445","515","0.355"
"2014","Male","30 - 34","Not EU","1445","520","0.36"
"2015","Male","30 - 34","Not EU","1325","450","0.34"
"2016","Male","30 - 34","Not EU","1245","435","0.34900000000000003"
"2017","Male","30 - 34","Not EU","1115","405","0.363"
"2018","Male","30 - 34","Not EU","1115","425","0.382"
"2019","Male","30 - 34","Not EU","1240","485","0.393"
"2020","Male","30 - 34","Not EU","1265","505","0.401"
"2021","Male","30 - 34","Not EU","1730","590","0.341"
"2022","Male","30 - 34","Not EU","2745","865","0.314"
"2023","Male","30 - 34","Not EU","2930","910","0.311"
"2006","Female","35 and over","Not EU","1115","390","0.34900000000000003"
"2007","Female","35 and over","Not EU","1055","440","0.417"
"2008","Female","35 and over","Not EU","925","325","0.34900000000000003"
"2009","Female","35 and over","Not EU","900","275","0.306"
"2010","Female","35 and over","Not EU","960","290","0.304"
"2011","Female","35 and over","Not EU","875","245","0.28200000000000003"
"2012","Female","35 and over","Not EU","855","245","0.28800000000000003"
"2013","Female","35 and over","Not EU","805","250","0.309"
"2014","Female","35 and over","Not EU","845","240","0.28200000000000003"
"2015","Female","35 and over","Not EU","845","260","0.307"
"2016","Female","35 and over","Not EU","910","250","0.275"
"2017","Female","35 and over","Not EU","895","295","0.327"
"2018","Female","35 and over","Not EU","1020","300","0.292"
"2019","Female","35 and over","Not EU","1175","410","0.34800000000000003"
"2020","Female","35 and over","Not EU","1760","585","0.334"
"2021","Female","35 and over","Not EU","2910","710","0.243"
"2022","Female","35 and over","Not EU","4410","910","0.20700000000000002"
"2023","Female","35 and over","Not EU","3645","825","0.226"
"2006","Male","35 and over","Not EU","1650","665","0.402"
"2007","Male","35 and over","Not EU","1480","650","0.441"
"2008","Male","35 and over","Not EU","1380","590","0.428"
"2009","Male","35 and over","Not EU","1235","465","0.377"
"2010","Male","35 and over","Not EU","1235","420","0.339"
"2011","Male","35 and over","Not EU","1020","390","0.38"
"2012","Male","35 and over","Not EU","1095","360","0.33"
"2013","Male","35 and over","Not EU","930","285","0.306"
"2014","Male","35 and over","Not EU","935","350","0.374"
"2015","Male","35 and over","Not EU","820","260","0.316"
"2016","Male","35 and over","Not EU","820","290","0.356"
"2017","Male","35 and over","Not EU","830","290","0.34800000000000003"
"2018","Male","35 and over","Not EU","880","295","0.335"
"2019","Male","35 and over","Not EU","1010","350","0.34800000000000003"
"2020","Male","35 and over","Not EU","1120","395","0.352"
"2021","Male","35 and over","Not EU","1600","480","0.299"
"2022","Male","35 and over","Not EU","2555","725","0.28400000000000003"
"2023","Male","35 and over","Not EU","2385","590","0.247"
"2006","Female","17 and under","EU (excluding UK)","7895","4355","0.551"
"2007","Female","17 and under","EU (excluding UK)","9035","5350","0.592"
"2008","Female","17 and under","EU (excluding UK)","7135","4415","0.619"
"2009","Female","17 and under","EU (excluding UK)","7735","4600","0.595"
"2010","Female","17 and under","EU (excluding UK)","8305","4620","0.557"
"2011","Female","17 and under","EU (excluding UK)","8575","4755","0.554"
"2012","Female","17 and under","EU (excluding UK)","8410","4705","0.559"
"2013","Female","17 and under","EU (excluding UK)","8655","5095","0.589"
"2014","Female","17 and under","EU (excluding UK)","10035","6155","0.613"
"2015","Female","17 and under","EU (excluding UK)","10865","6880","0.633"
"2016","Female","17 and under","EU (excluding UK)","11265","7045","0.625"
"2017","Female","17 and under","EU (excluding UK)","11420","7420","0.65"
"2018","Female","17 and under","EU (excluding UK)","11880","7830","0.659"
"2019","Female","17 and under","EU (excluding UK)","12235","7940","0.649"
"2020","Female","17 and under","EU (excluding UK)","12735","8475","0.666"
"2021","Female","17 and under","EU (excluding UK)","9105","5965","0.655"
"2022","Female","17 and under","EU (excluding UK)","8375","5160","0.616"
"2023","Female","17 and under","EU (excluding UK)","7540","4685","0.622"
"2006","Male","17 and under","EU (excluding UK)","4620","2870","0.622"
"2007","Male","17 and under","EU (excluding UK)","4780","3000","0.628"
"2008","Male","17 and under","EU (excluding UK)","3575","2200","0.615"
"2009","Male","17 and under","EU (excluding UK)","4325","2660","0.615"
"2010","Male","17 and under","EU (excluding UK)","4495","2605","0.579"
"2011","Male","17 and under","EU (excluding UK)","5205","2910","0.559"
"2012","Male","17 and under","EU (excluding UK)","4865","2810","0.577"
"2013","Male","17 and under","EU (excluding UK)","5475","3375","0.616"
"2014","Male","17 and under","EU (excluding UK)","5785","3725","0.644"
"2015","Male","17 and under","EU (excluding UK)","6945","4450","0.64"
"2016","Male","17 and under","EU (excluding UK)","7290","4690","0.644"
"2017","Male","17 and under","EU (excluding UK)","7310","4875","0.667"
"2018","Male","17 and under","EU (excluding UK)","7775","5155","0.663"
"2019","Male","17 and under","EU (excluding UK)","7985","5380","0.674"
"2020","Male","17 and under","EU (excluding UK)","7925","5355","0.676"
"2021","Male","17 and under","EU (excluding UK)","5855","3850","0.657"
"2022","Male","17 and under","EU (excluding UK)","4635","2735","0.591"
"2023","Male","17 and under","EU (excluding UK)","4635","2795","0.603"
"2006","Female","18","EU (excluding UK)","22695","13270","0.585"
"2007","Female","18","EU (excluding UK)","25640","15310","0.597"
"2008","Female","18","EU (excluding UK)","24070","14695","0.611"
"2009","Female","18","EU (excluding UK)","26570","16075","0.605"
"2010","Female","18","EU (excluding UK)","34410","19080","0.554"
"2011","Female","18","EU (excluding UK)","37725","21040","0.558"
"2012","Female","18","EU (excluding UK)","35465","20370","0.5740000000000001"
"2013","Female","18","EU (excluding UK)","37495","22040","0.588"
"2014","Female","18","EU (excluding UK)","40230","24785","0.616"
"2015","Female","18","EU (excluding UK)","45460","28805","0.634"
"2016","Female","18","EU (excluding UK)","49650","32475","0.654"
"2017","Female","18","EU (excluding UK)","46695","31350","0.671"
"2018","Female","18","EU (excluding UK)","48740","32990","0.677"
"2019","Female","18","EU (excluding UK)","50080","34165","0.682"
"2020","Female","18","EU (excluding UK)","49900","34115","0.684"
"2021","Female","18","EU (excluding UK)","33865","22105","0.653"
"2022","Female","18","EU (excluding UK)","29875","18385","0.615"
"2023","Female","18","EU (excluding UK)","28785","18305","0.636"
"2006","Male","18","EU (excluding UK)","15455","9735","0.63"
"2007","Male","18","EU (excluding UK)","16930","10755","0.635"
"2008","Male","18","EU (excluding UK)","15535","10070","0.648"
"2009","Male","18","EU (excluding UK)","18540","11760","0.634"
"2010","Male","18","EU (excluding UK)","22970","13935","0.607"
"2011","Male","18","EU (excluding UK)","24455","14530","0.594"
"2012","Male","18","EU (excluding UK)","24030","14845","0.618"
"2013","Male","18","EU (excluding UK)","25045","15750","0.629"
"2014","Male","18","EU (excluding UK)","26920","17750","0.659"
"2015","Male","18","EU (excluding UK)","30500","20225","0.663"
"2016","Male","18","EU (excluding UK)","32355","21820","0.674"
"2017","Male","18","EU (excluding UK)","32005","22175","0.6930000000000001"
"2018","Male","18","EU (excluding UK)","32760","22515","0.687"
"2019","Male","18","EU (excluding UK)","33275","22990","0.6910000000000001"
"2020","Male","18","EU (excluding UK)","33645","23305","0.6930000000000001"
"2021","Male","18","EU (excluding UK)","22205","14770","0.665"
"2022","Male","18","EU (excluding UK)","19460","12265","0.63"
"2023","Male","18","EU (excluding UK)","18895","11890","0.629"
"2006","Female","19","EU (excluding UK)","15515","8365","0.539"
"2007","Female","19","EU (excluding UK)","19760","11140","0.5640000000000001"
"2008","Female","19","EU (excluding UK)","18015","10505","0.583"
"2009","Female","19","EU (excluding UK)","22150","12845","0.58"
"2010","Female","19","EU (excluding UK)","29615","15640","0.528"
"2011","Female","19","EU (excluding UK)","34645","18915","0.546"
"2012","Female","19","EU (excluding UK)","30870","17020","0.551"
"2013","Female","19","EU (excluding UK)","32655","18360","0.562"
"2014","Female","19","EU (excluding UK)","35340","20850","0.59"
"2015","Female","19","EU (excluding UK)","37955","23050","0.607"
"2016","Female","19","EU (excluding UK)","41455","26025","0.628"
"2017","Female","19","EU (excluding UK)","38830","25375","0.653"
"2018","Female","19","EU (excluding UK)","39775","26450","0.665"
"2019","Female","19","EU (excluding UK)","40630","27255","0.671"
"2020","Female","19","EU (excluding UK)","39930","27175","0.681"
"2021","Female","19","EU (excluding UK)","18000","11105","0.617"
"2022","Female","19","EU (excluding UK)","14585","8380","0.5740000000000001"
"2023","Female","19","EU (excluding UK)","14535","8350","0.5740000000000001"
"2006","Male","19","EU (excluding UK)","11895","7085","0.596"
"2007","Male","19","EU (excluding UK)","15000","9055","0.604"
"2008","Male","19","EU (excluding UK)","14725","8945","0.608"
"2009","Male","19","EU (excluding UK)","18820","11420","0.607"
"2010","Male","19","EU (excluding UK)","23105","13540","0.586"
"2011","Male","19","EU (excluding UK)","27435","16225","0.591"
"2012","Male","19","EU (excluding UK)","23270","13965","0.6"
"2013","Male","19","EU (excluding UK)","24480","14860","0.607"
"2014","Male","19","EU (excluding UK)","24315","15375","0.632"
"2015","Male","19","EU (excluding UK)","26335","16830","0.639"
"2016","Male","19","EU (excluding UK)","28455","18670","0.656"
"2017","Male","19","EU (excluding UK)","27000","18295","0.678"
"2018","Male","19","EU (excluding UK)","27155","18245","0.672"
"2019","Male","19","EU (excluding UK)","27585","18890","0.685"
"2020","Male","19","EU (excluding UK)","27030","18435","0.682"
"2021","Male","19","EU (excluding UK)","11540","7225","0.626"
"2022","Male","19","EU (excluding UK)","9325","5545","0.594"
"2023","Male","19","EU (excluding UK)","9575","5640","0.589"
