"Year","Subject group HECoS","Detailed subject group HECoS","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","18","Wales","Male","120","110","0.935"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","18","Wales","Male","210","150","0.706"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","18","Wales","Male","215","155","0.715"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","18","Wales","Male","375","250","0.666"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","18","Wales","Male","300","195","0.656"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","18","Wales","Male","305","190","0.618"
"2019","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","18","Wales","Male","5","5"," "
"2022","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","18","Wales","Male","5","5"," "
"2023","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","18","Wales","Male","5","5"," "
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","18","Wales","Male","160","145","0.91"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","18","Wales","Male","185","175","0.9390000000000001"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","18","Wales","Male","245","225","0.92"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","18","Wales","Male","285","270","0.9530000000000001"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","18","Wales","Male","150","145","0.963"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","18","Wales","Male","90","85","0.931"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","18","Wales","Male","55","55","0.988"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","18","Wales","Male","55","50","0.936"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","18","Wales","Male","60","50","0.849"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","18","Wales","Male","50","45","0.929"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","18","Wales","Male","5","5"," "
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","18","Wales","Male","10","5"," "
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","18","Wales","Male","5","5"," "
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","18","Wales","Male","5","0"," "
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","18","Wales","Male","10","5"," "
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","18","Wales","Male","130","35","0.28500000000000003"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","18","Wales","Male","95","30","0.316"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","18","Wales","Male","105","15","0.133"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","18","Wales","Male","145","15","0.10300000000000001"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","18","Wales","Male","135","20","0.148"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","18","Wales","Male","550","185","0.335"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","18","Wales","Male","465","175","0.376"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","18","Wales","Male","720","155","0.215"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","18","Wales","Male","690","95","0.135"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","18","Wales","Male","620","125","0.202"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","18","Wales","Male","50","50","0.98"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","18","Wales","Male","35","30","0.871"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","18","Wales","Male","35","30","0.895"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","18","Wales","Male","45","40","0.881"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","18","Wales","Male","40","35","0.8240000000000001"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","18","Wales","Male","780","735","0.9390000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","18","Wales","Male","630","590","0.9400000000000001"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","18","Wales","Male","565","515","0.912"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","18","Wales","Male","625","550","0.879"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","18","Wales","Male","645","575","0.892"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","18","Wales","Male","40","40","0.9380000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","18","Wales","Male","30","25","0.9"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","18","Wales","Male","25","20","0.87"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","18","Wales","Male","35","35","0.971"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","18","Wales","Male","90","85","0.926"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","18","Wales","Male","25","25","0.9500000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","18","Wales","Male","30","25","0.8280000000000001"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","18","Wales","Male","35","30","0.9"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","18","Wales","Male","35","30","0.85"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","18","Wales","Male","45","40","0.911"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","18","Wales","Male","5","5"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","18","Wales","Male","10","10"," "
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","18","Wales","Male","10","10"," "
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","18","Wales","Male","110","90","0.838"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","18","Wales","Male","100","85","0.835"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","18","Wales","Male","135","100","0.752"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","18","Wales","Male","140","105","0.737"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","18","Wales","Male","115","90","0.794"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","18","Wales","Male","25","20","0.862"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","18","Wales","Male","20","20","0.891"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","18","Wales","Male","25","25","0.979"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","18","Wales","Male","35","35","0.995"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","18","Wales","Male","30","25","0.872"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","18","Wales","Male","95","95","1.006"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","18","Wales","Male","85","85","0.988"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","18","Wales","Male","90","85","0.9540000000000001"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","18","Wales","Male","75","65","0.896"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","18","Wales","Male","85","85","0.999"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","18","Wales","Male","20","15","0.861"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","18","Wales","Male","40","35","0.9"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","18","Wales","Male","50","35","0.716"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","18","Wales","Male","55","35","0.598"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","18","Wales","Male","50","30","0.557"
"2019","(CAH11) computing","(CAH11-01-07) business computing","18","Wales","Male","35","30","0.891"
"2020","(CAH11) computing","(CAH11-01-07) business computing","18","Wales","Male","45","40","0.903"
"2021","(CAH11) computing","(CAH11-01-07) business computing","18","Wales","Male","60","55","0.935"
"2022","(CAH11) computing","(CAH11-01-07) business computing","18","Wales","Male","35","35","0.937"
"2023","(CAH11) computing","(CAH11-01-07) business computing","18","Wales","Male","65","60","0.928"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","18","Wales","Male","280","245","0.866"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","18","Wales","Male","310","260","0.833"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","18","Wales","Male","250","225","0.897"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","18","Wales","Male","320","265","0.8320000000000001"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","18","Wales","Male","345","300","0.87"
"2019","(CAH11) computing","(CAH11-01-01) computer science","18","Wales","Male","1050","915","0.872"
"2020","(CAH11) computing","(CAH11-01-01) computer science","18","Wales","Male","1125","970","0.864"
"2021","(CAH11) computing","(CAH11-01-01) computer science","18","Wales","Male","1210","970","0.803"
"2022","(CAH11) computing","(CAH11-01-01) computer science","18","Wales","Male","1455","1155","0.794"
"2023","(CAH11) computing","(CAH11-01-01) computer science","18","Wales","Male","1670","1320","0.792"
"2019","(CAH11) computing","(CAH11-01-02) information technology","18","Wales","Male","15","10"," "
"2020","(CAH11) computing","(CAH11-01-02) information technology","18","Wales","Male","35","25","0.749"
"2021","(CAH11) computing","(CAH11-01-02) information technology","18","Wales","Male","15","15","0.908"
"2022","(CAH11) computing","(CAH11-01-02) information technology","18","Wales","Male","20","15","0.844"
"2023","(CAH11) computing","(CAH11-01-02) information technology","18","Wales","Male","15","15","1.0130000000000001"
"2019","(CAH11) computing","(CAH11-01-03) information systems","18","Wales","Male","30","25","0.878"
"2020","(CAH11) computing","(CAH11-01-03) information systems","18","Wales","Male","55","55","0.991"
"2021","(CAH11) computing","(CAH11-01-03) information systems","18","Wales","Male","45","45","0.993"
"2022","(CAH11) computing","(CAH11-01-03) information systems","18","Wales","Male","45","40","0.9390000000000001"
"2023","(CAH11) computing","(CAH11-01-03) information systems","18","Wales","Male","40","40","0.9460000000000001"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","18","Wales","Male","315","305","0.968"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","18","Wales","Male","360","350","0.97"
"2021","(CAH11) computing","(CAH11-01-04) software engineering","18","Wales","Male","345","330","0.9500000000000001"
"2022","(CAH11) computing","(CAH11-01-04) software engineering","18","Wales","Male","390","365","0.937"
