"Year","Age group","Individual age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","600","560","0.928","85"
"2016","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","540","495","0.92","85"
"2017","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","680","615","0.903","65"
"2018","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","785","740","0.9420000000000001","65"
"2019","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","975","905","0.927","50"
"2020","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","1015","940","0.923","100"
"2021","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","905","830","0.917","55"
"2022","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","1070","985","0.922","60"
"2023","21 - 24","24","England","Female","Not main scheme applicant","Not main scheme application","1090","975","0.894","60"
"2006","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","370","360","0.976","55"
"2007","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","420","410","0.974","70"
"2008","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","500","490","0.98","120"
"2009","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","415","395","0.9540000000000001","150"
"2010","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","260","245","0.935","120"
"2011","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","250","225","0.904","125"
"2012","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","320","290","0.898","100"
"2013","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","395","355","0.896","95"
"2014","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","425","395","0.934","75"
"2015","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","510","475","0.931","95"
"2016","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","440","400","0.918","70"
"2017","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","590","545","0.923","60"
"2018","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","765","730","0.9520000000000001","55"
"2019","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","875","830","0.9500000000000001","45"
"2020","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","920","830","0.9","110"
"2021","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","775","705","0.913","40"
"2022","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","945","865","0.916","55"
"2023","25 - 29","25","England","Female","Not main scheme applicant","Not main scheme application","985","900","0.915","50"
"2006","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","295","280","0.9590000000000001","70"
"2007","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","330","325","0.979","70"
"2008","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","450","435","0.962","80"
"2009","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","390","360","0.921","130"
"2010","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","210","195","0.924","100"
"2011","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","205","185","0.893","105"
"2012","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","260","235","0.908","80"
"2013","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","360","335","0.928","85"
"2014","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","355","330","0.927","80"
"2015","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","450","415","0.926","70"
"2016","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","390","350","0.898","55"
"2017","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","515","470","0.918","45"
"2018","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","680","650","0.9560000000000001","40"
"2019","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","790","735","0.932","40"
"2020","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","845","770","0.908","65"
"2021","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","775","725","0.932","50"
"2022","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","845","795","0.9400000000000001","55"
"2023","25 - 29","26","England","Female","Not main scheme applicant","Not main scheme application","945","885","0.932","40"
"2006","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","265","265","0.985","45"
"2007","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","310","300","0.977","60"
"2008","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","385","375","0.974","80"
"2009","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","325","300","0.926","105"
"2010","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","250","230","0.924","85"
"2011","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","195","180","0.904","80"
"2012","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","250","225","0.889","70"
"2013","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","330","300","0.906","95"
"2014","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","350","325","0.932","55"
"2015","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","400","365","0.922","80"
"2016","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","350","325","0.926","75"
"2017","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","450","415","0.924","45"
"2018","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","625","600","0.9550000000000001","40"
"2019","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","715","670","0.9400000000000001","40"
"2020","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","770","710","0.926","65"
"2021","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","685","645","0.936","45"
"2022","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","810","735","0.908","45"
"2023","25 - 29","27","England","Female","Not main scheme applicant","Not main scheme application","840","775","0.92","45"
"2006","25 - 29","28","England","Female","Not main scheme applicant","Not main scheme application","240","235","0.967","45"
"2007","25 - 29","28","England","Female","Not main scheme applicant","Not main scheme application","270","265","0.981","55"
"2008","25 - 29","28","England","Female","Not main scheme applicant","Not main scheme application","350","340","0.98","75"
"2009","25 - 29","28","England","Female","Not main scheme applicant","Not main scheme application","315","295","0.933","85"
"2010","25 - 29","28","England","Female","Not main scheme applicant","Not main scheme application","195","185","0.9490000000000001","75"
"2011","25 - 29","28","England","Female","Not main scheme applicant","Not main scheme application","155","135","0.889","95"
"2012","25 - 29","28","England","Female","Not main scheme applicant","Not main scheme application","200","185","0.92","65"
