"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2009","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4120","0.004"
"2009","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3920","0.005"
"2009","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4030","0.002"
"2009","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3790","0.005"
"2009","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","3670","0.007"
"2010","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4360","0.001"
"2010","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","0","4050","0.001"
"2010","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3890","0.002"
"2010","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3820","0.003"
"2010","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3770","0.002"
"2011","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","0","4140","0.001"
"2011","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3800","0.002"
"2011","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3660","0.003"
"2011","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3740","0.002"
"2011","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3660","0.001"
"2012","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3850","0.004"
"2012","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3840","0.004"
"2012","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3620","0.004"
"2012","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3780","0.005"
"2012","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","3710","0.007"
"2013","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3830","0.003"
"2013","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3720","0.003"
"2013","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3630","0.006"
"2013","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3670","0.005"
"2013","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3590","0.006"
"2014","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3850","0.003"
"2014","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3630","0.005"
"2014","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3400","0.005"
"2014","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3740","0.003"
"2014","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3610","0.004"
"2015","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3890","0.006"
"2015","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3660","0.005"
"2015","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3600","0.003"
"2015","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3580","0.006"
"2015","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3580","0.005"
"2016","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3810","0.005"
"2016","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3510","0.005"
"2016","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3290","0.003"
"2016","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3520","0.005"
"2016","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3630","0.006"
"2017","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3680","0.005"
"2017","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","3430","0.008"
"2017","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3350","0.006"
"2017","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3530","0.005"
"2017","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3340","0.006"
"2018","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3500","0.004"
"2018","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3380","0.004"
"2018","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3200","0.004"
"2018","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3300","0.006"
"2018","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3350","0.007"
"2019","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3480","0.005"
"2019","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","3240","0.008"
"2019","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3090","0.008"
"2019","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3220","0.007"
"2019","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3080","0.006"
"2020","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3310","0.005"
"2020","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3130","0.007"
"2020","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3030","0.006"
"2020","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3050","0.007"
"2020","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3210","0.007"
"2021","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3430","0.004"
"2021","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3210","0.002"
"2021","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3120","0.007"
"2021","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3100","0.003"
"2021","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3110","0.004"
"2022","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3570","0.002"
"2022","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","3300","0.008"
"2022","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3170","0.002"
"2022","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3180","0.005"
"2022","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3300","0.002"
"2023","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3790","0.002"
"2023","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3480","0.006"
"2023","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","3280","0.003"
"2023","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3270","0.005"
