"Year","Subject group HECoS","Age group","Domicile","Gender","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2022","(CAH17) business and management","18","All","All","520","5435","1305","7260"
"2023","(CAH17) business and management","18","All","All","0","3495","550","4045"
"2019","(CAH15) social sciences","18","All","All","10625","3635","2380","16640"
"2020","(CAH15) social sciences","18","All","All","4395","6760","5805","16960"
"2021","(CAH15) social sciences","18","All","All","0","2455","290","2745"
"2022","(CAH15) social sciences","18","All","All","905","3755","1110","5770"
"2023","(CAH15) social sciences","18","All","All","0","2685","765","3450"
"2019","(CAH03) biological and sport sciences","18","All","All","5340","3295","1985","10615"
"2020","(CAH03) biological and sport sciences","18","All","All","1530","6850","6875","15255"
"2021","(CAH03) biological and sport sciences","18","All","All","0","1735","750","2485"
"2022","(CAH03) biological and sport sciences","18","All","All","730","2035","1185","3950"
"2023","(CAH03) biological and sport sciences","18","All","All","0","1780","645","2425"
"2019","(CAH13) architecture, building and planning","18","All","All","1990","890","330","3210"
"2020","(CAH13) architecture, building and planning","18","All","All","1255","1340","1015","3610"
"2021","(CAH13) architecture, building and planning","18","All","All","0","930","295","1225"
"2022","(CAH13) architecture, building and planning","18","All","All","75","1150","235","1465"
"2023","(CAH13) architecture, building and planning","18","All","All","0","800","250","1050"
"2019","(CAH01) medicine and dentistry","18","All","All","75","10","25","105"
"2020","(CAH01) medicine and dentistry","18","All","All","0","85","115","205"
"2021","(CAH01) medicine and dentistry","18","All","All","0","30","10","40"
"2022","(CAH01) medicine and dentistry","18","All","All","0","10","5","10"
"2023","(CAH01) medicine and dentistry","18","All","All","0","15","10","30"
"2019","(CAH20) historical, philosophical and religious studies","18","All","All","4870","885","800","6550"
"2020","(CAH20) historical, philosophical and religious studies","18","All","All","1640","2210","1225","5075"
"2021","(CAH20) historical, philosophical and religious studies","18","All","All","0","580","95","675"
"2022","(CAH20) historical, philosophical and religious studies","18","All","All","105","970","385","1455"
"2023","(CAH20) historical, philosophical and religious studies","18","All","All","0","945","235","1185"
"2019","(CAH11) computing","18","All","All","4530","2010","1420","7965"
"2020","(CAH11) computing","18","All","All","1875","4765","3055","9700"
"2021","(CAH11) computing","18","All","All","0","1835","165","2000"
"2022","(CAH11) computing","18","All","All","280","2585","755","3620"
"2023","(CAH11) computing","18","All","All","0","1620","615","2235"
"2019","(CAH26) geography, earth and environmental studies","18","All","All","2690","470","550","3710"
"2020","(CAH26) geography, earth and environmental studies","18","All","All","780","1230","1055","3065"
"2021","(CAH26) geography, earth and environmental studies","18","All","All","0","615","75","690"
"2022","(CAH26) geography, earth and environmental studies","18","All","All","65","605","325","995"
"2023","(CAH26) geography, earth and environmental studies","18","All","All","0","300","265","565"
"2019","(CAH07) physical sciences","18","All","All","2455","570","355","3380"
"2020","(CAH07) physical sciences","18","All","All","1025","1890","800","3715"
"2021","(CAH07) physical sciences","18","All","All","0","660","120","780"
"2022","(CAH07) physical sciences","18","All","All","235","765","305","1305"
"2023","(CAH07) physical sciences","18","All","All","0","810","265","1075"
"2019","(CAH04) psychology","18","All","All","6530","2675","1690","10900"
"2020","(CAH04) psychology","18","All","All","3195","5595","4245","13035"
"2021","(CAH04) psychology","18","All","All","0","2160","285","2445"
"2022","(CAH04) psychology","18","All","All","385","3185","645","4210"
"2023","(CAH04) psychology","18","All","All","0","2115","470","2585"
"2019","(CAH09) mathematical sciences","18","All","All","945","160","110","1210"
"2020","(CAH09) mathematical sciences","18","All","All","500","500","430","1430"
"2021","(CAH09) mathematical sciences","18","All","All","0","195","35","230"
"2022","(CAH09) mathematical sciences","18","All","All","60","120","140","320"
"2023","(CAH09) mathematical sciences","18","All","All","0","165","80","250"
"2019","(CAH22) education and teaching","18","All","All","1055","680","490","2230"
"2020","(CAH22) education and teaching","18","All","All","550","1100","1985","3640"
"2021","(CAH22) education and teaching","18","All","All","0","460","35","490"
"2022","(CAH22) education and teaching","18","All","All","35","615","115","765"
"2023","(CAH22) education and teaching","18","All","All","0","475","70","545"
"2019","(CAH06) agriculture, food and related studies","18","All","All","410","175","95","680"
"2020","(CAH06) agriculture, food and related studies","18","All","All","175","285","225","685"
"2021","(CAH06) agriculture, food and related studies","18","All","All","0","65","50","115"
"2022","(CAH06) agriculture, food and related studies","18","All","All","0","185","80","265"
"2023","(CAH06) agriculture, food and related studies","18","All","All","0","160","25","185"
"2019","(CAH16) law","18","All","All","5825","2205","1215","9245"
"2020","(CAH16) law","18","All","All","2815","4705","3545","11065"
"2021","(CAH16) law","18","All","All","0","1650","205","1855"
"2022","(CAH16) law","18","All","All","415","2440","730","3585"
"2023","(CAH16) law","18","All","All","0","1845","480","2330"
"2019","(CAH05) veterinary sciences","18","All","All","5","0","0","5"
"2020","(CAH05) veterinary sciences","18","All","All","0","45","5","50"
"2021","(CAH05) veterinary sciences","18","All","All","0","10","0","10"
"2022","(CAH05) veterinary sciences","18","All","All","0","10","5","15"
"2023","(CAH05) veterinary sciences","18","All","All","0","5","10","20"
"2019","All","18","All","All","82560","34985","20255","137800"
"2020","All","18","All","All","34345","69135","52795","156275"
"2021","All","18","All","All","5","30265","5630","35905"
"2022","All","18","All","All","5190","41570","9790","56555"
"2023","All","18","All","All","0","28460","8650","37110"
"2019","(CAH25) design, and creative and performing arts","All","All","All","7225","7695","2210","17130"
"2020","(CAH25) design, and creative and performing arts","All","All","All","3665","10600","5720","19985"
"2021","(CAH25) design, and creative and performing arts","All","All","All","0","9550","2075","11625"
"2022","(CAH25) design, and creative and performing arts","All","All","All","465","12410","1140","14010"
"2023","(CAH25) design, and creative and performing arts","All","All","All","0","7660","2680","10340"
"2019","(CAH10) engineering and technology","All","All","All","3705","1005","805","5515"
"2020","(CAH10) engineering and technology","All","All","All","1100","2130","2305","5535"
"2021","(CAH10) engineering and technology","All","All","All","0","960","70","1030"
"2022","(CAH10) engineering and technology","All","All","All","300","980","285","1565"
"2023","(CAH10) engineering and technology","All","All","All","0","595","350","945"
"2019","(CAH02) subjects allied to medicine","All","All","All","3400","1380","830","5610"
"2020","(CAH02) subjects allied to medicine","All","All","All","990","2690","2115","5800"
"2021","(CAH02) subjects allied to medicine","All","All","All","0","1180","130","1310"
"2022","(CAH02) subjects allied to medicine","All","All","All","255","1635","375","2265"
"2023","(CAH02) subjects allied to medicine","All","All","All","0","930","310","1240"
"2019","(CAH19) language and area studies","All","All","All","5400","945","950","7290"
"2020","(CAH19) language and area studies","All","All","All","1310","2640","1670","5620"
"2021","(CAH19) language and area studies","All","All","All","0","905","75","975"
"2022","(CAH19) language and area studies","All","All","All","110","805","385","1305"
"2023","(CAH19) language and area studies","All","All","All","0","760","250","1010"
"2019","(CAH24) media, journalism and communications","All","All","All","3245","1420","790","5455"
"2020","(CAH24) media, journalism and communications","All","All","All","1515","2930","1595","6040"
"2021","(CAH24) media, journalism and communications","All","All","All","0","1095","175","1270"
"2022","(CAH24) media, journalism and communications","All","All","All","230","1795","275","2300"
"2023","(CAH24) media, journalism and communications","All","All","All","0","1230","315","1540"
"2019","(CAH23) combined and general studies","All","All","All","350","60","15","430"
"2020","(CAH23) combined and general studies","All","All","All","30","130","85","245"
"2021","(CAH23) combined and general studies","All","All","All","0","60","10","70"
"2022","(CAH23) combined and general studies","All","All","All","15","85","15","115"
"2023","(CAH23) combined and general studies","All","All","All","0","65","5","70"
"2019","(CAH17) business and management","All","All","All","11875","4820","3215","19915"
"2020","(CAH17) business and management","All","All","All","5990","10640","8930","25560"
"2021","(CAH17) business and management","All","All","All","0","3140","685","3830"
"2022","(CAH17) business and management","All","All","All","520","5435","1305","7260"
"2023","(CAH17) business and management","All","All","All","0","3495","550","4045"
"2019","(CAH15) social sciences","All","All","All","10625","3635","2380","16640"
"2020","(CAH15) social sciences","All","All","All","4395","6760","5805","16960"
"2021","(CAH15) social sciences","All","All","All","0","2455","290","2745"
"2022","(CAH15) social sciences","All","All","All","905","3755","1110","5770"
"2023","(CAH15) social sciences","All","All","All","0","2685","765","3450"
"2019","(CAH03) biological and sport sciences","All","All","All","5340","3295","1985","10615"
"2020","(CAH03) biological and sport sciences","All","All","All","1530","6850","6875","15255"
"2021","(CAH03) biological and sport sciences","All","All","All","0","1735","750","2485"
