"Year","Tariff group of provider released from","Tariff group of provider accepted to","Age group","Domicile","Gender","Placed after self-releasing"
"2020","All","Lower tariff","17 and under","England","All","5"
"2021","All","Lower tariff","17 and under","England","All","5"
"2022","All","Lower tariff","17 and under","England","All","10"
"2023","All","Lower tariff","17 and under","England","All","5"
"2019","All","Medium tariff","17 and under","England","All","15"
"2020","All","Medium tariff","17 and under","England","All","15"
"2021","All","Medium tariff","17 and under","England","All","5"
"2022","All","Medium tariff","17 and under","England","All","10"
"2023","All","Medium tariff","17 and under","England","All","10"
"2019","All","Higher tariff","17 and under","England","All","10"
"2020","All","Higher tariff","17 and under","England","All","25"
"2021","All","Higher tariff","17 and under","England","All","5"
"2022","All","Higher tariff","17 and under","England","All","5"
"2023","All","Higher tariff","17 and under","England","All","10"
"2019","All","N/A","18","England","All","215"
"2020","All","N/A","18","England","All","160"
"2021","All","N/A","18","England","All","140"
"2022","All","N/A","18","England","All","170"
"2023","All","N/A","18","England","All","225"
"2019","All","Lower tariff","18","England","All","4035"
"2020","All","Lower tariff","18","England","All","4010"
"2021","All","Lower tariff","18","England","All","4190"
"2022","All","Lower tariff","18","England","All","5365"
"2023","All","Lower tariff","18","England","All","5375"
"2019","All","Medium tariff","18","England","All","4380"
"2020","All","Medium tariff","18","England","All","6065"
"2021","All","Medium tariff","18","England","All","4955"
"2022","All","Medium tariff","18","England","All","6020"
"2023","All","Medium tariff","18","England","All","6570"
"2019","All","Higher tariff","18","England","All","2850"
"2020","All","Higher tariff","18","England","All","7945"
"2021","All","Higher tariff","18","England","All","2025"
"2022","All","Higher tariff","18","England","All","2325"
"2023","All","Higher tariff","18","England","All","3020"
"2019","All","N/A","19","England","All","40"
"2020","All","N/A","19","England","All","30"
"2021","All","N/A","19","England","All","25"
"2022","All","N/A","19","England","All","35"
"2023","All","N/A","19","England","All","45"
"2019","All","Lower tariff","19","England","All","1250"
"2020","All","Lower tariff","19","England","All","1260"
"2021","All","Lower tariff","19","England","All","1155"
"2022","All","Lower tariff","19","England","All","1150"
"2023","All","Lower tariff","19","England","All","1220"
"2019","All","Medium tariff","19","England","All","1010"
"2020","All","Medium tariff","19","England","All","1225"
"2021","All","Medium tariff","19","England","All","915"
"2022","All","Medium tariff","19","England","All","860"
"2023","All","Medium tariff","19","England","All","1045"
"2019","All","Higher tariff","19","England","All","590"
"2020","All","Higher tariff","19","England","All","1060"
"2021","All","Higher tariff","19","England","All","300"
"2022","All","Higher tariff","19","England","All","290"
"2023","All","Higher tariff","19","England","All","485"
"2019","All","N/A","20","England","All","10"
"2020","All","N/A","20","England","All","5"
"2021","All","N/A","20","England","All","15"
"2022","All","N/A","20","England","All","10"
"2023","All","N/A","20","England","All","15"
"2019","All","Lower tariff","20","England","All","360"
"2020","All","Lower tariff","20","England","All","380"
"2021","All","Lower tariff","20","England","All","355"
"2022","All","Lower tariff","20","England","All","305"
"2023","All","Lower tariff","20","England","All","370"
"2019","All","Medium tariff","20","England","All","200"
"2020","All","Medium tariff","20","England","All","255"
"2021","All","Medium tariff","20","England","All","225"
"2022","All","Medium tariff","20","England","All","180"
"2023","All","Medium tariff","20","England","All","250"
"2019","All","Higher tariff","20","England","All","95"
"2020","All","Higher tariff","20","England","All","105"
"2021","All","Higher tariff","20","England","All","40"
"2022","All","Higher tariff","20","England","All","45"
"2023","All","Higher tariff","20","England","All","80"
"2019","All","N/A","21 - 24","England","All","10"
"2020","All","N/A","21 - 24","England","All","10"
"2021","All","N/A","21 - 24","England","All","15"
"2022","All","N/A","21 - 24","England","All","15"
"2023","All","N/A","21 - 24","England","All","20"
"2019","All","Lower tariff","21 - 24","England","All","295"
"2020","All","Lower tariff","21 - 24","England","All","325"
"2021","All","Lower tariff","21 - 24","England","All","300"
"2022","All","Lower tariff","21 - 24","England","All","275"
"2023","All","Lower tariff","21 - 24","England","All","295"
"2019","All","Medium tariff","21 - 24","England","All","145"
"2020","All","Medium tariff","21 - 24","England","All","190"
"2021","All","Medium tariff","21 - 24","England","All","185"
"2022","All","Medium tariff","21 - 24","England","All","190"
"2023","All","Medium tariff","21 - 24","England","All","170"
"2019","All","Higher tariff","21 - 24","England","All","60"
"2020","All","Higher tariff","21 - 24","England","All","75"
"2021","All","Higher tariff","21 - 24","England","All","35"
"2022","All","Higher tariff","21 - 24","England","All","50"
"2023","All","Higher tariff","21 - 24","England","All","50"
"2019","All","N/A","25 - 29","England","All","5"
"2020","All","N/A","25 - 29","England","All","5"
"2021","All","N/A","25 - 29","England","All","5"
"2023","All","N/A","25 - 29","England","All","5"
"2019","All","Lower tariff","25 - 29","England","All","95"
"2020","All","Lower tariff","25 - 29","England","All","130"
"2021","All","Lower tariff","25 - 29","England","All","90"
"2022","All","Lower tariff","25 - 29","England","All","60"
"2023","All","Lower tariff","25 - 29","England","All","85"
"2019","All","Medium tariff","25 - 29","England","All","25"
"2020","All","Medium tariff","25 - 29","England","All","70"
"2021","All","Medium tariff","25 - 29","England","All","55"
"2022","All","Medium tariff","25 - 29","England","All","45"
"2023","All","Medium tariff","25 - 29","England","All","45"
"2019","All","Higher tariff","25 - 29","England","All","15"
"2020","All","Higher tariff","25 - 29","England","All","20"
"2021","All","Higher tariff","25 - 29","England","All","10"
"2022","All","Higher tariff","25 - 29","England","All","10"
"2023","All","Higher tariff","25 - 29","England","All","10"
"2021","All","N/A","30 - 34","England","All","5"
"2019","All","Lower tariff","30 - 34","England","All","60"
"2020","All","Lower tariff","30 - 34","England","All","60"
"2021","All","Lower tariff","30 - 34","England","All","65"
"2022","All","Lower tariff","30 - 34","England","All","50"
"2023","All","Lower tariff","30 - 34","England","All","45"
"2019","All","Medium tariff","30 - 34","England","All","20"
"2020","All","Medium tariff","30 - 34","England","All","35"
"2021","All","Medium tariff","30 - 34","England","All","20"
"2022","All","Medium tariff","30 - 34","England","All","15"
"2023","All","Medium tariff","30 - 34","England","All","20"
"2019","All","Higher tariff","30 - 34","England","All","5"
"2021","All","Higher tariff","30 - 34","England","All","5"
"2022","All","Higher tariff","30 - 34","England","All","5"
"2023","All","Higher tariff","30 - 34","England","All","5"
"2019","All","N/A","35 and over","England","All","5"
"2020","All","N/A","35 and over","England","All","5"
"2021","All","N/A","35 and over","England","All","15"
"2022","All","N/A","35 and over","England","All","5"
"2023","All","N/A","35 and over","England","All","5"
"2019","All","Lower tariff","35 and over","England","All","100"
"2020","All","Lower tariff","35 and over","England","All","120"
"2021","All","Lower tariff","35 and over","England","All","125"
"2022","All","Lower tariff","35 and over","England","All","100"
"2023","All","Lower tariff","35 and over","England","All","120"
"2019","All","Medium tariff","35 and over","England","All","25"
"2020","All","Medium tariff","35 and over","England","All","40"
"2021","All","Medium tariff","35 and over","England","All","45"
"2022","All","Medium tariff","35 and over","England","All","35"
"2023","All","Medium tariff","35 and over","England","All","30"
"2020","All","Higher tariff","35 and over","England","All","10"
"2021","All","Higher tariff","35 and over","England","All","5"
"2022","All","Higher tariff","35 and over","England","All","5"
"2023","All","Higher tariff","35 and over","England","All","5"
"2019","All","Medium tariff","17 and under","Scotland","All","5"
"2021","All","Medium tariff","17 and under","Scotland","All","5"
"2022","All","Medium tariff","17 and under","Scotland","All","5"
"2023","All","Medium tariff","17 and under","Scotland","All","10"
"2020","All","Higher tariff","17 and under","Scotland","All","10"
"2023","All","Higher tariff","17 and under","Scotland","All","10"
"2019","All","N/A","18","Scotland","All","5"
"2022","All","N/A","18","Scotland","All","5"
"2023","All","N/A","18","Scotland","All","5"
"2020","All","Lower tariff","18","Scotland","All","5"
"2021","All","Lower tariff","18","Scotland","All","5"
"2022","All","Lower tariff","18","Scotland","All","5"
"2023","All","Lower tariff","18","Scotland","All","5"
"2019","All","Medium tariff","18","Scotland","All","120"
"2020","All","Medium tariff","18","Scotland","All","175"
"2021","All","Medium tariff","18","Scotland","All","85"
"2022","All","Medium tariff","18","Scotland","All","165"
"2023","All","Medium tariff","18","Scotland","All","205"
"2019","All","Higher tariff","18","Scotland","All","85"
"2020","All","Higher tariff","18","Scotland","All","180"
"2021","All","Higher tariff","18","Scotland","All","70"
"2022","All","Higher tariff","18","Scotland","All","65"
"2023","All","Higher tariff","18","Scotland","All","130"
"2019","All","N/A","19","Scotland","All","5"
"2019","All","Lower tariff","19","Scotland","All","5"
"2020","All","Lower tariff","19","Scotland","All","5"
"2022","All","Lower tariff","19","Scotland","All","5"
"2019","All","Medium tariff","19","Scotland","All","30"
"2020","All","Medium tariff","19","Scotland","All","30"
"2021","All","Medium tariff","19","Scotland","All","30"
"2022","All","Medium tariff","19","Scotland","All","50"
"2023","All","Medium tariff","19","Scotland","All","55"
"2019","All","Higher tariff","19","Scotland","All","20"
"2020","All","Higher tariff","19","Scotland","All","50"
"2021","All","Higher tariff","19","Scotland","All","10"
"2022","All","Higher tariff","19","Scotland","All","20"
"2023","All","Higher tariff","19","Scotland","All","25"
"2019","All","Medium tariff","20","Scotland","All","15"
"2020","All","Medium tariff","20","Scotland","All","20"
"2021","All","Medium tariff","20","Scotland","All","10"
"2022","All","Medium tariff","20","Scotland","All","15"
"2023","All","Medium tariff","20","Scotland","All","30"
"2019","All","Higher tariff","20","Scotland","All","5"
"2020","All","Higher tariff","20","Scotland","All","5"
"2022","All","Higher tariff","20","Scotland","All","5"
"2023","All","Higher tariff","20","Scotland","All","5"
"2021","All","N/A","21 - 24","Scotland","All","5"
"2019","All","Medium tariff","21 - 24","Scotland","All","20"
"2020","All","Medium tariff","21 - 24","Scotland","All","30"
"2021","All","Medium tariff","21 - 24","Scotland","All","20"
"2022","All","Medium tariff","21 - 24","Scotland","All","30"
"2023","All","Medium tariff","21 - 24","Scotland","All","40"
"2019","All","Higher tariff","21 - 24","Scotland","All","10"
"2020","All","Higher tariff","21 - 24","Scotland","All","10"
"2021","All","Higher tariff","21 - 24","Scotland","All","5"
"2022","All","Higher tariff","21 - 24","Scotland","All","10"
"2023","All","Higher tariff","21 - 24","Scotland","All","10"
"2020","All","Medium tariff","25 - 29","Scotland","All","10"
"2021","All","Medium tariff","25 - 29","Scotland","All","5"
"2022","All","Medium tariff","25 - 29","Scotland","All","10"
"2023","All","Medium tariff","25 - 29","Scotland","All","10"
"2019","All","Higher tariff","25 - 29","Scotland","All","5"
"2020","All","Higher tariff","25 - 29","Scotland","All","5"
"2022","All","Higher tariff","25 - 29","Scotland","All","5"
"2023","All","Higher tariff","25 - 29","Scotland","All","5"
"2019","All","Medium tariff","30 - 34","Scotland","All","5"
"2020","All","Medium tariff","30 - 34","Scotland","All","5"
"2022","All","Medium tariff","30 - 34","Scotland","All","10"
"2023","All","Medium tariff","30 - 34","Scotland","All","5"
"2019","All","Higher tariff","30 - 34","Scotland","All","5"
"2020","All","Higher tariff","30 - 34","Scotland","All","5"
"2022","All","Higher tariff","30 - 34","Scotland","All","5"
"2019","All","Medium tariff","35 and over","Scotland","All","5"
"2020","All","Medium tariff","35 and over","Scotland","All","15"
"2021","All","Medium tariff","35 and over","Scotland","All","5"
"2022","All","Medium tariff","35 and over","Scotland","All","15"
"2023","All","Medium tariff","35 and over","Scotland","All","10"
"2020","All","Higher tariff","35 and over","Scotland","All","5"
"2021","All","Higher tariff","35 and over","Scotland","All","5"
"2019","All","N/A","18","Wales","All","5"
"2021","All","N/A","18","Wales","All","5"
"2022","All","N/A","18","Wales","All","10"
"2023","All","N/A","18","Wales","All","5"
"2019","All","Lower tariff","18","Wales","All","110"
"2020","All","Lower tariff","18","Wales","All","110"
"2021","All","Lower tariff","18","Wales","All","140"
"2022","All","Lower tariff","18","Wales","All","195"
"2023","All","Lower tariff","18","Wales","All","155"
"2019","All","Medium tariff","18","Wales","All","160"
"2020","All","Medium tariff","18","Wales","All","160"
"2021","All","Medium tariff","18","Wales","All","140"
"2022","All","Medium tariff","18","Wales","All","205"
"2023","All","Medium tariff","18","Wales","All","170"
"2019","All","Higher tariff","18","Wales","All","115"
"2020","All","Higher tariff","18","Wales","All","325"
"2021","All","Higher tariff","18","Wales","All","45"
"2022","All","Higher tariff","18","Wales","All","95"
"2023","All","Higher tariff","18","Wales","All","115"
"2019","All","N/A","19","Wales","All","5"
"2019","All","Lower tariff","19","Wales","All","40"
"2020","All","Lower tariff","19","Wales","All","40"
"2021","All","Lower tariff","19","Wales","All","45"
"2022","All","Lower tariff","19","Wales","All","35"
"2023","All","Lower tariff","19","Wales","All","35"
"2019","All","Medium tariff","19","Wales","All","45"
"2020","All","Medium tariff","19","Wales","All","40"
"2021","All","Medium tariff","19","Wales","All","30"
"2022","All","Medium tariff","19","Wales","All","30"
"2023","All","Medium tariff","19","Wales","All","35"
"2019","All","Higher tariff","19","Wales","All","25"
"2020","All","Higher tariff","19","Wales","All","50"
"2021","All","Higher tariff","19","Wales","All","15"
"2022","All","Higher tariff","19","Wales","All","20"
"2023","All","Higher tariff","19","Wales","All","25"
"2019","All","Lower tariff","20","Wales","All","20"
"2020","All","Lower tariff","20","Wales","All","20"
"2021","All","Lower tariff","20","Wales","All","15"
"2022","All","Lower tariff","20","Wales","All","20"
"2023","All","Lower tariff","20","Wales","All","10"
"2019","All","Medium tariff","20","Wales","All","10"
"2020","All","Medium tariff","20","Wales","All","10"
"2021","All","Medium tariff","20","Wales","All","10"
"2022","All","Medium tariff","20","Wales","All","10"
"2023","All","Medium tariff","20","Wales","All","5"
"2019","All","Higher tariff","20","Wales","All","5"
"2020","All","Higher tariff","20","Wales","All","5"
"2023","All","Higher tariff","20","Wales","All","5"
"2019","All","N/A","21 - 24","Wales","All","5"
"2019","All","Lower tariff","21 - 24","Wales","All","5"
"2020","All","Lower tariff","21 - 24","Wales","All","10"
"2021","All","Lower tariff","21 - 24","Wales","All","15"
"2022","All","Lower tariff","21 - 24","Wales","All","15"
"2023","All","Lower tariff","21 - 24","Wales","All","10"
"2019","All","Medium tariff","21 - 24","Wales","All","5"
"2020","All","Medium tariff","21 - 24","Wales","All","15"
"2021","All","Medium tariff","21 - 24","Wales","All","10"
"2022","All","Medium tariff","21 - 24","Wales","All","10"
"2023","All","Medium tariff","21 - 24","Wales","All","5"
"2019","All","Higher tariff","21 - 24","Wales","All","5"
"2020","All","Higher tariff","21 - 24","Wales","All","5"
"2023","All","Higher tariff","21 - 24","Wales","All","5"
"2019","All","Lower tariff","25 - 29","Wales","All","5"
"2020","All","Lower tariff","25 - 29","Wales","All","5"
"2021","All","Lower tariff","25 - 29","Wales","All","5"
"2023","All","Lower tariff","25 - 29","Wales","All","5"
"2019","All","Medium tariff","25 - 29","Wales","All","5"
"2020","All","Medium tariff","25 - 29","Wales","All","5"
"2023","All","Medium tariff","25 - 29","Wales","All","5"
"2021","All","Lower tariff","30 - 34","Wales","All","5"
"2023","All","Lower tariff","30 - 34","Wales","All","5"
"2019","All","Lower tariff","35 and over","Wales","All","5"
"2021","All","Lower tariff","35 and over","Wales","All","5"
"2022","All","Lower tariff","35 and over","Wales","All","5"
"2023","All","Lower tariff","35 and over","Wales","All","5"
"2021","All","Medium tariff","35 and over","Wales","All","5"
"2023","All","Medium tariff","35 and over","Wales","All","5"
"2019","All","N/A","17 and under","Not EU","All","5"
"2020","All","N/A","17 and under","Not EU","All","5"
"2023","All","N/A","17 and under","Not EU","All","5"
"2019","All","Lower tariff","17 and under","Not EU","All","10"
"2020","All","Lower tariff","17 and under","Not EU","All","5"
"2021","All","Lower tariff","17 and under","Not EU","All","5"
"2022","All","Lower tariff","17 and under","Not EU","All","5"
"2023","All","Lower tariff","17 and under","Not EU","All","5"
"2019","All","Medium tariff","17 and under","Not EU","All","20"
"2020","All","Medium tariff","17 and under","Not EU","All","30"
"2021","All","Medium tariff","17 and under","Not EU","All","25"
"2022","All","Medium tariff","17 and under","Not EU","All","25"
"2023","All","Medium tariff","17 and under","Not EU","All","30"
"2019","All","Higher tariff","17 and under","Not EU","All","45"
"2020","All","Higher tariff","17 and under","Not EU","All","115"
"2021","All","Higher tariff","17 and under","Not EU","All","40"
"2022","All","Higher tariff","17 and under","Not EU","All","40"
"2023","All","Higher tariff","17 and under","Not EU","All","55"
"2019","All","N/A","18","Not EU","All","15"
"2020","All","N/A","18","Not EU","All","20"
"2021","All","N/A","18","Not EU","All","15"
"2022","All","N/A","18","Not EU","All","10"
"2023","All","N/A","18","Not EU","All","15"
"2019","All","Lower tariff","18","Not EU","All","50"
"2020","All","Lower tariff","18","Not EU","All","30"
"2021","All","Lower tariff","18","Not EU","All","30"
"2022","All","Lower tariff","18","Not EU","All","40"
"2023","All","Lower tariff","18","Not EU","All","65"
"2019","All","Medium tariff","18","Not EU","All","125"
"2020","All","Medium tariff","18","Not EU","All","185"
"2021","All","Medium tariff","18","Not EU","All","130"
"2022","All","Medium tariff","18","Not EU","All","160"
"2023","All","Medium tariff","18","Not EU","All","180"
"2019","All","Higher tariff","18","Not EU","All","290"
"2020","All","Higher tariff","18","Not EU","All","745"
"2021","All","Higher tariff","18","Not EU","All","185"
"2022","All","Higher tariff","18","Not EU","All","195"
"2023","All","Higher tariff","18","Not EU","All","255"
"2019","All","N/A","19","Not EU","All","15"
"2020","All","N/A","19","Not EU","All","10"
"2022","All","N/A","19","Not EU","All","10"
"2023","All","N/A","19","Not EU","All","5"
"2019","All","Lower tariff","19","Not EU","All","20"
"2020","All","Lower tariff","19","Not EU","All","20"
"2021","All","Lower tariff","19","Not EU","All","15"
"2022","All","Lower tariff","19","Not EU","All","15"
"2023","All","Lower tariff","19","Not EU","All","15"
"2019","All","Medium tariff","19","Not EU","All","90"
"2020","All","Medium tariff","19","Not EU","All","90"
"2021","All","Medium tariff","19","Not EU","All","60"
"2022","All","Medium tariff","19","Not EU","All","70"
"2023","All","Medium tariff","19","Not EU","All","60"
"2019","All","Higher tariff","19","Not EU","All","140"
"2020","All","Higher tariff","19","Not EU","All","370"
"2021","All","Higher tariff","19","Not EU","All","105"
"2022","All","Higher tariff","19","Not EU","All","85"
"2023","All","Higher tariff","19","Not EU","All","125"
"2019","All","N/A","20","Not EU","All","5"
"2021","All","N/A","20","Not EU","All","5"
"2022","All","N/A","20","Not EU","All","5"
"2023","All","N/A","20","Not EU","All","5"
"2019","All","Lower tariff","20","Not EU","All","10"
"2020","All","Lower tariff","20","Not EU","All","5"
"2021","All","Lower tariff","20","Not EU","All","5"
"2022","All","Lower tariff","20","Not EU","All","5"
"2023","All","Lower tariff","20","Not EU","All","5"
"2019","All","Medium tariff","20","Not EU","All","25"
"2020","All","Medium tariff","20","Not EU","All","25"
"2021","All","Medium tariff","20","Not EU","All","25"
"2022","All","Medium tariff","20","Not EU","All","30"
"2023","All","Medium tariff","20","Not EU","All","25"
"2019","All","Higher tariff","20","Not EU","All","35"
"2020","All","Higher tariff","20","Not EU","All","70"
"2021","All","Higher tariff","20","Not EU","All","35"
"2022","All","Higher tariff","20","Not EU","All","40"
"2023","All","Higher tariff","20","Not EU","All","40"
"2019","All","N/A","21 - 24","Not EU","All","5"
"2019","All","Lower tariff","21 - 24","Not EU","All","5"
"2020","All","Lower tariff","21 - 24","Not EU","All","5"
"2021","All","Lower tariff","21 - 24","Not EU","All","5"
"2022","All","Lower tariff","21 - 24","Not EU","All","5"
"2023","All","Lower tariff","21 - 24","Not EU","All","10"
"2019","All","Medium tariff","21 - 24","Not EU","All","25"
"2020","All","Medium tariff","21 - 24","Not EU","All","20"
"2021","All","Medium tariff","21 - 24","Not EU","All","25"
"2022","All","Medium tariff","21 - 24","Not EU","All","15"
"2023","All","Medium tariff","21 - 24","Not EU","All","15"
"2019","All","Higher tariff","21 - 24","Not EU","All","20"
"2020","All","Higher tariff","21 - 24","Not EU","All","20"
"2021","All","Higher tariff","21 - 24","Not EU","All","25"
"2022","All","Higher tariff","21 - 24","Not EU","All","15"
"2023","All","Higher tariff","21 - 24","Not EU","All","20"
"2022","All","Lower tariff","25 - 29","Not EU","All","5"
"2023","All","Lower tariff","25 - 29","Not EU","All","5"
"2019","All","Medium tariff","25 - 29","Not EU","All","5"
"2020","All","Medium tariff","25 - 29","Not EU","All","5"
"2022","All","Medium tariff","25 - 29","Not EU","All","5"
"2023","All","Medium tariff","25 - 29","Not EU","All","5"
"2019","All","Higher tariff","25 - 29","Not EU","All","5"
"2021","All","Higher tariff","25 - 29","Not EU","All","5"
"2023","All","Higher tariff","25 - 29","Not EU","All","5"
"2021","All","Medium tariff","30 - 34","Not EU","All","5"
"2023","All","Medium tariff","30 - 34","Not EU","All","5"
"2019","All","Lower tariff","17 and under","EU (excluding UK)","All","10"
"2020","All","Lower tariff","17 and under","EU (excluding UK)","All","5"
"2021","All","Lower tariff","17 and under","EU (excluding UK)","All","5"
"2022","All","Lower tariff","17 and under","EU (excluding UK)","All","5"
"2023","All","Lower tariff","17 and under","EU (excluding UK)","All","5"
"2019","All","Medium tariff","17 and under","EU (excluding UK)","All","10"
"2020","All","Medium tariff","17 and under","EU (excluding UK)","All","15"
"2021","All","Medium tariff","17 and under","EU (excluding UK)","All","5"
"2022","All","Medium tariff","17 and under","EU (excluding UK)","All","5"
"2023","All","Medium tariff","17 and under","EU (excluding UK)","All","5"
"2019","All","Higher tariff","17 and under","EU (excluding UK)","All","15"
"2020","All","Higher tariff","17 and under","EU (excluding UK)","All","50"
"2021","All","Higher tariff","17 and under","EU (excluding UK)","All","10"
"2022","All","Higher tariff","17 and under","EU (excluding UK)","All","5"
"2023","All","Higher tariff","17 and under","EU (excluding UK)","All","5"
"2019","All","N/A","18","EU (excluding UK)","All","5"
"2020","All","N/A","18","EU (excluding UK)","All","5"
"2021","All","N/A","18","EU (excluding UK)","All","5"
"2023","All","N/A","18","EU (excluding UK)","All","5"
"2019","All","Lower tariff","18","EU (excluding UK)","All","35"
"2020","All","Lower tariff","18","EU (excluding UK)","All","30"
"2021","All","Lower tariff","18","EU (excluding UK)","All","20"
"2022","All","Lower tariff","18","EU (excluding UK)","All","15"
"2023","All","Lower tariff","18","EU (excluding UK)","All","20"
"2019","All","Medium tariff","18","EU (excluding UK)","All","80"
"2020","All","Medium tariff","18","EU (excluding UK)","All","110"
"2021","All","Medium tariff","18","EU (excluding UK)","All","30"
"2022","All","Medium tariff","18","EU (excluding UK)","All","35"
"2023","All","Medium tariff","18","EU (excluding UK)","All","50"
"2019","All","Higher tariff","18","EU (excluding UK)","All","80"
"2020","All","Higher tariff","18","EU (excluding UK)","All","205"
"2021","All","Higher tariff","18","EU (excluding UK)","All","20"
"2022","All","Higher tariff","18","EU (excluding UK)","All","20"
"2023","All","Higher tariff","18","EU (excluding UK)","All","35"
"2019","All","N/A","19","EU (excluding UK)","All","10"
"2020","All","N/A","19","EU (excluding UK)","All","5"
"2019","All","Lower tariff","19","EU (excluding UK)","All","30"
"2020","All","Lower tariff","19","EU (excluding UK)","All","35"
"2021","All","Lower tariff","19","EU (excluding UK)","All","20"
"2022","All","Lower tariff","19","EU (excluding UK)","All","10"
"2023","All","Lower tariff","19","EU (excluding UK)","All","10"
"2019","All","Medium tariff","19","EU (excluding UK)","All","40"
"2020","All","Medium tariff","19","EU (excluding UK)","All","70"
"2021","All","Medium tariff","19","EU (excluding UK)","All","20"
"2022","All","Medium tariff","19","EU (excluding UK)","All","15"
"2023","All","Medium tariff","19","EU (excluding UK)","All","15"
"2019","All","Higher tariff","19","EU (excluding UK)","All","45"
"2020","All","Higher tariff","19","EU (excluding UK)","All","95"
"2021","All","Higher tariff","19","EU (excluding UK)","All","5"
"2022","All","Higher tariff","19","EU (excluding UK)","All","10"
"2023","All","Higher tariff","19","EU (excluding UK)","All","10"
"2019","All","Lower tariff","20","EU (excluding UK)","All","15"
"2020","All","Lower tariff","20","EU (excluding UK)","All","15"
"2021","All","Lower tariff","20","EU (excluding UK)","All","5"
"2022","All","Lower tariff","20","EU (excluding UK)","All","5"
"2023","All","Lower tariff","20","EU (excluding UK)","All","5"
"2019","All","Medium tariff","20","EU (excluding UK)","All","15"
"2020","All","Medium tariff","20","EU (excluding UK)","All","15"
"2021","All","Medium tariff","20","EU (excluding UK)","All","5"
"2022","All","Medium tariff","20","EU (excluding UK)","All","5"
"2019","All","Higher tariff","20","EU (excluding UK)","All","5"
"2020","All","Higher tariff","20","EU (excluding UK)","All","15"
"2021","All","Higher tariff","20","EU (excluding UK)","All","5"
"2023","All","Higher tariff","20","EU (excluding UK)","All","5"
"2019","All","Lower tariff","21 - 24","EU (excluding UK)","All","15"
"2020","All","Lower tariff","21 - 24","EU (excluding UK)","All","25"
"2021","All","Lower tariff","21 - 24","EU (excluding UK)","All","5"
"2022","All","Lower tariff","21 - 24","EU (excluding UK)","All","5"
"2023","All","Lower tariff","21 - 24","EU (excluding UK)","All","10"
"2019","All","Medium tariff","21 - 24","EU (excluding UK)","All","15"
"2020","All","Medium tariff","21 - 24","EU (excluding UK)","All","10"
"2021","All","Medium tariff","21 - 24","EU (excluding UK)","All","5"
"2022","All","Medium tariff","21 - 24","EU (excluding UK)","All","10"
"2023","All","Medium tariff","21 - 24","EU (excluding UK)","All","5"
"2019","All","Higher tariff","21 - 24","EU (excluding UK)","All","5"
"2021","All","Higher tariff","21 - 24","EU (excluding UK)","All","5"
"2023","All","Higher tariff","21 - 24","EU (excluding UK)","All","5"
"2019","N/A","All","18","Northern Ireland","All","5"
"2020","N/A","All","18","Northern Ireland","All","5"
"2021","N/A","All","18","Northern Ireland","All","5"
"2022","N/A","All","18","Northern Ireland","All","5"
"2023","N/A","All","18","Northern Ireland","All","15"
"2019","Lower tariff","All","18","Northern Ireland","All","165"
"2020","Lower tariff","All","18","Northern Ireland","All","255"
"2021","Lower tariff","All","18","Northern Ireland","All","155"
"2022","Lower tariff","All","18","Northern Ireland","All","240"
"2023","Lower tariff","All","18","Northern Ireland","All","175"
"2019","Medium tariff","All","18","Northern Ireland","All","85"
"2020","Medium tariff","All","18","Northern Ireland","All","110"
"2021","Medium tariff","All","18","Northern Ireland","All","110"
"2022","Medium tariff","All","18","Northern Ireland","All","130"
"2023","Medium tariff","All","18","Northern Ireland","All","115"
"2019","Higher tariff","All","18","Northern Ireland","All","50"
"2020","Higher tariff","All","18","Northern Ireland","All","65"
"2021","Higher tariff","All","18","Northern Ireland","All","45"
"2022","Higher tariff","All","18","Northern Ireland","All","55"
"2023","Higher tariff","All","18","Northern Ireland","All","45"
"2019","Lower tariff","All","19","Northern Ireland","All","45"
"2020","Lower tariff","All","19","Northern Ireland","All","55"
"2021","Lower tariff","All","19","Northern Ireland","All","35"
"2022","Lower tariff","All","19","Northern Ireland","All","25"
"2023","Lower tariff","All","19","Northern Ireland","All","40"
"2019","Medium tariff","All","19","Northern Ireland","All","25"
"2020","Medium tariff","All","19","Northern Ireland","All","25"
"2021","Medium tariff","All","19","Northern Ireland","All","25"
"2022","Medium tariff","All","19","Northern Ireland","All","20"
"2023","Medium tariff","All","19","Northern Ireland","All","20"
"2019","Higher tariff","All","19","Northern Ireland","All","15"
"2020","Higher tariff","All","19","Northern Ireland","All","20"
"2021","Higher tariff","All","19","Northern Ireland","All","10"
"2022","Higher tariff","All","19","Northern Ireland","All","5"
"2023","Higher tariff","All","19","Northern Ireland","All","10"
"2019","Lower tariff","All","20","Northern Ireland","All","15"
"2020","Lower tariff","All","20","Northern Ireland","All","15"
"2021","Lower tariff","All","20","Northern Ireland","All","10"
"2022","Lower tariff","All","20","Northern Ireland","All","20"
"2023","Lower tariff","All","20","Northern Ireland","All","15"
"2019","Medium tariff","All","20","Northern Ireland","All","5"
"2020","Medium tariff","All","20","Northern Ireland","All","10"
"2021","Medium tariff","All","20","Northern Ireland","All","5"
"2022","Medium tariff","All","20","Northern Ireland","All","5"
"2023","Medium tariff","All","20","Northern Ireland","All","5"
"2021","Higher tariff","All","20","Northern Ireland","All","5"
"2023","Higher tariff","All","20","Northern Ireland","All","5"
"2022","N/A","All","21 - 24","Northern Ireland","All","5"
