"Year","Predicted SQA advanced higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","All","18","All","Female","Main scheme applicant","Not main scheme application","40","35","0.857","0"
"2019","All","18","All","Female","Main scheme applicant","Not main scheme application","55","45","0.849","0"
"2020","All","18","All","Female","Main scheme applicant","Not main scheme application","55","45","0.868","0"
"2021","All","18","All","Female","Main scheme applicant","Not main scheme application","45","35","0.837","0"
"2022","All","18","All","Female","Main scheme applicant","Not main scheme application","55","45","0.8","0"
"2023","All","18","All","Female","Main scheme applicant","Not main scheme application","60","55","0.903","0"
"2010","All","18","All","Male","Main scheme applicant","Not main scheme application","25","25","1","0"
"2011","All","18","All","Male","Main scheme applicant","Not main scheme application","30","25","0.833","0"
"2012","All","18","All","Male","Main scheme applicant","Not main scheme application","55","45","0.833","0"
"2013","All","18","All","Male","Main scheme applicant","Not main scheme application","40","35","0.925","0"
"2014","All","18","All","Male","Main scheme applicant","Not main scheme application","40","35","0.854","0"
"2015","All","18","All","Male","Main scheme applicant","Not main scheme application","40","30","0.78","0"
"2016","All","18","All","Male","Main scheme applicant","Not main scheme application","35","25","0.788","0"
"2017","All","18","All","Male","Main scheme applicant","Not main scheme application","40","30","0.795","0"
"2018","All","18","All","Male","Main scheme applicant","Not main scheme application","35","30","0.833","0"
"2019","All","18","All","Male","Main scheme applicant","Not main scheme application","35","35","0.9440000000000001","0"
"2020","All","18","All","Male","Main scheme applicant","Not main scheme application","45","40","0.889","0"
"2021","All","18","All","Male","Main scheme applicant","Not main scheme application","35","25","0.788","0"
"2022","All","18","All","Male","Main scheme applicant","Not main scheme application","50","45","0.843","0"
"2023","All","18","All","Male","Main scheme applicant","Not main scheme application","25","25","0.923","0"
"2010","All","18","All","Female","Main scheme applicant","Main scheme application","925","805","0.871","0"
"2011","All","18","All","Female","Main scheme applicant","Main scheme application","975","860","0.879","0"
"2012","All","18","All","Female","Main scheme applicant","Main scheme application","965","835","0.864","0"
"2013","All","18","All","Female","Main scheme applicant","Main scheme application","1060","945","0.889","0"
"2014","All","18","All","Female","Main scheme applicant","Main scheme application","1035","895","0.865","0"
"2015","All","18","All","Female","Main scheme applicant","Main scheme application","1060","915","0.862","0"
"2016","All","18","All","Female","Main scheme applicant","Main scheme application","1170","1010","0.865","0"
"2017","All","18","All","Female","Main scheme applicant","Main scheme application","1170","1005","0.857","0"
"2018","All","18","All","Female","Main scheme applicant","Main scheme application","1250","1090","0.873","0"
"2019","All","18","All","Female","Main scheme applicant","Main scheme application","1220","1070","0.879","0"
"2020","All","18","All","Female","Main scheme applicant","Main scheme application","1185","1045","0.881","0"
"2021","All","18","All","Female","Main scheme applicant","Main scheme application","1460","1290","0.886","0"
"2022","All","18","All","Female","Main scheme applicant","Main scheme application","1525","1335","0.874","0"
"2023","All","18","All","Female","Main scheme applicant","Main scheme application","1595","1440","0.904","0"
"2010","All","18","All","Male","Main scheme applicant","Main scheme application","1045","950","0.905","0"
"2011","All","18","All","Male","Main scheme applicant","Main scheme application","1120","1010","0.902","0"
"2012","All","18","All","Male","Main scheme applicant","Main scheme application","1115","960","0.861","0"
"2013","All","18","All","Male","Main scheme applicant","Main scheme application","1215","1080","0.89","0"
"2014","All","18","All","Male","Main scheme applicant","Main scheme application","1175","1060","0.903","0"
"2015","All","18","All","Male","Main scheme applicant","Main scheme application","1300","1160","0.892","0"
"2016","All","18","All","Male","Main scheme applicant","Main scheme application","1165","1055","0.904","0"
"2017","All","18","All","Male","Main scheme applicant","Main scheme application","1155","1045","0.906","0"
"2018","All","18","All","Male","Main scheme applicant","Main scheme application","1160","1055","0.91","0"
"2019","All","18","All","Male","Main scheme applicant","Main scheme application","1075","970","0.903","0"
"2020","All","18","All","Male","Main scheme applicant","Main scheme application","1155","1030","0.895","0"
"2021","All","18","All","Male","Main scheme applicant","Main scheme application","1240","1115","0.9","0"
"2022","All","18","All","Male","Main scheme applicant","Main scheme application","1295","1170","0.902","0"
"2023","All","18","All","Male","Main scheme applicant","Main scheme application","1380","1285","0.931","0"
"2010","7 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","7 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","7 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","7 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","8 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","8 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","8 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","8 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","8 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2017","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","9 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2010","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2013","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","10 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","10","10","0.909","0"
"2010","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","11 point(s)","All","All","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
