"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2011","Receiving FSM","All","England","Male","Not main scheme applicant","All","50","37710","0.001"
"2011","Not receiving FSM","All","England","Male","Not main scheme applicant","All","410","263550","0.002"
"2012","Receiving FSM","All","England","Male","Not main scheme applicant","All","130","41130","0.003"
"2012","Not receiving FSM","All","England","Male","Not main scheme applicant","All","830","262360","0.003"
"2013","Receiving FSM","All","England","Male","Not main scheme applicant","All","130","42020","0.003"
"2013","Not receiving FSM","All","England","Male","Not main scheme applicant","All","910","254820","0.004"
"2014","Receiving FSM","All","England","Male","Not main scheme applicant","All","130","42140","0.003"
"2014","Not receiving FSM","All","England","Male","Not main scheme applicant","All","820","252540","0.003"
"2015","Receiving FSM","All","England","Male","Not main scheme applicant","All","170","44940","0.004"
"2015","Not receiving FSM","All","England","Male","Not main scheme applicant","All","890","254180","0.003"
"2016","Receiving FSM","All","England","Male","Not main scheme applicant","All","150","42780","0.004"
"2016","Not receiving FSM","All","England","Male","Not main scheme applicant","All","960","249660","0.004"
"2017","Receiving FSM","All","England","Male","Not main scheme applicant","All","170","40770","0.004"
"2017","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1170","248880","0.005"
"2018","Receiving FSM","All","England","Male","Not main scheme applicant","All","200","38590","0.005"
"2018","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1340","244340","0.005"
"2019","Receiving FSM","All","England","Male","Not main scheme applicant","All","240","36730","0.007"
"2019","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1800","238280","0.008"
"2020","Receiving FSM","All","England","Male","Not main scheme applicant","All","250","35510","0.007"
"2020","Not receiving FSM","All","England","Male","Not main scheme applicant","All","2510","238950","0.01"
"2021","Receiving FSM","All","England","Male","Not main scheme applicant","All","250","40760","0.006"
"2021","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1740","243760","0.007"
"2022","Receiving FSM","All","England","Male","Not main scheme applicant","All","240","46850","0.005"
"2022","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1410","246310","0.006"
"2023","Receiving FSM","All","England","Male","Not main scheme applicant","All","290","56890","0.005"
"2023","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1390","242630","0.006"
"2006","Receiving FSM","All","England","Female","Main scheme applicant","All","4460","41040","0.109"
"2006","Not receiving FSM","All","England","Female","Main scheme applicant","All","69470","250770","0.277"
"2007","Receiving FSM","All","England","Female","Main scheme applicant","All","4650","39940","0.116"
"2007","Not receiving FSM","All","England","Female","Main scheme applicant","All","69990","247450","0.28300000000000003"
"2008","Receiving FSM","All","England","Female","Main scheme applicant","All","4940","38610","0.128"
"2008","Not receiving FSM","All","England","Female","Main scheme applicant","All","76250","252690","0.302"
"2009","Receiving FSM","All","England","Female","Main scheme applicant","All","5230","37480","0.14"
"2009","Not receiving FSM","All","England","Female","Main scheme applicant","All","78170","253130","0.309"
"2010","Receiving FSM","All","England","Female","Main scheme applicant","All","5020","36250","0.138"
"2010","Not receiving FSM","All","England","Female","Main scheme applicant","All","78150","251960","0.31"
"2011","Receiving FSM","All","England","Female","Main scheme applicant","All","5700","36700","0.155"
"2011","Not receiving FSM","All","England","Female","Main scheme applicant","All","81220","251540","0.323"
"2012","Receiving FSM","All","England","Female","Main scheme applicant","All","5910","38950","0.152"
"2012","Not receiving FSM","All","England","Female","Main scheme applicant","All","78150","249670","0.313"
"2013","Receiving FSM","All","England","Female","Main scheme applicant","All","6470","39780","0.163"
"2013","Not receiving FSM","All","England","Female","Main scheme applicant","All","81060","242950","0.334"
"2014","Receiving FSM","All","England","Female","Main scheme applicant","All","7200","40410","0.178"
"2014","Not receiving FSM","All","England","Female","Main scheme applicant","All","83460","239270","0.34900000000000003"
"2015","Receiving FSM","All","England","Female","Main scheme applicant","All","8310","42610","0.195"
"2015","Not receiving FSM","All","England","Female","Main scheme applicant","All","88590","243100","0.364"
"2016","Receiving FSM","All","England","Female","Main scheme applicant","All","8010","40300","0.199"
"2016","Not receiving FSM","All","England","Female","Main scheme applicant","All","90510","238550","0.379"
"2017","Receiving FSM","All","England","Female","Main scheme applicant","All","7700","38130","0.202"
"2017","Not receiving FSM","All","England","Female","Main scheme applicant","All","91930","237470","0.387"
"2018","Receiving FSM","All","England","Female","Main scheme applicant","All","7380","36150","0.20400000000000001"
"2018","Not receiving FSM","All","England","Female","Main scheme applicant","All","91410","233570","0.391"
"2019","Receiving FSM","All","England","Female","Main scheme applicant","All","7960","35200","0.226"
"2019","Not receiving FSM","All","England","Female","Main scheme applicant","All","92440","227560","0.406"
"2020","Receiving FSM","All","England","Female","Main scheme applicant","All","8270","33440","0.247"
"2020","Not receiving FSM","All","England","Female","Main scheme applicant","All","99140","227450","0.436"
"2021","Receiving FSM","All","England","Female","Main scheme applicant","All","9610","38080","0.252"
"2021","Not receiving FSM","All","England","Female","Main scheme applicant","All","105470","232450","0.454"
"2022","Receiving FSM","All","England","Female","Main scheme applicant","All","11200","44380","0.252"
"2022","Not receiving FSM","All","England","Female","Main scheme applicant","All","104710","234790","0.446"
"2023","Receiving FSM","All","England","Female","Main scheme applicant","All","12170","54660","0.223"
"2023","Not receiving FSM","All","England","Female","Main scheme applicant","All","98400","243110","0.405"
"2006","Receiving FSM","All","England","Male","Main scheme applicant","All","2970","41820","0.07100000000000001"
"2006","Not receiving FSM","All","England","Male","Main scheme applicant","All","55030","257630","0.214"
"2007","Receiving FSM","All","England","Male","Main scheme applicant","All","3070","40220","0.076"
"2007","Not receiving FSM","All","England","Male","Main scheme applicant","All","55080","255160","0.216"
"2008","Receiving FSM","All","England","Male","Main scheme applicant","All","3390","39560","0.08600000000000001"
"2008","Not receiving FSM","All","England","Male","Main scheme applicant","All","58140","262070","0.222"
"2009","Receiving FSM","All","England","Male","Main scheme applicant","All","3420","37950","0.09"
"2009","Not receiving FSM","All","England","Male","Main scheme applicant","All","61070","261500","0.234"
"2010","Receiving FSM","All","England","Male","Main scheme applicant","All","3510","37230","0.094"
"2010","Not receiving FSM","All","England","Male","Main scheme applicant","All","62530","261650","0.23900000000000002"
"2011","Receiving FSM","All","England","Male","Main scheme applicant","All","3990","37710","0.106"
"2011","Not receiving FSM","All","England","Male","Main scheme applicant","All","65390","263550","0.248"
"2012","Receiving FSM","All","England","Male","Main scheme applicant","All","4260","41130","0.10400000000000001"
"2012","Not receiving FSM","All","England","Male","Main scheme applicant","All","61180","262360","0.233"
"2013","Receiving FSM","All","England","Male","Main scheme applicant","All","4620","42020","0.11"
"2013","Not receiving FSM","All","England","Male","Main scheme applicant","All","63970","254820","0.251"
"2014","Receiving FSM","All","England","Male","Main scheme applicant","All","5040","42140","0.12"
"2014","Not receiving FSM","All","England","Male","Main scheme applicant","All","66300","252540","0.263"
"2015","Receiving FSM","All","England","Male","Main scheme applicant","All","5680","44940","0.126"
"2015","Not receiving FSM","All","England","Male","Main scheme applicant","All","67690","254180","0.266"
"2016","Receiving FSM","All","England","Male","Main scheme applicant","All","5510","42780","0.129"
"2016","Not receiving FSM","All","England","Male","Main scheme applicant","All","69400","249660","0.278"
"2017","Receiving FSM","All","England","Male","Main scheme applicant","All","5320","40770","0.13"
"2017","Not receiving FSM","All","England","Male","Main scheme applicant","All","70150","248880","0.28200000000000003"
