"Year","Difference between predicted and achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","2 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2020","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2021","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","-1 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","-2 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","-2 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","-2 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-2 points","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2022","-2 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","-3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","-3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","-3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","-3 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","-4 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-4 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2011","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2012","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2018","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Less than -6 points","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2010","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2018","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","45","45","1","10"
"2021","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","5"
"2022","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","0 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","1 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","1 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","1 points","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2022","1 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","3 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-1 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","-1 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","-1 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","-1 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-1 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","-1 points","Quintile 5","Not main scheme applicant","Not main scheme application","35","35","0.9440000000000001","10"
"2023","-1 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2020","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","5"
"2021","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","-2 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2016","-3 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2017","-3 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","-3 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-3 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-3 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2022","-3 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-4 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","-4 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2021","-4 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","-4 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","-5 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2011","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2012","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2014","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2015","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2016","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","15","10","0.846","0"
"2017","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2018","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","5"
"2020","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Less than -6 points","Quintile 5","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2012","0 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","0 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-1 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","-1 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","-1 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","-1 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-1 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","-1 points","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","-2 points","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","-2 points","Unknown","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2012","-2 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","-2 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","-2 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","-2 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","-2 points","Unknown","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","-2 points","Unknown","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","-2 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-3 points","Unknown","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2011","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","-3 points","Unknown","Main scheme applicant","Not main scheme application","10","10","0.909","0"
"2013","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-3 points","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","-4 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","-4 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","-4 points","Unknown","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2013","-4 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","-4 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","-4 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","-4 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-4 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-5 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","-5 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","-5 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","-5 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Less than -6 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Less than -6 points","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","0 points","Quintile 1","Main scheme applicant","Not main scheme application","130","120","0.902","0"
"2011","0 points","Quintile 1","Main scheme applicant","Not main scheme application","145","125","0.874","0"
"2012","0 points","Quintile 1","Main scheme applicant","Not main scheme application","115","105","0.915","0"
"2013","0 points","Quintile 1","Main scheme applicant","Not main scheme application","115","105","0.915","0"
"2014","0 points","Quintile 1","Main scheme applicant","Not main scheme application","90","85","0.924","0"
"2015","0 points","Quintile 1","Main scheme applicant","Not main scheme application","110","105","0.9550000000000001","0"
"2016","0 points","Quintile 1","Main scheme applicant","Not main scheme application","115","105","0.897","0"
"2017","0 points","Quintile 1","Main scheme applicant","Not main scheme application","125","120","0.984","0"
"2018","0 points","Quintile 1","Main scheme applicant","Not main scheme application","120","110","0.925","0"
"2019","0 points","Quintile 1","Main scheme applicant","Not main scheme application","110","100","0.926","0"
"2020","0 points","Quintile 1","Main scheme applicant","Not main scheme application","400","385","0.9580000000000001","0"
"2021","0 points","Quintile 1","Main scheme applicant","Not main scheme application","190","175","0.906","0"
"2022","0 points","Quintile 1","Main scheme applicant","Not main scheme application","205","190","0.917","0"
"2023","0 points","Quintile 1","Main scheme applicant","Not main scheme application","90","85","0.9550000000000001","0"
"2010","1 points","Quintile 1","Main scheme applicant","Not main scheme application","45","40","0.864","0"
"2011","1 points","Quintile 1","Main scheme applicant","Not main scheme application","60","55","0.871","0"
"2012","1 points","Quintile 1","Main scheme applicant","Not main scheme application","60","50","0.879","0"
"2013","1 points","Quintile 1","Main scheme applicant","Not main scheme application","35","35","0.9460000000000001","0"
"2014","1 points","Quintile 1","Main scheme applicant","Not main scheme application","55","55","0.964","0"
"2015","1 points","Quintile 1","Main scheme applicant","Not main scheme application","50","45","0.917","0"
"2016","1 points","Quintile 1","Main scheme applicant","Not main scheme application","40","40","0.975","0"
"2017","1 points","Quintile 1","Main scheme applicant","Not main scheme application","55","50","0.927","0"
"2018","1 points","Quintile 1","Main scheme applicant","Not main scheme application","50","45","0.896","0"
"2019","1 points","Quintile 1","Main scheme applicant","Not main scheme application","35","35","1","0"
"2020","1 points","Quintile 1","Main scheme applicant","Not main scheme application","135","130","0.963","0"
"2021","1 points","Quintile 1","Main scheme applicant","Not main scheme application","140","120","0.877","0"
"2022","1 points","Quintile 1","Main scheme applicant","Not main scheme application","90","80","0.911","0"
"2023","1 points","Quintile 1","Main scheme applicant","Not main scheme application","35","35","0.972","0"
"2010","2 points","Quintile 1","Main scheme applicant","Not main scheme application","15","15","1","0"
"2011","2 points","Quintile 1","Main scheme applicant","Not main scheme application","30","25","0.8280000000000001","0"
"2012","2 points","Quintile 1","Main scheme applicant","Not main scheme application","30","30","0.9380000000000001","0"
"2013","2 points","Quintile 1","Main scheme applicant","Not main scheme application","15","15","1","0"
"2014","2 points","Quintile 1","Main scheme applicant","Not main scheme application","15","10","0.857","0"
"2015","2 points","Quintile 1","Main scheme applicant","Not main scheme application","25","20","0.9570000000000001","0"
"2016","2 points","Quintile 1","Main scheme applicant","Not main scheme application","20","20","1","0"
"2017","2 points","Quintile 1","Main scheme applicant","Not main scheme application","30","30","1","0"
"2018","2 points","Quintile 1","Main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2019","2 points","Quintile 1","Main scheme applicant","Not main scheme application","20","20","1","0"
"2020","2 points","Quintile 1","Main scheme applicant","Not main scheme application","50","50","1","0"
"2021","2 points","Quintile 1","Main scheme applicant","Not main scheme application","75","70","0.933","0"
"2022","2 points","Quintile 1","Main scheme applicant","Not main scheme application","40","35","0.925","0"
"2023","2 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10","0.917","0"
"2010","3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10","1","0"
"2015","3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2016","3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","3 points","Quintile 1","Main scheme applicant","Not main scheme application","20","20","1","0"
"2018","3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","3 points","Quintile 1","Main scheme applicant","Not main scheme application","15","15","1","0"
"2021","3 points","Quintile 1","Main scheme applicant","Not main scheme application","30","30","0.968","0"
"2022","3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2012","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2021","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","20","15","0.9440000000000001","0"
"2022","More than 3 points","Quintile 1","Main scheme applicant","Not main scheme application","10","10","1","0"
"2010","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","250","220","0.876","0"
"2011","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","315","270","0.866","0"
"2012","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","230","205","0.895","0"
"2013","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","210","190","0.9","0"
"2014","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","200","190","0.9450000000000001","0"
"2015","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","210","195","0.933","0"
"2016","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","220","200","0.913","0"
"2017","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","205","195","0.961","0"
"2018","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","190","175","0.921","0"
"2019","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","185","175","0.9460000000000001","0"
"2020","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","435","415","0.9560000000000001","0"
"2021","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","270","250","0.926","0"
"2022","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","270","240","0.899","0"
"2023","-1 points","Quintile 1","Main scheme applicant","Not main scheme application","185","175","0.9460000000000001","0"
"2010","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","295","260","0.881","0"
"2011","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","350","315","0.898","0"
"2012","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","325","295","0.907","0"
"2013","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","320","295","0.919","0"
"2014","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","335","310","0.922","0"
"2015","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","335","305","0.907","0"
"2016","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","360","330","0.922","0"
"2017","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","355","335","0.9490000000000001","0"
"2018","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","315","295","0.936","0"
"2019","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","290","280","0.9550000000000001","0"
"2020","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","470","455","0.964","0"
"2021","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","300","275","0.93","0"
"2022","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","330","305","0.918","0"
"2023","-2 points","Quintile 1","Main scheme applicant","Not main scheme application","310","290","0.935","0"
"2010","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","275","245","0.881","0"
"2011","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","385","335","0.877","0"
"2012","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","325","300","0.926","0"
"2013","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","320","295","0.928","0"
"2014","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","360","335","0.93","0"
"2015","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","375","355","0.9390000000000001","0"
"2016","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","415","390","0.9380000000000001","0"
"2017","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","425","395","0.927","0"
"2018","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","355","335","0.9380000000000001","0"
"2019","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","380","365","0.96","0"
"2020","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","330","315","0.9570000000000001","0"
"2021","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","280","270","0.9570000000000001","0"
"2022","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","415","390","0.935","0"
"2023","-3 points","Quintile 1","Main scheme applicant","Not main scheme application","425","395","0.927","0"
"2010","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","180","160","0.884","0"
"2011","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","235","205","0.884","0"
"2012","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","240","220","0.913","0"
"2013","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","240","220","0.921","0"
"2014","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","320","295","0.931","0"
"2015","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","320","295","0.916","0"
"2016","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","325","310","0.9420000000000001","0"
"2017","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","350","335","0.9570000000000001","0"
"2018","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","370","350","0.9460000000000001","0"
"2019","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","430","410","0.963","0"
"2020","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","230","215","0.926","0"
"2021","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","185","175","0.9460000000000001","0"
"2022","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","360","345","0.9580000000000001","0"
"2023","-4 points","Quintile 1","Main scheme applicant","Not main scheme application","495","465","0.9450000000000001","0"
"2010","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","110","90","0.8240000000000001","0"
"2011","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","135","115","0.851","0"
"2012","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","130","110","0.868","0"
"2013","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","135","125","0.919","0"
"2014","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","175","160","0.92","0"
"2015","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","175","170","0.96","0"
"2016","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","230","210","0.909","0"
"2017","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","275","260","0.9380000000000001","0"
"2018","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","300","280","0.93","0"
"2019","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","365","355","0.964","0"
"2020","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","120","110","0.933","0"
"2021","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","100","95","0.9490000000000001","0"
"2022","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","280","260","0.932","0"
"2023","-5 points","Quintile 1","Main scheme applicant","Not main scheme application","445","420","0.9440000000000001","0"
"2010","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","35","35","0.919","0"
"2011","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","60","50","0.8140000000000001","0"
"2012","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","55","45","0.849","0"
"2013","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","55","55","0.9470000000000001","0"
"2014","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","100","90","0.873","0"
"2015","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","105","95","0.9420000000000001","0"
"2016","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","110","105","0.937","0"
"2017","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","150","140","0.934","0"
"2018","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","135","120","0.917","0"
"2019","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","250","235","0.9520000000000001","0"
"2020","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","45","45","0.9560000000000001","0"
"2021","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","60","55","0.931","0"
"2022","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","205","185","0.912","0"
"2023","-6 points","Quintile 1","Main scheme applicant","Not main scheme application","370","345","0.93","0"
"2010","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","30","25","0.862","0"
"2011","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","35","30","0.778","0"
"2012","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","45","40","0.886","0"
"2013","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","45","40","0.884","0"
"2014","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","75","70","0.934","0"
"2015","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","90","80","0.911","0"
"2016","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","100","90","0.9","0"
"2017","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","140","130","0.929","0"
"2018","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","200","180","0.909","0"
"2019","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","315","290","0.915","0"
"2020","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","45","40","0.894","0"
"2021","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","55","50","0.895","0"
"2022","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","290","265","0.913","0"
"2023","Less than -6 points","Quintile 1","Main scheme applicant","Not main scheme application","540","480","0.887","0"
"2010","0 points","Quintile 2","Main scheme applicant","Not main scheme application","240","210","0.87","0"
"2011","0 points","Quintile 2","Main scheme applicant","Not main scheme application","230","200","0.878","0"
"2012","0 points","Quintile 2","Main scheme applicant","Not main scheme application","230","210","0.912","0"
"2013","0 points","Quintile 2","Main scheme applicant","Not main scheme application","205","190","0.931","0"
"2014","0 points","Quintile 2","Main scheme applicant","Not main scheme application","180","160","0.9","0"
"2015","0 points","Quintile 2","Main scheme applicant","Not main scheme application","185","170","0.903","0"
"2016","0 points","Quintile 2","Main scheme applicant","Not main scheme application","165","155","0.9400000000000001","0"
"2017","0 points","Quintile 2","Main scheme applicant","Not main scheme application","180","175","0.962","0"
"2018","0 points","Quintile 2","Main scheme applicant","Not main scheme application","180","165","0.9380000000000001","0"
"2019","0 points","Quintile 2","Main scheme applicant","Not main scheme application","165","150","0.902","0"
"2020","0 points","Quintile 2","Main scheme applicant","Not main scheme application","545","525","0.969","0"
"2021","0 points","Quintile 2","Main scheme applicant","Not main scheme application","360","330","0.919","0"
"2022","0 points","Quintile 2","Main scheme applicant","Not main scheme application","265","235","0.887","0"
"2023","0 points","Quintile 2","Main scheme applicant","Not main scheme application","150","135","0.906","0"
"2010","1 points","Quintile 2","Main scheme applicant","Not main scheme application","85","70","0.857","0"
"2011","1 points","Quintile 2","Main scheme applicant","Not main scheme application","100","90","0.89","0"
