"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Unknown","15","10"," "
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Unknown","5","0"," "
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","Unknown","15","15","1.033"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","Unknown","15","10","0.789"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","Unknown","15","15","0.867"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","Unknown","5","5"," "
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","Unknown","10","10"," "
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","Unknown","10","5"," "
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","Unknown","5","0"," "
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","Unknown","115","100","0.869"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","Unknown","115","95","0.8180000000000001"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","Unknown","90","75","0.806"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","Unknown","65","55","0.866"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","Unknown","15","15","0.9520000000000001"
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","Unknown","5","5"," "
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","Unknown","5","0"," "
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Unknown","100","75","0.727"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Unknown","65","50","0.775"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Unknown","65","50","0.769"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Unknown","25","20","0.8"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Unknown","35","30","0.841"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Unknown","5","0"," "
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Unknown","5","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Unknown","5","0"," "
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Unknown","5","0"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Unknown","25","20","0.793"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Unknown","10","5"," "
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Unknown","25","15","0.64"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Unknown","5","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Unknown","15","10"," "
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Unknown","10","5"," "
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Unknown","15","10","0.715"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Unknown","5","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Unknown","25","20","0.754"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Unknown","30","20","0.667"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Unknown","25","15","0.562"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Unknown","5","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Unknown","15","15","0.878"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Unknown","15","15","0.986"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Unknown","5","5"," "
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Unknown","5","5"," "
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Unknown","5","5"," "
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Unknown","5","5"," "
"2021","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Unknown","5","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Unknown","10","10"," "
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Unknown","20","15","0.71"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Unknown","10","10"," "
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Unknown","5","5"," "
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Unknown","40","25","0.5750000000000001"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Unknown","55","30","0.545"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Unknown","25","15","0.58"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Unknown","5","5"," "
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Unknown","5","0"," "
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","Unknown","5","5"," "
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","Unknown","20","20","0.975"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","Unknown","10","10"," "
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Unknown","5","5"," "
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Unknown","10","0"," "
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Unknown","15","0"," "
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Unknown","10","0"," "
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Unknown","10","0"," "
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Unknown","5","0"," "
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Unknown","20","5"," "
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Unknown","85","15","0.188"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Unknown","75","10","0.147"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Unknown","90","10","0.133"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Unknown","15","0"," "
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Unknown","20","0"," "
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Unknown","45","35","0.785"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Unknown","55","40","0.773"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Unknown","20","20","0.875"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Unknown","35","25","0.767"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Unknown","20","20","0.925"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Unknown","5","5"," "
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Unknown","5","5"," "
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Unknown","10","5"," "
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Unknown","10","5"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Unknown","5","5"," "
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Unknown","5","5"," "
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Unknown","5","0"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Unknown","10","5"," "
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Unknown","5","5"," "
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Unknown","5","5"," "
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Unknown","15","10","0.711"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Unknown","20","10","0.508"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Unknown","15","10"," "
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Unknown","10","5"," "
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Unknown","5","5"," "
"2019","(CAH11) computing","(CAH11-01-08) others in computing","Unknown","5","5"," "
"2020","(CAH11) computing","(CAH11-01-08) others in computing","Unknown","5","0"," "
"2021","(CAH11) computing","(CAH11-01-08) others in computing","Unknown","5","5"," "
"2022","(CAH11) computing","(CAH11-01-08) others in computing","Unknown","5","5"," "
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","Unknown","5","5"," "
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","Unknown","10","5"," "
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","Unknown","5","5"," "
"2019","(CAH11) computing","(CAH11-01-07) business computing","Unknown","10","5"," "
"2021","(CAH11) computing","(CAH11-01-07) business computing","Unknown","5","0"," "
"2022","(CAH11) computing","(CAH11-01-07) business computing","Unknown","5","5"," "
"2023","(CAH11) computing","(CAH11-01-07) business computing","Unknown","5","5"," "
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","Unknown","20","15","0.792"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","Unknown","25","15","0.6960000000000001"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","Unknown","15","10","0.8170000000000001"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","Unknown","15","10"," "
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","Unknown","15","10","0.733"
"2019","(CAH11) computing","(CAH11-01-01) computer science","Unknown","110","70","0.637"
"2020","(CAH11) computing","(CAH11-01-01) computer science","Unknown","85","45","0.528"
"2021","(CAH11) computing","(CAH11-01-01) computer science","Unknown","80","50","0.608"
"2022","(CAH11) computing","(CAH11-01-01) computer science","Unknown","20","15","0.773"
"2023","(CAH11) computing","(CAH11-01-01) computer science","Unknown","50","30","0.6"
"2019","(CAH11) computing","(CAH11-01-02) information technology","Unknown","5","5"," "
"2021","(CAH11) computing","(CAH11-01-02) information technology","Unknown","5","5"," "
"2019","(CAH11) computing","(CAH11-01-03) information systems","Unknown","5","5"," "
"2021","(CAH11) computing","(CAH11-01-03) information systems","Unknown","5","5"," "
"2019","(CAH11) computing","(CAH11-01-04) software engineering","Unknown","35","25","0.781"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","Unknown","10","5"," "
"2021","(CAH11) computing","(CAH11-01-04) software engineering","Unknown","20","10"," "
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Unknown","5","5"," "
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Unknown","10","10"," "
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Unknown","15","15","1.093"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Unknown","5","5"," "
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Unknown","15","10","0.755"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Unknown","15","15","0.867"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Unknown","5","5"," "
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Unknown","5","5"," "
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Unknown","10","10"," "
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Unknown","10","10"," "
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Unknown","15","10","0.789"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Unknown","5","5"," "
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Unknown","5","5"," "
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Unknown","5","5"," "
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Unknown","5","0"," "
