"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","North East","195","175","0.893"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","North East","225","205","0.911"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","North East","210","190","0.909"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","North East","240","220","0.911"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","North East","190","175","0.909"
"2019","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","North East","15","10","0.744"
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","North East","10","10"," "
"2021","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","North East","15","10","0.678"
"2022","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","North East","10","10"," "
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","North East","15","10"," "
"2022","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","North East","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","North East","145","105","0.724"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","North East","120","80","0.685"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","North East","155","115","0.743"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","North East","125","85","0.665"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","North East","75","55","0.736"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","North East","10","10"," "
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","North East","20","15","0.717"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","North East","10","10"," "
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","North East","15","15","0.833"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","North East","15","10","0.7000000000000001"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","North East","875","760","0.866"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","North East","795","690","0.867"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","North East","935","815","0.87"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","North East","1040","890","0.857"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","North East","1010","855","0.846"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","North East","20","20","0.895"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","North East","20","20","0.904"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","North East","15","10","0.776"
"2022","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","North East","15","15","0.851"
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","North East","15","15","1.0230000000000001"
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","North East","5","0"," "
"2022","(CAH24) media, journalism and communications","(CAH24-01-01) information services","North East","5","0"," "
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","North East","5","0"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","North East","485","400","0.8220000000000001"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","North East","455","390","0.859"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","North East","520","470","0.901"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","North East","600","540","0.901"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","North East","475","415","0.875"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","North East","5","5"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","North East","5","5"," "
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","North East","5","5"," "
"2022","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","North East","5","5"," "
"2023","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","North East","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","North East","40","35","0.881"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","North East","35","35","0.986"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","North East","40","35","0.887"
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","North East","45","30","0.719"
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","North East","45","30","0.712"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","North East","10","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","North East","10","5"," "
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","North East","15","10","0.667"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","North East","15","10","0.789"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","North East","20","15","0.652"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","North East","30","25","0.887"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","North East","40","35","0.929"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","North East","45","35","0.8300000000000001"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","North East","35","30","0.848"
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","North East","25","20","0.837"
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","North East","125","110","0.886"
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","North East","125","105","0.852"
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","North East","110","100","0.916"
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","North East","150","125","0.8280000000000001"
"2023","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","North East","120","100","0.842"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","North East","575","490","0.855"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","North East","600","500","0.834"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","North East","890","765","0.86"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","North East","1010","875","0.866"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","North East","870","720","0.8280000000000001"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","North East","1065","940","0.884"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","North East","1230","1100","0.894"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","North East","960","835","0.868"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","North East","1035","870","0.843"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","North East","895","710","0.794"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","North East","1645","1470","0.895"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","North East","1575","1400","0.889"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","North East","1700","1500","0.882"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","North East","1895","1625","0.858"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","North East","1665","1265","0.76"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","North East","430","390","0.91"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","North East","425","370","0.871"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","North East","400","360","0.905"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","North East","470","405","0.857"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","North East","290","260","0.902"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","North East","80","75","0.9400000000000001"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","North East","90","85","0.933"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","North East","100","90","0.906"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","North East","75","65","0.899"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","North East","75","65","0.854"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","North East","635","520","0.8160000000000001"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","North East","565","415","0.736"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","North East","650","500","0.768"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","North East","630","420","0.669"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","North East","600","425","0.707"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","North East","775","655","0.844"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","North East","1020","860","0.843"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","North East","995","810","0.8130000000000001"
