"Year","Predicted SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","15","0.35100000000000003","0"
"2014","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","40","20","0.452","0"
"2015","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","40","10","0.316","0"
"2016","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","10","0.44","0"
"2017","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","10","0.48","0"
"2018","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.517","0"
"2019","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","20","0.667","0"
"2021","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2022","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","14 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10","0.625","0"
"2010","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","10","0.41400000000000003","0"
"2011","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.5","0"
"2012","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","45","20","0.447","0"
"2013","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","25","0.676","0"
"2014","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","45","20","0.404","0"
"2015","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","45","25","0.578","0"
"2016","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","15","0.654","0"
"2017","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.484","0"
"2018","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","20","0.583","0"
"2019","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","20","0.5630000000000001","0"
"2020","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","10","0.526","0"
"2021","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","15","0.739","0"
"2022","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","15 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","10","0.632","0"
"2010","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.682","0"
"2011","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","15","0.519","0"
"2012","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","20","0.667","0"
"2013","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2014","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","20","0.543","0"
"2015","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","10","0.28600000000000003","0"
"2016","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.46900000000000003","0"
"2017","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","20","0.528","0"
"2018","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.586","0"
"2019","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.607","0"
"2020","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","25","0.719","0"
"2021","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","10","0.556","0"
"2022","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.727","0"
"2023","16 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.714","0"
"2010","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","10"," ","0"
"2011","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","20","0.667","0"
"2013","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","20","0.8260000000000001","0"
"2014","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","15","0.593","0"
"2015","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.548","0"
"2016","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","15","0.548","0"
"2017","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2018","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","20","0.679","0"
"2019","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","15","0.519","0"
"2020","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","35","20","0.606","0"
"2021","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","20","0.75","0"
"2022","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.591","0"
"2023","17 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","15","0.6960000000000001","0"
"2010","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2015","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","25","0.8","0"
"2016","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2017","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10","0.647","0"
"2018","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","20","0.75","0"
"2019","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","20","0.731","0"
"2020","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","25","0.852","0"
"2021","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","25","0.793","0"
"2022","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","18 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","15","0.652","0"
"2010","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2013","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","15","0.9380000000000001","0"
"2015","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10","0.706","0"
"2016","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.727","0"
"2017","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","25","25","0.852","0"
"2018","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2019","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","20","0.857","0"
"2020","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","10","0.556","0"
"2021","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","30","20","0.786","0"
"2022","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.684","0"
"2023","19 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.762","0"
"2010","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","10","10"," ","0"
"2014","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10","0.733","0"
"2016","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.714","0"
"2017","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2018","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.889","0"
"2019","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.727","0"
"2020","20 point(s)","18","All","Female","Main scheme applicant","Main scheme application","20","15","0.684","0"
