"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2014","Deferred","35 and over","Wales","Female","45","20","0.422"
"2015","Deferred","35 and over","Wales","Female","70","20","0.3"
"2016","Deferred","35 and over","Wales","Female","45","10","0.267"
"2017","Deferred","35 and over","Wales","Female","40","20","0.55"
"2018","Deferred","35 and over","Wales","Female","35","25","0.686"
"2019","Deferred","35 and over","Wales","Female","25","20","0.72"
"2020","Deferred","35 and over","Wales","Female","30","20","0.733"
"2021","Deferred","35 and over","Wales","Female","25","15","0.68"
"2022","Deferred","35 and over","Wales","Female","35","20","0.629"
"2023","Deferred","35 and over","Wales","Female","40","25","0.675"
"2006","Not deferred","17 and under","Not EU","Female","5410","3140","0.58"
"2007","Not deferred","17 and under","Not EU","Female","6010","3545","0.59"
"2008","Not deferred","17 and under","Not EU","Female","5880","3420","0.582"
"2009","Not deferred","17 and under","Not EU","Female","6450","3875","0.601"
"2010","Not deferred","17 and under","Not EU","Female","7490","4360","0.582"
"2011","Not deferred","17 and under","Not EU","Female","8305","4825","0.581"
"2012","Not deferred","17 and under","Not EU","Female","9950","6075","0.611"
"2013","Not deferred","17 and under","Not EU","Female","11785","7275","0.617"
"2014","Not deferred","17 and under","Not EU","Female","13735","8340","0.607"
"2015","Not deferred","17 and under","Not EU","Female","13225","8470","0.641"
"2016","Not deferred","17 and under","Not EU","Female","14675","9510","0.648"
"2017","Not deferred","17 and under","Not EU","Female","15780","10295","0.653"
"2018","Not deferred","17 and under","Not EU","Female","19145","12630","0.66"
"2019","Not deferred","17 and under","Not EU","Female","18270","11885","0.651"
"2020","Not deferred","17 and under","Not EU","Female","21680","14420","0.665"
"2021","Not deferred","17 and under","Not EU","Female","25410","15245","0.6"
"2022","Not deferred","17 and under","Not EU","Female","30815","16845","0.547"
"2023","Not deferred","17 and under","Not EU","Female","28805","15705","0.545"
"2006","Deferred","17 and under","Not EU","Female","280","235","0.836"
"2007","Deferred","17 and under","Not EU","Female","235","175","0.74"
"2008","Deferred","17 and under","Not EU","Female","265","180","0.679"
"2009","Deferred","17 and under","Not EU","Female","220","155","0.709"
"2010","Deferred","17 and under","Not EU","Female","255","170","0.671"
"2011","Deferred","17 and under","Not EU","Female","210","115","0.557"
"2012","Deferred","17 and under","Not EU","Female","270","155","0.5670000000000001"
"2013","Deferred","17 and under","Not EU","Female","330","195","0.585"
"2014","Deferred","17 and under","Not EU","Female","260","155","0.6"
"2015","Deferred","17 and under","Not EU","Female","375","225","0.603"
"2016","Deferred","17 and under","Not EU","Female","370","230","0.619"
"2017","Deferred","17 and under","Not EU","Female","570","380","0.663"
"2018","Deferred","17 and under","Not EU","Female","430","305","0.712"
"2019","Deferred","17 and under","Not EU","Female","375","275","0.739"
"2020","Deferred","17 and under","Not EU","Female","540","455","0.844"
"2021","Deferred","17 and under","Not EU","Female","555","440","0.796"
"2022","Deferred","17 and under","Not EU","Female","485","310","0.639"
"2023","Deferred","17 and under","Not EU","Female","400","265","0.665"
"2006","Not deferred","18","Not EU","Female","25950","17345","0.668"
"2007","Not deferred","18","Not EU","Female","29320","19585","0.668"
"2008","Not deferred","18","Not EU","Female","26880","17870","0.665"
"2009","Not deferred","18","Not EU","Female","30085","19615","0.652"
"2010","Not deferred","18","Not EU","Female","33750","21820","0.646"
"2011","Not deferred","18","Not EU","Female","38465","24880","0.647"
"2012","Not deferred","18","Not EU","Female","43610","28220","0.647"
"2013","Not deferred","18","Not EU","Female","50315","33245","0.661"
"2014","Not deferred","18","Not EU","Female","55355","36655","0.662"
"2015","Not deferred","18","Not EU","Female","59570","40640","0.682"
"2016","Not deferred","18","Not EU","Female","60715","42040","0.6920000000000001"
"2017","Not deferred","18","Not EU","Female","64325","45235","0.7030000000000001"
"2018","Not deferred","18","Not EU","Female","74000","51590","0.6970000000000001"
"2019","Not deferred","18","Not EU","Female","82400","57720","0.7000000000000001"
"2020","Not deferred","18","Not EU","Female","91000","64200","0.706"
"2021","Not deferred","18","Not EU","Female","108280","69090","0.638"
"2022","Not deferred","18","Not EU","Female","118170","68835","0.583"
"2023","Not deferred","18","Not EU","Female","122605","71280","0.581"
"2006","Deferred","18","Not EU","Female","825","595","0.724"
"2007","Deferred","18","Not EU","Female","770","565","0.735"
"2008","Deferred","18","Not EU","Female","805","560","0.6930000000000001"
"2009","Deferred","18","Not EU","Female","790","550","0.6940000000000001"
"2010","Deferred","18","Not EU","Female","860","585","0.679"
"2011","Deferred","18","Not EU","Female","740","460","0.622"
"2012","Deferred","18","Not EU","Female","880","620","0.7030000000000001"
"2013","Deferred","18","Not EU","Female","1070","710","0.663"
"2014","Deferred","18","Not EU","Female","990","675","0.684"
"2015","Deferred","18","Not EU","Female","1120","755","0.674"
"2016","Deferred","18","Not EU","Female","1100","765","0.6960000000000001"
"2017","Deferred","18","Not EU","Female","1170","830","0.709"
"2018","Deferred","18","Not EU","Female","1075","805","0.748"
"2019","Deferred","18","Not EU","Female","1185","930","0.786"
"2020","Deferred","18","Not EU","Female","1670","1490","0.893"
"2021","Deferred","18","Not EU","Female","1565","1290","0.8250000000000001"
"2022","Deferred","18","Not EU","Female","1295","920","0.71"
"2023","Deferred","18","Not EU","Female","1220","880","0.72"
"2006","Not deferred","19","Not EU","Female","23185","15290","0.66"
"2007","Not deferred","19","Not EU","Female","25865","17125","0.662"
"2008","Not deferred","19","Not EU","Female","24675","15935","0.646"
"2009","Not deferred","19","Not EU","Female","26420","16965","0.642"
"2010","Not deferred","19","Not EU","Female","30240","19135","0.633"
"2011","Not deferred","19","Not EU","Female","33555","20895","0.623"
"2012","Not deferred","19","Not EU","Female","36575","23200","0.634"
"2013","Not deferred","19","Not EU","Female","37450","23720","0.633"
"2014","Not deferred","19","Not EU","Female","42095","27075","0.643"
"2015","Not deferred","19","Not EU","Female","42335","27490","0.649"
"2016","Not deferred","19","Not EU","Female","40375","26860","0.665"
"2017","Not deferred","19","Not EU","Female","40870","27655","0.677"
"2018","Not deferred","19","Not EU","Female","42030","27825","0.662"
"2019","Not deferred","19","Not EU","Female","46345","30905","0.667"
"2020","Not deferred","19","Not EU","Female","50255","33675","0.67"
"2021","Not deferred","19","Not EU","Female","52635","32365","0.615"
"2022","Not deferred","19","Not EU","Female","54880","30615","0.558"
"2023","Not deferred","19","Not EU","Female","57005","31650","0.555"
"2006","Deferred","19","Not EU","Female","225","170","0.76"
"2007","Deferred","19","Not EU","Female","230","180","0.778"
"2008","Deferred","19","Not EU","Female","275","200","0.731"
"2009","Deferred","19","Not EU","Female","335","260","0.77"
"2010","Deferred","19","Not EU","Female","430","275","0.644"
"2011","Deferred","19","Not EU","Female","375","235","0.621"
"2012","Deferred","19","Not EU","Female","420","270","0.64"
"2013","Deferred","19","Not EU","Female","530","310","0.585"
"2014","Deferred","19","Not EU","Female","555","350","0.634"
"2015","Deferred","19","Not EU","Female","500","290","0.584"
"2016","Deferred","19","Not EU","Female","510","320","0.625"
"2017","Deferred","19","Not EU","Female","490","325","0.667"
"2018","Deferred","19","Not EU","Female","420","330","0.783"
"2019","Deferred","19","Not EU","Female","400","265","0.663"
"2020","Deferred","19","Not EU","Female","735","635","0.864"
"2021","Deferred","19","Not EU","Female","595","505","0.85"
"2022","Deferred","19","Not EU","Female","400","290","0.728"
"2023","Deferred","19","Not EU","Female","395","290","0.729"
"2006","Not deferred","20","Not EU","Female","11670","7295","0.625"
"2007","Not deferred","20","Not EU","Female","12255","7585","0.619"
"2008","Not deferred","20","Not EU","Female","11605","7030","0.606"
"2009","Not deferred","20","Not EU","Female","13215","8235","0.623"
"2010","Not deferred","20","Not EU","Female","15805","9525","0.603"
"2011","Not deferred","20","Not EU","Female","16140","9695","0.601"
"2012","Not deferred","20","Not EU","Female","17845","10650","0.597"
"2013","Not deferred","20","Not EU","Female","18765","11570","0.616"
"2014","Not deferred","20","Not EU","Female","21615","13475","0.623"
"2015","Not deferred","20","Not EU","Female","21000","13265","0.632"
"2016","Not deferred","20","Not EU","Female","19440","12295","0.632"
"2017","Not deferred","20","Not EU","Female","17875","11395","0.637"
"2018","Not deferred","20","Not EU","Female","16840","10465","0.621"
"2019","Not deferred","20","Not EU","Female","17380","10990","0.632"
"2020","Not deferred","20","Not EU","Female","18845","11865","0.63"
"2021","Not deferred","20","Not EU","Female","20210","12170","0.602"
"2022","Not deferred","20","Not EU","Female","22635","12335","0.545"
"2023","Not deferred","20","Not EU","Female","22800","12235","0.537"
"2006","Deferred","20","Not EU","Female","85","70","0.812"
"2007","Deferred","20","Not EU","Female","105","80","0.752"
"2008","Deferred","20","Not EU","Female","135","90","0.681"
"2009","Deferred","20","Not EU","Female","150","95","0.62"
"2010","Deferred","20","Not EU","Female","180","100","0.556"
"2011","Deferred","20","Not EU","Female","215","115","0.526"
"2012","Deferred","20","Not EU","Female","240","145","0.604"
"2013","Deferred","20","Not EU","Female","225","140","0.622"
"2014","Deferred","20","Not EU","Female","305","180","0.584"
"2015","Deferred","20","Not EU","Female","275","145","0.524"
"2016","Deferred","20","Not EU","Female","240","125","0.513"
"2017","Deferred","20","Not EU","Female","225","140","0.631"
"2018","Deferred","20","Not EU","Female","125","90","0.712"
"2019","Deferred","20","Not EU","Female","195","145","0.749"
"2020","Deferred","20","Not EU","Female","315","270","0.854"
"2021","Deferred","20","Not EU","Female","260","215","0.8270000000000001"
"2022","Deferred","20","Not EU","Female","185","120","0.654"
"2023","Deferred","20","Not EU","Female","165","110","0.667"
"2006","Not deferred","21 - 24","Not EU","Female","13815","7165","0.519"
"2007","Not deferred","21 - 24","Not EU","Female","14150","7345","0.519"
"2008","Not deferred","21 - 24","Not EU","Female","12375","6370","0.515"
"2009","Not deferred","21 - 24","Not EU","Female","13645","6950","0.509"
"2010","Not deferred","21 - 24","Not EU","Female","15825","8020","0.507"
"2011","Not deferred","21 - 24","Not EU","Female","17215","8850","0.514"
"2012","Not deferred","21 - 24","Not EU","Female","17850","8915","0.499"
"2013","Not deferred","21 - 24","Not EU","Female","18250","9555","0.524"
"2014","Not deferred","21 - 24","Not EU","Female","18190","9420","0.518"
"2015","Not deferred","21 - 24","Not EU","Female","18560","9925","0.535"
"2016","Not deferred","21 - 24","Not EU","Female","17255","8995","0.521"
"2017","Not deferred","21 - 24","Not EU","Female","16365","8875","0.542"
"2018","Not deferred","21 - 24","Not EU","Female","16275","8740","0.537"
"2019","Not deferred","21 - 24","Not EU","Female","15955","8800","0.552"
"2020","Not deferred","21 - 24","Not EU","Female","16185","8940","0.552"
"2021","Not deferred","21 - 24","Not EU","Female","18195","9660","0.531"
"2022","Not deferred","21 - 24","Not EU","Female","21865","10525","0.481"
"2023","Not deferred","21 - 24","Not EU","Female","23245","10735","0.462"
"2006","Deferred","21 - 24","Not EU","Female","165","135","0.806"
"2007","Deferred","21 - 24","Not EU","Female","215","140","0.656"
"2008","Deferred","21 - 24","Not EU","Female","245","180","0.735"
"2009","Deferred","21 - 24","Not EU","Female","225","155","0.68"
"2010","Deferred","21 - 24","Not EU","Female","365","195","0.532"
"2011","Deferred","21 - 24","Not EU","Female","310","155","0.506"
"2012","Deferred","21 - 24","Not EU","Female","370","210","0.5680000000000001"
"2013","Deferred","21 - 24","Not EU","Female","435","245","0.5680000000000001"
"2014","Deferred","21 - 24","Not EU","Female","450","250","0.558"
"2015","Deferred","21 - 24","Not EU","Female","435","250","0.579"
"2016","Deferred","21 - 24","Not EU","Female","380","230","0.605"
"2017","Deferred","21 - 24","Not EU","Female","450","260","0.5730000000000001"
"2018","Deferred","21 - 24","Not EU","Female","345","225","0.655"
"2019","Deferred","21 - 24","Not EU","Female","350","225","0.637"
"2020","Deferred","21 - 24","Not EU","Female","420","325","0.774"
"2021","Deferred","21 - 24","Not EU","Female","340","255","0.753"
"2022","Deferred","21 - 24","Not EU","Female","325","230","0.7020000000000001"
"2023","Deferred","21 - 24","Not EU","Female","310","190","0.616"
"2006","Not deferred","25 - 29","Not EU","Female","4605","1805","0.392"
"2007","Not deferred","25 - 29","Not EU","Female","4075","1695","0.41600000000000004"
"2008","Not deferred","25 - 29","Not EU","Female","3845","1520","0.395"
"2009","Not deferred","25 - 29","Not EU","Female","3395","1205","0.354"
"2010","Not deferred","25 - 29","Not EU","Female","3760","1405","0.374"
"2011","Not deferred","25 - 29","Not EU","Female","3730","1275","0.342"
"2012","Not deferred","25 - 29","Not EU","Female","3405","1295","0.38"
"2013","Not deferred","25 - 29","Not EU","Female","3485","1295","0.372"
"2014","Not deferred","25 - 29","Not EU","Female","3570","1410","0.396"
"2015","Not deferred","25 - 29","Not EU","Female","3960","1495","0.377"
"2016","Not deferred","25 - 29","Not EU","Female","3405","1305","0.384"
"2017","Not deferred","25 - 29","Not EU","Female","3875","1590","0.41000000000000003"
"2018","Not deferred","25 - 29","Not EU","Female","3745","1505","0.402"
"2019","Not deferred","25 - 29","Not EU","Female","4100","1800","0.439"
"2020","Not deferred","25 - 29","Not EU","Female","4215","1830","0.434"
"2021","Not deferred","25 - 29","Not EU","Female","5530","2155","0.39"
