"Year","FSM status","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2009","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","910","253130","0.004"
"2010","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","40","36250","0.001"
"2010","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","820","251960","0.003"
"2011","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","30","36700","0.001"
"2011","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","700","251540","0.003"
"2012","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","90","38950","0.002"
"2012","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","1460","249670","0.006"
"2013","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","110","39780","0.003"
"2013","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","1490","242950","0.006"
"2014","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","120","40410","0.003"
"2014","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","1710","239270","0.007"
"2015","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","160","42610","0.004"
"2015","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","1950","243100","0.008"
"2016","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","160","40300","0.004"
"2016","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","2140","238550","0.009000000000000001"
"2017","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","130","38130","0.003"
"2017","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","2170","237470","0.009000000000000001"
"2018","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","150","36150","0.004"
"2018","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","2450","233570","0.011"
"2019","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","200","35200","0.006"
"2019","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","2820","227560","0.012"
"2020","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","360","33440","0.011"
"2020","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","5130","227450","0.023"
"2021","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","140","38080","0.004"
"2021","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","1830","232450","0.008"
"2022","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","180","44380","0.004"
"2022","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","2080","234790","0.009000000000000001"
"2023","Receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","210","54660","0.004"
"2023","Not receiving FSM","Higher tariff","18","England","Female","Main scheme applicant","Not main scheme application","2490","243110","0.01"
"2006","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","230","41040","0.006"
"2006","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2190","250770","0.009000000000000001"
"2007","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","240","39940","0.006"
"2007","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2190","247450","0.009000000000000001"
"2008","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","240","38610","0.006"
"2008","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2570","252690","0.01"
"2009","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","170","37480","0.004"
"2009","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2610","253130","0.01"
"2010","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","170","36250","0.005"
"2010","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2120","251960","0.008"
"2011","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","180","36700","0.005"
"2011","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2850","251540","0.011"
"2012","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","290","38950","0.007"
"2012","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2840","249670","0.011"
"2013","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","290","39780","0.007"
"2013","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","2770","242950","0.011"
"2014","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","340","40410","0.008"
"2014","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","3180","239270","0.013000000000000001"
"2015","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","440","42610","0.01"
"2015","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","3510","243100","0.014"
"2016","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","490","40300","0.012"
"2016","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","4160","238550","0.017"
"2017","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","500","38130","0.013000000000000001"
"2017","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","4620","237470","0.019"
"2018","Receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","460","36150","0.013000000000000001"
"2018","Not receiving FSM","Medium tariff","18","England","Female","Main scheme applicant","Not main scheme application","4810","233570","0.021"
