"Year","Domicile UK International","Domicile","Age group","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2021","UK","Scotland","18","Female","Not main scheme applicant","All","160","26770","0.006"
"2022","UK","Scotland","18","Female","Not main scheme applicant","All","140","27390","0.005"
"2023","UK","Scotland","18","Female","Not main scheme applicant","All","210","27970","0.007"
"2006","UK","Wales","18","Female","Not main scheme applicant","All","120","19370","0.006"
"2007","UK","Wales","18","Female","Not main scheme applicant","All","110","18990","0.006"
"2008","UK","Wales","18","Female","Not main scheme applicant","All","110","19090","0.006"
"2009","UK","Wales","18","Female","Not main scheme applicant","All","90","19530","0.005"
"2010","UK","Wales","18","Female","Not main scheme applicant","All","40","19880","0.002"
"2011","UK","Wales","18","Female","Not main scheme applicant","All","40","19000","0.002"
"2012","UK","Wales","18","Female","Not main scheme applicant","All","100","18800","0.005"
"2013","UK","Wales","18","Female","Not main scheme applicant","All","90","18430","0.005"
"2014","UK","Wales","18","Female","Not main scheme applicant","All","70","18230","0.004"
"2015","UK","Wales","18","Female","Not main scheme applicant","All","90","18320","0.005"
"2016","UK","Wales","18","Female","Not main scheme applicant","All","90","17770","0.005"
"2017","UK","Wales","18","Female","Not main scheme applicant","All","110","17340","0.006"
"2018","UK","Wales","18","Female","Not main scheme applicant","All","80","16730","0.005"
"2019","UK","Wales","18","Female","Not main scheme applicant","All","110","16100","0.007"
"2020","UK","Wales","18","Female","Not main scheme applicant","All","100","15720","0.007"
"2021","UK","Wales","18","Female","Not main scheme applicant","All","70","15960","0.004"
"2022","UK","Wales","18","Female","Not main scheme applicant","All","60","16520","0.004"
"2023","UK","Wales","18","Female","Not main scheme applicant","All","70","17200","0.004"
"2006","UK","Northern Ireland","18","Male","Not main scheme applicant","All","20","13680","0.001"
"2007","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","13500","0.001"
"2008","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","13280","0.001"
"2009","UK","Northern Ireland","18","Male","Not main scheme applicant","All","0","13310","0"
"2010","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","13070","0.001"
"2011","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","12660","0"
"2012","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","12750","0"
"2013","UK","Northern Ireland","18","Male","Not main scheme applicant","All","0","12440","0"
"2014","UK","Northern Ireland","18","Male","Not main scheme applicant","All","0","12340","0"
"2015","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","12680","0.001"
"2016","UK","Northern Ireland","18","Male","Not main scheme applicant","All","0","12530","0"
"2017","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","12380","0.001"
"2018","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","12060","0"
"2019","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","11470","0.001"
"2020","UK","Northern Ireland","18","Male","Not main scheme applicant","All","30","11390","0.003"
"2021","UK","Northern Ireland","18","Male","Not main scheme applicant","All","10","11400","0.001"
"2022","UK","Northern Ireland","18","Male","Not main scheme applicant","All","20","11800","0.001"
"2023","UK","Northern Ireland","18","Male","Not main scheme applicant","All","20","11950","0.001"
"2006","UK","England","18","Male","Not main scheme applicant","All","1500","332100","0.005"
"2007","UK","England","18","Male","Not main scheme applicant","All","1420","327910","0.004"
"2008","UK","England","18","Male","Not main scheme applicant","All","1520","336660","0.005"
"2009","UK","England","18","Male","Not main scheme applicant","All","1230","342500","0.004"
"2010","UK","England","18","Male","Not main scheme applicant","All","570","336200","0.002"
"2011","UK","England","18","Male","Not main scheme applicant","All","550","329110","0.002"
"2012","UK","England","18","Male","Not main scheme applicant","All","1120","332250","0.003"
"2013","UK","England","18","Male","Not main scheme applicant","All","1270","326760","0.004"
"2014","UK","England","18","Male","Not main scheme applicant","All","1120","324000","0.003"
"2015","UK","England","18","Male","Not main scheme applicant","All","1250","329560","0.004"
"2016","UK","England","18","Male","Not main scheme applicant","All","1320","322880","0.004"
"2017","UK","England","18","Male","Not main scheme applicant","All","1600","319730","0.005"
"2018","UK","England","18","Male","Not main scheme applicant","All","1810","312490","0.006"
"2019","UK","England","18","Male","Not main scheme applicant","All","2380","305830","0.008"
"2020","UK","England","18","Male","Not main scheme applicant","All","3160","302270","0.01"
"2021","UK","England","18","Male","Not main scheme applicant","All","2290","312290","0.007"
"2022","UK","England","18","Male","Not main scheme applicant","All","1950","320710","0.006"
"2023","UK","England","18","Male","Not main scheme applicant","All","2120","329990","0.006"
"2006","UK","Scotland","18","Male","Not main scheme applicant","All","60","32600","0.002"
"2007","UK","Scotland","18","Male","Not main scheme applicant","All","110","32280","0.003"
"2008","UK","Scotland","18","Male","Not main scheme applicant","All","280","33160","0.008"
"2009","UK","Scotland","18","Male","Not main scheme applicant","All","280","32780","0.009000000000000001"
"2010","UK","Scotland","18","Male","Not main scheme applicant","All","270","32400","0.008"
"2011","UK","Scotland","18","Male","Not main scheme applicant","All","100","32150","0.003"
"2012","UK","Scotland","18","Male","Not main scheme applicant","All","190","31830","0.006"
"2013","UK","Scotland","18","Male","Not main scheme applicant","All","180","31840","0.006"
"2014","UK","Scotland","18","Male","Not main scheme applicant","All","20","31510","0.001"
"2015","UK","Scotland","18","Male","Not main scheme applicant","All","230","30830","0.007"
"2016","UK","Scotland","18","Male","Not main scheme applicant","All","200","30190","0.007"
"2017","UK","Scotland","18","Male","Not main scheme applicant","All","180","29520","0.006"
"2018","UK","Scotland","18","Male","Not main scheme applicant","All","160","28240","0.006"
"2019","UK","Scotland","18","Male","Not main scheme applicant","All","150","27450","0.005"
"2020","UK","Scotland","18","Male","Not main scheme applicant","All","200","27130","0.007"
"2021","UK","Scotland","18","Male","Not main scheme applicant","All","150","28390","0.005"
"2022","UK","Scotland","18","Male","Not main scheme applicant","All","170","29050","0.006"
"2023","UK","Scotland","18","Male","Not main scheme applicant","All","230","29070","0.008"
"2006","UK","Wales","18","Male","Not main scheme applicant","All","150","20240","0.008"
"2007","UK","Wales","18","Male","Not main scheme applicant","All","110","20300","0.005"
"2008","UK","Wales","18","Male","Not main scheme applicant","All","160","20420","0.008"
"2009","UK","Wales","18","Male","Not main scheme applicant","All","120","20790","0.006"
"2010","UK","Wales","18","Male","Not main scheme applicant","All","50","19980","0.003"
"2011","UK","Wales","18","Male","Not main scheme applicant","All","50","19600","0.002"
"2012","UK","Wales","18","Male","Not main scheme applicant","All","80","19750","0.004"
"2013","UK","Wales","18","Male","Not main scheme applicant","All","100","19370","0.005"
"2014","UK","Wales","18","Male","Not main scheme applicant","All","90","19260","0.004"
"2015","UK","Wales","18","Male","Not main scheme applicant","All","110","19360","0.005"
"2016","UK","Wales","18","Male","Not main scheme applicant","All","100","18540","0.006"
"2017","UK","Wales","18","Male","Not main scheme applicant","All","80","18180","0.004"
"2018","UK","Wales","18","Male","Not main scheme applicant","All","80","17670","0.004"
"2019","UK","Wales","18","Male","Not main scheme applicant","All","130","17500","0.007"
"2020","UK","Wales","18","Male","Not main scheme applicant","All","130","16790","0.008"
"2021","UK","Wales","18","Male","Not main scheme applicant","All","90","17110","0.005"
"2022","UK","Wales","18","Male","Not main scheme applicant","All","80","17290","0.005"
"2023","UK","Wales","18","Male","Not main scheme applicant","All","110","17840","0.006"
"2006","UK","Northern Ireland","18","Female","Main scheme applicant","All","4880","13160","0.37"
"2007","UK","Northern Ireland","18","Female","Main scheme applicant","All","5030","12760","0.394"
"2008","UK","Northern Ireland","18","Female","Main scheme applicant","All","5140","12750","0.403"
"2009","UK","Northern Ireland","18","Female","Main scheme applicant","All","5230","12680","0.41300000000000003"
"2010","UK","Northern Ireland","18","Female","Main scheme applicant","All","4910","12440","0.394"
"2011","UK","Northern Ireland","18","Female","Main scheme applicant","All","4770","12340","0.387"
"2012","UK","Northern Ireland","18","Female","Main scheme applicant","All","4740","12380","0.382"
"2013","UK","Northern Ireland","18","Female","Main scheme applicant","All","4850","12080","0.401"
"2014","UK","Northern Ireland","18","Female","Main scheme applicant","All","4720","11930","0.396"
"2015","UK","Northern Ireland","18","Female","Main scheme applicant","All","4740","12160","0.39"
"2016","UK","Northern Ireland","18","Female","Main scheme applicant","All","4860","11920","0.40700000000000003"
"2017","UK","Northern Ireland","18","Female","Main scheme applicant","All","4830","11820","0.40900000000000003"
"2018","UK","Northern Ireland","18","Female","Main scheme applicant","All","4600","11140","0.41300000000000003"
"2019","UK","Northern Ireland","18","Female","Main scheme applicant","All","4600","10920","0.421"
"2020","UK","Northern Ireland","18","Female","Main scheme applicant","All","5260","10880","0.484"
"2021","UK","Northern Ireland","18","Female","Main scheme applicant","All","5400","10940","0.494"
"2022","UK","Northern Ireland","18","Female","Main scheme applicant","All","5360","11080","0.484"
"2023","UK","Northern Ireland","18","Female","Main scheme applicant","All","5230","11240","0.465"
"2006","UK","England","18","Female","Main scheme applicant","All","87500","319840","0.274"
"2007","UK","England","18","Female","Main scheme applicant","All","88420","315670","0.28"
"2008","UK","England","18","Female","Main scheme applicant","All","95710","320340","0.299"
"2009","UK","England","18","Female","Main scheme applicant","All","98380","325520","0.302"
"2010","UK","England","18","Female","Main scheme applicant","All","97980","324070","0.302"
"2011","UK","England","18","Female","Main scheme applicant","All","101140","314540","0.322"
"2012","UK","England","18","Female","Main scheme applicant","All","98510","315630","0.312"
"2013","UK","England","18","Female","Main scheme applicant","All","101840","310320","0.328"
"2014","UK","England","18","Female","Main scheme applicant","All","104910","306120","0.343"
"2015","UK","England","18","Female","Main scheme applicant","All","111800","313890","0.356"
"2016","UK","England","18","Female","Main scheme applicant","All","113480","307070","0.37"
"2017","UK","England","18","Female","Main scheme applicant","All","114930","304090","0.378"
"2018","UK","England","18","Female","Main scheme applicant","All","113510","296680","0.383"
"2019","UK","England","18","Female","Main scheme applicant","All","115340","292160","0.395"
"2020","UK","England","18","Female","Main scheme applicant","All","123020","286880","0.429"
"2021","UK","England","18","Female","Main scheme applicant","All","131380","296020","0.444"
"2022","UK","England","18","Female","Main scheme applicant","All","132670","305000","0.435"
"2023","UK","England","18","Female","Main scheme applicant","All","129600","313350","0.41400000000000003"
"2006","UK","Scotland","18","Female","Main scheme applicant","All","7590","31170","0.243"
"2007","UK","Scotland","18","Female","Main scheme applicant","All","7480","30920","0.242"
"2008","UK","Scotland","18","Female","Main scheme applicant","All","7690","31970","0.24"
"2009","UK","Scotland","18","Female","Main scheme applicant","All","7940","32080","0.248"
"2010","UK","Scotland","18","Female","Main scheme applicant","All","8420","31480","0.268"
"2011","UK","Scotland","18","Female","Main scheme applicant","All","7930","30710","0.258"
"2012","UK","Scotland","18","Female","Main scheme applicant","All","8110","30110","0.269"
"2013","UK","Scotland","18","Female","Main scheme applicant","All","8100","29740","0.272"
"2014","UK","Scotland","18","Female","Main scheme applicant","All","8260","29770","0.277"
"2015","UK","Scotland","18","Female","Main scheme applicant","All","8380","29350","0.28600000000000003"
"2016","UK","Scotland","18","Female","Main scheme applicant","All","8520","28640","0.297"
"2017","UK","Scotland","18","Female","Main scheme applicant","All","8590","27820","0.309"
"2018","UK","Scotland","18","Female","Main scheme applicant","All","8600","27330","0.315"
"2019","UK","Scotland","18","Female","Main scheme applicant","All","8480","26390","0.321"
"2020","UK","Scotland","18","Female","Main scheme applicant","All","8800","26010","0.338"
"2021","UK","Scotland","18","Female","Main scheme applicant","All","10070","26770","0.376"
"2022","UK","Scotland","18","Female","Main scheme applicant","All","9840","27390","0.359"
"2023","UK","Scotland","18","Female","Main scheme applicant","All","9600","27970","0.343"
"2006","UK","Wales","18","Female","Main scheme applicant","All","5480","19370","0.28300000000000003"
"2007","UK","Wales","18","Female","Main scheme applicant","All","5220","18990","0.275"
"2008","UK","Wales","18","Female","Main scheme applicant","All","5590","19090","0.293"
"2009","UK","Wales","18","Female","Main scheme applicant","All","5880","19530","0.301"
"2010","UK","Wales","18","Female","Main scheme applicant","All","5600","19880","0.281"
"2011","UK","Wales","18","Female","Main scheme applicant","All","5360","19000","0.28200000000000003"
"2012","UK","Wales","18","Female","Main scheme applicant","All","5580","18800","0.297"
"2013","UK","Wales","18","Female","Main scheme applicant","All","5480","18430","0.298"
"2014","UK","Wales","18","Female","Main scheme applicant","All","5670","18230","0.311"
"2015","UK","Wales","18","Female","Main scheme applicant","All","6070","18320","0.331"
"2016","UK","Wales","18","Female","Main scheme applicant","All","6150","17770","0.34600000000000003"
"2017","UK","Wales","18","Female","Main scheme applicant","All","5960","17340","0.34400000000000003"
"2018","UK","Wales","18","Female","Main scheme applicant","All","5800","16730","0.34700000000000003"
"2019","UK","Wales","18","Female","Main scheme applicant","All","5740","16100","0.356"
"2020","UK","Wales","18","Female","Main scheme applicant","All","5850","15720","0.372"
"2021","UK","Wales","18","Female","Main scheme applicant","All","6550","15960","0.41100000000000003"
"2022","UK","Wales","18","Female","Main scheme applicant","All","6330","16520","0.383"
"2023","UK","Wales","18","Female","Main scheme applicant","All","6110","17200","0.355"
"2006","UK","Northern Ireland","18","Male","Main scheme applicant","All","3770","13680","0.275"
"2007","UK","Northern Ireland","18","Male","Main scheme applicant","All","3810","13500","0.28200000000000003"
"2008","UK","Northern Ireland","18","Male","Main scheme applicant","All","3790","13280","0.28600000000000003"
"2009","UK","Northern Ireland","18","Male","Main scheme applicant","All","4040","13310","0.303"
"2010","UK","Northern Ireland","18","Male","Main scheme applicant","All","3820","13070","0.292"
"2011","UK","Northern Ireland","18","Male","Main scheme applicant","All","3810","12660","0.301"
"2012","UK","Northern Ireland","18","Male","Main scheme applicant","All","3670","12750","0.28800000000000003"
"2013","UK","Northern Ireland","18","Male","Main scheme applicant","All","3900","12440","0.313"
"2014","UK","Northern Ireland","18","Male","Main scheme applicant","All","3720","12340","0.301"
"2015","UK","Northern Ireland","18","Male","Main scheme applicant","All","3560","12680","0.281"
"2016","UK","Northern Ireland","18","Male","Main scheme applicant","All","3660","12530","0.292"
"2017","UK","Northern Ireland","18","Male","Main scheme applicant","All","3490","12380","0.28200000000000003"
"2018","UK","Northern Ireland","18","Male","Main scheme applicant","All","3550","12060","0.294"
"2019","UK","Northern Ireland","18","Male","Main scheme applicant","All","3380","11470","0.294"
"2020","UK","Northern Ireland","18","Male","Main scheme applicant","All","3830","11390","0.337"
"2021","UK","Northern Ireland","18","Male","Main scheme applicant","All","4140","11400","0.364"
"2022","UK","Northern Ireland","18","Male","Main scheme applicant","All","3910","11800","0.331"
"2023","UK","Northern Ireland","18","Male","Main scheme applicant","All","3610","11950","0.302"
"2006","UK","England","18","Male","Main scheme applicant","All","71320","332100","0.215"
"2007","UK","England","18","Male","Main scheme applicant","All","71490","327910","0.218"
"2008","UK","England","18","Male","Main scheme applicant","All","75340","336660","0.224"
"2009","UK","England","18","Male","Main scheme applicant","All","78710","342500","0.23"
"2010","UK","England","18","Male","Main scheme applicant","All","80090","336200","0.23800000000000002"
"2011","UK","England","18","Male","Main scheme applicant","All","83050","329110","0.252"
"2012","UK","England","18","Male","Main scheme applicant","All","78830","332250","0.23700000000000002"
"2013","UK","England","18","Male","Main scheme applicant","All","81980","326760","0.251"
"2014","UK","England","18","Male","Main scheme applicant","All","84590","324000","0.261"
"2015","UK","England","18","Male","Main scheme applicant","All","87420","329560","0.265"
"2016","UK","England","18","Male","Main scheme applicant","All","88850","322880","0.275"
"2017","UK","England","18","Male","Main scheme applicant","All","89850","319730","0.281"
"2018","UK","England","18","Male","Main scheme applicant","All","88030","312490","0.28200000000000003"
"2019","UK","England","18","Male","Main scheme applicant","All","89420","305830","0.292"
"2020","UK","England","18","Male","Main scheme applicant","All","94520","302270","0.313"
"2021","UK","England","18","Male","Main scheme applicant","All","101970","312290","0.327"
"2022","UK","England","18","Male","Main scheme applicant","All","103690","320710","0.323"
"2023","UK","England","18","Male","Main scheme applicant","All","102020","329990","0.309"
"2006","UK","Scotland","18","Male","Main scheme applicant","All","6410","32600","0.197"
"2007","UK","Scotland","18","Male","Main scheme applicant","All","6040","32280","0.187"
"2008","UK","Scotland","18","Male","Main scheme applicant","All","6300","33160","0.19"
"2009","UK","Scotland","18","Male","Main scheme applicant","All","6620","32780","0.202"
"2010","UK","Scotland","18","Male","Main scheme applicant","All","6450","32400","0.199"
"2011","UK","Scotland","18","Male","Main scheme applicant","All","6120","32150","0.19"
"2012","UK","Scotland","18","Male","Main scheme applicant","All","6000","31830","0.189"
"2013","UK","Scotland","18","Male","Main scheme applicant","All","6030","31840","0.189"
"2014","UK","Scotland","18","Male","Main scheme applicant","All","5980","31510","0.19"
"2015","UK","Scotland","18","Male","Main scheme applicant","All","5940","30830","0.193"
"2016","UK","Scotland","18","Male","Main scheme applicant","All","5970","30190","0.198"
"2017","UK","Scotland","18","Male","Main scheme applicant","All","5920","29520","0.2"
"2018","UK","Scotland","18","Male","Main scheme applicant","All","5890","28240","0.20800000000000002"
"2019","UK","Scotland","18","Male","Main scheme applicant","All","5460","27450","0.199"
"2020","UK","Scotland","18","Male","Main scheme applicant","All","5820","27130","0.214"
"2021","UK","Scotland","18","Male","Main scheme applicant","All","6590","28390","0.232"
"2022","UK","Scotland","18","Male","Main scheme applicant","All","6820","29050","0.23500000000000001"
"2023","UK","Scotland","18","Male","Main scheme applicant","All","6720","29070","0.231"
"2006","UK","Wales","18","Male","Main scheme applicant","All","4160","20240","0.20600000000000002"
"2007","UK","Wales","18","Male","Main scheme applicant","All","4060","20300","0.2"
"2008","UK","Wales","18","Male","Main scheme applicant","All","4070","20420","0.2"
"2009","UK","Wales","18","Male","Main scheme applicant","All","4490","20790","0.216"
"2010","UK","Wales","18","Male","Main scheme applicant","All","4230","19980","0.212"
"2011","UK","Wales","18","Male","Main scheme applicant","All","4100","19600","0.209"
"2012","UK","Wales","18","Male","Main scheme applicant","All","4110","19750","0.20800000000000002"
"2013","UK","Wales","18","Male","Main scheme applicant","All","4130","19370","0.213"
"2014","UK","Wales","18","Male","Main scheme applicant","All","4320","19260","0.224"
"2015","UK","Wales","18","Male","Main scheme applicant","All","4370","19360","0.226"
"2016","UK","Wales","18","Male","Main scheme applicant","All","4370","18540","0.23500000000000001"
"2017","UK","Wales","18","Male","Main scheme applicant","All","4300","18180","0.23600000000000002"
"2018","UK","Wales","18","Male","Main scheme applicant","All","4210","17670","0.23800000000000002"
"2019","UK","Wales","18","Male","Main scheme applicant","All","4040","17500","0.231"
"2020","UK","Wales","18","Male","Main scheme applicant","All","4110","16790","0.245"
"2021","UK","Wales","18","Male","Main scheme applicant","All","4480","17110","0.262"
"2022","UK","Wales","18","Male","Main scheme applicant","All","4460","17290","0.258"
"2023","UK","Wales","18","Male","Main scheme applicant","All","4200","17840","0.23500000000000001"
"2006","UK","All","18","Female","Not main scheme applicant","All","1350","383540","0.004"
"2007","UK","All","18","Female","Not main scheme applicant","All","1460","378350","0.004"
"2008","UK","All","18","Female","Not main scheme applicant","All","1630","384160","0.004"
"2009","UK","All","18","Female","Not main scheme applicant","All","1330","389810","0.003"
"2010","UK","All","18","Female","Not main scheme applicant","All","720","387880","0.002"
"2011","UK","All","18","Female","Not main scheme applicant","All","690","376590","0.002"
"2012","UK","All","18","Female","Not main scheme applicant","All","1160","376930","0.003"
"2013","UK","All","18","Female","Not main scheme applicant","All","1450","370570","0.004"
"2014","UK","All","18","Female","Not main scheme applicant","All","1170","366050","0.003"
"2015","UK","All","18","Female","Not main scheme applicant","All","1480","373710","0.004"
"2016","UK","All","18","Female","Not main scheme applicant","All","1480","365400","0.004"
"2017","UK","All","18","Female","Not main scheme applicant","All","1850","361070","0.005"
"2018","UK","All","18","Female","Not main scheme applicant","All","2130","351870","0.006"
"2019","UK","All","18","Female","Not main scheme applicant","All","2400","345580","0.007"
"2020","UK","All","18","Female","Not main scheme applicant","All","3160","339490","0.009000000000000001"
"2021","UK","All","18","Female","Not main scheme applicant","All","2100","349690","0.006"
"2022","UK","All","18","Female","Not main scheme applicant","All","2020","359990","0.006"
"2023","UK","All","18","Female","Not main scheme applicant","All","2180","369760","0.006"
"2006","UK","All","18","Male","Not main scheme applicant","All","1730","398610","0.004"
"2007","UK","All","18","Male","Not main scheme applicant","All","1640","393990","0.004"
"2008","UK","All","18","Male","Not main scheme applicant","All","1960","403520","0.005"
"2009","UK","All","18","Male","Not main scheme applicant","All","1640","409390","0.004"
"2010","UK","All","18","Male","Not main scheme applicant","All","900","401650","0.002"
"2011","UK","All","18","Male","Not main scheme applicant","All","700","393520","0.002"
"2012","UK","All","18","Male","Not main scheme applicant","All","1400","396580","0.004"
"2013","UK","All","18","Male","Not main scheme applicant","All","1560","390410","0.004"
"2014","UK","All","18","Male","Not main scheme applicant","All","1230","387110","0.003"
"2015","UK","All","18","Male","Not main scheme applicant","All","1590","392430","0.004"
"2016","UK","All","18","Male","Not main scheme applicant","All","1620","384150","0.004"
"2017","UK","All","18","Male","Not main scheme applicant","All","1880","379820","0.005"
"2018","UK","All","18","Male","Not main scheme applicant","All","2060","370460","0.006"
"2019","UK","All","18","Male","Not main scheme applicant","All","2660","362260","0.007"
"2020","UK","All","18","Male","Not main scheme applicant","All","3530","357580","0.01"
"2021","UK","All","18","Male","Not main scheme applicant","All","2550","369190","0.007"
"2022","UK","All","18","Male","Not main scheme applicant","All","2220","378850","0.006"
"2023","UK","All","18","Male","Not main scheme applicant","All","2470","388850","0.006"
"2006","UK","All","18","Female","Main scheme applicant","All","105450","383540","0.275"
"2007","UK","All","18","Female","Main scheme applicant","All","106150","378350","0.281"
"2008","UK","All","18","Female","Main scheme applicant","All","114130","384160","0.297"
"2009","UK","All","18","Female","Main scheme applicant","All","117440","389810","0.301"
"2010","UK","All","18","Female","Main scheme applicant","All","116900","387880","0.301"
"2011","UK","All","18","Female","Main scheme applicant","All","119200","376590","0.317"
"2012","UK","All","18","Female","Main scheme applicant","All","116930","376930","0.31"
"2013","UK","All","18","Female","Main scheme applicant","All","120270","370570","0.325"
"2014","UK","All","18","Female","Main scheme applicant","All","123560","366050","0.338"
"2015","UK","All","18","Female","Main scheme applicant","All","130990","373710","0.35100000000000003"
"2016","UK","All","18","Female","Main scheme applicant","All","133000","365400","0.364"
"2017","UK","All","18","Female","Main scheme applicant","All","134300","361070","0.372"
"2018","UK","All","18","Female","Main scheme applicant","All","132510","351870","0.377"
"2019","UK","All","18","Female","Main scheme applicant","All","134150","345580","0.388"
"2020","UK","All","18","Female","Main scheme applicant","All","142940","339490","0.421"
"2021","UK","All","18","Female","Main scheme applicant","All","153400","349690","0.439"
"2022","UK","All","18","Female","Main scheme applicant","All","154210","359990","0.428"
"2023","UK","All","18","Female","Main scheme applicant","All","150540","369760","0.40700000000000003"
"2006","UK","All","18","Male","Main scheme applicant","All","85660","398610","0.215"
"2007","UK","All","18","Male","Main scheme applicant","All","85390","393990","0.217"
"2008","UK","All","18","Male","Main scheme applicant","All","89500","403520","0.222"
"2009","UK","All","18","Male","Main scheme applicant","All","93860","409390","0.229"
"2010","UK","All","18","Male","Main scheme applicant","All","94590","401650","0.23600000000000002"
"2011","UK","All","18","Male","Main scheme applicant","All","97070","393520","0.247"
"2012","UK","All","18","Male","Main scheme applicant","All","92610","396580","0.234"
"2013","UK","All","18","Male","Main scheme applicant","All","96040","390410","0.246"
"2014","UK","All","18","Male","Main scheme applicant","All","98600","387110","0.255"
"2015","UK","All","18","Male","Main scheme applicant","All","101290","392430","0.258"
"2016","UK","All","18","Male","Main scheme applicant","All","102840","384150","0.268"
"2017","UK","All","18","Male","Main scheme applicant","All","103560","379820","0.273"
"2018","UK","All","18","Male","Main scheme applicant","All","101670","370460","0.274"
"2019","UK","All","18","Male","Main scheme applicant","All","102300","362260","0.28200000000000003"
"2020","UK","All","18","Male","Main scheme applicant","All","108270","357580","0.303"
"2021","UK","All","18","Male","Main scheme applicant","All","117190","369190","0.317"
"2022","UK","All","18","Male","Main scheme applicant","All","118880","378850","0.314"
"2023","UK","All","18","Male","Main scheme applicant","All","116550","388850","0.3"
"2006","All","All","18","Female","Not main scheme applicant","All","1350","383540","0.004"
"2007","All","All","18","Female","Not main scheme applicant","All","1460","378350","0.004"
"2008","All","All","18","Female","Not main scheme applicant","All","1630","384160","0.004"
"2009","All","All","18","Female","Not main scheme applicant","All","1330","389810","0.003"
"2010","All","All","18","Female","Not main scheme applicant","All","720","387880","0.002"
"2011","All","All","18","Female","Not main scheme applicant","All","690","376590","0.002"
"2012","All","All","18","Female","Not main scheme applicant","All","1160","376930","0.003"
"2013","All","All","18","Female","Not main scheme applicant","All","1450","370570","0.004"
"2014","All","All","18","Female","Not main scheme applicant","All","1170","366050","0.003"
"2015","All","All","18","Female","Not main scheme applicant","All","1480","373710","0.004"
"2016","All","All","18","Female","Not main scheme applicant","All","1480","365400","0.004"
"2017","All","All","18","Female","Not main scheme applicant","All","1850","361070","0.005"
"2018","All","All","18","Female","Not main scheme applicant","All","2130","351870","0.006"
"2019","All","All","18","Female","Not main scheme applicant","All","2400","345580","0.007"
"2020","All","All","18","Female","Not main scheme applicant","All","3160","339490","0.009000000000000001"
"2021","All","All","18","Female","Not main scheme applicant","All","2100","349690","0.006"
"2022","All","All","18","Female","Not main scheme applicant","All","2020","359990","0.006"
"2023","All","All","18","Female","Not main scheme applicant","All","2180","369760","0.006"
"2006","All","All","18","Male","Not main scheme applicant","All","1730","398610","0.004"
"2007","All","All","18","Male","Not main scheme applicant","All","1640","393990","0.004"
"2008","All","All","18","Male","Not main scheme applicant","All","1960","403520","0.005"
"2009","All","All","18","Male","Not main scheme applicant","All","1640","409390","0.004"
"2010","All","All","18","Male","Not main scheme applicant","All","900","401650","0.002"
"2011","All","All","18","Male","Not main scheme applicant","All","700","393520","0.002"
"2012","All","All","18","Male","Not main scheme applicant","All","1400","396580","0.004"
"2013","All","All","18","Male","Not main scheme applicant","All","1560","390410","0.004"
"2014","All","All","18","Male","Not main scheme applicant","All","1230","387110","0.003"
"2015","All","All","18","Male","Not main scheme applicant","All","1590","392430","0.004"
"2016","All","All","18","Male","Not main scheme applicant","All","1620","384150","0.004"
"2017","All","All","18","Male","Not main scheme applicant","All","1880","379820","0.005"
"2018","All","All","18","Male","Not main scheme applicant","All","2060","370460","0.006"
"2019","All","All","18","Male","Not main scheme applicant","All","2660","362260","0.007"
"2020","All","All","18","Male","Not main scheme applicant","All","3530","357580","0.01"
"2021","All","All","18","Male","Not main scheme applicant","All","2550","369190","0.007"
"2022","All","All","18","Male","Not main scheme applicant","All","2220","378850","0.006"
"2023","All","All","18","Male","Not main scheme applicant","All","2470","388850","0.006"
"2006","All","All","18","Female","Main scheme applicant","All","105450","383540","0.275"
"2007","All","All","18","Female","Main scheme applicant","All","106150","378350","0.281"
"2008","All","All","18","Female","Main scheme applicant","All","114130","384160","0.297"
"2009","All","All","18","Female","Main scheme applicant","All","117440","389810","0.301"
"2010","All","All","18","Female","Main scheme applicant","All","116900","387880","0.301"
"2011","All","All","18","Female","Main scheme applicant","All","119200","376590","0.317"
"2012","All","All","18","Female","Main scheme applicant","All","116930","376930","0.31"
"2013","All","All","18","Female","Main scheme applicant","All","120270","370570","0.325"
"2014","All","All","18","Female","Main scheme applicant","All","123560","366050","0.338"
"2015","All","All","18","Female","Main scheme applicant","All","130990","373710","0.35100000000000003"
"2016","All","All","18","Female","Main scheme applicant","All","133000","365400","0.364"
"2017","All","All","18","Female","Main scheme applicant","All","134300","361070","0.372"
"2018","All","All","18","Female","Main scheme applicant","All","132510","351870","0.377"
"2019","All","All","18","Female","Main scheme applicant","All","134150","345580","0.388"
"2020","All","All","18","Female","Main scheme applicant","All","142940","339490","0.421"
"2021","All","All","18","Female","Main scheme applicant","All","153400","349690","0.439"
"2022","All","All","18","Female","Main scheme applicant","All","154210","359990","0.428"
"2023","All","All","18","Female","Main scheme applicant","All","150540","369760","0.40700000000000003"
"2006","All","All","18","Male","Main scheme applicant","All","85660","398610","0.215"
