"Year","Achieved BTEC Extended diploma points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","1 point (PPP)","Asian","Main scheme applicant","All","90","75","0.835","0"
"2021","1 point (PPP)","Asian","Main scheme applicant","All","100","80","0.782","0"
"2022","1 point (PPP)","Asian","Main scheme applicant","All","70","55","0.757","0"
"2023","1 point (PPP)","Asian","Main scheme applicant","All","130","85","0.636","0"
"2010","2 points (MPP)","Asian","Main scheme applicant","All","90","60","0.637","0"
"2011","2 points (MPP)","Asian","Main scheme applicant","All","80","40","0.525","0"
"2012","2 points (MPP)","Asian","Main scheme applicant","All","105","55","0.548","0"
"2013","2 points (MPP)","Asian","Main scheme applicant","All","115","85","0.754","0"
"2014","2 points (MPP)","Asian","Main scheme applicant","All","105","70","0.664","0"
"2015","2 points (MPP)","Asian","Main scheme applicant","All","105","80","0.757","0"
"2016","2 points (MPP)","Asian","Main scheme applicant","All","85","65","0.771","0"
"2017","2 points (MPP)","Asian","Main scheme applicant","All","70","55","0.783","0"
"2018","2 points (MPP)","Asian","Main scheme applicant","All","95","75","0.806","0"
"2019","2 points (MPP)","Asian","Main scheme applicant","All","90","75","0.8130000000000001","0"
"2020","2 points (MPP)","Asian","Main scheme applicant","All","125","110","0.871","0"
"2021","2 points (MPP)","Asian","Main scheme applicant","All","145","110","0.762","0"
"2022","2 points (MPP)","Asian","Main scheme applicant","All","185","140","0.75","0"
"2023","2 points (MPP)","Asian","Main scheme applicant","All","215","160","0.731","0"
"2010","3 points (MMP)","Asian","Main scheme applicant","All","110","80","0.714","0"
"2011","3 points (MMP)","Asian","Main scheme applicant","All","95","65","0.72","0"
"2012","3 points (MMP)","Asian","Main scheme applicant","All","105","80","0.766","0"
"2013","3 points (MMP)","Asian","Main scheme applicant","All","135","110","0.8","0"
"2014","3 points (MMP)","Asian","Main scheme applicant","All","125","95","0.748","0"
"2015","3 points (MMP)","Asian","Main scheme applicant","All","140","125","0.893","0"
"2016","3 points (MMP)","Asian","Main scheme applicant","All","125","100","0.8130000000000001","0"
"2017","3 points (MMP)","Asian","Main scheme applicant","All","135","115","0.867","0"
"2018","3 points (MMP)","Asian","Main scheme applicant","All","135","110","0.842","0"
"2019","3 points (MMP)","Asian","Main scheme applicant","All","145","125","0.864","0"
"2020","3 points (MMP)","Asian","Main scheme applicant","All","195","180","0.923","0"
"2021","3 points (MMP)","Asian","Main scheme applicant","All","165","135","0.8170000000000001","0"
"2022","3 points (MMP)","Asian","Main scheme applicant","All","240","200","0.8260000000000001","0"
"2023","3 points (MMP)","Asian","Main scheme applicant","All","260","215","0.838","0"
"2010","4 points (MMM)","Asian","Main scheme applicant","All","160","135","0.836","0"
"2011","4 points (MMM)","Asian","Main scheme applicant","All","135","115","0.8320000000000001","0"
"2012","4 points (MMM)","Asian","Main scheme applicant","All","175","140","0.793","0"
"2013","4 points (MMM)","Asian","Main scheme applicant","All","190","155","0.8240000000000001","0"
"2014","4 points (MMM)","Asian","Main scheme applicant","All","185","165","0.876","0"
"2015","4 points (MMM)","Asian","Main scheme applicant","All","185","165","0.877","0"
"2016","4 points (MMM)","Asian","Main scheme applicant","All","180","160","0.885","0"
"2017","4 points (MMM)","Asian","Main scheme applicant","All","135","115","0.86","0"
"2018","4 points (MMM)","Asian","Main scheme applicant","All","185","165","0.897","0"
"2019","4 points (MMM)","Asian","Main scheme applicant","All","185","170","0.903","0"
"2020","4 points (MMM)","Asian","Main scheme applicant","All","270","240","0.889","0"
"2021","4 points (MMM)","Asian","Main scheme applicant","All","290","260","0.893","0"
"2022","4 points (MMM)","Asian","Main scheme applicant","All","335","290","0.86","0"
"2023","4 points (MMM)","Asian","Main scheme applicant","All","345","295","0.857","0"
"2010","5 points (DMM)","Asian","Main scheme applicant","All","155","125","0.8180000000000001","0"
"2011","5 points (DMM)","Asian","Main scheme applicant","All","235","200","0.851","0"
"2012","5 points (DMM)","Asian","Main scheme applicant","All","240","205","0.851","0"
"2013","5 points (DMM)","Asian","Main scheme applicant","All","270","245","0.904","0"
"2014","5 points (DMM)","Asian","Main scheme applicant","All","295","250","0.857","0"
"2015","5 points (DMM)","Asian","Main scheme applicant","All","310","275","0.885","0"
"2016","5 points (DMM)","Asian","Main scheme applicant","All","280","250","0.906","0"
"2017","5 points (DMM)","Asian","Main scheme applicant","All","265","245","0.928","0"
"2018","5 points (DMM)","Asian","Main scheme applicant","All","320","290","0.907","0"
"2019","5 points (DMM)","Asian","Main scheme applicant","All","300","275","0.907","0"
"2020","5 points (DMM)","Asian","Main scheme applicant","All","300","280","0.921","0"
"2021","5 points (DMM)","Asian","Main scheme applicant","All","395","355","0.898","0"
"2022","5 points (DMM)","Asian","Main scheme applicant","All","430","375","0.868","0"
"2023","5 points (DMM)","Asian","Main scheme applicant","All","475","420","0.89","0"
"2010","6 points (DDM)","Asian","Main scheme applicant","All","155","135","0.854","0"
"2011","6 points (DDM)","Asian","Main scheme applicant","All","185","170","0.913","0"
"2012","6 points (DDM)","Asian","Main scheme applicant","All","200","175","0.869","0"
"2013","6 points (DDM)","Asian","Main scheme applicant","All","230","200","0.861","0"
"2014","6 points (DDM)","Asian","Main scheme applicant","All","330","280","0.849","0"
"2015","6 points (DDM)","Asian","Main scheme applicant","All","315","275","0.875","0"
"2016","6 points (DDM)","Asian","Main scheme applicant","All","345","305","0.881","0"
"2017","6 points (DDM)","Asian","Main scheme applicant","All","325","300","0.929","0"
"2018","6 points (DDM)","Asian","Main scheme applicant","All","340","310","0.909","0"
"2019","6 points (DDM)","Asian","Main scheme applicant","All","385","355","0.912","0"
"2020","6 points (DDM)","Asian","Main scheme applicant","All","405","375","0.926","0"
"2021","6 points (DDM)","Asian","Main scheme applicant","All","480","430","0.894","0"
"2022","6 points (DDM)","Asian","Main scheme applicant","All","525","470","0.897","0"
"2023","6 points (DDM)","Asian","Main scheme applicant","All","555","470","0.852","0"
"2010","7 points (DDD)","Asian","Main scheme applicant","All","500","450","0.906","0"
"2011","7 points (DDD)","Asian","Main scheme applicant","All","660","595","0.906","0"
"2012","7 points (DDD)","Asian","Main scheme applicant","All","230","195","0.852","0"
"2013","7 points (DDD)","Asian","Main scheme applicant","All","250","220","0.884","0"
"2014","7 points (DDD)","Asian","Main scheme applicant","All","335","300","0.89","0"
"2015","7 points (DDD)","Asian","Main scheme applicant","All","335","305","0.905","0"
"2016","7 points (DDD)","Asian","Main scheme applicant","All","325","290","0.893","0"
"2017","7 points (DDD)","Asian","Main scheme applicant","All","295","270","0.916","0"
"2018","7 points (DDD)","Asian","Main scheme applicant","All","375","340","0.909","0"
"2019","7 points (DDD)","Asian","Main scheme applicant","All","465","430","0.933","0"
"2020","7 points (DDD)","Asian","Main scheme applicant","All","445","410","0.926","0"
"2021","7 points (DDD)","Asian","Main scheme applicant","All","480","435","0.902","0"
"2022","7 points (DDD)","Asian","Main scheme applicant","All","520","440","0.847","0"
"2023","7 points (DDD)","Asian","Main scheme applicant","All","635","545","0.861","0"
"2012","8 points (D*DD)","Asian","Main scheme applicant","All","135","120","0.875","0"
"2013","8 points (D*DD)","Asian","Main scheme applicant","All","170","150","0.878","0"
"2014","8 points (D*DD)","Asian","Main scheme applicant","All","220","200","0.908","0"
"2015","8 points (D*DD)","Asian","Main scheme applicant","All","250","235","0.9400000000000001","0"
"2016","8 points (D*DD)","Asian","Main scheme applicant","All","315","285","0.902","0"
"2017","8 points (D*DD)","Asian","Main scheme applicant","All","325","300","0.92","0"
"2018","8 points (D*DD)","Asian","Main scheme applicant","All","345","320","0.931","0"
"2019","8 points (D*DD)","Asian","Main scheme applicant","All","440","390","0.89","0"
"2020","8 points (D*DD)","Asian","Main scheme applicant","All","500","465","0.928","0"
"2021","8 points (D*DD)","Asian","Main scheme applicant","All","555","500","0.903","0"
"2022","8 points (D*DD)","Asian","Main scheme applicant","All","620","540","0.874","0"
"2023","8 points (D*DD)","Asian","Main scheme applicant","All","580","520","0.895","0"
"2012","9 points (D*D*D)","Asian","Main scheme applicant","All","115","105","0.88","0"
"2013","9 points (D*D*D)","Asian","Main scheme applicant","All","165","150","0.916","0"
"2014","9 points (D*D*D)","Asian","Main scheme applicant","All","205","185","0.897","0"
"2015","9 points (D*D*D)","Asian","Main scheme applicant","All","305","270","0.888","0"
"2016","9 points (D*D*D)","Asian","Main scheme applicant","All","355","320","0.901","0"
"2017","9 points (D*D*D)","Asian","Main scheme applicant","All","395","365","0.924","0"
"2018","9 points (D*D*D)","Asian","Main scheme applicant","All","400","375","0.928","0"
"2019","9 points (D*D*D)","Asian","Main scheme applicant","All","430","390","0.914","0"
"2020","9 points (D*D*D)","Asian","Main scheme applicant","All","555","510","0.914","0"
"2021","9 points (D*D*D)","Asian","Main scheme applicant","All","595","540","0.903","0"
"2022","9 points (D*D*D)","Asian","Main scheme applicant","All","620","545","0.881","0"
"2023","9 points (D*D*D)","Asian","Main scheme applicant","All","465","415","0.891","0"
"2011","10 points (D*D*D*)","Asian","Main scheme applicant","All","5","5"," ","0"
"2012","10 points (D*D*D*)","Asian","Main scheme applicant","All","245","210","0.857","0"
"2013","10 points (D*D*D*)","Asian","Main scheme applicant","All","370","335","0.895","0"
"2014","10 points (D*D*D*)","Asian","Main scheme applicant","All","505","465","0.921","0"
"2015","10 points (D*D*D*)","Asian","Main scheme applicant","All","695","620","0.892","0"
"2016","10 points (D*D*D*)","Asian","Main scheme applicant","All","810","745","0.919","0"
"2017","10 points (D*D*D*)","Asian","Main scheme applicant","All","950","865","0.907","0"
"2018","10 points (D*D*D*)","Asian","Main scheme applicant","All","830","760","0.92","0"
"2019","10 points (D*D*D*)","Asian","Main scheme applicant","All","820","745","0.913","0"
"2020","10 points (D*D*D*)","Asian","Main scheme applicant","All","1050","995","0.9470000000000001","0"
"2021","10 points (D*D*D*)","Asian","Main scheme applicant","All","1305","1195","0.914","0"
"2022","10 points (D*D*D*)","Asian","Main scheme applicant","All","445","400","0.899","0"
"2023","10 points (D*D*D*)","Asian","Main scheme applicant","All","270","230","0.848","0"
"2010","1 point (PPP)","Mixed","Main scheme applicant","All","40","20","0.537","0"
"2011","1 point (PPP)","Mixed","Main scheme applicant","All","40","15","0.41000000000000003","0"
"2012","1 point (PPP)","Mixed","Main scheme applicant","All","35","15","0.361","0"
"2013","1 point (PPP)","Mixed","Main scheme applicant","All","35","20","0.5","0"
"2014","1 point (PPP)","Mixed","Main scheme applicant","All","50","20","0.423","0"
"2015","1 point (PPP)","Mixed","Main scheme applicant","All","35","25","0.622","0"
"2016","1 point (PPP)","Mixed","Main scheme applicant","All","45","25","0.558","0"
"2017","1 point (PPP)","Mixed","Main scheme applicant","All","30","20","0.75","0"
"2018","1 point (PPP)","Mixed","Main scheme applicant","All","30","20","0.625","0"
"2019","1 point (PPP)","Mixed","Main scheme applicant","All","25","20","0.72","0"
"2020","1 point (PPP)","Mixed","Main scheme applicant","All","35","25","0.73","0"
"2021","1 point (PPP)","Mixed","Main scheme applicant","All","40","35","0.868","0"
"2022","1 point (PPP)","Mixed","Main scheme applicant","All","50","30","0.604","0"
"2023","1 point (PPP)","Mixed","Main scheme applicant","All","50","35","0.686","0"
"2010","2 points (MPP)","Mixed","Main scheme applicant","All","45","25","0.543","0"
"2011","2 points (MPP)","Mixed","Main scheme applicant","All","45","25","0.489","0"
"2012","2 points (MPP)","Mixed","Main scheme applicant","All","55","35","0.607","0"
"2013","2 points (MPP)","Mixed","Main scheme applicant","All","60","40","0.633","0"
"2014","2 points (MPP)","Mixed","Main scheme applicant","All","60","40","0.661","0"
"2015","2 points (MPP)","Mixed","Main scheme applicant","All","50","30","0.608","0"
"2016","2 points (MPP)","Mixed","Main scheme applicant","All","55","45","0.796","0"
"2017","2 points (MPP)","Mixed","Main scheme applicant","All","45","30","0.651","0"
"2018","2 points (MPP)","Mixed","Main scheme applicant","All","35","30","0.784","0"
"2019","2 points (MPP)","Mixed","Main scheme applicant","All","55","40","0.727","0"
"2020","2 points (MPP)","Mixed","Main scheme applicant","All","45","35","0.787","0"
"2021","2 points (MPP)","Mixed","Main scheme applicant","All","65","45","0.662","0"
"2022","2 points (MPP)","Mixed","Main scheme applicant","All","70","55","0.783","0"
"2023","2 points (MPP)","Mixed","Main scheme applicant","All","75","50","0.675","0"
"2010","3 points (MMP)","Mixed","Main scheme applicant","All","65","45","0.687","0"
"2011","3 points (MMP)","Mixed","Main scheme applicant","All","65","45","0.683","0"
"2012","3 points (MMP)","Mixed","Main scheme applicant","All","60","40","0.712","0"
"2013","3 points (MMP)","Mixed","Main scheme applicant","All","45","25","0.6","0"
"2014","3 points (MMP)","Mixed","Main scheme applicant","All","55","40","0.717","0"
"2015","3 points (MMP)","Mixed","Main scheme applicant","All","55","35","0.673","0"
"2016","3 points (MMP)","Mixed","Main scheme applicant","All","60","45","0.6940000000000001","0"
"2017","3 points (MMP)","Mixed","Main scheme applicant","All","55","45","0.754","0"
"2018","3 points (MMP)","Mixed","Main scheme applicant","All","50","40","0.792","0"
"2019","3 points (MMP)","Mixed","Main scheme applicant","All","60","50","0.881","0"
"2020","3 points (MMP)","Mixed","Main scheme applicant","All","75","60","0.795","0"
"2021","3 points (MMP)","Mixed","Main scheme applicant","All","50","40","0.796","0"
"2022","3 points (MMP)","Mixed","Main scheme applicant","All","75","60","0.797","0"
"2023","3 points (MMP)","Mixed","Main scheme applicant","All","90","60","0.6890000000000001","0"
"2010","4 points (MMM)","Mixed","Main scheme applicant","All","110","90","0.804","0"
"2011","4 points (MMM)","Mixed","Main scheme applicant","All","110","85","0.759","0"
"2012","4 points (MMM)","Mixed","Main scheme applicant","All","110","85","0.778","0"
"2013","4 points (MMM)","Mixed","Main scheme applicant","All","110","70","0.661","0"
"2014","4 points (MMM)","Mixed","Main scheme applicant","All","90","70","0.772","0"
"2015","4 points (MMM)","Mixed","Main scheme applicant","All","95","70","0.731","0"
"2016","4 points (MMM)","Mixed","Main scheme applicant","All","95","75","0.789","0"
"2017","4 points (MMM)","Mixed","Main scheme applicant","All","75","65","0.853","0"
"2018","4 points (MMM)","Mixed","Main scheme applicant","All","75","65","0.893","0"
"2019","4 points (MMM)","Mixed","Main scheme applicant","All","75","60","0.8220000000000001","0"
"2020","4 points (MMM)","Mixed","Main scheme applicant","All","90","85","0.924","0"
"2021","4 points (MMM)","Mixed","Main scheme applicant","All","120","105","0.868","0"
"2022","4 points (MMM)","Mixed","Main scheme applicant","All","100","85","0.848","0"
"2023","4 points (MMM)","Mixed","Main scheme applicant","All","125","100","0.803","0"
"2010","5 points (DMM)","Mixed","Main scheme applicant","All","120","95","0.798","0"
"2011","5 points (DMM)","Mixed","Main scheme applicant","All","110","95","0.853","0"
"2012","5 points (DMM)","Mixed","Main scheme applicant","All","95","70","0.774","0"
"2013","5 points (DMM)","Mixed","Main scheme applicant","All","135","110","0.8220000000000001","0"
"2014","5 points (DMM)","Mixed","Main scheme applicant","All","135","115","0.88","0"
"2015","5 points (DMM)","Mixed","Main scheme applicant","All","125","105","0.846","0"
"2016","5 points (DMM)","Mixed","Main scheme applicant","All","120","105","0.876","0"
"2017","5 points (DMM)","Mixed","Main scheme applicant","All","115","95","0.858","0"
"2018","5 points (DMM)","Mixed","Main scheme applicant","All","90","85","0.933","0"
"2019","5 points (DMM)","Mixed","Main scheme applicant","All","115","95","0.835","0"
"2020","5 points (DMM)","Mixed","Main scheme applicant","All","110","95","0.89","0"
"2021","5 points (DMM)","Mixed","Main scheme applicant","All","140","120","0.838","0"
"2022","5 points (DMM)","Mixed","Main scheme applicant","All","155","130","0.8150000000000001","0"
"2023","5 points (DMM)","Mixed","Main scheme applicant","All","155","125","0.808","0"
"2010","6 points (DDM)","Mixed","Main scheme applicant","All","115","95","0.85","0"
"2011","6 points (DDM)","Mixed","Main scheme applicant","All","110","90","0.844","0"
"2012","6 points (DDM)","Mixed","Main scheme applicant","All","95","70","0.774","0"
"2013","6 points (DDM)","Mixed","Main scheme applicant","All","135","105","0.774","0"
"2014","6 points (DDM)","Mixed","Main scheme applicant","All","145","110","0.783","0"
"2015","6 points (DDM)","Mixed","Main scheme applicant","All","165","140","0.86","0"
"2016","6 points (DDM)","Mixed","Main scheme applicant","All","145","130","0.897","0"
"2017","6 points (DDM)","Mixed","Main scheme applicant","All","120","110","0.9","0"
"2018","6 points (DDM)","Mixed","Main scheme applicant","All","125","105","0.862","0"
"2019","6 points (DDM)","Mixed","Main scheme applicant","All","135","120","0.869","0"
"2020","6 points (DDM)","Mixed","Main scheme applicant","All","135","120","0.895","0"
"2021","6 points (DDM)","Mixed","Main scheme applicant","All","170","145","0.852","0"
"2022","6 points (DDM)","Mixed","Main scheme applicant","All","155","130","0.837","0"
"2023","6 points (DDM)","Mixed","Main scheme applicant","All","180","155","0.866","0"
"2010","7 points (DDD)","Mixed","Main scheme applicant","All","300","230","0.769","0"
"2011","7 points (DDD)","Mixed","Main scheme applicant","All","300","255","0.844","0"
"2012","7 points (DDD)","Mixed","Main scheme applicant","All","100","80","0.812","0"
"2013","7 points (DDD)","Mixed","Main scheme applicant","All","115","90","0.776","0"
"2014","7 points (DDD)","Mixed","Main scheme applicant","All","130","115","0.898","0"
"2015","7 points (DDD)","Mixed","Main scheme applicant","All","140","120","0.852","0"
"2016","7 points (DDD)","Mixed","Main scheme applicant","All","125","105","0.849","0"
"2017","7 points (DDD)","Mixed","Main scheme applicant","All","125","110","0.878","0"
"2018","7 points (DDD)","Mixed","Main scheme applicant","All","105","95","0.879","0"
"2019","7 points (DDD)","Mixed","Main scheme applicant","All","135","115","0.867","0"
"2020","7 points (DDD)","Mixed","Main scheme applicant","All","105","100","0.9420000000000001","0"
"2021","7 points (DDD)","Mixed","Main scheme applicant","All","150","125","0.847","0"
"2022","7 points (DDD)","Mixed","Main scheme applicant","All","175","140","0.8","0"
"2023","7 points (DDD)","Mixed","Main scheme applicant","All","145","125","0.856","0"
"2012","8 points (D*DD)","Mixed","Main scheme applicant","All","70","50","0.743","0"
"2013","8 points (D*DD)","Mixed","Main scheme applicant","All","85","75","0.885","0"
"2014","8 points (D*DD)","Mixed","Main scheme applicant","All","110","90","0.8260000000000001","0"
"2015","8 points (D*DD)","Mixed","Main scheme applicant","All","130","110","0.833","0"
"2016","8 points (D*DD)","Mixed","Main scheme applicant","All","120","95","0.795","0"
"2017","8 points (D*DD)","Mixed","Main scheme applicant","All","100","85","0.851","0"
"2018","8 points (D*DD)","Mixed","Main scheme applicant","All","115","110","0.931","0"
"2019","8 points (D*DD)","Mixed","Main scheme applicant","All","120","105","0.873","0"
"2020","8 points (D*DD)","Mixed","Main scheme applicant","All","135","110","0.836","0"
"2021","8 points (D*DD)","Mixed","Main scheme applicant","All","140","120","0.863","0"
"2022","8 points (D*DD)","Mixed","Main scheme applicant","All","160","135","0.839","0"
"2023","8 points (D*DD)","Mixed","Main scheme applicant","All","180","160","0.893","0"
"2012","9 points (D*D*D)","Mixed","Main scheme applicant","All","75","55","0.75","0"
"2013","9 points (D*D*D)","Mixed","Main scheme applicant","All","80","60","0.756","0"
"2014","9 points (D*D*D)","Mixed","Main scheme applicant","All","100","80","0.802","0"
"2015","9 points (D*D*D)","Mixed","Main scheme applicant","All","120","90","0.78","0"
"2016","9 points (D*D*D)","Mixed","Main scheme applicant","All","105","85","0.837","0"
"2017","9 points (D*D*D)","Mixed","Main scheme applicant","All","120","95","0.807","0"
"2018","9 points (D*D*D)","Mixed","Main scheme applicant","All","120","100","0.8310000000000001","0"
"2019","9 points (D*D*D)","Mixed","Main scheme applicant","All","125","105","0.8240000000000001","0"
"2020","9 points (D*D*D)","Mixed","Main scheme applicant","All","155","135","0.872","0"
"2021","9 points (D*D*D)","Mixed","Main scheme applicant","All","150","130","0.878","0"
"2022","9 points (D*D*D)","Mixed","Main scheme applicant","All","180","145","0.8160000000000001","0"
"2023","9 points (D*D*D)","Mixed","Main scheme applicant","All","110","90","0.836","0"
"2012","10 points (D*D*D*)","Mixed","Main scheme applicant","All","135","105","0.793","0"
"2013","10 points (D*D*D*)","Mixed","Main scheme applicant","All","175","140","0.8","0"
"2014","10 points (D*D*D*)","Mixed","Main scheme applicant","All","225","185","0.8270000000000001","0"
"2015","10 points (D*D*D*)","Mixed","Main scheme applicant","All","265","220","0.8240000000000001","0"
"2016","10 points (D*D*D*)","Mixed","Main scheme applicant","All","290","245","0.838","0"
"2017","10 points (D*D*D*)","Mixed","Main scheme applicant","All","305","265","0.878","0"
"2018","10 points (D*D*D*)","Mixed","Main scheme applicant","All","270","235","0.86","0"
"2019","10 points (D*D*D*)","Mixed","Main scheme applicant","All","205","185","0.898","0"
"2020","10 points (D*D*D*)","Mixed","Main scheme applicant","All","260","225","0.863","0"
"2021","10 points (D*D*D*)","Mixed","Main scheme applicant","All","325","275","0.835","0"
"2022","10 points (D*D*D*)","Mixed","Main scheme applicant","All","185","155","0.8290000000000001","0"
"2023","10 points (D*D*D*)","Mixed","Main scheme applicant","All","130","100","0.769","0"
"2010","1 point (PPP)","Other","Main scheme applicant","All","10","5"," ","0"
"2011","1 point (PPP)","Other","Main scheme applicant","All","10","5"," ","0"
"2012","1 point (PPP)","Other","Main scheme applicant","All","20","15","0.591","0"
"2013","1 point (PPP)","Other","Main scheme applicant","All","15","10","0.647","0"
"2014","1 point (PPP)","Other","Main scheme applicant","All","15","10","0.588","0"
"2015","1 point (PPP)","Other","Main scheme applicant","All","25","20","0.704","0"
"2016","1 point (PPP)","Other","Main scheme applicant","All","25","20","0.792","0"
"2017","1 point (PPP)","Other","Main scheme applicant","All","10","10","0.833","0"
"2018","1 point (PPP)","Other","Main scheme applicant","All","20","15","0.778","0"
"2019","1 point (PPP)","Other","Main scheme applicant","All","15","15","0.933","0"
"2020","1 point (PPP)","Other","Main scheme applicant","All","20","20","0.909","0"
"2021","1 point (PPP)","Other","Main scheme applicant","All","40","30","0.762","0"
"2022","1 point (PPP)","Other","Main scheme applicant","All","15","10","0.647","0"
"2023","1 point (PPP)","Other","Main scheme applicant","All","35","25","0.758","0"
"2010","2 points (MPP)","Other","Main scheme applicant","All","10","5"," ","0"
"2011","2 points (MPP)","Other","Main scheme applicant","All","10","5"," ","0"
"2012","2 points (MPP)","Other","Main scheme applicant","All","20","15","0.7000000000000001","0"
"2013","2 points (MPP)","Other","Main scheme applicant","All","20","15","0.636","0"
"2014","2 points (MPP)","Other","Main scheme applicant","All","20","15","0.591","0"
"2015","2 points (MPP)","Other","Main scheme applicant","All","25","20","0.769","0"
"2016","2 points (MPP)","Other","Main scheme applicant","All","20","15","0.667","0"
"2017","2 points (MPP)","Other","Main scheme applicant","All","25","20","0.87","0"
"2018","2 points (MPP)","Other","Main scheme applicant","All","30","25","0.839","0"
"2019","2 points (MPP)","Other","Main scheme applicant","All","15","10","0.733","0"
"2020","2 points (MPP)","Other","Main scheme applicant","All","25","25","1","0"
"2021","2 points (MPP)","Other","Main scheme applicant","All","45","40","0.913","0"
"2022","2 points (MPP)","Other","Main scheme applicant","All","40","35","0.786","0"
"2023","2 points (MPP)","Other","Main scheme applicant","All","50","40","0.804","0"
"2010","3 points (MMP)","Other","Main scheme applicant","All","15","10"," ","0"
"2011","3 points (MMP)","Other","Main scheme applicant","All","20","10","0.632","0"
"2012","3 points (MMP)","Other","Main scheme applicant","All","15","10","0.733","0"
"2013","3 points (MMP)","Other","Main scheme applicant","All","35","30","0.8240000000000001","0"
"2014","3 points (MMP)","Other","Main scheme applicant","All","30","20","0.733","0"
"2015","3 points (MMP)","Other","Main scheme applicant","All","25","20","0.88","0"
"2016","3 points (MMP)","Other","Main scheme applicant","All","30","25","0.806","0"
"2017","3 points (MMP)","Other","Main scheme applicant","All","30","25","0.929","0"
"2018","3 points (MMP)","Other","Main scheme applicant","All","20","20","0.905","0"
"2019","3 points (MMP)","Other","Main scheme applicant","All","25","20","0.84","0"
"2020","3 points (MMP)","Other","Main scheme applicant","All","40","35","0.872","0"
"2021","3 points (MMP)","Other","Main scheme applicant","All","30","30","0.968","0"
"2022","3 points (MMP)","Other","Main scheme applicant","All","40","35","0.872","0"
"2023","3 points (MMP)","Other","Main scheme applicant","All","65","50","0.81","0"
"2010","4 points (MMM)","Other","Main scheme applicant","All","20","20","0.8180000000000001","0"
"2011","4 points (MMM)","Other","Main scheme applicant","All","30","25","0.9","0"
"2012","4 points (MMM)","Other","Main scheme applicant","All","30","30","0.966","0"
"2013","4 points (MMM)","Other","Main scheme applicant","All","40","35","0.805","0"
"2014","4 points (MMM)","Other","Main scheme applicant","All","30","25","0.867","0"
"2015","4 points (MMM)","Other","Main scheme applicant","All","30","25","0.893","0"
"2016","4 points (MMM)","Other","Main scheme applicant","All","35","30","0.914","0"
"2017","4 points (MMM)","Other","Main scheme applicant","All","30","30","0.968","0"
"2018","4 points (MMM)","Other","Main scheme applicant","All","45","40","0.884","0"
"2019","4 points (MMM)","Other","Main scheme applicant","All","50","40","0.854","0"
"2020","4 points (MMM)","Other","Main scheme applicant","All","60","55","0.919","0"
"2021","4 points (MMM)","Other","Main scheme applicant","All","60","60","0.9520000000000001","0"
"2022","4 points (MMM)","Other","Main scheme applicant","All","85","70","0.8310000000000001","0"
"2023","4 points (MMM)","Other","Main scheme applicant","All","100","90","0.899","0"
"2010","5 points (DMM)","Other","Main scheme applicant","All","25","20","0.913","0"
"2011","5 points (DMM)","Other","Main scheme applicant","All","30","30","0.933","0"
"2012","5 points (DMM)","Other","Main scheme applicant","All","40","30","0.737","0"
"2013","5 points (DMM)","Other","Main scheme applicant","All","45","40","0.851","0"
"2014","5 points (DMM)","Other","Main scheme applicant","All","55","50","0.906","0"
"2015","5 points (DMM)","Other","Main scheme applicant","All","55","55","0.981","0"
"2016","5 points (DMM)","Other","Main scheme applicant","All","60","55","0.917","0"
"2017","5 points (DMM)","Other","Main scheme applicant","All","50","45","0.9","0"
"2018","5 points (DMM)","Other","Main scheme applicant","All","45","40","0.9550000000000001","0"
"2019","5 points (DMM)","Other","Main scheme applicant","All","55","50","0.891","0"
"2020","5 points (DMM)","Other","Main scheme applicant","All","60","55","0.932","0"
"2021","5 points (DMM)","Other","Main scheme applicant","All","90","80","0.899","0"
"2022","5 points (DMM)","Other","Main scheme applicant","All","95","80","0.833","0"
"2023","5 points (DMM)","Other","Main scheme applicant","All","110","95","0.873","0"
"2010","6 points (DDM)","Other","Main scheme applicant","All","25","20","0.846","0"
"2011","6 points (DDM)","Other","Main scheme applicant","All","25","20","0.8","0"
"2012","6 points (DDM)","Other","Main scheme applicant","All","20","20","0.9520000000000001","0"
"2013","6 points (DDM)","Other","Main scheme applicant","All","45","40","0.886","0"
"2014","6 points (DDM)","Other","Main scheme applicant","All","50","45","0.904","0"
"2015","6 points (DDM)","Other","Main scheme applicant","All","50","45","0.917","0"
"2016","6 points (DDM)","Other","Main scheme applicant","All","55","50","0.891","0"
"2017","6 points (DDM)","Other","Main scheme applicant","All","60","50","0.839","0"
"2018","6 points (DDM)","Other","Main scheme applicant","All","65","60","0.896","0"
"2019","6 points (DDM)","Other","Main scheme applicant","All","90","80","0.91","0"
"2020","6 points (DDM)","Other","Main scheme applicant","All","70","60","0.882","0"
"2021","6 points (DDM)","Other","Main scheme applicant","All","105","95","0.924","0"
"2022","6 points (DDM)","Other","Main scheme applicant","All","100","95","0.912","0"
"2023","6 points (DDM)","Other","Main scheme applicant","All","115","95","0.851","0"
"2010","7 points (DDD)","Other","Main scheme applicant","All","55","45","0.836","0"
"2011","7 points (DDD)","Other","Main scheme applicant","All","75","70","0.922","0"
"2012","7 points (DDD)","Other","Main scheme applicant","All","35","35","0.892","0"
"2013","7 points (DDD)","Other","Main scheme applicant","All","40","35","0.857","0"
"2014","7 points (DDD)","Other","Main scheme applicant","All","40","30","0.8","0"
