"Year","Predicted A level points","Age group","Domicile","Gender","Applicants with conditional unconditional offer","Applicants with direct unconditional offer","Applicants with other unconditional offer","Applicants with offer with unconditional component","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2020","15 point(s)","All","All","Female","1865","2620","1170","4830","2050","3145","1275","6475"
"2021","15 point(s)","All","All","Female","0","1025","200","1165","0","1165","205","1375"
"2022","15 point(s)","All","All","Female","180","1420","450","1955","185","1660","460","2305"
"2023","15 point(s)","All","All","Female","0","1045","325","1320","0","1180","350","1530"
"2013","16 point(s)","All","All","Female","0","20","60","80","0","20","60","80"
"2014","16 point(s)","All","All","Female","725","375","165","1210","765","380","165","1315"
"2015","16 point(s)","All","All","Female","1395","455","345","2050","1535","475","350","2360"
"2016","16 point(s)","All","All","Female","1570","530","375","2305","1750","545","380","2675"
"2017","16 point(s)","All","All","Female","2505","525","255","3045","2875","565","260","3705"
"2018","16 point(s)","All","All","Female","2825","450","255","3280","3435","480","260","4175"
"2019","16 point(s)","All","All","Female","3130","405","335","3610","3935","440","340","4715"
"2020","16 point(s)","All","All","Female","1065","1275","455","2450","1145","1480","495","3120"
"2021","16 point(s)","All","All","Female","0","580","85","635","0","635","95","730"
"2022","16 point(s)","All","All","Female","105","720","225","1010","105","845","235","1185"
"2023","16 point(s)","All","All","Female","0","605","215","795","0","680","235","915"
"2013","17 point(s)","All","All","Female","0","10","20","30","0","15","20","30"
"2014","17 point(s)","All","All","Female","480","160","70","690","500","165","70","735"
"2015","17 point(s)","All","All","Female","810","210","125","1085","895","210","125","1235"
"2016","17 point(s)","All","All","Female","960","225","150","1265","1065","235","150","1450"
"2017","17 point(s)","All","All","Female","1390","190","85","1590","1585","200","85","1875"
"2018","17 point(s)","All","All","Female","1600","180","90","1790","1915","185","90","2185"
"2019","17 point(s)","All","All","Female","1895","130","105","2035","2320","150","105","2575"
"2020","17 point(s)","All","All","Female","515","585","185","1155","540","660","200","1400"
"2021","17 point(s)","All","All","Female","0","340","45","370","0","375","45","420"
"2022","17 point(s)","All","All","Female","40","365","135","520","40","435","140","615"
"2023","17 point(s)","All","All","Female","0","330","105","420","0","375","110","485"
"2013","18 point(s)","All","All","Female","0","5","10","15","0","5","10","15"
"2014","18 point(s)","All","All","Female","345","105","35","475","365","105","35","505"
"2015","18 point(s)","All","All","Female","660","105","55","785","715","110","55","875"
"2016","18 point(s)","All","All","Female","740","105","65","880","805","110","65","980"
"2017","18 point(s)","All","All","Female","935","85","35","1030","1030","85","35","1150"
"2018","18 point(s)","All","All","Female","1150","75","35","1225","1315","75","35","1425"
"2019","18 point(s)","All","All","Female","1435","55","35","1490","1705","60","35","1800"
"2020","18 point(s)","All","All","Female","355","325","85","715","360","350","90","800"
"2021","18 point(s)","All","All","Female","0","245","25","265","0","260","25","285"
"2022","18 point(s)","All","All","Female","35","190","75","285","35","230","75","340"
"2023","18 point(s)","All","All","Female","0","155","60","205","0","160","65","225"
"2020","3 point(s)","All","All","Male","0","0","5","5","0","0","5","10"
"2018","4 point(s)","All","All","Male","0","5","5","10","0","5","5","10"
"2019","4 point(s)","All","All","Male","5","0","0","5","5","0","0","5"
"2020","4 point(s)","All","All","Male","0","0","15","20","0","0","20","25"
"2021","4 point(s)","All","All","Male","0","5","0","5","0","5","0","5"
"2022","4 point(s)","All","All","Male","0","0","0","0","0","0","5","5"
"2013","5 point(s)","All","All","Male","0","0","0","0","0","5","0","5"
"2014","5 point(s)","All","All","Male","0","0","0","5","0","0","0","5"
"2016","5 point(s)","All","All","Male","0","0","0","5","0","0","0","5"
"2017","5 point(s)","All","All","Male","0","0","5","5","0","0","5","5"
"2018","5 point(s)","All","All","Male","0","10","5","15","0","10","5","20"
"2019","5 point(s)","All","All","Male","5","5","5","15","5","5","5","15"
"2020","5 point(s)","All","All","Male","5","5","30","35","5","5","35","40"
"2021","5 point(s)","All","All","Male","0","10","5","15","0","10","5","15"
"2022","5 point(s)","All","All","Male","0","15","0","15","0","15","0","15"
"2023","5 point(s)","All","All","Male","0","5","0","5","0","5","0","5"
"2013","6 point(s)","All","All","Male","0","5","0","5","0","5","0","5"
"2014","6 point(s)","All","All","Male","0","5","5","10","0","5","5","10"
"2015","6 point(s)","All","All","Male","0","5","5","10","0","5","5","10"
"2016","6 point(s)","All","All","Male","0","5","5","10","0","5","5","10"
"2017","6 point(s)","All","All","Male","5","5","5","10","5","5","5","10"
"2018","6 point(s)","All","All","Male","5","10","15","30","5","10","15","30"
"2019","6 point(s)","All","All","Male","10","20","10","35","10","20","10","45"
"2020","6 point(s)","All","All","Male","5","10","95","110","5","10","115","135"
"2021","6 point(s)","All","All","Male","0","25","5","25","0","25","5","30"
"2022","6 point(s)","All","All","Male","0","30","0","30","0","30","0","35"
"2023","6 point(s)","All","All","Male","0","10","5","15","0","10","5","15"
"2013","7 point(s)","All","All","Male","0","5","5","10","0","10","5","10"
"2014","7 point(s)","All","All","Male","0","10","5","20","0","10","5","20"
"2015","7 point(s)","All","All","Male","5","10","10","25","5","10","10","25"
"2016","7 point(s)","All","All","Male","5","15","15","35","5","15","15","35"
"2017","7 point(s)","All","All","Male","10","15","15","40","10","15","15","40"
"2018","7 point(s)","All","All","Male","20","35","25","75","20","40","25","90"
"2019","7 point(s)","All","All","Male","10","35","20","60","10","35","20","65"
"2020","7 point(s)","All","All","Male","15","30","155","190","15","35","205","255"
"2021","7 point(s)","All","All","Male","0","40","10","45","0","40","10","50"
"2022","7 point(s)","All","All","Male","0","70","10","80","0","75","15","90"
"2023","7 point(s)","All","All","Male","0","15","20","35","0","15","20","35"
"2013","8 point(s)","All","All","Male","0","15","5","20","0","15","5","20"
"2014","8 point(s)","All","All","Male","0","10","20","30","0","10","20","30"
"2015","8 point(s)","All","All","Male","5","15","20","40","5","15","20","45"
"2016","8 point(s)","All","All","Male","20","35","40","90","20","35","45","100"
"2017","8 point(s)","All","All","Male","15","40","45","100","20","45","45","110"
"2018","8 point(s)","All","All","Male","25","70","75","165","30","75","80","190"
"2019","8 point(s)","All","All","Male","45","60","55","155","50","70","60","175"
"2020","8 point(s)","All","All","Male","30","60","335","400","35","65","430","530"
"2021","8 point(s)","All","All","Male","0","85","20","105","0","95","20","115"
"2022","8 point(s)","All","All","Male","0","110","35","145","5","125","40","170"
"2023","8 point(s)","All","All","Male","0","55","45","95","0","55","50","105"
"2013","9 point(s)","All","All","Male","0","25","5","30","0","25","5","30"
"2014","9 point(s)","All","All","Male","0","30","30","65","0","30","30","65"
"2015","9 point(s)","All","All","Male","5","40","70","120","5","45","70","120"
"2016","9 point(s)","All","All","Male","60","120","105","285","65","125","110","300"
"2017","9 point(s)","All","All","Male","55","110","210","365","55","120","215","390"
"2018","9 point(s)","All","All","Male","100","255","275","585","100","280","275","655"
"2019","9 point(s)","All","All","Male","345","170","280","725","380","195","295","870"
"2020","9 point(s)","All","All","Male","370","235","770","1220","410","275","950","1635"
"2021","9 point(s)","All","All","Male","0","255","55","300","0","290","55","350"
"2022","9 point(s)","All","All","Male","25","275","110","395","25","310","115","450"
"2023","9 point(s)","All","All","Male","0","190","125","305","0","210","135","345"
"2013","10 point(s)","All","All","Male","0","20","25","45","0","20","25","45"
"2014","10 point(s)","All","All","Male","0","35","45","80","0","35","45","85"
"2015","10 point(s)","All","All","Male","20","55","125","200","25","55","130","210"
"2016","10 point(s)","All","All","Male","90","310","140","530","95","320","145","560"
"2017","10 point(s)","All","All","Male","135","255","295","650","135","265","305","705"
"2018","10 point(s)","All","All","Male","245","480","610","1235","270","525","620","1415"
"2019","10 point(s)","All","All","Male","600","390","455","1285","675","440","465","1580"
"2020","10 point(s)","All","All","Male","515","520","1065","1820","565","595","1285","2445"
"2021","10 point(s)","All","All","Male","0","385","130","490","0","450","135","585"
"2022","10 point(s)","All","All","Male","45","485","140","645","45","560","145","755"
"2023","10 point(s)","All","All","Male","0","350","205","535","0","385","225","610"
"2013","11 point(s)","All","All","Male","0","35","25","60","0","35","25","60"
"2014","11 point(s)","All","All","Male","15","40","60","115","15","40","65","120"
"2015","11 point(s)","All","All","Male","30","75","320","425","30","80","330","440"
"2016","11 point(s)","All","All","Male","200","405","330","900","205","430","335","965"
"2017","11 point(s)","All","All","Male","575","620","530","1570","615","660","545","1820"
"2018","11 point(s)","All","All","Male","1100","795","870","2405","1235","905","885","3025"
"2019","11 point(s)","All","All","Male","1550","735","660","2500","1885","875","685","3445"
"2020","11 point(s)","All","All","Male","735","1430","1410","2920","820","1765","1735","4320"
"2021","11 point(s)","All","All","Male","0","725","130","840","0","850","135","990"
"2022","11 point(s)","All","All","Male","125","1035","345","1430","130","1210","365","1705"
"2023","11 point(s)","All","All","Male","0","755","280","990","0","865","315","1175"
"2013","12 point(s)","All","All","Male","0","30","40","70","0","30","40","70"
"2014","12 point(s)","All","All","Male","335","45","75","455","345","45","80","475"
"2015","12 point(s)","All","All","Male","430","105","360","855","445","110","370","925"
"2016","12 point(s)","All","All","Male","780","425","585","1655","820","450","595","1865"
"2017","12 point(s)","All","All","Male","1375","760","770","2610","1585","840","810","3235"
"2018","12 point(s)","All","All","Male","2105","900","1040","3455","2495","1010","1070","4575"
"2019","12 point(s)","All","All","Male","2560","1490","880","4010","3265","1690","920","5875"
"2020","12 point(s)","All","All","Male","930","2565","1725","4225","1030","3320","2035","6380"
"2021","12 point(s)","All","All","Male","0","870","180","1000","0","1015","180","1195"
"2022","12 point(s)","All","All","Male","285","1245","480","1880","300","1460","505","2265"
"2023","12 point(s)","All","All","Male","0","975","355","1270","0","1125","385","1510"
"2013","13 point(s)","All","All","Male","0","20","30","50","0","20","30","50"
"2014","13 point(s)","All","All","Male","255","190","165","590","260","200","175","635"
"2015","13 point(s)","All","All","Male","700","265","445","1305","735","280","460","1470"
"2016","13 point(s)","All","All","Male","1000","550","425","1830","1100","595","435","2125"
"2017","13 point(s)","All","All","Male","1805","755","700","2915","2105","830","735","3665"
"2018","13 point(s)","All","All","Male","2885","885","835","3945","3610","985","850","5450"
"2019","13 point(s)","All","All","Male","3000","1145","730","4100","3815","1315","750","5880"
"2020","13 point(s)","All","All","Male","1675","2270","1350","4215","1915","2810","1570","6295"
"2021","13 point(s)","All","All","Male","0","800","160","920","0","895","165","1060"
"2022","13 point(s)","All","All","Male","235","1095","405","1630","245","1255","425","1930"
"2023","13 point(s)","All","All","Male","0","850","290","1095","0","940","305","1245"
"2013","14 point(s)","All","All","Male","0","25","25","50","0","25","25","50"
"2014","14 point(s)","All","All","Male","190","135","185","495","195","140","185","520"
"2015","14 point(s)","All","All","Male","565","165","360","1035","590","170","375","1135"
"2016","14 point(s)","All","All","Male","795","355","365","1405","870","390","375","1630"
"2017","14 point(s)","All","All","Male","1370","605","435","2215","1565","650","455","2670"
"2018","14 point(s)","All","All","Male","2370","645","475","3105","2855","700","490","4050"
"2019","14 point(s)","All","All","Male","2710","875","515","3595","3345","965","530","4840"
"2020","14 point(s)","All","All","Male","1280","1725","975","3385","1430","2105","1115","4650"
