"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","All","All","All","All","Not main scheme applicant","Not main scheme application","70370","64555","0.917","3945"
"2023","All","All","All","All","Main scheme applicant","Not main scheme application","64120","56235","0.877","0"
"2023","All","All","All","All","Main scheme applicant","Main scheme application","529560","362100","0.684","0"
"2023","In receipt of free school meals","17 and under","England","Female","All","Not main scheme application","20","10","0.667","5"
"2023","In receipt of free school meals","17 and under","Scotland","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not in receipt of free school meals","17 and under","England","Female","All","Not main scheme application","80","55","0.6910000000000001","15"
"2023","Not in receipt of free school meals","17 and under","Scotland","Female","All","Not main scheme application","80","65","0.846","5"
"2023","Not in receipt of free school meals","17 and under","Wales","Female","All","Not main scheme application","5","0"," ","0"
"2023","Don't know","17 and under","England","Female","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","17 and under","England","Female","All","Not main scheme application","70","65","0.914","0"
"2023","Not declared","17 and under","Scotland","Female","All","Not main scheme application","120","120","0.992","0"
"2023","Not declared","17 and under","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","In receipt of free school meals","18","Northern Ireland","Female","All","Not main scheme application","185","140","0.763","0"
"2023","In receipt of free school meals","18","England","Female","All","Not main scheme application","4495","4085","0.909","35"
"2023","In receipt of free school meals","18","Scotland","Female","All","Not main scheme application","110","85","0.75","5"
"2023","In receipt of free school meals","18","Wales","Female","All","Not main scheme application","115","105","0.88","0"
"2023","Not in receipt of free school meals","18","Northern Ireland","Female","All","Not main scheme application","495","415","0.838","0"
"2023","Not in receipt of free school meals","18","England","Female","All","Not main scheme application","17620","16250","0.922","85"
"2023","Not in receipt of free school meals","18","Scotland","Female","All","Not main scheme application","520","415","0.805","10"
"2023","Not in receipt of free school meals","18","Wales","Female","All","Not main scheme application","600","555","0.923","5"
"2023","Don't know","18","Northern Ireland","Female","All","Not main scheme application","20","15","0.9440000000000001","0"
"2023","Don't know","18","England","Female","All","Not main scheme application","1050","960","0.913","5"
"2023","Don't know","18","Scotland","Female","All","Not main scheme application","25","15","0.615","0"
"2023","Don't know","18","Wales","Female","All","Not main scheme application","30","25","0.9","0"
"2023","Not declared","18","Northern Ireland","Female","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","England","Female","All","Not main scheme application","1250","1175","0.9410000000000001","5"
"2023","Not declared","18","Scotland","Female","All","Not main scheme application","180","175","0.989","0"
"2023","Not declared","18","Wales","Female","All","Not main scheme application","40","40","0.9500000000000001","0"
"2023","In receipt of free school meals","19","Northern Ireland","Female","All","Not main scheme application","60","50","0.79","5"
"2023","In receipt of free school meals","19","England","Female","All","Not main scheme application","1720","1500","0.873","55"
"2023","In receipt of free school meals","19","Scotland","Female","All","Not main scheme application","55","35","0.685","5"
"2023","In receipt of free school meals","19","Wales","Female","All","Not main scheme application","65","55","0.873","0"
"2023","Not in receipt of free school meals","19","Northern Ireland","Female","All","Not main scheme application","150","125","0.839","5"
"2023","Not in receipt of free school meals","19","England","Female","All","Not main scheme application","4860","4295","0.883","135"
"2023","Not in receipt of free school meals","19","Scotland","Female","All","Not main scheme application","235","185","0.785","20"
"2023","Not in receipt of free school meals","19","Wales","Female","All","Not main scheme application","205","185","0.893","10"
"2023","Don't know","19","Northern Ireland","Female","All","Not main scheme application","10","10"," ","0"
"2023","Don't know","19","England","Female","All","Not main scheme application","440","400","0.909","15"
"2023","Don't know","19","Scotland","Female","All","Not main scheme application","10","5"," ","0"
"2023","Don't know","19","Wales","Female","All","Not main scheme application","20","15","0.895","0"
"2023","Not declared","19","Northern Ireland","Female","All","Not main scheme application","10","10","1","0"
"2023","Not declared","19","England","Female","All","Not main scheme application","1995","1880","0.9440000000000001","0"
"2023","Not declared","19","Scotland","Female","All","Not main scheme application","135","135","0.993","0"
"2023","Not declared","19","Wales","Female","All","Not main scheme application","80","75","0.9380000000000001","0"
"2023","In receipt of free school meals","20","Northern Ireland","Female","All","Not main scheme application","20","15","0.762","5"
"2023","In receipt of free school meals","20","England","Female","All","Not main scheme application","710","620","0.872","30"
"2023","In receipt of free school meals","20","Scotland","Female","All","Not main scheme application","30","20","0.714","0"
"2023","In receipt of free school meals","20","Wales","Female","All","Not main scheme application","25","20","0.792","0"
"2023","Not in receipt of free school meals","20","Northern Ireland","Female","All","Not main scheme application","60","50","0.847","5"
"2023","Not in receipt of free school meals","20","England","Female","All","Not main scheme application","1860","1570","0.843","120"
"2023","Not in receipt of free school meals","20","Scotland","Female","All","Not main scheme application","140","110","0.78","15"
"2023","Not in receipt of free school meals","20","Wales","Female","All","Not main scheme application","100","85","0.8240000000000001","10"
"2023","Don't know","20","England","Female","All","Not main scheme application","190","170","0.889","10"
"2023","Don't know","20","Scotland","Female","All","Not main scheme application","10","10"," ","0"
"2023","Don't know","20","Wales","Female","All","Not main scheme application","10","10","1","0"
"2023","Not declared","20","Northern Ireland","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","20","England","Female","All","Not main scheme application","1475","1385","0.937","5"
"2023","Not declared","20","Scotland","Female","All","Not main scheme application","100","95","0.97","0"
"2023","Not declared","20","Wales","Female","All","Not main scheme application","65","60","0.984","0"
"2023","In receipt of free school meals","21 - 24","Northern Ireland","Female","All","Not main scheme application","35","25","0.6970000000000001","0"
"2023","In receipt of free school meals","21 - 24","England","Female","All","Not main scheme application","835","650","0.777","65"
"2023","In receipt of free school meals","21 - 24","Scotland","Female","All","Not main scheme application","55","40","0.684","10"
"2023","In receipt of free school meals","21 - 24","Wales","Female","All","Not main scheme application","40","30","0.789","5"
"2023","Not in receipt of free school meals","21 - 24","Northern Ireland","Female","All","Not main scheme application","75","50","0.667","5"
"2023","Not in receipt of free school meals","21 - 24","England","Female","All","Not main scheme application","2550","1930","0.757","275"
"2023","Not in receipt of free school meals","21 - 24","Scotland","Female","All","Not main scheme application","345","245","0.713","45"
"2023","Not in receipt of free school meals","21 - 24","Wales","Female","All","Not main scheme application","160","130","0.8160000000000001","15"
"2023","Don't know","21 - 24","Northern Ireland","Female","All","Not main scheme application","5","5"," ","0"
"2023","Don't know","21 - 24","England","Female","All","Not main scheme application","295","235","0.785","30"
"2023","Don't know","21 - 24","Scotland","Female","All","Not main scheme application","20","15","0.737","5"
"2023","Don't know","21 - 24","Wales","Female","All","Not main scheme application","15","10","0.769","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","Female","All","Not main scheme application","4015","3745","0.933","15"
