"Year","Qualification group","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","A level Only (Without extended project)","Unknown","Main scheme applicant","All","425","345","0.808","0"
"2011","A level Only (Without extended project)","Unknown","Main scheme applicant","All","360","285","0.793","0"
"2012","A level Only (Without extended project)","Unknown","Main scheme applicant","All","325","255","0.783","0"
"2013","A level Only (Without extended project)","Unknown","Main scheme applicant","All","240","195","0.8170000000000001","0"
"2014","A level Only (Without extended project)","Unknown","Main scheme applicant","All","240","185","0.776","0"
"2015","A level Only (Without extended project)","Unknown","Main scheme applicant","All","205","160","0.789","0"
"2016","A level Only (Without extended project)","Unknown","Main scheme applicant","All","200","165","0.8230000000000001","0"
"2017","A level Only (Without extended project)","Unknown","Main scheme applicant","All","200","165","0.8200000000000001","0"
"2018","A level Only (Without extended project)","Unknown","Main scheme applicant","All","190","145","0.782","0"
"2019","A level Only (Without extended project)","Unknown","Main scheme applicant","All","165","125","0.774","0"
"2020","A level Only (Without extended project)","Unknown","Main scheme applicant","All","135","105","0.774","0"
"2021","A level Only (Without extended project)","Unknown","Main scheme applicant","All","165","125","0.756","0"
"2022","A level Only (Without extended project)","Unknown","Main scheme applicant","All","65","55","0.803","0"
"2023","A level Only (Without extended project)","Unknown","Main scheme applicant","All","60","50","0.8200000000000001","0"
"2008","BTEC Only","Unknown","Main scheme applicant","All","120","95","0.782","0"
"2009","BTEC Only","Unknown","Main scheme applicant","All","35","30","0.853","0"
"2010","BTEC Only","Unknown","Main scheme applicant","All","30","20","0.733","0"
"2011","BTEC Only","Unknown","Main scheme applicant","All","20","15","0.722","0"
"2012","BTEC Only","Unknown","Main scheme applicant","All","95","75","0.773","0"
"2013","BTEC Only","Unknown","Main scheme applicant","All","100","75","0.737","0"
"2014","BTEC Only","Unknown","Main scheme applicant","All","90","65","0.742","0"
"2015","BTEC Only","Unknown","Main scheme applicant","All","95","75","0.796","0"
"2016","BTEC Only","Unknown","Main scheme applicant","All","85","65","0.798","0"
"2017","BTEC Only","Unknown","Main scheme applicant","All","60","50","0.8170000000000001","0"
"2018","BTEC Only","Unknown","Main scheme applicant","All","65","60","0.881","0"
"2019","BTEC Only","Unknown","Main scheme applicant","All","65","50","0.758","0"
"2020","BTEC Only","Unknown","Main scheme applicant","All","55","40","0.732","0"
"2021","BTEC Only","Unknown","Main scheme applicant","All","60","45","0.77","0"
"2022","BTEC Only","Unknown","Main scheme applicant","All","15","15","0.875","0"
"2023","BTEC Only","Unknown","Main scheme applicant","All","15","10"," ","0"
"2008","A level & BTEC","Unknown","Main scheme applicant","All","30","25","0.833","0"
"2009","A level & BTEC","Unknown","Main scheme applicant","All","5","5"," ","0"
"2010","A level & BTEC","Unknown","Main scheme applicant","All","10","5"," ","0"
"2011","A level & BTEC","Unknown","Main scheme applicant","All","10","10"," ","0"
"2012","A level & BTEC","Unknown","Main scheme applicant","All","35","30","0.838","0"
"2013","A level & BTEC","Unknown","Main scheme applicant","All","55","50","0.889","0"
"2014","A level & BTEC","Unknown","Main scheme applicant","All","50","40","0.792","0"
"2015","A level & BTEC","Unknown","Main scheme applicant","All","40","35","0.878","0"
"2016","A level & BTEC","Unknown","Main scheme applicant","All","50","45","0.863","0"
"2017","A level & BTEC","Unknown","Main scheme applicant","All","35","25","0.73","0"
"2018","A level & BTEC","Unknown","Main scheme applicant","All","35","25","0.765","0"
"2019","A level & BTEC","Unknown","Main scheme applicant","All","30","30","0.875","0"
"2020","A level & BTEC","Unknown","Main scheme applicant","All","30","25","0.871","0"
"2021","A level & BTEC","Unknown","Main scheme applicant","All","30","25","0.857","0"
"2022","A level & BTEC","Unknown","Main scheme applicant","All","20","15","0.85","0"
"2023","A level & BTEC","Unknown","Main scheme applicant","All","15","10","0.846","0"
"2008","SQA Only","Unknown","Main scheme applicant","All","520","385","0.736","0"
"2009","SQA Only","Unknown","Main scheme applicant","All","60","35","0.607","0"
"2010","SQA Only","Unknown","Main scheme applicant","All","60","40","0.677","0"
"2011","SQA Only","Unknown","Main scheme applicant","All","45","35","0.7020000000000001","0"
"2012","SQA Only","Unknown","Main scheme applicant","All","35","25","0.686","0"
"2013","SQA Only","Unknown","Main scheme applicant","All","45","30","0.609","0"
"2014","SQA Only","Unknown","Main scheme applicant","All","25","15","0.5650000000000001","0"
"2015","SQA Only","Unknown","Main scheme applicant","All","25","20","0.8150000000000001","0"
"2016","SQA Only","Unknown","Main scheme applicant","All","40","30","0.683","0"
"2017","SQA Only","Unknown","Main scheme applicant","All","30","20","0.733","0"
"2018","SQA Only","Unknown","Main scheme applicant","All","30","25","0.844","0"
"2019","SQA Only","Unknown","Main scheme applicant","All","35","15","0.455","0"
"2020","SQA Only","Unknown","Main scheme applicant","All","25","15","0.593","0"
"2021","SQA Only","Unknown","Main scheme applicant","All","30","20","0.613","0"
"2022","SQA Only","Unknown","Main scheme applicant","All","15","10"," ","0"
"2023","SQA Only","Unknown","Main scheme applicant","All","5","0"," ","0"
"2008","IB Only","Unknown","Main scheme applicant","All","65","50","0.8130000000000001","0"
"2009","IB Only","Unknown","Main scheme applicant","All","60","50","0.8310000000000001","0"
"2010","IB Only","Unknown","Main scheme applicant","All","70","60","0.884","0"
"2011","IB Only","Unknown","Main scheme applicant","All","70","50","0.754","0"
"2012","IB Only","Unknown","Main scheme applicant","All","50","40","0.792","0"
"2013","IB Only","Unknown","Main scheme applicant","All","45","40","0.848","0"
"2014","IB Only","Unknown","Main scheme applicant","All","45","35","0.767","0"
"2015","IB Only","Unknown","Main scheme applicant","All","55","50","0.889","0"
"2016","IB Only","Unknown","Main scheme applicant","All","50","40","0.84","0"
"2017","IB Only","Unknown","Main scheme applicant","All","55","45","0.804","0"
"2018","IB Only","Unknown","Main scheme applicant","All","50","35","0.72","0"
"2019","IB Only","Unknown","Main scheme applicant","All","50","45","0.846","0"
"2020","IB Only","Unknown","Main scheme applicant","All","40","30","0.769","0"
"2021","IB Only","Unknown","Main scheme applicant","All","45","35","0.739","0"
"2022","IB Only","Unknown","Main scheme applicant","All","10","10","0.833","0"
"2023","IB Only","Unknown","Main scheme applicant","All","5","5"," ","0"
"2008","A level & WB","Unknown","Main scheme applicant","All","20","20","0.8180000000000001","0"
"2009","A level & WB","Unknown","Main scheme applicant","All","5","0"," ","0"
"2010","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2012","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2013","A level & WB","Unknown","Main scheme applicant","All","10","10"," ","0"
"2014","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2015","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2017","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2019","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2020","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2021","A level & WB","Unknown","Main scheme applicant","All","5","5"," ","0"
"2019","Cambridge Technicals only","Unknown","Main scheme applicant","All","5","5"," ","0"
"2021","Cambridge Technicals only","Unknown","Main scheme applicant","All","5","5"," ","0"
"2022","Cambridge Technicals only","Unknown","Main scheme applicant","All","5","0"," ","0"
"2009","Access to HE only","Unknown","Main scheme applicant","All","5","0"," ","0"
"2012","Access to HE only","Unknown","Main scheme applicant","All","15","10","0.769","0"
"2013","Access to HE only","Unknown","Main scheme applicant","All","45","30","0.636","0"
"2014","Access to HE only","Unknown","Main scheme applicant","All","35","30","0.8290000000000001","0"
"2015","Access to HE only","Unknown","Main scheme applicant","All","30","20","0.714","0"
"2016","Access to HE only","Unknown","Main scheme applicant","All","25","15","0.739","0"
"2017","Access to HE only","Unknown","Main scheme applicant","All","35","25","0.758","0"
"2018","Access to HE only","Unknown","Main scheme applicant","All","25","20","0.76","0"
"2019","Access to HE only","Unknown","Main scheme applicant","All","30","25","0.857","0"
"2020","Access to HE only","Unknown","Main scheme applicant","All","20","15","0.833","0"
"2021","Access to HE only","Unknown","Main scheme applicant","All","35","25","0.8180000000000001","0"
"2022","Access to HE only","Unknown","Main scheme applicant","All","10","5"," ","0"
"2023","Access to HE only","Unknown","Main scheme applicant","All","10","5"," ","0"
"2015","A level & Cambridge Technicals","Unknown","Main scheme applicant","All","5","5"," ","0"
"2016","A level & Cambridge Technicals","Unknown","Main scheme applicant","All","5","0"," ","0"
"2017","A level & Cambridge Technicals","Unknown","Main scheme applicant","All","5","0"," ","0"
"2018","A level & Cambridge Technicals","Unknown","Main scheme applicant","All","5","5"," ","0"
"2019","A level & Cambridge Technicals","Unknown","Main scheme applicant","All","10","10"," ","0"
"2020","A level & Cambridge Technicals","Unknown","Main scheme applicant","All","5","5"," ","0"
"2021","A level & Cambridge Technicals","Unknown","Main scheme applicant","All","5","5"," ","0"
"2008","Other","Unknown","Main scheme applicant","All","3600","2385","0.662","0"
"2009","Other","Unknown","Main scheme applicant","All","1185","725","0.613","0"
"2010","Other","Unknown","Main scheme applicant","All","835","465","0.558","0"
"2011","Other","Unknown","Main scheme applicant","All","805","455","0.5650000000000001","0"
"2012","Other","Unknown","Main scheme applicant","All","585","315","0.538","0"
"2013","Other","Unknown","Main scheme applicant","All","415","220","0.528","0"
"2014","Other","Unknown","Main scheme applicant","All","385","195","0.51","0"
"2015","Other","Unknown","Main scheme applicant","All","355","195","0.547","0"
"2016","Other","Unknown","Main scheme applicant","All","380","215","0.5630000000000001","0"
"2017","Other","Unknown","Main scheme applicant","All","305","180","0.601","0"
"2018","Other","Unknown","Main scheme applicant","All","320","175","0.551","0"
"2019","Other","Unknown","Main scheme applicant","All","335","210","0.626","0"
"2020","Other","Unknown","Main scheme applicant","All","350","205","0.587","0"
"2021","Other","Unknown","Main scheme applicant","All","290","160","0.559","0"
"2022","Other","Unknown","Main scheme applicant","All","65","45","0.672","0"
"2023","Other","Unknown","Main scheme applicant","All","60","35","0.638","0"
"2008","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","45","40","0.909","0"
"2009","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","245","220","0.89","0"
"2010","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","945","840","0.891","0"
"2011","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","1620","1460","0.903","0"
"2012","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","1785","1580","0.886","0"
"2013","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2095","1875","0.895","0"
"2014","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2385","2150","0.901","0"
"2015","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2495","2265","0.908","0"
"2016","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2610","2375","0.91","0"
"2017","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2810","2565","0.912","0"
"2018","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2925","2660","0.909","0"
"2019","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","3095","2830","0.916","0"
"2020","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","3040","2755","0.907","0"
"2021","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2845","2555","0.897","0"
"2022","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","3020","2675","0.886","0"
"2023","A level Only (With extended project)","Quintile 1","Main scheme applicant","All","2920","2575","0.883","0"
"2008","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","20305","17610","0.867","0"
"2009","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","21425","18130","0.846","0"
"2010","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","22440","17670","0.787","0"
"2011","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","22700","17975","0.792","0"
"2012","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","19350","15520","0.802","0"
"2013","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","18985","15680","0.8260000000000001","0"
"2014","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","18460","15255","0.8260000000000001","0"
"2015","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","18150","15090","0.8310000000000001","0"
"2016","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","18255","15260","0.836","0"
"2017","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","17745","15185","0.856","0"
"2018","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","16920","14540","0.859","0"
"2019","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","16420","14205","0.865","0"
"2020","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","17085","14995","0.878","0"
"2021","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","18285","15650","0.856","0"
"2022","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","18775","15750","0.839","0"
"2023","A level Only (Without extended project)","Quintile 1","Main scheme applicant","All","18555","15635","0.843","0"
"2008","BTEC Only","Quintile 1","Main scheme applicant","All","1320","1030","0.782","0"
"2009","BTEC Only","Quintile 1","Main scheme applicant","All","1760","1345","0.764","0"
"2010","BTEC Only","Quintile 1","Main scheme applicant","All","2470","1675","0.678","0"
"2011","BTEC Only","Quintile 1","Main scheme applicant","All","3025","2015","0.667","0"
"2012","BTEC Only","Quintile 1","Main scheme applicant","All","11310","8515","0.753","0"
"2013","BTEC Only","Quintile 1","Main scheme applicant","All","12010","9235","0.769","0"
"2014","BTEC Only","Quintile 1","Main scheme applicant","All","14455","11220","0.776","0"
"2015","BTEC Only","Quintile 1","Main scheme applicant","All","14845","11605","0.782","0"
"2016","BTEC Only","Quintile 1","Main scheme applicant","All","14200","11200","0.789","0"
"2017","BTEC Only","Quintile 1","Main scheme applicant","All","12875","10425","0.81","0"
"2018","BTEC Only","Quintile 1","Main scheme applicant","All","11935","9770","0.8190000000000001","0"
"2019","BTEC Only","Quintile 1","Main scheme applicant","All","10860","8910","0.8200000000000001","0"
"2020","BTEC Only","Quintile 1","Main scheme applicant","All","10785","9015","0.836","0"
"2021","BTEC Only","Quintile 1","Main scheme applicant","All","11395","9070","0.796","0"
"2022","BTEC Only","Quintile 1","Main scheme applicant","All","10835","8395","0.775","0"
"2023","BTEC Only","Quintile 1","Main scheme applicant","All","9170","7230","0.788","0"
"2008","A level & BTEC","Quintile 1","Main scheme applicant","All","325","280","0.864","0"
"2009","A level & BTEC","Quintile 1","Main scheme applicant","All","530","445","0.841","0"
"2010","A level & BTEC","Quintile 1","Main scheme applicant","All","850","615","0.724","0"
"2011","A level & BTEC","Quintile 1","Main scheme applicant","All","1170","900","0.768","0"
"2012","A level & BTEC","Quintile 1","Main scheme applicant","All","3895","3215","0.8250000000000001","0"
"2013","A level & BTEC","Quintile 1","Main scheme applicant","All","4560","3810","0.836","0"
"2014","A level & BTEC","Quintile 1","Main scheme applicant","All","5775","4880","0.845","0"
"2015","A level & BTEC","Quintile 1","Main scheme applicant","All","6520","5555","0.852","0"
"2016","A level & BTEC","Quintile 1","Main scheme applicant","All","6315","5375","0.851","0"
"2017","A level & BTEC","Quintile 1","Main scheme applicant","All","5705","4910","0.861","0"
"2018","A level & BTEC","Quintile 1","Main scheme applicant","All","4890","4190","0.857","0"
"2019","A level & BTEC","Quintile 1","Main scheme applicant","All","4860","4220","0.868","0"
"2020","A level & BTEC","Quintile 1","Main scheme applicant","All","5055","4420","0.875","0"
"2021","A level & BTEC","Quintile 1","Main scheme applicant","All","5350","4600","0.86","0"
"2022","A level & BTEC","Quintile 1","Main scheme applicant","All","5185","4370","0.843","0"
"2023","A level & BTEC","Quintile 1","Main scheme applicant","All","4780","4015","0.84","0"
"2008","SQA Only","Quintile 1","Main scheme applicant","All","1230","865","0.705","0"
"2009","SQA Only","Quintile 1","Main scheme applicant","All","1340","930","0.6960000000000001","0"
"2010","SQA Only","Quintile 1","Main scheme applicant","All","1660","1020","0.616","0"
"2011","SQA Only","Quintile 1","Main scheme applicant","All","1620","950","0.584","0"
"2012","SQA Only","Quintile 1","Main scheme applicant","All","1695","1065","0.629","0"
"2013","SQA Only","Quintile 1","Main scheme applicant","All","1775","1130","0.638","0"
"2014","SQA Only","Quintile 1","Main scheme applicant","All","1995","1275","0.64","0"
"2015","SQA Only","Quintile 1","Main scheme applicant","All","2055","1275","0.621","0"
"2016","SQA Only","Quintile 1","Main scheme applicant","All","2130","1365","0.642","0"
"2017","SQA Only","Quintile 1","Main scheme applicant","All","2285","1525","0.668","0"
"2018","SQA Only","Quintile 1","Main scheme applicant","All","2320","1620","0.6980000000000001","0"
"2019","SQA Only","Quintile 1","Main scheme applicant","All","2220","1510","0.679","0"
"2020","SQA Only","Quintile 1","Main scheme applicant","All","2250","1670","0.742","0"
"2021","SQA Only","Quintile 1","Main scheme applicant","All","2680","1870","0.6980000000000001","0"
"2022","SQA Only","Quintile 1","Main scheme applicant","All","2440","1710","0.7010000000000001","0"
"2023","SQA Only","Quintile 1","Main scheme applicant","All","2275","1670","0.734","0"
"2008","IB Only","Quintile 1","Main scheme applicant","All","45","35","0.8140000000000001","0"
"2009","IB Only","Quintile 1","Main scheme applicant","All","85","75","0.849","0"
"2010","IB Only","Quintile 1","Main scheme applicant","All","175","130","0.753","0"
"2011","IB Only","Quintile 1","Main scheme applicant","All","215","170","0.804","0"
"2012","IB Only","Quintile 1","Main scheme applicant","All","240","185","0.777","0"
"2013","IB Only","Quintile 1","Main scheme applicant","All","185","150","0.812","0"
"2014","IB Only","Quintile 1","Main scheme applicant","All","215","185","0.847","0"
"2015","IB Only","Quintile 1","Main scheme applicant","All","230","190","0.8140000000000001","0"
"2016","IB Only","Quintile 1","Main scheme applicant","All","195","165","0.847","0"
"2017","IB Only","Quintile 1","Main scheme applicant","All","215","180","0.8290000000000001","0"
"2018","IB Only","Quintile 1","Main scheme applicant","All","195","165","0.841","0"
"2019","IB Only","Quintile 1","Main scheme applicant","All","175","140","0.806","0"
"2020","IB Only","Quintile 1","Main scheme applicant","All","180","150","0.8230000000000001","0"
"2021","IB Only","Quintile 1","Main scheme applicant","All","230","190","0.8230000000000001","0"
"2022","IB Only","Quintile 1","Main scheme applicant","All","230","190","0.81","0"
"2023","IB Only","Quintile 1","Main scheme applicant","All","210","175","0.8240000000000001","0"
"2008","A level & WB","Quintile 1","Main scheme applicant","All","135","120","0.896","0"
"2009","A level & WB","Quintile 1","Main scheme applicant","All","215","190","0.893","0"
"2010","A level & WB","Quintile 1","Main scheme applicant","All","390","350","0.903","0"
"2011","A level & WB","Quintile 1","Main scheme applicant","All","625","530","0.846","0"
"2012","A level & WB","Quintile 1","Main scheme applicant","All","700","615","0.874","0"
"2013","A level & WB","Quintile 1","Main scheme applicant","All","770","675","0.877","0"
"2014","A level & WB","Quintile 1","Main scheme applicant","All","805","720","0.897","0"
"2015","A level & WB","Quintile 1","Main scheme applicant","All","825","720","0.872","0"
"2016","A level & WB","Quintile 1","Main scheme applicant","All","885","775","0.877","0"
"2017","A level & WB","Quintile 1","Main scheme applicant","All","830","755","0.907","0"
"2018","A level & WB","Quintile 1","Main scheme applicant","All","795","720","0.905","0"
"2019","A level & WB","Quintile 1","Main scheme applicant","All","810","730","0.9","0"
"2020","A level & WB","Quintile 1","Main scheme applicant","All","845","790","0.935","0"
"2021","A level & WB","Quintile 1","Main scheme applicant","All","925","820","0.887","0"
"2022","A level & WB","Quintile 1","Main scheme applicant","All","990","865","0.873","0"
"2023","A level & WB","Quintile 1","Main scheme applicant","All","950","855","0.899","0"
"2013","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2014","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","115","75","0.64","0"
"2015","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","145","110","0.735","0"
"2016","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","245","190","0.783","0"
"2017","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","390","300","0.778","0"
"2018","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","470","390","0.8280000000000001","0"
"2019","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","695","555","0.797","0"
"2020","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","750","640","0.85","0"
"2021","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","765","615","0.807","0"
"2022","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","915","695","0.762","0"
"2023","Cambridge Technicals only","Quintile 1","Main scheme applicant","All","765","570","0.743","0"
"2009","Access to HE only","Quintile 1","Main scheme applicant","All","255","175","0.684","0"
"2010","Access to HE only","Quintile 1","Main scheme applicant","All","230","150","0.658","0"
"2011","Access to HE only","Quintile 1","Main scheme applicant","All","80","50","0.654","0"
"2012","Access to HE only","Quintile 1","Main scheme applicant","All","300","200","0.672","0"
"2013","Access to HE only","Quintile 1","Main scheme applicant","All","4450","3275","0.736","0"
"2014","Access to HE only","Quintile 1","Main scheme applicant","All","4865","3725","0.766","0"
"2015","Access to HE only","Quintile 1","Main scheme applicant","All","4575","3425","0.748","0"
"2016","Access to HE only","Quintile 1","Main scheme applicant","All","4910","3620","0.737","0"
"2017","Access to HE only","Quintile 1","Main scheme applicant","All","4730","3740","0.791","0"
"2018","Access to HE only","Quintile 1","Main scheme applicant","All","4755","3905","0.8220000000000001","0"
"2019","Access to HE only","Quintile 1","Main scheme applicant","All","4705","3915","0.8320000000000001","0"
"2020","Access to HE only","Quintile 1","Main scheme applicant","All","5050","4260","0.844","0"
"2021","Access to HE only","Quintile 1","Main scheme applicant","All","5215","4155","0.797","0"
"2022","Access to HE only","Quintile 1","Main scheme applicant","All","5000","3865","0.773","0"
"2023","Access to HE only","Quintile 1","Main scheme applicant","All","4400","3375","0.767","0"
"2013","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","10","10"," ","0"
"2014","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","215","190","0.887","0"
"2015","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","385","330","0.86","0"
"2016","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","505","430","0.853","0"
"2017","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","555","480","0.868","0"
"2018","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","630","550","0.872","0"
"2019","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","945","820","0.868","0"
"2020","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","1095","965","0.885","0"
"2021","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","1075","945","0.879","0"
"2022","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","1245","1070","0.857","0"
"2023","A level & Cambridge Technicals","Quintile 1","Main scheme applicant","All","1185","990","0.836","0"
"2008","Other","Quintile 1","Main scheme applicant","All","28125","19705","0.7010000000000001","0"
"2009","Other","Quintile 1","Main scheme applicant","All","32540","22060","0.678","0"
"2010","Other","Quintile 1","Main scheme applicant","All","37720","22290","0.591","0"
"2011","Other","Quintile 1","Main scheme applicant","All","37480","22575","0.602","0"
"2012","Other","Quintile 1","Main scheme applicant","All","23865","13675","0.5730000000000001","0"
"2013","Other","Quintile 1","Main scheme applicant","All","20415","12030","0.589","0"
"2014","Other","Quintile 1","Main scheme applicant","All","20555","12130","0.59","0"
"2015","Other","Quintile 1","Main scheme applicant","All","20185","12370","0.613","0"
"2016","Other","Quintile 1","Main scheme applicant","All","20270","12580","0.621","0"
"2017","Other","Quintile 1","Main scheme applicant","All","19170","12745","0.665","0"
"2018","Other","Quintile 1","Main scheme applicant","All","19025","13035","0.685","0"
"2019","Other","Quintile 1","Main scheme applicant","All","20110","13925","0.6920000000000001","0"
"2020","Other","Quintile 1","Main scheme applicant","All","20915","15575","0.745","0"
"2021","Other","Quintile 1","Main scheme applicant","All","23405","16005","0.684","0"
"2022","Other","Quintile 1","Main scheme applicant","All","24880","16745","0.673","0"
"2023","Other","Quintile 1","Main scheme applicant","All","25270","16760","0.663","0"
"2008","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","60","55","0.883","0"
"2009","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","395","350","0.896","0"
"2010","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","1455","1300","0.894","0"
"2011","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","2505","2250","0.897","0"
"2012","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","2935","2605","0.888","0"
"2013","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","3280","2935","0.895","0"
"2014","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","3705","3350","0.904","0"
"2015","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","3880","3480","0.896","0"
"2016","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4110","3730","0.908","0"
"2017","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4355","3975","0.912","0"
"2018","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4595","4205","0.914","0"
"2019","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4680","4250","0.909","0"
"2020","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4740","4295","0.906","0"
"2021","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4655","4170","0.896","0"
"2022","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4770","4190","0.878","0"
"2023","A level Only (With extended project)","Quintile 2","Main scheme applicant","All","4600","4050","0.88","0"
"2008","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","32460","28190","0.868","0"
"2009","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","34395","29240","0.85","0"
"2010","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","35680","28620","0.802","0"
"2011","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","35110","28315","0.807","0"
"2012","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","30135","24485","0.8130000000000001","0"
"2013","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","29280","24375","0.833","0"
"2014","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","28325","23595","0.833","0"
"2015","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","27600","23140","0.838","0"
"2016","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","27340","23265","0.851","0"
"2017","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","26260","22615","0.861","0"
"2018","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","25030","21730","0.868","0"
"2019","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","23420","20160","0.861","0"
"2020","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","24225","21285","0.879","0"
"2021","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","25990","22150","0.852","0"
"2022","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","26170","21825","0.834","0"
"2023","A level Only (Without extended project)","Quintile 2","Main scheme applicant","All","26310","21995","0.836","0"
"2008","BTEC Only","Quintile 2","Main scheme applicant","All","1535","1175","0.768","0"
"2009","BTEC Only","Quintile 2","Main scheme applicant","All","2065","1510","0.73","0"
"2010","BTEC Only","Quintile 2","Main scheme applicant","All","2890","1990","0.6880000000000001","0"
"2011","BTEC Only","Quintile 2","Main scheme applicant","All","3385","2275","0.671","0"
"2012","BTEC Only","Quintile 2","Main scheme applicant","All","12375","9410","0.76","0"
"2013","BTEC Only","Quintile 2","Main scheme applicant","All","13485","10635","0.789","0"
"2014","BTEC Only","Quintile 2","Main scheme applicant","All","15815","12430","0.786","0"
"2015","BTEC Only","Quintile 2","Main scheme applicant","All","16395","12945","0.79","0"
"2016","BTEC Only","Quintile 2","Main scheme applicant","All","15790","12520","0.793","0"
"2017","BTEC Only","Quintile 2","Main scheme applicant","All","14195","11520","0.812","0"
