"Year","Number of applications","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2011","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","1015","455","0.45","0"
"2012","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","765","270","0.355","0"
"2013","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","770","280","0.361","0"
"2014","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","785","275","0.353","0"
"2015","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","845","305","0.364","0"
"2016","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","845","340","0.4","0"
"2017","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","685","280","0.40700000000000003","0"
"2018","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","655","280","0.429","0"
"2019","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","575","255","0.445","0"
"2020","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","595","250","0.423","0"
"2021","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","385","125","0.324","0"
"2022","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","290","90","0.31","0"
"2023","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","220","65","0.295","0"
"2006","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","170","80","0.453","0"
"2007","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","185","80","0.43","0"
"2008","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","160","70","0.426","0"
"2009","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","190","75","0.405","0"
"2010","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","240","85","0.34900000000000003","0"
"2011","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","250","85","0.343","0"
"2012","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","205","65","0.322","0"
"2013","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","205","65","0.314","0"
"2014","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","185","55","0.308","0"
"2015","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","195","65","0.327","0"
"2016","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","155","40","0.26","0"
"2017","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","155","55","0.342","0"
"2018","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","145","50","0.34500000000000003","0"
"2019","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","135","55","0.403","0"
"2020","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","125","65","0.504","0"
"2021","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","105","35","0.33","0"
"2022","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","75","20","0.273","0"
"2023","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","65","20","0.328","0"
"2006","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","100","40","0.38","0"
"2007","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","95","35","0.34","0"
"2008","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","100","40","0.386","0"
"2009","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","110","50","0.438","0"
"2010","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","175","70","0.398","0"
"2011","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","165","50","0.311","0"
"2012","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","160","55","0.34","0"
"2013","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","145","45","0.301","0"
"2014","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","175","60","0.33","0"
"2015","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","185","55","0.28300000000000003","0"
"2016","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","175","65","0.358","0"
"2017","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","125","50","0.398","0"
"2018","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","125","50","0.394","0"
"2019","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","140","55","0.383","0"
"2020","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","135","50","0.366","0"
"2021","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","100","40","0.382","0"
"2022","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","85","20","0.214","0"
"2023","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","70","20","0.3","0"
"2006","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","35","20","0.5760000000000001","0"
"2007","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","30","25","0.8210000000000001","0"
"2008","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.8260000000000001","0"
"2009","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","30","20","0.7000000000000001","0"
"2010","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","15","0.652","0"
"2011","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","10","0.5710000000000001","0"
"2012","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10","0.706","0"
"2013","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","15","0.722","0"
"2014","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2017","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2018","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2019","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","10","0.526","0"
"2020","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2022","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2023","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2006","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4820","3420","0.71","0"
"2007","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4690","3500","0.746","0"
"2008","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4540","3505","0.772","0"
"2009","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4960","3735","0.754","0"
"2010","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","5225","3540","0.677","0"
"2011","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","5220","3545","0.679","0"
"2012","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4995","3340","0.669","0"
"2013","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","5165","3615","0.7000000000000001","0"
"2014","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","5095","3420","0.672","0"
"2015","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","5135","3275","0.637","0"
"2016","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","5085","3370","0.662","0"
"2017","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4945","3120","0.631","0"
"2018","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4815","3205","0.665","0"
