"Year","Difference between predicted and achieved SQA advanced higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","-5 points","All","Main scheme applicant","All","155","140","0.922","0"
"2018","-5 points","All","Main scheme applicant","All","160","145","0.9","0"
"2019","-5 points","All","Main scheme applicant","All","165","155","0.928","0"
"2020","-5 points","All","Main scheme applicant","All","75","65","0.892","0"
"2021","-5 points","All","Main scheme applicant","All","95","85","0.884","0"
"2022","-5 points","All","Main scheme applicant","All","190","170","0.905","0"
"2023","-5 points","All","Main scheme applicant","All","205","195","0.9460000000000001","0"
"2010","-6 points","All","Main scheme applicant","All","100","90","0.88","0"
"2011","-6 points","All","Main scheme applicant","All","110","90","0.852","0"
"2012","-6 points","All","Main scheme applicant","All","125","115","0.913","0"
"2013","-6 points","All","Main scheme applicant","All","100","90","0.88","0"
"2014","-6 points","All","Main scheme applicant","All","105","90","0.868","0"
"2015","-6 points","All","Main scheme applicant","All","110","95","0.856","0"
"2016","-6 points","All","Main scheme applicant","All","110","100","0.891","0"
"2017","-6 points","All","Main scheme applicant","All","100","90","0.911","0"
"2018","-6 points","All","Main scheme applicant","All","105","95","0.904","0"
"2019","-6 points","All","Main scheme applicant","All","95","85","0.876","0"
"2020","-6 points","All","Main scheme applicant","All","55","50","0.962","0"
"2021","-6 points","All","Main scheme applicant","All","60","55","0.883","0"
"2022","-6 points","All","Main scheme applicant","All","125","110","0.903","0"
"2023","-6 points","All","Main scheme applicant","All","125","120","0.9520000000000001","0"
"2010","Less than -6 points","All","Main scheme applicant","All","220","200","0.9","0"
"2011","Less than -6 points","All","Main scheme applicant","All","190","170","0.889","0"
"2012","Less than -6 points","All","Main scheme applicant","All","195","170","0.876","0"
"2013","Less than -6 points","All","Main scheme applicant","All","215","195","0.894","0"
"2014","Less than -6 points","All","Main scheme applicant","All","220","195","0.882","0"
"2015","Less than -6 points","All","Main scheme applicant","All","215","180","0.84","0"
"2016","Less than -6 points","All","Main scheme applicant","All","210","185","0.88","0"
"2017","Less than -6 points","All","Main scheme applicant","All","230","195","0.847","0"
"2018","Less than -6 points","All","Main scheme applicant","All","235","210","0.906","0"
"2019","Less than -6 points","All","Main scheme applicant","All","215","175","0.8270000000000001","0"
"2020","Less than -6 points","All","Main scheme applicant","All","80","70","0.887","0"
"2021","Less than -6 points","All","Main scheme applicant","All","165","145","0.877","0"
"2022","Less than -6 points","All","Main scheme applicant","All","230","210","0.921","0"
"2023","Less than -6 points","All","Main scheme applicant","All","220","205","0.932","0"
"2010","All","All","Main scheme applicant","All","1975","1810","0.916","0"
"2011","All","All","Main scheme applicant","All","2095","1915","0.914","0"
"2012","All","All","Main scheme applicant","All","2080","1865","0.897","0"
"2013","All","All","Main scheme applicant","All","2275","2090","0.918","0"
"2014","All","All","Main scheme applicant","All","2210","2025","0.916","0"
"2015","All","All","Main scheme applicant","All","2360","2140","0.908","0"
"2016","All","All","Main scheme applicant","All","2335","2130","0.913","0"
"2017","All","All","Main scheme applicant","All","2325","2120","0.912","0"
"2018","All","All","Main scheme applicant","All","2410","2210","0.919","0"
"2019","All","All","Main scheme applicant","All","2290","2120","0.925","0"
"2020","All","All","Main scheme applicant","All","2335","2160","0.925","0"
"2021","All","All","Main scheme applicant","All","2700","2470","0.915","0"
"2022","All","All","Main scheme applicant","All","2825","2590","0.917","0"
"2023","All","All","Main scheme applicant","All","2975","2805","0.9430000000000001","0"
"2011","0 points","Unknown","All","All","5","5"," ","0"
"2010","0 points","Quintile 1","All","All","10","10"," ","0"
"2011","0 points","Quintile 1","All","All","5","5"," ","0"
"2012","0 points","Quintile 1","All","All","10","10","0.909","0"
"2013","0 points","Quintile 1","All","All","10","5"," ","0"
"2014","0 points","Quintile 1","All","All","5","5"," ","0"
"2015","0 points","Quintile 1","All","All","10","10"," ","0"
"2016","0 points","Quintile 1","All","All","15","10","0.923","0"
"2017","0 points","Quintile 1","All","All","15","10","0.923","0"
"2018","0 points","Quintile 1","All","All","10","10"," ","0"
"2019","0 points","Quintile 1","All","All","10","10","1","0"
"2020","0 points","Quintile 1","All","All","25","25","0.963","0"
"2021","0 points","Quintile 1","All","All","30","25","0.929","0"
"2022","0 points","Quintile 1","All","All","20","20","0.9520000000000001","0"
"2023","0 points","Quintile 1","All","All","20","20","0.9470000000000001","0"
"2016","1 points","Quintile 1","All","All","5","5"," ","0"
"2020","1 points","Quintile 1","All","All","5","0"," ","0"
"2021","1 points","Quintile 1","All","All","5","5"," ","0"
"2023","1 points","Quintile 1","All","All","5","5"," ","0"
"2015","2 points","Quintile 1","All","All","5","5"," ","0"
"2021","3 points","Quintile 1","All","All","5","0"," ","0"
"2010","-1 points","Quintile 1","All","All","5","5"," ","0"
"2011","-1 points","Quintile 1","All","All","5","5"," ","0"
"2012","-1 points","Quintile 1","All","All","5","5"," ","0"
"2013","-1 points","Quintile 1","All","All","5","5"," ","0"
"2014","-1 points","Quintile 1","All","All","5","5"," ","0"
"2015","-1 points","Quintile 1","All","All","10","10"," ","0"
"2016","-1 points","Quintile 1","All","All","5","5"," ","0"
"2017","-1 points","Quintile 1","All","All","10","10"," ","0"
"2018","-1 points","Quintile 1","All","All","15","15","0.882","0"
"2019","-1 points","Quintile 1","All","All","10","10"," ","0"
"2020","-1 points","Quintile 1","All","All","20","20","0.9470000000000001","0"
"2021","-1 points","Quintile 1","All","All","15","15","1","0"
"2022","-1 points","Quintile 1","All","All","20","15","0.9440000000000001","0"
"2023","-1 points","Quintile 1","All","All","5","5"," ","0"
"2010","-2 points","Quintile 1","All","All","5","5"," ","0"
"2011","-2 points","Quintile 1","All","All","5","5"," ","0"
"2012","-2 points","Quintile 1","All","All","5","5"," ","0"
"2013","-2 points","Quintile 1","All","All","5","5"," ","0"
"2014","-2 points","Quintile 1","All","All","5","5"," ","0"
"2015","-2 points","Quintile 1","All","All","10","5"," ","0"
"2016","-2 points","Quintile 1","All","All","5","5"," ","0"
"2017","-2 points","Quintile 1","All","All","5","5"," ","0"
"2018","-2 points","Quintile 1","All","All","5","5"," ","0"
"2019","-2 points","Quintile 1","All","All","10","10"," ","0"
"2020","-2 points","Quintile 1","All","All","5","5"," ","0"
"2021","-2 points","Quintile 1","All","All","5","5"," ","0"
"2022","-2 points","Quintile 1","All","All","15","15","0.929","0"
"2023","-2 points","Quintile 1","All","All","20","15","0.889","0"
"2010","-3 points","Quintile 1","All","All","5","5"," ","0"
"2011","-3 points","Quintile 1","All","All","10","10"," ","0"
"2012","-3 points","Quintile 1","All","All","5","5"," ","0"
"2013","-3 points","Quintile 1","All","All","5","5"," ","0"
"2015","-3 points","Quintile 1","All","All","5","5"," ","0"
"2016","-3 points","Quintile 1","All","All","10","10"," ","0"
"2017","-3 points","Quintile 1","All","All","10","10","1","0"
"2018","-3 points","Quintile 1","All","All","10","10"," ","0"
"2019","-3 points","Quintile 1","All","All","10","10"," ","0"
"2020","-3 points","Quintile 1","All","All","5","5"," ","0"
"2021","-3 points","Quintile 1","All","All","5","5"," ","0"
"2022","-3 points","Quintile 1","All","All","20","20","1","0"
"2023","-3 points","Quintile 1","All","All","10","10","0.909","0"
"2010","-4 points","Quintile 1","All","All","5","0"," ","0"
"2012","-4 points","Quintile 1","All","All","5","5"," ","0"
"2013","-4 points","Quintile 1","All","All","5","5"," ","0"
"2014","-4 points","Quintile 1","All","All","5","5"," ","0"
"2016","-4 points","Quintile 1","All","All","5","0"," ","0"
"2018","-4 points","Quintile 1","All","All","5","5"," ","0"
"2019","-4 points","Quintile 1","All","All","5","5"," ","0"
"2020","-4 points","Quintile 1","All","All","5","5"," ","0"
"2021","-4 points","Quintile 1","All","All","5","5"," ","0"
"2022","-4 points","Quintile 1","All","All","20","15","0.889","0"
"2023","-4 points","Quintile 1","All","All","20","20","1","0"
"2010","-5 points","Quintile 1","All","All","5","5"," ","0"
"2012","-5 points","Quintile 1","All","All","5","5"," ","0"
"2015","-5 points","Quintile 1","All","All","5","5"," ","0"
"2017","-5 points","Quintile 1","All","All","10","10"," ","0"
"2018","-5 points","Quintile 1","All","All","5","5"," ","0"
"2019","-5 points","Quintile 1","All","All","10","10"," ","0"
"2020","-5 points","Quintile 1","All","All","5","5"," ","0"
"2021","-5 points","Quintile 1","All","All","5","5"," ","0"
"2022","-5 points","Quintile 1","All","All","10","10"," ","0"
"2023","-5 points","Quintile 1","All","All","10","10"," ","0"
"2011","-6 points","Quintile 1","All","All","5","5"," ","0"
"2015","-6 points","Quintile 1","All","All","5","5"," ","0"
"2016","-6 points","Quintile 1","All","All","5","5"," ","0"
"2019","-6 points","Quintile 1","All","All","5","5"," ","0"
"2020","-6 points","Quintile 1","All","All","5","5"," ","0"
"2022","-6 points","Quintile 1","All","All","10","5"," ","0"
"2023","-6 points","Quintile 1","All","All","10","5"," ","0"
"2010","Less than -6 points","Quintile 1","All","All","5","0"," ","0"
"2011","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2012","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2013","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2014","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2015","Less than -6 points","Quintile 1","All","All","10","10"," ","0"
"2016","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2017","Less than -6 points","Quintile 1","All","All","10","10"," ","0"
"2018","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2019","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2021","Less than -6 points","Quintile 1","All","All","5","5"," ","0"
"2022","Less than -6 points","Quintile 1","All","All","15","15","1","0"
"2023","Less than -6 points","Quintile 1","All","All","10","10"," ","0"
"2010","0 points","Quintile 2","All","All","30","25","0.929","0"
"2011","0 points","Quintile 2","All","All","20","20","1","0"
"2012","0 points","Quintile 2","All","All","20","20","0.9520000000000001","0"
"2013","0 points","Quintile 2","All","All","20","20","1","0"
"2014","0 points","Quintile 2","All","All","15","15","1","0"
"2015","0 points","Quintile 2","All","All","20","20","1","0"
"2016","0 points","Quintile 2","All","All","35","35","0.973","0"
"2017","0 points","Quintile 2","All","All","20","20","0.9500000000000001","0"
"2018","0 points","Quintile 2","All","All","35","35","0.9440000000000001","0"
"2019","0 points","Quintile 2","All","All","30","30","1","0"
"2020","0 points","Quintile 2","All","All","55","50","0.912","0"
"2021","0 points","Quintile 2","All","All","55","55","0.964","0"
"2022","0 points","Quintile 2","All","All","40","40","0.9500000000000001","0"
"2023","0 points","Quintile 2","All","All","45","45","0.978","0"
"2010","1 points","Quintile 2","All","All","5","5"," ","0"
"2011","1 points","Quintile 2","All","All","5","5"," ","0"
"2012","1 points","Quintile 2","All","All","5","5"," ","0"
"2013","1 points","Quintile 2","All","All","5","5"," ","0"
"2015","1 points","Quintile 2","All","All","5","5"," ","0"
"2016","1 points","Quintile 2","All","All","5","5"," ","0"
"2018","1 points","Quintile 2","All","All","5","0"," ","0"
"2019","1 points","Quintile 2","All","All","5","5"," ","0"
"2020","1 points","Quintile 2","All","All","15","10","0.923","0"
"2021","1 points","Quintile 2","All","All","10","10","0.909","0"
"2010","2 points","Quintile 2","All","All","5","5"," ","0"
"2013","2 points","Quintile 2","All","All","5","5"," ","0"
"2014","2 points","Quintile 2","All","All","5","5"," ","0"
"2016","2 points","Quintile 2","All","All","5","5"," ","0"
"2021","2 points","Quintile 2","All","All","5","5"," ","0"
"2010","-1 points","Quintile 2","All","All","5","5"," ","0"
"2011","-1 points","Quintile 2","All","All","15","15","0.875","0"
"2012","-1 points","Quintile 2","All","All","25","25","0.9580000000000001","0"
"2013","-1 points","Quintile 2","All","All","20","20","0.9520000000000001","0"
