"Year","NPD ethnic group","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2021","Chinese","Higher tariff","18","England","Male","All","Main scheme application","360","980","0.373"
"2021","Mixed","Higher tariff","18","England","Male","All","Main scheme application","1530","13920","0.11"
"2021","White","Higher tariff","18","England","Male","All","Main scheme application","19230","211220","0.091"
"2022","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","480","5420","0.089"
"2022","Asian","Higher tariff","18","England","Male","All","Main scheme application","3230","31130","0.10400000000000001"
"2022","Black","Higher tariff","18","England","Male","All","Main scheme application","930","16630","0.056"
"2022","Chinese","Higher tariff","18","England","Male","All","Main scheme application","310","940","0.328"
"2022","Mixed","Higher tariff","18","England","Male","All","Main scheme application","1400","15150","0.092"
"2022","White","Higher tariff","18","England","Male","All","Main scheme application","16710","215900","0.077"
"2023","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","460","6040","0.076"
"2023","Asian","Higher tariff","18","England","Male","All","Main scheme application","3220","33660","0.096"
"2023","Black","Higher tariff","18","England","Male","All","Main scheme application","960","17900","0.053"
"2023","Chinese","Higher tariff","18","England","Male","All","Main scheme application","330","1050","0.309"
"2023","Mixed","Higher tariff","18","England","Male","All","Main scheme application","1470","16470","0.089"
"2023","White","Higher tariff","18","England","Male","All","Main scheme application","16350","219550","0.074"
"2006","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","140","2360","0.058"
"2006","Asian","Medium tariff","18","England","Male","All","Main scheme application","1310","18620","0.07"
"2006","Black","Medium tariff","18","England","Male","All","Main scheme application","380","9750","0.039"
"2006","Chinese","Medium tariff","18","England","Male","All","Main scheme application","110","1110","0.1"
"2006","Mixed","Medium tariff","18","England","Male","All","Main scheme application","290","5570","0.053"
"2006","White","Medium tariff","18","England","Male","All","Main scheme application","14270","249980","0.057"
"2007","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","160","2650","0.061"
"2007","Asian","Medium tariff","18","England","Male","All","Main scheme application","1300","18260","0.07100000000000001"
"2007","Black","Medium tariff","18","England","Male","All","Main scheme application","470","9980","0.048"
"2007","Chinese","Medium tariff","18","England","Male","All","Main scheme application","150","1170","0.129"
"2007","Mixed","Medium tariff","18","England","Male","All","Main scheme application","370","5900","0.063"
"2007","White","Medium tariff","18","England","Male","All","Main scheme application","14610","247280","0.059000000000000004"
"2008","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","170","2620","0.063"
"2008","Asian","Medium tariff","18","England","Male","All","Main scheme application","1410","19380","0.073"
"2008","Black","Medium tariff","18","England","Male","All","Main scheme application","580","10760","0.053"
"2008","Chinese","Medium tariff","18","England","Male","All","Main scheme application","120","1120","0.107"
"2008","Mixed","Medium tariff","18","England","Male","All","Main scheme application","400","6520","0.061"
"2008","White","Medium tariff","18","England","Male","All","Main scheme application","15940","253610","0.063"
"2009","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","170","2820","0.059000000000000004"
"2009","Asian","Medium tariff","18","England","Male","All","Main scheme application","1450","19610","0.074"
"2009","Black","Medium tariff","18","England","Male","All","Main scheme application","610","10960","0.056"
"2009","Chinese","Medium tariff","18","England","Male","All","Main scheme application","150","1060","0.145"
"2009","Mixed","Medium tariff","18","England","Male","All","Main scheme application","430","7300","0.058"
"2009","White","Medium tariff","18","England","Male","All","Main scheme application","16650","256480","0.065"
"2010","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","190","3020","0.064"
"2010","Asian","Medium tariff","18","England","Male","All","Main scheme application","1360","20870","0.065"
"2010","Black","Medium tariff","18","England","Male","All","Main scheme application","600","11070","0.054"
"2010","Chinese","Medium tariff","18","England","Male","All","Main scheme application","140","1130","0.122"
"2010","Mixed","Medium tariff","18","England","Male","All","Main scheme application","540","8110","0.067"
"2010","White","Medium tariff","18","England","Male","All","Main scheme application","16770","256120","0.065"
"2011","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","190","3190","0.061"
"2011","Asian","Medium tariff","18","England","Male","All","Main scheme application","1390","21130","0.066"
"2011","Black","Medium tariff","18","England","Male","All","Main scheme application","600","11590","0.051000000000000004"
"2011","Chinese","Medium tariff","18","England","Male","All","Main scheme application","140","1120","0.125"
"2011","Mixed","Medium tariff","18","England","Male","All","Main scheme application","560","8460","0.066"
"2011","White","Medium tariff","18","England","Male","All","Main scheme application","16670","245660","0.068"
"2012","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","200","3470","0.056"
"2012","Asian","Medium tariff","18","England","Male","All","Main scheme application","1360","21940","0.062"
"2012","Black","Medium tariff","18","England","Male","All","Main scheme application","690","11970","0.058"
"2012","Chinese","Medium tariff","18","England","Male","All","Main scheme application","120","1060","0.117"
"2012","Mixed","Medium tariff","18","England","Male","All","Main scheme application","570","9180","0.062"
"2012","White","Medium tariff","18","England","Male","All","Main scheme application","15610","244360","0.064"
"2013","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","230","3620","0.064"
"2013","Asian","Medium tariff","18","England","Male","All","Main scheme application","1630","22440","0.07200000000000001"
"2013","Black","Medium tariff","18","England","Male","All","Main scheme application","840","12650","0.066"
"2013","Chinese","Medium tariff","18","England","Male","All","Main scheme application","120","1100","0.107"
"2013","Mixed","Medium tariff","18","England","Male","All","Main scheme application","630","9540","0.066"
"2013","White","Medium tariff","18","England","Male","All","Main scheme application","16030","237680","0.067"
"2014","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","240","3600","0.068"
"2014","Asian","Medium tariff","18","England","Male","All","Main scheme application","1740","23100","0.075"
"2014","Black","Medium tariff","18","England","Male","All","Main scheme application","1010","13150","0.077"
"2014","Chinese","Medium tariff","18","England","Male","All","Main scheme application","150","1080","0.136"
"2014","Mixed","Medium tariff","18","England","Male","All","Main scheme application","760","10240","0.074"
"2014","White","Medium tariff","18","England","Male","All","Main scheme application","16170","233620","0.069"
"2015","Any Other Ethnic Group","Medium tariff","18","England","Male","All","Main scheme application","270","3770","0.07"
"2015","Asian","Medium tariff","18","England","Male","All","Main scheme application","1910","23910","0.08"
"2015","Black","Medium tariff","18","England","Male","All","Main scheme application","1120","13720","0.082"
"2015","Chinese","Medium tariff","18","England","Male","All","Main scheme application","130","1100","0.122"
"2015","Mixed","Medium tariff","18","England","Male","All","Main scheme application","800","10890","0.073"
"2015","White","Medium tariff","18","England","Male","All","Main scheme application","16230","235800","0.069"
