"Year","NPD ethnic group","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2021","Black","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","90","15620","0.006"
"2021","Chinese","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","980","0.003"
"2021","Mixed","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","60","13640","0.005"
"2021","White","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","900","201190","0.004"
"2022","Any Other Ethnic Group","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","5000","0.004"
"2022","Asian","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","150","29790","0.005"
"2022","Black","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","70","16490","0.004"
"2022","Chinese","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","990","0.001"
"2022","Mixed","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","60","14770","0.004"
"2022","White","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","840","205180","0.004"
"2023","Any Other Ethnic Group","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","5600","0.005"
"2023","Asian","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","180","31720","0.006"
"2023","Black","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","90","17790","0.005"
"2023","Chinese","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","1090","0.005"
"2023","Mixed","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","60","16140","0.004"
"2023","White","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","740","210110","0.003"
"2006","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2120","0"
"2006","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","17810","0"
"2006","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","10080","0"
"2006","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1040","0"
"2006","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","5880","0"
"2006","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","243840","0"
"2007","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2340","0"
"2007","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","17150","0"
"2007","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","10510","0"
"2007","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1130","0.001"
"2007","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","6240","0"
"2007","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","240530","0"
"2008","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2320","0"
"2008","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","18020","0"
"2008","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","10920","0"
"2008","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1070","0.001"
"2008","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","6850","0"
"2008","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","245160","0"
"2009","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2450","0"
"2009","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","18590","0"
"2009","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11160","0"
"2009","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1070","0.001"
"2009","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","7490","0"
"2009","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","248720","0"
"2010","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2620","0"
"2010","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","19350","0"
"2010","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11500","0"
"2010","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1110","0"
"2010","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","8100","0"
"2010","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","246260","0"
"2011","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2760","0"
"2011","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","19930","0"
"2011","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11960","0"
"2011","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1040","0"
"2011","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","8500","0"
"2011","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","236310","0"
"2012","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3040","0"
"2012","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","20280","0"
"2012","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","12230","0"
"2012","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1050","0"
"2012","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","9050","0"
"2012","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","234860","0"
"2013","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3080","0"
"2013","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","20640","0"
"2013","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","12910","0"
"2013","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1080","0"
"2013","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","9440","0"
"2013","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","228580","0"
"2014","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3300","0"
"2014","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","21420","0"
"2014","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","13040","0"
"2014","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1150","0"
"2014","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","10060","0"
"2014","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","223500","0"
"2015","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3380","0"
"2015","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","22730","0"
"2015","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","13770","0"
"2015","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1080","0"
"2015","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","10900","0"
"2015","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","226450","0"
"2016","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3520","0"
"2016","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","23140","0"
"2016","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","13650","0"
"2016","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1030","0"
"2016","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11220","0"
"2016","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","220380","0"
"2017","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3600","0.001"
"2017","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","23730","0"
"2017","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","13650","0"
"2017","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","960","0.001"
"2017","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11380","0"
"2017","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","216430","0"
"2018","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3850","0"
"2018","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","24550","0"
"2018","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","13990","0"
"2018","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","950","0.001"
"2018","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","11450","0"
"2018","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","209250","0"
"2019","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3900","0.001"
"2019","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","25570","0"
"2019","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","13990","0.001"
"2019","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","930","0"
"2019","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11900","0"
"2019","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","201350","0"
"2020","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","4060","0.001"
"2020","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","27050","0"
"2020","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","14610","0"
"2020","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","940","0.002"
"2020","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","12350","0.001"
"2020","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","70","196050","0"
"2021","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","4560","0"
"2021","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","27980","0"
"2021","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","15620","0"
"2021","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","980","0"
"2021","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","13640","0"
"2021","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","201190","0"
"2022","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","5000","0"
"2022","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","29790","0"
"2022","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","16490","0"
"2022","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","990","0.001"
"2022","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","14770","0"
"2022","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","205180","0"
"2023","Any Other Ethnic Group","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","5600","0"
"2023","Asian","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","31720","0"
"2023","Black","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","17790","0"
"2023","Chinese","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1090","0"
"2023","Mixed","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","16140","0"
"2023","White","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","210110","0"
"2006","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2120","0.001"
"2006","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","17810","0.001"
"2006","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","10080","0.001"
"2006","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1040","0.003"
"2006","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","5880","0.001"
"2006","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","180","243840","0.001"
"2007","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2340","0"
"2007","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","17150","0.001"
"2007","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","10510","0.001"
"2007","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1130","0.001"
"2007","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","6240","0"
"2007","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","190","240530","0.001"
"2008","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2320","0.002"
"2008","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","18020","0.001"
"2008","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","10920","0.001"
"2008","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1070","0"
"2008","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","6850","0.001"
"2008","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","150","245160","0.001"
"2009","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2450","0"
"2009","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","18590","0"
"2009","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11160","0"
"2009","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1070","0"
"2009","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","7490","0.001"
"2009","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","80","248720","0"
"2010","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2620","0"
"2010","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","19350","0"
"2010","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11500","0"
"2010","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1110","0"
"2010","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","8100","0"
"2010","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","246260","0"
"2011","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","2760","0"
"2011","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","19930","0"
"2011","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","11960","0"
"2011","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1040","0.002"
"2011","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","8500","0"
"2011","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","236310","0"
"2012","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3040","0"
"2012","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","20280","0.001"
"2012","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","12230","0.001"
"2012","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1050","0.002"
"2012","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","9050","0"
"2012","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","140","234860","0.001"
"2013","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3080","0"
"2013","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","20640","0.001"
"2013","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","12910","0.001"
"2013","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1080","0.001"
"2013","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","9440","0"
"2013","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","120","228580","0.001"
"2014","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3300","0.001"
"2014","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","21420","0.001"
"2014","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","13040","0.001"
"2014","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1150","0"
"2014","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","10060","0"
"2014","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","100","223500","0"
"2015","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3380","0.001"
"2015","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","22730","0.001"
"2015","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","13770","0.001"
"2015","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1080","0.001"
"2015","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","10900","0.001"
"2015","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","140","226450","0.001"
"2016","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3520","0.001"
"2016","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","23140","0.001"
"2016","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","13650","0.001"
"2016","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1030","0.001"
"2016","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","11220","0.001"
"2016","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","150","220380","0.001"
"2017","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","3600","0.001"
"2017","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","23730","0.001"
"2017","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","13650","0.001"
"2017","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","960","0"
"2017","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","11380","0.001"
"2017","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","210","216430","0.001"
"2018","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","3850","0.002"
"2018","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","24550","0.001"
"2018","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","13990","0.002"
"2018","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","950","0.002"
"2018","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","11450","0.002"
"2018","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","230","209250","0.001"
"2019","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","3900","0.001"
"2019","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","25570","0.002"
"2019","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","13990","0.002"
"2019","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","930","0.004"
"2019","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","11900","0.001"
"2019","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","280","201350","0.001"
"2020","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","4060","0.002"
"2020","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","27050","0.002"
"2020","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","14610","0.002"
"2020","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","940","0.004"
"2020","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","12350","0.003"
"2020","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","450","196050","0.002"
"2021","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","4560","0.002"
"2021","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","27980","0.002"
"2021","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","15620","0.001"
"2021","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","980","0"
"2021","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","13640","0.001"
"2021","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","240","201190","0.001"
"2022","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","5000","0.001"
"2022","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","40","29790","0.001"
"2022","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","16490","0.002"
"2022","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","990","0"
"2022","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","14770","0.001"
"2022","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","220","205180","0.001"
"2023","Any Other Ethnic Group","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","5600","0.002"
"2023","Asian","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","31720","0.001"
"2023","Black","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","17790","0.001"
"2023","Chinese","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","0","1090","0.001"
"2023","Mixed","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","16140","0.001"
"2023","White","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","260","210110","0.001"
"2006","Any Other Ethnic Group","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","10","2360","0.002"
"2006","Asian","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","120","18620","0.007"
"2006","Black","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","40","9750","0.004"
"2006","Chinese","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","0","1110","0.003"
"2006","Mixed","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","20","5570","0.003"
"2006","White","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","660","249980","0.003"
"2007","Any Other Ethnic Group","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","10","2650","0.003"
