"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2009","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4910","0.004"
"2009","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","5080","0.004"
"2009","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4350","0.004"
"2009","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","2920","0.007"
"2009","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2270","0.006"
"2010","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4910","0.001"
"2010","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","5230","0.002"
"2010","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4510","0.002"
"2010","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","0","2960","0.001"
"2010","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2270","0.002"
"2011","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4460","0.001"
"2011","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","5000","0.002"
"2011","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4190","0.001"
"2011","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2970","0.003"
"2011","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","0","2380","0.001"
"2012","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4300","0.005"
"2012","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4860","0.005"
"2012","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4340","0.004"
"2012","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2870","0.005"
"2012","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","2440","0.007"
"2013","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4260","0.004"
"2013","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4840","0.004"
"2013","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","4040","0.007"
"2013","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2880","0.004"
"2013","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2410","0.004"
"2014","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4220","0.004"
"2014","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4760","0.004"
"2014","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3970","0.005"
"2014","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2830","0.003"
"2014","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2460","0.004"
"2015","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4230","0.004"
"2015","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","4860","0.005"
"2015","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","4030","0.006"
"2015","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2920","0.004"
"2015","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2270","0.005"
"2016","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4140","0.005"
"2016","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4560","0.004"
"2016","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3920","0.005"
"2016","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2800","0.004"
"2016","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","2350","0.007"
"2017","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3960","0.006"
"2017","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","4530","0.007"
"2017","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","3920","0.007"
"2017","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2680","0.005"
"2017","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2250","0.004"
"2018","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3930","0.005"
"2018","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4280","0.005"
"2018","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3710","0.004"
"2018","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2710","0.004"
"2018","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2100","0.006"
"2019","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3740","0.004"
"2019","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","40","4250","0.009000000000000001"
"2019","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3540","0.006"
"2019","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","2570","0.006"
"2019","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","2010","0.008"
"2020","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3640","0.005"
"2020","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","4010","0.007"
"2020","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3480","0.007"
"2020","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","2520","0.009000000000000001"
"2020","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2070","0.004"
"2021","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3720","0.006"
"2021","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4090","0.003"
"2021","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3600","0.005"
"2021","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2520","0.002"
"2021","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2030","0.004"
"2022","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3940","0.005"
"2022","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4150","0.003"
"2022","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3700","0.004"
"2022","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2640","0.003"
"2022","Quintile 5","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2090","0.003"
"2023","Quintile 1","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","4140","0.002"
"2023","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","4360","0.005"
"2023","Quintile 3","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","3920","0.005"
"2023","Quintile 4","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","2610","0.004"
