"Entry year","Region of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2012 - 2013","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","305"
"2012 - 2013","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2012 - 2013","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2012 - 2013","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","35"
"2012 - 2013","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","45"
"2012 - 2013","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","55"
"2012 - 2013","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","100"
"2012 - 2013","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","30"
"2012 - 2013","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","45"
"2012 - 2013","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","80"
"2013 - 2014","London","21 - 24","EU (excluding UK)","Female","Main scheme application","455"
"2013 - 2014","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","155"
"2013 - 2014","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","295"
"2013 - 2014","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","65"
"2013 - 2014","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2013 - 2014","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","40"
"2013 - 2014","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2013 - 2014","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2013 - 2014","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","105"
"2013 - 2014","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","35"
"2013 - 2014","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2013 - 2014","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","90"
"2014 - 2015","London","21 - 24","EU (excluding UK)","Female","Main scheme application","475"
"2014 - 2015","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","175"
"2014 - 2015","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","325"
"2014 - 2015","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","75"
"2014 - 2015","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","85"
"2014 - 2015","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","40"
"2014 - 2015","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","65"
"2014 - 2015","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","75"
"2014 - 2015","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2014 - 2015","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","30"
"2014 - 2015","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","55"
"2014 - 2015","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","80"
"2015 - 2016","London","21 - 24","EU (excluding UK)","Female","Main scheme application","485"
"2015 - 2016","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","205"
"2015 - 2016","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","340"
"2015 - 2016","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","100"
"2015 - 2016","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","90"
"2015 - 2016","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","40"
"2015 - 2016","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2015 - 2016","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2015 - 2016","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","55"
"2015 - 2016","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","35"
"2015 - 2016","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2015 - 2016","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","80"
"2016 - 2017","London","21 - 24","EU (excluding UK)","Female","Main scheme application","465"
"2016 - 2017","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","190"
"2016 - 2017","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","370"
"2016 - 2017","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","75"
"2016 - 2017","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","120"
"2016 - 2017","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","25"
"2016 - 2017","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","85"
"2016 - 2017","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","85"
"2016 - 2017","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2016 - 2017","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","45"
"2016 - 2017","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","65"
"2016 - 2017","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","80"
"2017 - 2018","London","21 - 24","EU (excluding UK)","Female","Main scheme application","490"
"2017 - 2018","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","180"
"2017 - 2018","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","285"
"2017 - 2018","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","80"
"2017 - 2018","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","95"
"2017 - 2018","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","30"
"2017 - 2018","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2017 - 2018","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","85"
"2017 - 2018","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2017 - 2018","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","30"
"2017 - 2018","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","85"
"2017 - 2018","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2018 - 2019","London","21 - 24","EU (excluding UK)","Female","Main scheme application","465"
"2018 - 2019","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","200"
"2018 - 2019","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","330"
"2018 - 2019","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","55"
"2018 - 2019","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","120"
"2018 - 2019","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","25"
"2018 - 2019","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","85"
"2018 - 2019","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","80"
"2018 - 2019","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","55"
"2018 - 2019","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","45"
"2018 - 2019","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","60"
"2018 - 2019","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","95"
"2019 - 2020","London","21 - 24","EU (excluding UK)","Female","Main scheme application","440"
"2019 - 2020","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","195"
"2019 - 2020","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","350"
"2019 - 2020","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","65"
"2019 - 2020","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","95"
"2019 - 2020","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","25"
"2019 - 2020","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","75"
"2019 - 2020","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","80"
"2019 - 2020","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","45"
"2019 - 2020","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","40"
"2019 - 2020","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2019 - 2020","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2020 - 2021","London","21 - 24","EU (excluding UK)","Female","Main scheme application","420"
"2020 - 2021","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","185"
"2020 - 2021","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","305"
"2020 - 2021","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","50"
"2020 - 2021","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","110"
"2020 - 2021","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","30"
"2020 - 2021","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2020 - 2021","South West","21 - 24","EU (excluding UK)","Female","Main scheme application","85"
"2020 - 2021","Yorkshire and the Humber","21 - 24","EU (excluding UK)","Female","Main scheme application","45"
"2020 - 2021","North East","21 - 24","EU (excluding UK)","Female","Main scheme application","45"
"2020 - 2021","East Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","75"
"2020 - 2021","North West","21 - 24","EU (excluding UK)","Female","Main scheme application","95"
"2021 - 2022","London","21 - 24","EU (excluding UK)","Female","Main scheme application","175"
"2021 - 2022","South East","21 - 24","EU (excluding UK)","Female","Main scheme application","70"
"2021 - 2022","Scotland","21 - 24","EU (excluding UK)","Female","Main scheme application","130"
"2021 - 2022","Wales","21 - 24","EU (excluding UK)","Female","Main scheme application","15"
"2021 - 2022","West Midlands","21 - 24","EU (excluding UK)","Female","Main scheme application","25"
"2021 - 2022","Northern Ireland","21 - 24","EU (excluding UK)","Female","Main scheme application","40"
"2021 - 2022","East of England","21 - 24","EU (excluding UK)","Female","Main scheme application","35"
