"Entry year","Tariff group of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2015 - 2016","Lower tariff","17 and under","England","Female","Not main scheme application","50"
"2015 - 2016","Higher tariff","17 and under","England","Female","Not main scheme application","20"
"2015 - 2016","Medium tariff","17 and under","England","Female","Not main scheme application","25"
"2016 - 2017","Lower tariff","17 and under","England","Female","Not main scheme application","40"
"2016 - 2017","Higher tariff","17 and under","England","Female","Not main scheme application","20"
"2016 - 2017","Medium tariff","17 and under","England","Female","Not main scheme application","20"
"2017 - 2018","Lower tariff","17 and under","England","Female","Not main scheme application","60"
"2017 - 2018","Higher tariff","17 and under","England","Female","Not main scheme application","20"
"2017 - 2018","Medium tariff","17 and under","England","Female","Not main scheme application","30"
"2018 - 2019","Lower tariff","17 and under","England","Female","Not main scheme application","55"
"2018 - 2019","Higher tariff","17 and under","England","Female","Not main scheme application","10"
"2018 - 2019","Medium tariff","17 and under","England","Female","Not main scheme application","35"
"2019 - 2020","Lower tariff","17 and under","England","Female","Not main scheme application","50"
"2019 - 2020","Higher tariff","17 and under","England","Female","Not main scheme application","20"
"2019 - 2020","Medium tariff","17 and under","England","Female","Not main scheme application","35"
"2020 - 2021","Lower tariff","17 and under","England","Female","Not main scheme application","55"
"2020 - 2021","Higher tariff","17 and under","England","Female","Not main scheme application","30"
"2020 - 2021","Medium tariff","17 and under","England","Female","Not main scheme application","30"
"2021 - 2022","Lower tariff","17 and under","England","Female","Not main scheme application","60"
"2021 - 2022","Higher tariff","17 and under","England","Female","Not main scheme application","20"
"2021 - 2022","Medium tariff","17 and under","England","Female","Not main scheme application","15"
"2022 - 2023","Lower tariff","17 and under","England","Female","Not main scheme application","90"
"2022 - 2023","Higher tariff","17 and under","England","Female","Not main scheme application","20"
"2022 - 2023","Medium tariff","17 and under","England","Female","Not main scheme application","45"
"2023 - 2024","Lower tariff","17 and under","England","Female","Not main scheme application","75"
"2023 - 2024","Higher tariff","17 and under","England","Female","Not main scheme application","20"
"2023 - 2024","Medium tariff","17 and under","England","Female","Not main scheme application","35"
"2006 - 2007","Lower tariff","18","England","Female","Not main scheme application","4160"
"2006 - 2007","Higher tariff","18","England","Female","Not main scheme application","1530"
"2006 - 2007","Medium tariff","18","England","Female","Not main scheme application","2990"
"2007 - 2008","Lower tariff","18","England","Female","Not main scheme application","4590"
"2007 - 2008","Higher tariff","18","England","Female","Not main scheme application","1695"
"2007 - 2008","Medium tariff","18","England","Female","Not main scheme application","3190"
"2008 - 2009","Lower tariff","18","England","Female","Not main scheme application","5160"
"2008 - 2009","Higher tariff","18","England","Female","Not main scheme application","1825"
"2008 - 2009","Medium tariff","18","England","Female","Not main scheme application","3505"
"2009 - 2010","Lower tariff","18","England","Female","Not main scheme application","6275"
"2009 - 2010","Higher tariff","18","England","Female","Not main scheme application","1380"
"2009 - 2010","Medium tariff","18","England","Female","Not main scheme application","3500"
"2010 - 2011","Lower tariff","18","England","Female","Not main scheme application","7185"
"2010 - 2011","Higher tariff","18","England","Female","Not main scheme application","1325"
"2010 - 2011","Medium tariff","18","England","Female","Not main scheme application","2855"
"2011 - 2012","Lower tariff","18","England","Female","Not main scheme application","9290"
"2011 - 2012","Higher tariff","18","England","Female","Not main scheme application","1060"
"2011 - 2012","Medium tariff","18","England","Female","Not main scheme application","3760"
"2012 - 2013","Lower tariff","18","England","Female","Not main scheme application","7340"
"2012 - 2013","Higher tariff","18","England","Female","Not main scheme application","2155"
"2012 - 2013","Medium tariff","18","England","Female","Not main scheme application","3845"
"2013 - 2014","Lower tariff","18","England","Female","Not main scheme application","7545"
"2013 - 2014","Higher tariff","18","England","Female","Not main scheme application","2285"
"2013 - 2014","Medium tariff","18","England","Female","Not main scheme application","3770"
"2014 - 2015","Lower tariff","18","England","Female","Not main scheme application","7910"
"2014 - 2015","Higher tariff","18","England","Female","Not main scheme application","2465"
"2014 - 2015","Medium tariff","18","England","Female","Not main scheme application","4295"
"2015 - 2016","Lower tariff","18","England","Female","Not main scheme application","8165"
"2015 - 2016","Higher tariff","18","England","Female","Not main scheme application","2925"
"2015 - 2016","Medium tariff","18","England","Female","Not main scheme application","4790"
"2016 - 2017","Lower tariff","18","England","Female","Not main scheme application","7890"
"2016 - 2017","Higher tariff","18","England","Female","Not main scheme application","3130"
"2016 - 2017","Medium tariff","18","England","Female","Not main scheme application","5615"
"2017 - 2018","Lower tariff","18","England","Female","Not main scheme application","7735"
"2017 - 2018","Higher tariff","18","England","Female","Not main scheme application","3260"
"2017 - 2018","Medium tariff","18","England","Female","Not main scheme application","6265"
"2018 - 2019","Lower tariff","18","England","Female","Not main scheme application","7855"
"2018 - 2019","Higher tariff","18","England","Female","Not main scheme application","3555"
"2018 - 2019","Medium tariff","18","England","Female","Not main scheme application","6495"
"2019 - 2020","Lower tariff","18","England","Female","Not main scheme application","8735"
"2019 - 2020","Higher tariff","18","England","Female","Not main scheme application","4215"
"2019 - 2020","Medium tariff","18","England","Female","Not main scheme application","6920"
"2020 - 2021","Lower tariff","18","England","Female","Not main scheme application","7620"
"2020 - 2021","Higher tariff","18","England","Female","Not main scheme application","6345"
"2020 - 2021","Medium tariff","18","England","Female","Not main scheme application","6900"
"2021 - 2022","Lower tariff","18","England","Female","Not main scheme application","7495"
"2021 - 2022","Higher tariff","18","England","Female","Not main scheme application","3380"
"2021 - 2022","Medium tariff","18","England","Female","Not main scheme application","6260"
"2022 - 2023","Lower tariff","18","England","Female","Not main scheme application","9535"
"2022 - 2023","Higher tariff","18","England","Female","Not main scheme application","3000"
"2022 - 2023","Medium tariff","18","England","Female","Not main scheme application","8135"
"2023 - 2024","Lower tariff","18","England","Female","Not main scheme application","9690"
"2023 - 2024","Higher tariff","18","England","Female","Not main scheme application","3720"
"2023 - 2024","Medium tariff","18","England","Female","Not main scheme application","8905"
"2006 - 2007","Lower tariff","19","England","Female","Not main scheme application","2575"
"2006 - 2007","Higher tariff","19","England","Female","Not main scheme application","395"
"2006 - 2007","Medium tariff","19","England","Female","Not main scheme application","1130"
"2007 - 2008","Lower tariff","19","England","Female","Not main scheme application","2960"
"2007 - 2008","Higher tariff","19","England","Female","Not main scheme application","465"
"2007 - 2008","Medium tariff","19","England","Female","Not main scheme application","1440"
"2008 - 2009","Lower tariff","19","England","Female","Not main scheme application","3530"
"2008 - 2009","Higher tariff","19","England","Female","Not main scheme application","510"
"2008 - 2009","Medium tariff","19","England","Female","Not main scheme application","1510"
"2009 - 2010","Lower tariff","19","England","Female","Not main scheme application","3695"
"2009 - 2010","Higher tariff","19","England","Female","Not main scheme application","435"
"2009 - 2010","Medium tariff","19","England","Female","Not main scheme application","1290"
"2010 - 2011","Lower tariff","19","England","Female","Not main scheme application","3885"
"2010 - 2011","Higher tariff","19","England","Female","Not main scheme application","355"
"2010 - 2011","Medium tariff","19","England","Female","Not main scheme application","1165"
"2011 - 2012","Lower tariff","19","England","Female","Not main scheme application","4555"
"2011 - 2012","Higher tariff","19","England","Female","Not main scheme application","280"
"2011 - 2012","Medium tariff","19","England","Female","Not main scheme application","1280"
"2012 - 2013","Lower tariff","19","England","Female","Not main scheme application","4300"
"2012 - 2013","Higher tariff","19","England","Female","Not main scheme application","500"
"2012 - 2013","Medium tariff","19","England","Female","Not main scheme application","1570"
"2013 - 2014","Lower tariff","19","England","Female","Not main scheme application","4610"
"2013 - 2014","Higher tariff","19","England","Female","Not main scheme application","670"
"2013 - 2014","Medium tariff","19","England","Female","Not main scheme application","1590"
"2014 - 2015","Lower tariff","19","England","Female","Not main scheme application","4945"
"2014 - 2015","Higher tariff","19","England","Female","Not main scheme application","700"
"2014 - 2015","Medium tariff","19","England","Female","Not main scheme application","1815"
"2015 - 2016","Lower tariff","19","England","Female","Not main scheme application","5115"
"2015 - 2016","Higher tariff","19","England","Female","Not main scheme application","805"
"2015 - 2016","Medium tariff","19","England","Female","Not main scheme application","2090"
"2016 - 2017","Lower tariff","19","England","Female","Not main scheme application","4865"
"2016 - 2017","Higher tariff","19","England","Female","Not main scheme application","780"
"2016 - 2017","Medium tariff","19","England","Female","Not main scheme application","2270"
"2017 - 2018","Lower tariff","19","England","Female","Not main scheme application","4420"
"2017 - 2018","Higher tariff","19","England","Female","Not main scheme application","775"
"2017 - 2018","Medium tariff","19","England","Female","Not main scheme application","2270"
"2018 - 2019","Lower tariff","19","England","Female","Not main scheme application","4595"
"2018 - 2019","Higher tariff","19","England","Female","Not main scheme application","830"
"2018 - 2019","Medium tariff","19","England","Female","Not main scheme application","2195"
