"Entry year","Provider country","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2012 - 2013","Scotland","19","Northern Ireland","Female","Not main scheme application","10"
"2012 - 2013","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2013 - 2014","England","19","Northern Ireland","Female","Not main scheme application","70"
"2013 - 2014","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","75"
"2013 - 2014","Scotland","19","Northern Ireland","Female","Not main scheme application","10"
"2013 - 2014","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2014 - 2015","England","19","Northern Ireland","Female","Not main scheme application","55"
"2014 - 2015","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","75"
"2014 - 2015","Scotland","19","Northern Ireland","Female","Not main scheme application","15"
"2014 - 2015","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2015 - 2016","England","19","Northern Ireland","Female","Not main scheme application","65"
"2015 - 2016","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","45"
"2015 - 2016","Scotland","19","Northern Ireland","Female","Not main scheme application","10"
"2015 - 2016","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2016 - 2017","England","19","Northern Ireland","Female","Not main scheme application","90"
"2016 - 2017","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","65"
"2016 - 2017","Scotland","19","Northern Ireland","Female","Not main scheme application","15"
"2016 - 2017","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2017 - 2018","England","19","Northern Ireland","Female","Not main scheme application","80"
"2017 - 2018","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","95"
"2017 - 2018","Scotland","19","Northern Ireland","Female","Not main scheme application","5"
"2018 - 2019","England","19","Northern Ireland","Female","Not main scheme application","60"
"2018 - 2019","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","105"
"2018 - 2019","Scotland","19","Northern Ireland","Female","Not main scheme application","10"
"2018 - 2019","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2019 - 2020","England","19","Northern Ireland","Female","Not main scheme application","70"
"2019 - 2020","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","100"
"2019 - 2020","Scotland","19","Northern Ireland","Female","Not main scheme application","10"
"2019 - 2020","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2020 - 2021","England","19","Northern Ireland","Female","Not main scheme application","50"
"2020 - 2021","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","120"
"2020 - 2021","Scotland","19","Northern Ireland","Female","Not main scheme application","5"
"2021 - 2022","England","19","Northern Ireland","Female","Not main scheme application","45"
"2021 - 2022","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","120"
"2022 - 2023","England","19","Northern Ireland","Female","Not main scheme application","55"
"2022 - 2023","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","125"
"2022 - 2023","Scotland","19","Northern Ireland","Female","Not main scheme application","5"
"2022 - 2023","Wales","19","Northern Ireland","Female","Not main scheme application","5"
"2023 - 2024","England","19","Northern Ireland","Female","Not main scheme application","30"
"2023 - 2024","Northern Ireland","19","Northern Ireland","Female","Not main scheme application","155"
"2023 - 2024","Scotland","19","Northern Ireland","Female","Not main scheme application","5"
"2006 - 2007","England","20","Northern Ireland","Female","Not main scheme application","15"
"2006 - 2007","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","30"
"2006 - 2007","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2007 - 2008","England","20","Northern Ireland","Female","Not main scheme application","15"
"2007 - 2008","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","30"
"2007 - 2008","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2008 - 2009","England","20","Northern Ireland","Female","Not main scheme application","15"
"2008 - 2009","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","30"
"2008 - 2009","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2009 - 2010","England","20","Northern Ireland","Female","Not main scheme application","15"
"2009 - 2010","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","35"
"2010 - 2011","England","20","Northern Ireland","Female","Not main scheme application","25"
"2010 - 2011","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","15"
"2011 - 2012","England","20","Northern Ireland","Female","Not main scheme application","15"
"2011 - 2012","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","20"
"2011 - 2012","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2012 - 2013","England","20","Northern Ireland","Female","Not main scheme application","30"
"2012 - 2013","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","20"
"2012 - 2013","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2013 - 2014","England","20","Northern Ireland","Female","Not main scheme application","20"
"2013 - 2014","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","35"
"2014 - 2015","England","20","Northern Ireland","Female","Not main scheme application","25"
"2014 - 2015","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","45"
"2014 - 2015","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2014 - 2015","Wales","20","Northern Ireland","Female","Not main scheme application","5"
"2015 - 2016","England","20","Northern Ireland","Female","Not main scheme application","25"
"2015 - 2016","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","20"
"2015 - 2016","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2016 - 2017","England","20","Northern Ireland","Female","Not main scheme application","20"
"2016 - 2017","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","25"
"2016 - 2017","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2017 - 2018","England","20","Northern Ireland","Female","Not main scheme application","30"
"2017 - 2018","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","50"
"2018 - 2019","England","20","Northern Ireland","Female","Not main scheme application","20"
"2018 - 2019","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","35"
"2019 - 2020","England","20","Northern Ireland","Female","Not main scheme application","30"
"2019 - 2020","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","45"
"2020 - 2021","England","20","Northern Ireland","Female","Not main scheme application","15"
"2020 - 2021","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","50"
"2020 - 2021","Scotland","20","Northern Ireland","Female","Not main scheme application","5"
"2021 - 2022","England","20","Northern Ireland","Female","Not main scheme application","25"
"2021 - 2022","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","45"
"2022 - 2023","England","20","Northern Ireland","Female","Not main scheme application","20"
"2022 - 2023","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","70"
"2023 - 2024","England","20","Northern Ireland","Female","Not main scheme application","15"
"2023 - 2024","Northern Ireland","20","Northern Ireland","Female","Not main scheme application","55"
"2023 - 2024","Wales","20","Northern Ireland","Female","Not main scheme application","5"
"2006 - 2007","England","21 - 24","Northern Ireland","Female","Not main scheme application","20"
"2006 - 2007","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","50"
"2006 - 2007","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2007 - 2008","England","21 - 24","Northern Ireland","Female","Not main scheme application","20"
"2007 - 2008","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","60"
"2007 - 2008","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2008 - 2009","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2008 - 2009","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","50"
"2008 - 2009","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2009 - 2010","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2009 - 2010","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","55"
"2009 - 2010","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2010 - 2011","England","21 - 24","Northern Ireland","Female","Not main scheme application","20"
"2010 - 2011","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","35"
"2010 - 2011","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2011 - 2012","England","21 - 24","Northern Ireland","Female","Not main scheme application","20"
"2011 - 2012","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","30"
"2011 - 2012","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2012 - 2013","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2012 - 2013","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","30"
"2012 - 2013","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","10"
"2012 - 2013","Wales","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2013 - 2014","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2013 - 2014","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","80"
"2013 - 2014","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2014 - 2015","England","21 - 24","Northern Ireland","Female","Not main scheme application","35"
"2014 - 2015","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","75"
"2014 - 2015","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2014 - 2015","Wales","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2015 - 2016","England","21 - 24","Northern Ireland","Female","Not main scheme application","30"
"2015 - 2016","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","60"
"2015 - 2016","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2016 - 2017","England","21 - 24","Northern Ireland","Female","Not main scheme application","20"
"2016 - 2017","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","60"
"2016 - 2017","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2017 - 2018","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2017 - 2018","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","75"
"2017 - 2018","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2018 - 2019","England","21 - 24","Northern Ireland","Female","Not main scheme application","35"
"2018 - 2019","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","65"
"2019 - 2020","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2019 - 2020","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","65"
"2019 - 2020","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2020 - 2021","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2020 - 2021","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","65"
"2020 - 2021","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2021 - 2022","England","21 - 24","Northern Ireland","Female","Not main scheme application","20"
"2021 - 2022","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","90"
"2021 - 2022","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2022 - 2023","England","21 - 24","Northern Ireland","Female","Not main scheme application","25"
"2022 - 2023","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","95"
"2022 - 2023","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2023 - 2024","England","21 - 24","Northern Ireland","Female","Not main scheme application","15"
"2023 - 2024","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme application","65"
"2023 - 2024","Scotland","21 - 24","Northern Ireland","Female","Not main scheme application","5"
"2006 - 2007","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2006 - 2007","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","15"
"2007 - 2008","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","25"
"2008 - 2009","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2008 - 2009","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","20"
"2009 - 2010","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2010 - 2011","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2010 - 2011","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","20"
"2011 - 2012","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2011 - 2012","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","15"
"2012 - 2013","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2012 - 2013","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","15"
"2013 - 2014","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2013 - 2014","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","30"
"2014 - 2015","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2014 - 2015","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","50"
"2015 - 2016","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2015 - 2016","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","30"
"2015 - 2016","Scotland","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2016 - 2017","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2016 - 2017","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","25"
"2016 - 2017","Wales","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2017 - 2018","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","30"
"2018 - 2019","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2018 - 2019","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","30"
"2019 - 2020","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2019 - 2020","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","20"
"2020 - 2021","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2020 - 2021","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","20"
"2021 - 2022","England","25 - 29","Northern Ireland","Female","Not main scheme application","5"
"2021 - 2022","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","50"
"2022 - 2023","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","30"
"2023 - 2024","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme application","30"
"2006 - 2007","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","15"
"2007 - 2008","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","10"
"2008 - 2009","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","10"
"2009 - 2010","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","10"
"2010 - 2011","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","5"
"2011 - 2012","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","5"
"2012 - 2013","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","10"
"2013 - 2014","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","15"
"2014 - 2015","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","20"
"2015 - 2016","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","15"
"2016 - 2017","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","15"
"2017 - 2018","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","15"
"2018 - 2019","England","30 - 34","Northern Ireland","Female","Not main scheme application","5"
"2018 - 2019","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","15"
"2019 - 2020","England","30 - 34","Northern Ireland","Female","Not main scheme application","5"
"2019 - 2020","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","20"
"2020 - 2021","England","30 - 34","Northern Ireland","Female","Not main scheme application","10"
"2020 - 2021","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","5"
"2021 - 2022","England","30 - 34","Northern Ireland","Female","Not main scheme application","5"
"2021 - 2022","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","20"
"2022 - 2023","England","30 - 34","Northern Ireland","Female","Not main scheme application","5"
"2022 - 2023","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","35"
"2023 - 2024","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme application","25"
"2006 - 2007","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","15"
"2007 - 2008","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","10"
"2008 - 2009","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","20"
"2009 - 2010","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2010 - 2011","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","10"
"2011 - 2012","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","15"
"2012 - 2013","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2013 - 2014","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","25"
"2014 - 2015","England","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2014 - 2015","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","20"
"2015 - 2016","England","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2015 - 2016","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","20"
"2016 - 2017","England","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2016 - 2017","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","15"
"2017 - 2018","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","25"
"2018 - 2019","England","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2018 - 2019","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","25"
"2019 - 2020","England","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2019 - 2020","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","30"
"2020 - 2021","England","35 and over","Northern Ireland","Female","Not main scheme application","10"
"2020 - 2021","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","20"
"2021 - 2022","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","40"
"2022 - 2023","England","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2022 - 2023","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","45"
"2023 - 2024","England","35 and over","Northern Ireland","Female","Not main scheme application","5"
"2023 - 2024","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme application","40"
"2006 - 2007","England","17 and under","England","Female","Not main scheme application","70"
"2006 - 2007","Wales","17 and under","England","Female","Not main scheme application","5"
"2007 - 2008","England","17 and under","England","Female","Not main scheme application","110"
"2007 - 2008","Wales","17 and under","England","Female","Not main scheme application","5"
"2008 - 2009","England","17 and under","England","Female","Not main scheme application","150"
"2008 - 2009","Scotland","17 and under","England","Female","Not main scheme application","15"
"2008 - 2009","Wales","17 and under","England","Female","Not main scheme application","5"
"2009 - 2010","England","17 and under","England","Female","Not main scheme application","115"
"2009 - 2010","Scotland","17 and under","England","Female","Not main scheme application","5"
"2010 - 2011","England","17 and under","England","Female","Not main scheme application","100"
"2010 - 2011","Scotland","17 and under","England","Female","Not main scheme application","10"
"2010 - 2011","Wales","17 and under","England","Female","Not main scheme application","5"
"2011 - 2012","England","17 and under","England","Female","Not main scheme application","70"
"2011 - 2012","Scotland","17 and under","England","Female","Not main scheme application","5"
"2012 - 2013","England","17 and under","England","Female","Not main scheme application","60"
"2013 - 2014","England","17 and under","England","Female","Not main scheme application","105"
"2013 - 2014","Wales","17 and under","England","Female","Not main scheme application","5"
"2014 - 2015","England","17 and under","England","Female","Not main scheme application","95"
"2015 - 2016","England","17 and under","England","Female","Not main scheme application","90"
"2015 - 2016","Scotland","17 and under","England","Female","Not main scheme application","5"
"2016 - 2017","England","17 and under","England","Female","Not main scheme application","75"
"2016 - 2017","Wales","17 and under","England","Female","Not main scheme application","5"
"2017 - 2018","England","17 and under","England","Female","Not main scheme application","100"
"2018 - 2019","England","17 and under","England","Female","Not main scheme application","95"
"2018 - 2019","Wales","17 and under","England","Female","Not main scheme application","5"
"2019 - 2020","England","17 and under","England","Female","Not main scheme application","100"
"2019 - 2020","Wales","17 and under","England","Female","Not main scheme application","5"
"2020 - 2021","England","17 and under","England","Female","Not main scheme application","110"
"2020 - 2021","Scotland","17 and under","England","Female","Not main scheme application","5"
"2020 - 2021","Wales","17 and under","England","Female","Not main scheme application","5"
"2021 - 2022","England","17 and under","England","Female","Not main scheme application","90"
"2022 - 2023","England","17 and under","England","Female","Not main scheme application","145"
"2022 - 2023","Scotland","17 and under","England","Female","Not main scheme application","5"
"2023 - 2024","England","17 and under","England","Female","Not main scheme application","125"
"2023 - 2024","Scotland","17 and under","England","Female","Not main scheme application","5"
"2023 - 2024","Wales","17 and under","England","Female","Not main scheme application","5"
"2006 - 2007","England","18","England","Female","Not main scheme application","8420"
"2006 - 2007","Northern Ireland","18","England","Female","Not main scheme application","5"
"2006 - 2007","Scotland","18","England","Female","Not main scheme application","75"
"2006 - 2007","Wales","18","England","Female","Not main scheme application","185"
"2007 - 2008","England","18","England","Female","Not main scheme application","9180"
"2007 - 2008","Northern Ireland","18","England","Female","Not main scheme application","10"
"2007 - 2008","Scotland","18","England","Female","Not main scheme application","85"
"2007 - 2008","Wales","18","England","Female","Not main scheme application","205"
"2008 - 2009","England","18","England","Female","Not main scheme application","10135"
"2008 - 2009","Northern Ireland","18","England","Female","Not main scheme application","15"
"2008 - 2009","Scotland","18","England","Female","Not main scheme application","105"
"2008 - 2009","Wales","18","England","Female","Not main scheme application","235"
"2009 - 2010","England","18","England","Female","Not main scheme application","10520"
"2009 - 2010","Northern Ireland","18","England","Female","Not main scheme application","15"
"2009 - 2010","Scotland","18","England","Female","Not main scheme application","170"
"2009 - 2010","Wales","18","England","Female","Not main scheme application","460"
"2010 - 2011","England","18","England","Female","Not main scheme application","10855"
"2010 - 2011","Northern Ireland","18","England","Female","Not main scheme application","5"
"2010 - 2011","Scotland","18","England","Female","Not main scheme application","50"
"2010 - 2011","Wales","18","England","Female","Not main scheme application","455"
"2011 - 2012","England","18","England","Female","Not main scheme application","13245"
"2011 - 2012","Northern Ireland","18","England","Female","Not main scheme application","15"
"2011 - 2012","Scotland","18","England","Female","Not main scheme application","40"
"2011 - 2012","Wales","18","England","Female","Not main scheme application","815"
"2012 - 2013","England","18","England","Female","Not main scheme application","12660"
"2012 - 2013","Northern Ireland","18","England","Female","Not main scheme application","5"
"2012 - 2013","Scotland","18","England","Female","Not main scheme application","135"
"2012 - 2013","Wales","18","England","Female","Not main scheme application","540"
"2013 - 2014","England","18","England","Female","Not main scheme application","12990"
"2013 - 2014","Northern Ireland","18","England","Female","Not main scheme application","10"
"2013 - 2014","Scotland","18","England","Female","Not main scheme application","145"
"2013 - 2014","Wales","18","England","Female","Not main scheme application","455"
"2014 - 2015","England","18","England","Female","Not main scheme application","13915"
"2014 - 2015","Northern Ireland","18","England","Female","Not main scheme application","10"
"2014 - 2015","Scotland","18","England","Female","Not main scheme application","195"
"2014 - 2015","Wales","18","England","Female","Not main scheme application","550"
"2015 - 2016","England","18","England","Female","Not main scheme application","15160"
"2015 - 2016","Northern Ireland","18","England","Female","Not main scheme application","10"
"2015 - 2016","Scotland","18","England","Female","Not main scheme application","155"
"2015 - 2016","Wales","18","England","Female","Not main scheme application","550"
"2016 - 2017","England","18","England","Female","Not main scheme application","15740"
"2016 - 2017","Northern Ireland","18","England","Female","Not main scheme application","15"
"2016 - 2017","Scotland","18","England","Female","Not main scheme application","200"
"2016 - 2017","Wales","18","England","Female","Not main scheme application","670"
"2017 - 2018","England","18","England","Female","Not main scheme application","16380"
"2017 - 2018","Northern Ireland","18","England","Female","Not main scheme application","30"
"2017 - 2018","Scotland","18","England","Female","Not main scheme application","230"
"2017 - 2018","Wales","18","England","Female","Not main scheme application","615"
"2018 - 2019","England","18","England","Female","Not main scheme application","17010"
"2018 - 2019","Northern Ireland","18","England","Female","Not main scheme application","30"
"2018 - 2019","Scotland","18","England","Female","Not main scheme application","190"
"2018 - 2019","Wales","18","England","Female","Not main scheme application","675"
"2019 - 2020","England","18","England","Female","Not main scheme application","18840"
"2019 - 2020","Northern Ireland","18","England","Female","Not main scheme application","30"
"2019 - 2020","Scotland","18","England","Female","Not main scheme application","190"
"2019 - 2020","Wales","18","England","Female","Not main scheme application","805"
"2020 - 2021","England","18","England","Female","Not main scheme application","19850"
"2020 - 2021","Northern Ireland","18","England","Female","Not main scheme application","20"
"2020 - 2021","Scotland","18","England","Female","Not main scheme application","265"
"2020 - 2021","Wales","18","England","Female","Not main scheme application","735"
"2021 - 2022","England","18","England","Female","Not main scheme application","16340"
"2021 - 2022","Northern Ireland","18","England","Female","Not main scheme application","40"
"2021 - 2022","Scotland","18","England","Female","Not main scheme application","145"
"2021 - 2022","Wales","18","England","Female","Not main scheme application","615"
"2022 - 2023","England","18","England","Female","Not main scheme application","19550"
"2022 - 2023","Northern Ireland","18","England","Female","Not main scheme application","90"
"2022 - 2023","Scotland","18","England","Female","Not main scheme application","160"
"2022 - 2023","Wales","18","England","Female","Not main scheme application","865"
"2023 - 2024","England","18","England","Female","Not main scheme application","21075"
"2023 - 2024","Northern Ireland","18","England","Female","Not main scheme application","65"
"2023 - 2024","Scotland","18","England","Female","Not main scheme application","140"
"2023 - 2024","Wales","18","England","Female","Not main scheme application","1035"
"2006 - 2007","England","19","England","Female","Not main scheme application","4020"
"2006 - 2007","Scotland","19","England","Female","Not main scheme application","15"
"2006 - 2007","Wales","19","England","Female","Not main scheme application","65"
"2007 - 2008","England","19","England","Female","Not main scheme application","4755"
"2007 - 2008","Scotland","19","England","Female","Not main scheme application","35"
"2007 - 2008","Wales","19","England","Female","Not main scheme application","75"
"2008 - 2009","England","19","England","Female","Not main scheme application","5410"
"2008 - 2009","Northern Ireland","19","England","Female","Not main scheme application","5"
"2008 - 2009","Scotland","19","England","Female","Not main scheme application","45"
"2008 - 2009","Wales","19","England","Female","Not main scheme application","95"
"2009 - 2010","England","19","England","Female","Not main scheme application","5245"
"2009 - 2010","Northern Ireland","19","England","Female","Not main scheme application","10"
"2009 - 2010","Scotland","19","England","Female","Not main scheme application","45"
"2009 - 2010","Wales","19","England","Female","Not main scheme application","120"
"2010 - 2011","England","19","England","Female","Not main scheme application","5220"
"2010 - 2011","Scotland","19","England","Female","Not main scheme application","25"
"2010 - 2011","Wales","19","England","Female","Not main scheme application","155"
"2011 - 2012","England","19","England","Female","Not main scheme application","5890"
"2011 - 2012","Scotland","19","England","Female","Not main scheme application","15"
"2011 - 2012","Wales","19","England","Female","Not main scheme application","215"
"2012 - 2013","England","19","England","Female","Not main scheme application","6185"
"2012 - 2013","Northern Ireland","19","England","Female","Not main scheme application","5"
"2012 - 2013","Scotland","19","England","Female","Not main scheme application","25"
"2012 - 2013","Wales","19","England","Female","Not main scheme application","160"
"2013 - 2014","England","19","England","Female","Not main scheme application","6685"
"2013 - 2014","Northern Ireland","19","England","Female","Not main scheme application","5"
"2013 - 2014","Scotland","19","England","Female","Not main scheme application","30"
"2013 - 2014","Wales","19","England","Female","Not main scheme application","150"
"2014 - 2015","England","19","England","Female","Not main scheme application","7245"
"2014 - 2015","Northern Ireland","19","England","Female","Not main scheme application","5"
"2014 - 2015","Scotland","19","England","Female","Not main scheme application","45"
"2014 - 2015","Wales","19","England","Female","Not main scheme application","160"
"2015 - 2016","England","19","England","Female","Not main scheme application","7770"
"2015 - 2016","Scotland","19","England","Female","Not main scheme application","65"
"2015 - 2016","Wales","19","England","Female","Not main scheme application","170"
"2016 - 2017","England","19","England","Female","Not main scheme application","7680"
"2016 - 2017","Northern Ireland","19","England","Female","Not main scheme application","5"
"2016 - 2017","Scotland","19","England","Female","Not main scheme application","45"
"2016 - 2017","Wales","19","England","Female","Not main scheme application","185"
"2017 - 2018","England","19","England","Female","Not main scheme application","7245"
"2017 - 2018","Northern Ireland","19","England","Female","Not main scheme application","10"
