"Year","POLAR4 Quintile","Age group","Domicile","Gender","Applicants with conditional unconditional offer","Applicants with direct unconditional offer","Applicants with other unconditional offer","Applicants with offer with unconditional component","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2019","All","All","Wales","Male","610","810","240","1480","740","1065","260","2065"
"2020","All","All","England","Male","12600","21115","17155","41795","14160","27155","21055","62370"
"2020","All","All","Northern Ireland","Male","75","215","800","1000","80","260","1115","1455"
"2020","All","All","Wales","Male","210","950","1310","2055","225","1260","1825","3310"
"2021","All","All","England","Male","5","9090","1825","10555","5","10465","1890","12360"
"2021","All","All","Northern Ireland","Male","0","120","15","130","0","130","15","145"
"2021","All","All","Wales","Male","0","865","165","965","0","1110","205","1315"
"2022","All","All","England","Male","2120","13170","3955","18195","2285","15675","4210","22170"
"2022","All","All","Northern Ireland","Male","15","90","15","120","15","105","15","140"
"2022","All","All","Wales","Male","60","370","310","695","60","430","380","865"
"2023","All","All","England","Male","0","9685","3625","12795","0","11120","3960","15080"
"2023","All","All","Northern Ireland","Male","0","45","25","65","0","50","25","75"
"2023","All","All","Wales","Male","0","190","140","320","0","215","155","370"
"2013","Unknown","18","All","Female","0","5","5","5","0","5","5","10"
"2014","Unknown","18","All","Female","0","5","10","15","0","5","10","15"
"2015","Unknown","18","All","Female","10","10","5","25","10","15","5","30"
"2016","Unknown","18","All","Female","5","15","10","30","5","20","10","35"
"2017","Unknown","18","All","Female","20","10","5","35","20","15","10","45"
"2018","Unknown","18","All","Female","25","15","10","40","30","15","10","60"
"2019","Unknown","18","All","Female","25","25","10","50","30","30","10","65"
"2020","Unknown","18","All","Female","15","25","25","55","15","30","30","75"
"2021","Unknown","18","All","Female","0","15","5","20","0","20","5","25"
"2022","Unknown","18","All","Female","0","10","5","15","0","15","5","20"
"2023","Unknown","18","All","Female","0","5","0","5","0","5","0","5"
"2013","Quintile 1","18","All","Female","0","125","50","175","0","140","50","190"
"2014","Quintile 1","18","All","Female","360","435","180","945","380","460","190","1030"
"2015","Quintile 1","18","All","Female","845","720","845","2235","930","785","850","2570"
"2016","Quintile 1","18","All","Female","1300","1610","865","3405","1465","1775","885","4130"
"2017","Quintile 1","18","All","Female","2390","1950","1260","4995","2875","2180","1310","6370"
"2018","Quintile 1","18","All","Female","3325","2480","1785","6445","4205","2870","1800","8875"
"2019","Quintile 1","18","All","Female","4305","2855","1640","7340","5700","3435","1700","10835"
"2020","Quintile 1","18","All","Female","2365","4880","3900","9005","2725","6440","4840","14000"
"2021","Quintile 1","18","All","Female","0","2520","535","2935","0","3010","560","3575"
"2022","Quintile 1","18","All","Female","625","3470","785","4535","675","4275","835","5785"
"2023","Quintile 1","18","All","Female","0","2425","670","2950","0","2850","710","3565"
"2013","Quintile 2","18","All","Female","0","160","90","245","0","190","90","280"
"2014","Quintile 2","18","All","Female","535","605","360","1445","575","650","375","1605"
"2015","Quintile 2","18","All","Female","1170","975","1095","3035","1280","1070","1115","3465"
"2016","Quintile 2","18","All","Female","2090","2235","1170","4985","2345","2450","1185","5985"
"2017","Quintile 2","18","All","Female","3350","2600","1690","6785","3945","2935","1760","8635"
"2018","Quintile 2","18","All","Female","4750","3360","2265","8875","6005","3855","2300","12165"
"2019","Quintile 2","18","All","Female","5845","3480","2045","9505","7640","4120","2105","13865"
"2020","Quintile 2","18","All","Female","2635","5975","4660","10895","3000","7870","5630","16500"
"2021","Quintile 2","18","All","Female","0","3190","645","3660","0","3845","685","4530"
"2022","Quintile 2","18","All","Female","565","4345","975","5525","600","5365","1020","6985"
"2023","Quintile 2","18","All","Female","0","2940","775","3555","0","3445","830","4275"
"2013","Quintile 3","18","All","Female","0","185","110","285","0","215","110","325"
"2014","Quintile 3","18","All","Female","635","680","380","1640","680","725","395","1800"
"2015","Quintile 3","18","All","Female","1520","1080","1130","3470","1625","1170","1150","3950"
"2016","Quintile 3","18","All","Female","2485","2235","1340","5550","2715","2445","1380","6540"
"2017","Quintile 3","18","All","Female","4290","2725","1855","7905","4920","3035","1930","9885"
"2018","Quintile 3","18","All","Female","6050","3525","2390","10295","7490","4010","2460","13955"
"2019","Quintile 3","18","All","Female","7500","3570","2235","11180","9710","4150","2310","16170"
"2020","Quintile 3","18","All","Female","3415","6260","5005","12040","3880","7950","6005","17835"
"2021","Quintile 3","18","All","Female","0","2925","650","3405","0","3455","685","4140"
"2022","Quintile 3","18","All","Female","510","3980","980","5205","545","4815","1050","6405"
"2023","Quintile 3","18","All","Female","0","3050","890","3780","0","3545","945","4485"
"2013","Quintile 4","18","All","Female","0","205","130","325","0","235","135","375"
"2014","Quintile 4","18","All","Female","825","805","410","1975","860","870","430","2160"
"2015","Quintile 4","18","All","Female","1865","1210","1180","4000","1980","1325","1210","4515"
"2016","Quintile 4","18","All","Female","3010","2520","1385","6355","3230","2780","1415","7430"
"2017","Quintile 4","18","All","Female","5235","2930","1840","9055","6025","3250","1920","11190"
"2018","Quintile 4","18","All","Female","7375","3570","2660","11765","9070","4035","2715","15820"
"2019","Quintile 4","18","All","Female","8755","3960","2425","12820","11320","4550","2490","18360"
"2020","Quintile 4","18","All","Female","3885","7135","5250","13445","4380","8940","6270","19590"
"2021","Quintile 4","18","All","Female","0","3345","740","3890","0","3930","770","4700"
"2022","Quintile 4","18","All","Female","485","4590","1070","5845","505","5550","1110","7165"
"2023","Quintile 4","18","All","Female","0","3245","870","3965","0","3695","930","4625"
"2013","Quintile 5","18","All","Female","0","235","155","380","0","315","155","470"
"2014","Quintile 5","18","All","Female","1635","945","495","2985","1715","1020","520","3250"
"2015","Quintile 5","18","All","Female","3395","1355","1220","5670","3695","1435","1240","6370"
"2016","Quintile 5","18","All","Female","4825","2325","1490","8060","5200","2520","1510","9230"
"2017","Quintile 5","18","All","Female","7635","2950","1910","11465","8700","3275","1970","13945"
"2018","Quintile 5","18","All","Female","10420","3485","2600","14660","12650","3955","2655","19260"
"2019","Quintile 5","18","All","Female","11925","3710","2650","15930","14955","4295","2725","21975"
"2020","Quintile 5","18","All","Female","5290","7510","5150","15005","5875","9225","6030","21135"
"2021","Quintile 5","18","All","Female","0","3670","765","4220","0","4300","815","5115"
"2022","Quintile 5","18","All","Female","480","4415","1115","5750","505","5345","1175","7020"
"2023","Quintile 5","18","All","Female","0","3070","1015","3925","0","3535","1095","4630"
"2013","Unknown","18","All","Male","0","5","0","5","0","5","0","10"
"2014","Unknown","18","All","Male","5","5","5","10","5","5","5","10"
"2015","Unknown","18","All","Male","5","0","0","10","5","0","0","10"
"2016","Unknown","18","All","Male","5","10","10","20","5","10","10","20"
"2017","Unknown","18","All","Male","15","10","5","30","15","10","10","35"
"2018","Unknown","18","All","Male","15","15","5","35","15","20","5","40"
"2019","Unknown","18","All","Male","25","15","10","35","30","15","10","55"
"2020","Unknown","18","All","Male","10","15","15","35","10","20","20","50"
"2021","Unknown","18","All","Male","0","10","5","15","0","10","5","15"
"2022","Unknown","18","All","Male","0","5","0","5","0","5","0","5"
"2023","Unknown","18","All","Male","0","5","0","5","0","5","0","5"
"2013","Quintile 1","18","All","Male","0","90","40","125","0","105","40","145"
"2014","Quintile 1","18","All","Male","335","270","175","750","365","315","175","855"
"2015","Quintile 1","18","All","Male","580","440","545","1460","625","475","560","1660"
"2016","Quintile 1","18","All","Male","845","835","605","2075","990","925","620","2535"
"2017","Quintile 1","18","All","Male","1495","1165","795","3080","1850","1335","855","4040"
"2018","Quintile 1","18","All","Male","2130","1500","1095","4060","2670","1785","1115","5570"
"2019","Quintile 1","18","All","Male","2540","1700","1100","4460","3295","2055","1180","6530"
"2020","Quintile 1","18","All","Male","1400","3110","2575","5765","1630","4200","3315","9145"
"2021","Quintile 1","18","All","Male","0","1415","270","1635","0","1640","285","1925"
"2022","Quintile 1","18","All","Male","405","1940","625","2765","455","2335","685","3475"
"2023","Quintile 1","18","All","Male","0","1505","510","1935","0","1775","555","2330"
"2013","Quintile 2","18","All","Male","0","140","70","210","0","180","75","250"
"2014","Quintile 2","18","All","Male","495","385","230","1065","535","435","250","1225"
"2015","Quintile 2","18","All","Male","810","625","755","2010","915","680","765","2360"
"2016","Quintile 2","18","All","Male","1285","1250","835","3110","1470","1400","855","3725"
"2017","Quintile 2","18","All","Male","2165","1545","1125","4350","2640","1735","1185","5555"
"2018","Quintile 2","18","All","Male","2985","2010","1530","5645","3705","2360","1565","7630"
"2019","Quintile 2","18","All","Male","3605","2220","1495","6110","4625","2710","1555","8890"
"2020","Quintile 2","18","All","Male","1765","4060","3455","7555","2005","5360","4405","11770"
"2021","Quintile 2","18","All","Male","0","1930","395","2245","0","2290","415","2705"
"2022","Quintile 2","18","All","Male","400","2615","735","3535","430","3200","795","4430"
"2023","Quintile 2","18","All","Male","0","1910","680","2480","0","2235","745","2980"
"2013","Quintile 3","18","All","Male","0","145","95","235","0","170","95","265"
"2014","Quintile 3","18","All","Male","600","510","340","1400","640","565","375","1580"
"2015","Quintile 3","18","All","Male","1045","800","840","2495","1135","880","875","2890"
"2016","Quintile 3","18","All","Male","1550","1355","935","3555","1715","1455","970","4135"
"2017","Quintile 3","18","All","Male","2695","1725","1310","5160","3155","1955","1405","6515"
"2018","Quintile 3","18","All","Male","3835","2160","1730","6670","4700","2465","1775","8935"
"2019","Quintile 3","18","All","Male","5010","2475","1805","7895","6360","2915","1885","11160"
"2020","Quintile 3","18","All","Male","2340","4325","3865","8645","2665","5580","4745","12990"
"2021","Quintile 3","18","All","Male","0","1900","415","2225","0","2245","445","2690"
"2022","Quintile 3","18","All","Male","435","2605","815","3635","470","3110","890","4470"
"2023","Quintile 3","18","All","Male","0","1925","745","2570","0","2185","820","3005"
"2013","Quintile 4","18","All","Male","0","170","115","275","0","200","120","320"
"2014","Quintile 4","18","All","Male","760","585","345","1630","795","625","365","1785"
"2015","Quintile 4","18","All","Male","1325","700","835","2700","1415","765","860","3040"
"2016","Quintile 4","18","All","Male","1885","1465","1045","4110","2055","1620","1090","4760"
"2017","Quintile 4","18","All","Male","3270","1905","1385","5965","3730","2155","1460","7340"
"2018","Quintile 4","18","All","Male","5005","2400","1935","8220","6025","2735","1990","10750"
"2019","Quintile 4","18","All","Male","6150","2840","1900","9275","7700","3315","1965","12980"
"2020","Quintile 4","18","All","Male","2940","5065","4375","10260","3270","6470","5425","15170"
"2021","Quintile 4","18","All","Male","0","2265","445","2620","0","2600","470","3070"
"2022","Quintile 4","18","All","Male","465","3325","935","4505","500","3895","985","5380"
"2023","Quintile 4","18","All","Male","0","2300","815","3010","0","2585","900","3480"
"2013","Quintile 5","18","All","Male","0","185","180","360","0","235","180","415"
"2014","Quintile 5","18","All","Male","1345","720","450","2440","1410","765","470","2640"
"2015","Quintile 5","18","All","Male","2450","1005","1055","4275","2600","1090","1080","4770"
"2016","Quintile 5","18","All","Male","3270","1665","1175","5765","3495","1810","1205","6505"
"2017","Quintile 5","18","All","Male","5240","2215","1525","8280","5925","2500","1605","10030"
"2018","Quintile 5","18","All","Male","7435","2600","2190","10950","8825","2985","2240","14055"
"2019","Quintile 5","18","All","Male","9140","2940","2240","12520","11190","3395","2325","16915"
"2020","Quintile 5","18","All","Male","4425","5705","4985","12590","4885","7045","6085","18015"
"2021","Quintile 5","18","All","Male","0","2550","470","2915","0","2920","495","3415"
"2022","Quintile 5","18","All","Male","485","3140","1175","4570","510","3665","1240","5420"
"2023","Quintile 5","18","All","Male","0","2275","1040","3180","0","2595","1120","3720"
"2013","All","18","All","Female","0","905","540","1420","0","1105","550","1650"
"2014","All","18","All","Female","3990","3475","1830","9005","4210","3735","1920","9860"
"2015","All","18","All","Female","8810","5350","5470","18435","9520","5805","5570","20895"
"2016","All","18","All","Female","13715","10940","6260","28385","14970","11990","6385","33350"
"2017","All","18","All","Female","22920","13165","8555","40240","26485","14685","8895","50070"
"2018","All","18","All","Female","31945","16430","11715","52080","39460","18740","11940","70135"
"2019","All","18","All","Female","38355","17600","11005","56825","49355","20585","11340","81275"
"2020","All","18","All","Female","17605","31790","23990","60435","19880","40460","28800","89140"
"2021","All","18","All","Female","0","15665","3340","18125","0","18560","3525","22080"
"2022","All","18","All","Female","2665","20815","4925","26875","2830","25360","5190","33380"
"2023","All","18","All","Female","0","14735","4225","18180","0","17075","4510","21585"
"2013","All","18","All","Male","0","730","500","1210","0","895","510","1405"
"2014","All","18","All","Male","3535","2475","1545","7295","3745","2710","1640","8090"
"2015","All","18","All","Male","6215","3565","4035","12950","6690","3895","4150","14730"
"2016","All","18","All","Male","8840","6570","4605","18635","9720","7215","4745","21680"
"2017","All","18","All","Male","14880","8565","6145","26855","17315","9690","6510","33515"
"2018","All","18","All","Male","21405","10685","8485","35575","25950","12345","8685","46980"
"2019","All","18","All","Male","26470","12185","8550","40300","33205","14400","8920","56525"
"2020","All","18","All","Male","12880","22275","19265","44850","14465","28675","23995","67135"
"2021","All","18","All","Male","5","10075","2005","11650","5","11710","2110","13820"
"2022","All","18","All","Male","2195","13630","4280","19015","2365","16210","4600","23175"
"2023","All","18","All","Male","0","9920","3790","13180","0","11385","4140","15525"
"2013","Unknown","All","All","Female","0","5","5","5","0","5","5","10"
"2014","Unknown","All","All","Female","0","5","10","15","0","5","10","15"
"2015","Unknown","All","All","Female","10","10","5","25","10","15","5","30"
"2016","Unknown","All","All","Female","5","15","10","30","5","20","10","35"
"2017","Unknown","All","All","Female","20","10","5","35","20","15","10","45"
"2018","Unknown","All","All","Female","25","15","10","40","30","15","10","60"
"2019","Unknown","All","All","Female","25","25","10","50","30","30","10","65"
"2020","Unknown","All","All","Female","15","25","25","55","15","30","30","75"
"2021","Unknown","All","All","Female","0","15","5","20","0","20","5","25"
"2022","Unknown","All","All","Female","0","10","5","15","0","15","5","20"
"2023","Unknown","All","All","Female","0","5","0","5","0","5","0","5"
"2013","Quintile 1","All","All","Female","0","125","50","175","0","140","50","190"
"2014","Quintile 1","All","All","Female","360","435","180","945","380","460","190","1030"
"2015","Quintile 1","All","All","Female","845","720","845","2235","930","785","850","2570"
"2016","Quintile 1","All","All","Female","1300","1610","865","3405","1465","1775","885","4130"
"2017","Quintile 1","All","All","Female","2390","1950","1260","4995","2875","2180","1310","6370"
"2018","Quintile 1","All","All","Female","3325","2480","1785","6445","4205","2870","1800","8875"
"2019","Quintile 1","All","All","Female","4305","2855","1640","7340","5700","3435","1700","10835"
"2020","Quintile 1","All","All","Female","2365","4880","3900","9005","2725","6440","4840","14000"
"2021","Quintile 1","All","All","Female","0","2520","535","2935","0","3010","560","3575"
"2022","Quintile 1","All","All","Female","625","3470","785","4535","675","4275","835","5785"
"2023","Quintile 1","All","All","Female","0","2425","670","2950","0","2850","710","3565"
"2013","Quintile 2","All","All","Female","0","160","90","245","0","190","90","280"
"2014","Quintile 2","All","All","Female","535","605","360","1445","575","650","375","1605"
"2015","Quintile 2","All","All","Female","1170","975","1095","3035","1280","1070","1115","3465"
"2016","Quintile 2","All","All","Female","2090","2235","1170","4985","2345","2450","1185","5985"
"2017","Quintile 2","All","All","Female","3350","2600","1690","6785","3945","2935","1760","8635"
"2018","Quintile 2","All","All","Female","4750","3360","2265","8875","6005","3855","2300","12165"
"2019","Quintile 2","All","All","Female","5845","3480","2045","9505","7640","4120","2105","13865"
"2020","Quintile 2","All","All","Female","2635","5975","4660","10895","3000","7870","5630","16500"
"2021","Quintile 2","All","All","Female","0","3190","645","3660","0","3845","685","4530"
"2022","Quintile 2","All","All","Female","565","4345","975","5525","600","5365","1020","6985"
"2023","Quintile 2","All","All","Female","0","2940","775","3555","0","3445","830","4275"
"2013","Quintile 3","All","All","Female","0","185","110","285","0","215","110","325"
"2014","Quintile 3","All","All","Female","635","680","380","1640","680","725","395","1800"
"2015","Quintile 3","All","All","Female","1520","1080","1130","3470","1625","1170","1150","3950"
"2016","Quintile 3","All","All","Female","2485","2235","1340","5550","2715","2445","1380","6540"
"2017","Quintile 3","All","All","Female","4290","2725","1855","7905","4920","3035","1930","9885"
"2018","Quintile 3","All","All","Female","6050","3525","2390","10295","7490","4010","2460","13955"
"2019","Quintile 3","All","All","Female","7500","3570","2235","11180","9710","4150","2310","16170"
"2020","Quintile 3","All","All","Female","3415","6260","5005","12040","3880","7950","6005","17835"
"2021","Quintile 3","All","All","Female","0","2925","650","3405","0","3455","685","4140"
"2022","Quintile 3","All","All","Female","510","3980","980","5205","545","4815","1050","6405"
"2023","Quintile 3","All","All","Female","0","3050","890","3780","0","3545","945","4485"
"2013","Quintile 4","All","All","Female","0","205","130","325","0","235","135","375"
"2014","Quintile 4","All","All","Female","825","805","410","1975","860","870","430","2160"
"2015","Quintile 4","All","All","Female","1865","1210","1180","4000","1980","1325","1210","4515"
"2016","Quintile 4","All","All","Female","3010","2520","1385","6355","3230","2780","1415","7430"
"2017","Quintile 4","All","All","Female","5235","2930","1840","9055","6025","3250","1920","11190"
"2018","Quintile 4","All","All","Female","7375","3570","2660","11765","9070","4035","2715","15820"
"2019","Quintile 4","All","All","Female","8755","3960","2425","12820","11320","4550","2490","18360"
"2020","Quintile 4","All","All","Female","3885","7135","5250","13445","4380","8940","6270","19590"
"2021","Quintile 4","All","All","Female","0","3345","740","3890","0","3930","770","4700"
"2022","Quintile 4","All","All","Female","485","4590","1070","5845","505","5550","1110","7165"
"2023","Quintile 4","All","All","Female","0","3245","870","3965","0","3695","930","4625"
"2013","Quintile 5","All","All","Female","0","235","155","380","0","315","155","470"
"2014","Quintile 5","All","All","Female","1635","945","495","2985","1715","1020","520","3250"
"2015","Quintile 5","All","All","Female","3395","1355","1220","5670","3695","1435","1240","6370"
"2016","Quintile 5","All","All","Female","4825","2325","1490","8060","5200","2520","1510","9230"
"2017","Quintile 5","All","All","Female","7635","2950","1910","11465","8700","3275","1970","13945"
"2018","Quintile 5","All","All","Female","10420","3485","2600","14660","12650","3955","2655","19260"
"2019","Quintile 5","All","All","Female","11925","3710","2650","15930","14955","4295","2725","21975"
"2020","Quintile 5","All","All","Female","5290","7510","5150","15005","5875","9225","6030","21135"
"2021","Quintile 5","All","All","Female","0","3670","765","4220","0","4300","815","5115"
"2022","Quintile 5","All","All","Female","480","4415","1115","5750","505","5345","1175","7020"
"2023","Quintile 5","All","All","Female","0","3070","1015","3925","0","3535","1095","4630"
"2013","Unknown","All","All","Male","0","5","0","5","0","5","0","10"
"2014","Unknown","All","All","Male","5","5","5","10","5","5","5","10"
"2015","Unknown","All","All","Male","5","0","0","10","5","0","0","10"
"2016","Unknown","All","All","Male","5","10","10","20","5","10","10","20"
"2017","Unknown","All","All","Male","15","10","5","30","15","10","10","35"
"2018","Unknown","All","All","Male","15","15","5","35","15","20","5","40"
"2019","Unknown","All","All","Male","25","15","10","35","30","15","10","55"
"2020","Unknown","All","All","Male","10","15","15","35","10","20","20","50"
"2021","Unknown","All","All","Male","0","10","5","15","0","10","5","15"
"2022","Unknown","All","All","Male","0","5","0","5","0","5","0","5"
"2023","Unknown","All","All","Male","0","5","0","5","0","5","0","5"
"2013","Quintile 1","All","All","Male","0","90","40","125","0","105","40","145"
"2014","Quintile 1","All","All","Male","335","270","175","750","365","315","175","855"
"2015","Quintile 1","All","All","Male","580","440","545","1460","625","475","560","1660"
"2016","Quintile 1","All","All","Male","845","835","605","2075","990","925","620","2535"
"2017","Quintile 1","All","All","Male","1495","1165","795","3080","1850","1335","855","4040"
"2018","Quintile 1","All","All","Male","2130","1500","1095","4060","2670","1785","1115","5570"
"2019","Quintile 1","All","All","Male","2540","1700","1100","4460","3295","2055","1180","6530"
"2020","Quintile 1","All","All","Male","1400","3110","2575","5765","1630","4200","3315","9145"
"2021","Quintile 1","All","All","Male","0","1415","270","1635","0","1640","285","1925"
"2022","Quintile 1","All","All","Male","405","1940","625","2765","455","2335","685","3475"
"2023","Quintile 1","All","All","Male","0","1505","510","1935","0","1775","555","2330"
"2013","Quintile 2","All","All","Male","0","140","70","210","0","180","75","250"
"2014","Quintile 2","All","All","Male","495","385","230","1065","535","435","250","1225"
"2015","Quintile 2","All","All","Male","810","625","755","2010","915","680","765","2360"
"2016","Quintile 2","All","All","Male","1285","1250","835","3110","1470","1400","855","3725"
"2017","Quintile 2","All","All","Male","2165","1545","1125","4350","2640","1735","1185","5555"
"2018","Quintile 2","All","All","Male","2985","2010","1530","5645","3705","2360","1565","7630"
"2019","Quintile 2","All","All","Male","3605","2220","1495","6110","4625","2710","1555","8890"
"2020","Quintile 2","All","All","Male","1765","4060","3455","7555","2005","5360","4405","11770"
"2021","Quintile 2","All","All","Male","0","1930","395","2245","0","2290","415","2705"
"2022","Quintile 2","All","All","Male","400","2615","735","3535","430","3200","795","4430"
"2023","Quintile 2","All","All","Male","0","1910","680","2480","0","2235","745","2980"
"2013","Quintile 3","All","All","Male","0","145","95","235","0","170","95","265"
"2014","Quintile 3","All","All","Male","600","510","340","1400","640","565","375","1580"
"2015","Quintile 3","All","All","Male","1045","800","840","2495","1135","880","875","2890"
"2016","Quintile 3","All","All","Male","1550","1355","935","3555","1715","1455","970","4135"
"2017","Quintile 3","All","All","Male","2695","1725","1310","5160","3155","1955","1405","6515"
"2018","Quintile 3","All","All","Male","3835","2160","1730","6670","4700","2465","1775","8935"
"2019","Quintile 3","All","All","Male","5010","2475","1805","7895","6360","2915","1885","11160"
"2020","Quintile 3","All","All","Male","2340","4325","3865","8645","2665","5580","4745","12990"
"2021","Quintile 3","All","All","Male","0","1900","415","2225","0","2245","445","2690"
"2022","Quintile 3","All","All","Male","435","2605","815","3635","470","3110","890","4470"
"2023","Quintile 3","All","All","Male","0","1925","745","2570","0","2185","820","3005"
"2013","Quintile 4","All","All","Male","0","170","115","275","0","200","120","320"
"2014","Quintile 4","All","All","Male","760","585","345","1630","795","625","365","1785"
"2015","Quintile 4","All","All","Male","1325","700","835","2700","1415","765","860","3040"
"2016","Quintile 4","All","All","Male","1885","1465","1045","4110","2055","1620","1090","4760"
"2017","Quintile 4","All","All","Male","3270","1905","1385","5965","3730","2155","1460","7340"
"2018","Quintile 4","All","All","Male","5005","2400","1935","8220","6025","2735","1990","10750"
"2019","Quintile 4","All","All","Male","6150","2840","1900","9275","7700","3315","1965","12980"
"2020","Quintile 4","All","All","Male","2940","5065","4375","10260","3270","6470","5425","15170"
"2021","Quintile 4","All","All","Male","0","2265","445","2620","0","2600","470","3070"
"2022","Quintile 4","All","All","Male","465","3325","935","4505","500","3895","985","5380"
"2023","Quintile 4","All","All","Male","0","2300","815","3010","0","2585","900","3480"
"2013","Quintile 5","All","All","Male","0","185","180","360","0","235","180","415"
"2014","Quintile 5","All","All","Male","1345","720","450","2440","1410","765","470","2640"
"2015","Quintile 5","All","All","Male","2450","1005","1055","4275","2600","1090","1080","4770"
"2016","Quintile 5","All","All","Male","3270","1665","1175","5765","3495","1810","1205","6505"
"2017","Quintile 5","All","All","Male","5240","2215","1525","8280","5925","2500","1605","10030"
"2018","Quintile 5","All","All","Male","7435","2600","2190","10950","8825","2985","2240","14055"
"2019","Quintile 5","All","All","Male","9140","2940","2240","12520","11190","3395","2325","16915"
"2020","Quintile 5","All","All","Male","4425","5705","4985","12590","4885","7045","6085","18015"
"2021","Quintile 5","All","All","Male","0","2550","470","2915","0","2920","495","3415"
"2022","Quintile 5","All","All","Male","485","3140","1175","4570","510","3665","1240","5420"
"2023","Quintile 5","All","All","Male","0","2275","1040","3180","0","2595","1120","3720"
"2013","All","All","All","Female","0","905","540","1420","0","1105","550","1650"
"2014","All","All","All","Female","3990","3475","1830","9005","4210","3735","1920","9860"
"2015","All","All","All","Female","8810","5350","5470","18435","9520","5805","5570","20895"
"2016","All","All","All","Female","13715","10940","6260","28385","14970","11990","6385","33350"
"2017","All","All","All","Female","22920","13165","8555","40240","26485","14685","8895","50070"
"2018","All","All","All","Female","31945","16430","11715","52080","39460","18740","11940","70135"
"2019","All","All","All","Female","38355","17600","11005","56825","49355","20585","11340","81275"
"2020","All","All","All","Female","17605","31790","23990","60435","19880","40460","28800","89140"
"2021","All","All","All","Female","0","15665","3340","18125","0","18560","3525","22080"
"2022","All","All","All","Female","2665","20815","4925","26875","2830","25360","5190","33380"
"2023","All","All","All","Female","0","14735","4225","18180","0","17075","4510","21585"
"2013","All","All","All","Male","0","730","500","1210","0","895","510","1405"
"2014","All","All","All","Male","3535","2475","1545","7295","3745","2710","1640","8090"
"2015","All","All","All","Male","6215","3565","4035","12950","6690","3895","4150","14730"
"2016","All","All","All","Male","8840","6570","4605","18635","9720","7215","4745","21680"
"2017","All","All","All","Male","14880","8565","6145","26855","17315","9690","6510","33515"
"2018","All","All","All","Male","21405","10685","8485","35575","25950","12345","8685","46980"
"2019","All","All","All","Male","26470","12185","8550","40300","33205","14400","8920","56525"
"2020","All","All","All","Male","12880","22275","19265","44850","14465","28675","23995","67135"
"2021","All","All","All","Male","5","10075","2005","11650","5","11710","2110","13820"
"2022","All","All","All","Male","2195","13630","4280","19015","2365","16210","4600","23175"
"2023","All","All","All","Male","0","9920","3790","13180","0","11385","4140","15525"
"2013","Unknown","18","England","All","0","10","0","10","0","15","0","15"
"2014","Unknown","18","England","All","5","5","10","20","5","10","10","25"
"2015","Unknown","18","England","All","10","10","5","30","10","15","5","30"
"2015","Unknown","18","Wales","All","0","0","0","5","5","0","0","5"
"2016","Unknown","18","England","All","10","20","15","45","10","25","15","50"
"2016","Unknown","18","Wales","All","0","0","0","5","0","0","0","5"
"2017","Unknown","18","England","All","30","20","10","55","35","25","15","70"
"2017","Unknown","18","Wales","All","0","0","0","5","0","0","5","5"
"2018","Unknown","18","England","All","35","30","15","70","45","35","15","95"
"2018","Unknown","18","Northern Ireland","All","0","0","0","5","5","0","0","5"
"2019","Unknown","18","England","All","45","30","15","75","55","40","15","110"
"2019","Unknown","18","Northern Ireland","All","5","0","0","5","5","0","0","5"
"2019","Unknown","18","Wales","All","0","5","0","5","0","5","0","5"
"2020","Unknown","18","England","All","20","35","35","80","25","45","40","110"
"2020","Unknown","18","Wales","All","0","5","5","10","0","5","5","10"
"2021","Unknown","18","England","All","0","25","5","30","0","30","10","40"
"2022","Unknown","18","England","All","0","15","5","20","0","20","5","25"
"2023","Unknown","18","England","All","0","10","0","10","0","10","0","10"
"2013","Quintile 1","18","England","All","0","210","80","285","0","240","80","320"
"2013","Quintile 1","18","Wales","All","0","5","10","15","0","5","10","15"
"2014","Quintile 1","18","England","All","665","675","320","1605","715","740","330","1785"
"2014","Quintile 1","18","Northern Ireland","All","5","10","5","20","5","15","5","20"
"2014","Quintile 1","18","Wales","All","25","20","30","70","25","20","30","80"
"2015","Quintile 1","18","England","All","1390","1100","1325","3535","1520","1200","1345","4060"
"2015","Quintile 1","18","Northern Ireland","All","10","15","10","35","10","15","10","35"
"2015","Quintile 1","18","Wales","All","30","40","55","120","30","45","55","130"
"2016","Quintile 1","18","England","All","2095","2305","1410","5245","2400","2550","1440","6385"
"2016","Quintile 1","18","Northern Ireland","All","10","30","15","55","10","30","15","55"
"2016","Quintile 1","18","Wales","All","40","110","45","180","45","125","50","220"
"2017","Quintile 1","18","England","All","3765","2950","1935","7695","4600","3330","2035","9960"
"2017","Quintile 1","18","Northern Ireland","All","35","25","30","80","35","25","30","90"
"2017","Quintile 1","18","Wales","All","85","140","95","295","90","160","100","355"
"2018","Quintile 1","18","England","All","5240","3755","2735","9975","6630","4395","2765","13790"
"2018","Quintile 1","18","Northern Ireland","All","55","55","30","125","65","55","30","155"
"2018","Quintile 1","18","Wales","All","160","175","120","405","180","205","120","505"
"2019","Quintile 1","18","England","All","6605","4130","2620","11100","8715","4930","2750","16390"
"2019","Quintile 1","18","Northern Ireland","All","55","50","30","115","65","60","35","155"
"2019","Quintile 1","18","Wales","All","185","375","90","585","220","500","100","820"
"2020","Quintile 1","18","England","All","3680","7460","5720","13605","4255","9940","7145","21340"
