"Year","Predicted BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","240","145","0.609","0"
"2017","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","225","130","0.578","0"
"2018","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","230","145","0.634","0"
"2019","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","230","125","0.552","0"
"2020","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","285","195","0.6930000000000001","0"
"2021","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","290","170","0.577","0"
"2022","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","270","135","0.493","0"
"2023","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","215","120","0.546","0"
"2010","All","18","England","Female","Main scheme applicant","Main scheme application","9900","6685","0.675","0"
"2011","All","18","England","Female","Main scheme applicant","Main scheme application","10635","7055","0.663","0"
"2012","All","18","England","Female","Main scheme applicant","Main scheme application","9355","6110","0.653","0"
"2013","All","18","England","Female","Main scheme applicant","Main scheme application","10655","7215","0.677","0"
"2014","All","18","England","Female","Main scheme applicant","Main scheme application","12010","8220","0.685","0"
"2015","All","18","England","Female","Main scheme applicant","Main scheme application","13595","9390","0.6910000000000001","0"
"2016","All","18","England","Female","Main scheme applicant","Main scheme application","12785","8955","0.7010000000000001","0"
"2017","All","18","England","Female","Main scheme applicant","Main scheme application","11795","8680","0.736","0"
"2018","All","18","England","Female","Main scheme applicant","Main scheme application","11310","8350","0.738","0"
"2019","All","18","England","Female","Main scheme applicant","Main scheme application","10755","8010","0.744","0"
"2020","All","18","England","Female","Main scheme applicant","Main scheme application","11530","9045","0.784","0"
"2021","All","18","England","Female","Main scheme applicant","Main scheme application","13035","9620","0.738","0"
"2022","All","18","England","Female","Main scheme applicant","Main scheme application","12275","8600","0.7000000000000001","0"
"2023","All","18","England","Female","Main scheme applicant","Main scheme application","10565","7395","0.7000000000000001","0"
"2011","All","18","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","All","18","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","All","18","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","All","18","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","All","18","Wales","Female","Main scheme applicant","Main scheme application","440","305","0.6960000000000001","0"
"2011","All","18","Wales","Female","Main scheme applicant","Main scheme application","470","315","0.677","0"
"2012","All","18","Wales","Female","Main scheme applicant","Main scheme application","400","265","0.663","0"
"2013","All","18","Wales","Female","Main scheme applicant","Main scheme application","415","290","0.6910000000000001","0"
"2014","All","18","Wales","Female","Main scheme applicant","Main scheme application","480","350","0.722","0"
"2015","All","18","Wales","Female","Main scheme applicant","Main scheme application","585","410","0.707","0"
"2016","All","18","Wales","Female","Main scheme applicant","Main scheme application","535","385","0.718","0"
"2017","All","18","Wales","Female","Main scheme applicant","Main scheme application","560","390","0.6950000000000001","0"
"2018","All","18","Wales","Female","Main scheme applicant","Main scheme application","600","455","0.763","0"
"2019","All","18","Wales","Female","Main scheme applicant","Main scheme application","490","395","0.809","0"
"2020","All","18","Wales","Female","Main scheme applicant","Main scheme application","550","415","0.753","0"
"2021","All","18","Wales","Female","Main scheme applicant","Main scheme application","630","450","0.718","0"
"2022","All","18","Wales","Female","Main scheme applicant","Main scheme application","470","305","0.65","0"
"2023","All","18","Wales","Female","Main scheme applicant","Main scheme application","260","190","0.733","0"
"2010","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","280","175","0.637","0"
"2011","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","300","170","0.5670000000000001","0"
"2012","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","225","135","0.599","0"
"2013","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","245","160","0.64","0"
"2014","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","235","145","0.62","0"
"2015","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","340","225","0.666","0"
"2016","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","345","215","0.624","0"
"2017","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","275","175","0.636","0"
"2018","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","295","185","0.628","0"
"2019","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","265","160","0.612","0"
"2020","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","285","195","0.68","0"
"2021","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","310","195","0.628","0"
"2022","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","310","175","0.5680000000000001","0"
"2023","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","255","150","0.586","0"
"2010","All","18","England","Male","Main scheme applicant","Main scheme application","8990","6630","0.737","0"
"2011","All","18","England","Male","Main scheme applicant","Main scheme application","9660","7205","0.746","0"
"2012","All","18","England","Male","Main scheme applicant","Main scheme application","8415","6185","0.735","0"
"2013","All","18","England","Male","Main scheme applicant","Main scheme application","9520","7340","0.771","0"
"2014","All","18","England","Male","Main scheme applicant","Main scheme application","11245","8705","0.774","0"
"2015","All","18","England","Male","Main scheme applicant","Main scheme application","12525","9730","0.777","0"
"2016","All","18","England","Male","Main scheme applicant","Main scheme application","12110","9515","0.786","0"
"2017","All","18","England","Male","Main scheme applicant","Main scheme application","11310","8885","0.785","0"
"2018","All","18","England","Male","Main scheme applicant","Main scheme application","10325","8190","0.793","0"
"2019","All","18","England","Male","Main scheme applicant","Main scheme application","9895","7750","0.783","0"
"2020","All","18","England","Male","Main scheme applicant","Main scheme application","10485","8460","0.807","0"
"2021","All","18","England","Male","Main scheme applicant","Main scheme application","11930","9265","0.777","0"
"2022","All","18","England","Male","Main scheme applicant","Main scheme application","11330","8195","0.723","0"
"2023","All","18","England","Male","Main scheme applicant","Main scheme application","10625","7675","0.722","0"
"2015","All","18","Scotland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","All","18","Scotland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","All","18","Wales","Male","Main scheme applicant","Main scheme application","455","340","0.746","0"
"2011","All","18","Wales","Male","Main scheme applicant","Main scheme application","450","325","0.719","0"
"2012","All","18","Wales","Male","Main scheme applicant","Main scheme application","395","275","0.705","0"
"2013","All","18","Wales","Male","Main scheme applicant","Main scheme application","385","315","0.8150000000000001","0"
"2014","All","18","Wales","Male","Main scheme applicant","Main scheme application","455","350","0.772","0"
"2015","All","18","Wales","Male","Main scheme applicant","Main scheme application","545","430","0.79","0"
"2016","All","18","Wales","Male","Main scheme applicant","Main scheme application","525","410","0.776","0"
"2017","All","18","Wales","Male","Main scheme applicant","Main scheme application","490","380","0.771","0"
"2018","All","18","Wales","Male","Main scheme applicant","Main scheme application","565","455","0.807","0"
"2019","All","18","Wales","Male","Main scheme applicant","Main scheme application","450","360","0.799","0"
"2020","All","18","Wales","Male","Main scheme applicant","Main scheme application","400","340","0.847","0"
"2021","All","18","Wales","Male","Main scheme applicant","Main scheme application","445","350","0.78","0"
"2022","All","18","Wales","Male","Main scheme applicant","Main scheme application","420","290","0.686","0"
"2023","All","18","Wales","Male","Main scheme applicant","Main scheme application","405","285","0.707","0"
"2014","1 point (PPP)","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","1 point (PPP)","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","1 point (PPP)","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","1 point (PPP)","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
