"Year","Achieved BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","315","240","0.76","0"
"2019","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","290","220","0.756","0"
"2020","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","300","215","0.721","0"
"2021","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","330","230","0.6980000000000001","0"
"2022","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","385","250","0.654","0"
"2023","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","390","275","0.6990000000000001","0"
"2010","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","660","470","0.712","0"
"2011","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","535","365","0.676","0"
"2012","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","595","445","0.754","0"
"2013","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","620","460","0.742","0"
"2014","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","595","455","0.765","0"
"2015","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","600","470","0.782","0"
"2016","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","510","400","0.785","0"
"2017","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","400","310","0.777","0"
"2018","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","450","365","0.803","0"
"2019","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","380","300","0.791","0"
"2020","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","380","300","0.793","0"
"2021","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","440","335","0.766","0"
"2022","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","485","350","0.716","0"
"2023","5 points (DMM)","Quintile 1","Main scheme applicant","Main scheme application","465","345","0.74","0"
"2010","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","545","390","0.716","0"
"2011","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","645","490","0.765","0"
"2012","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","540","415","0.763","0"
"2013","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","565","440","0.776","0"
"2014","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","690","555","0.804","0"
"2015","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","685","520","0.764","0"
"2016","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","690","550","0.795","0"
"2017","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","545","450","0.8190000000000001","0"
"2018","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","500","385","0.77","0"
"2019","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","465","370","0.79","0"
"2020","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","435","335","0.774","0"
"2021","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","535","405","0.759","0"
"2022","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","555","425","0.769","0"
"2023","6 points (DDM)","Quintile 1","Main scheme applicant","Main scheme application","515","380","0.739","0"
"2010","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","1760","1355","0.772","0"
"2011","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","2140","1595","0.747","0"
"2012","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","595","440","0.744","0"
"2013","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","610","450","0.743","0"
"2014","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","665","510","0.77","0"
"2015","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","665","495","0.746","0"
"2016","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","510","385","0.76","0"
"2017","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","445","350","0.79","0"
"2018","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","450","365","0.81","0"
"2019","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","445","360","0.805","0"
"2020","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","430","340","0.79","0"
"2021","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","485","385","0.795","0"
"2022","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","520","395","0.76","0"
"2023","7 points (DDD)","Quintile 1","Main scheme applicant","Main scheme application","505","395","0.778","0"
"2011","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","375","275","0.729","0"
"2013","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","410","310","0.765","0"
"2014","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","465","385","0.8280000000000001","0"
"2015","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","525","400","0.757","0"
"2016","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","535","420","0.788","0"
"2017","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","470","375","0.804","0"
"2018","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","455","355","0.774","0"
"2019","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","470","380","0.8160000000000001","0"
"2020","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","475","390","0.8270000000000001","0"
"2021","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","495","390","0.782","0"
"2022","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","555","420","0.76","0"
"2023","8 points (D*DD)","Quintile 1","Main scheme applicant","Main scheme application","505","395","0.786","0"
"2012","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","360","275","0.762","0"
"2013","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","375","270","0.714","0"
"2014","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","490","380","0.771","0"
"2015","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","535","405","0.757","0"
"2016","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","565","425","0.75","0"
"2017","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","545","425","0.781","0"
"2018","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","500","380","0.767","0"
"2019","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","470","370","0.781","0"
"2020","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","530","430","0.811","0"
"2021","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","515","405","0.785","0"
"2022","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","590","460","0.78","0"
"2023","9 points (D*D*D)","Quintile 1","Main scheme applicant","Main scheme application","430","350","0.8180000000000001","0"
"2011","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","15","10","0.769","0"
"2012","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","800","630","0.788","0"
"2013","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","945","730","0.771","0"
"2014","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","1245","970","0.782","0"
"2015","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","1415","1095","0.773","0"
"2016","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","1290","1030","0.801","0"
"2017","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","1400","1135","0.809","0"
"2018","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","1255","1045","0.8300000000000001","0"
"2019","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","990","815","0.8240000000000001","0"
"2020","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","1220","1015","0.8320000000000001","0"
"2021","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","1325","1075","0.8130000000000001","0"
"2022","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","685","545","0.793","0"
"2023","10 points (D*D*D*)","Quintile 1","Main scheme applicant","Main scheme application","390","320","0.8160000000000001","0"
"2010","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","320","120","0.377","0"
"2011","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","245","100","0.41000000000000003","0"
"2012","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","185","65","0.353","0"
"2013","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","165","55","0.343","0"
"2014","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","185","65","0.342","0"
"2015","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","170","65","0.376","0"
"2016","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","125","55","0.463","0"
"2017","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","130","70","0.527","0"
"2018","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","140","85","0.597","0"
"2019","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","105","60","0.585","0"
"2020","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","125","80","0.661","0"
"2021","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","145","75","0.538","0"
"2022","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","115","50","0.44","0"
"2023","1 point (PPP)","Quintile 2","Main scheme applicant","Main scheme application","165","80","0.488","0"
"2010","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","340","175","0.521","0"
"2011","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","235","125","0.526","0"
"2012","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","255","95","0.379","0"
"2013","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","210","115","0.552","0"
"2014","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","260","125","0.47100000000000003","0"
"2015","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","210","120","0.5710000000000001","0"
"2016","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","210","120","0.5690000000000001","0"
"2017","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","175","100","0.5680000000000001","0"
"2018","2 points (MPP)","Quintile 2","Main scheme applicant","Main scheme application","140","90","0.655","0"
