"Year","Qualification group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2008","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","105","100","0.971","5"
"2009","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","85","85","0.989","5"
"2010","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","35","30","0.882","5"
"2011","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2012","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","45","45","1","0"
"2013","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","60","55","0.9500000000000001","5"
"2014","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","45","45","1","5"
"2015","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","60","60","0.983","5"
"2016","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","55","55","0.9460000000000001","5"
"2017","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","85","80","0.9530000000000001","0"
"2018","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","50","50","0.962","5"
"2019","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","65","65","0.985","0"
"2020","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","50","50","0.962","5"
"2021","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","55","55","0.964","0"
"2022","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","55","50","0.925","5"
"2023","Other","18","Wales","Female","Not main scheme applicant","Not main scheme application","55","55","0.93","5"
"2011","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","0"
"2013","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.96","0"
"2014","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2015","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","35","35","0.973","5"
"2016","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.9510000000000001","0"
"2017","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.981","0"
"2018","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.912","5"
"2019","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","95","85","0.935","5"
"2020","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","85","85","0.9540000000000001","5"
"2021","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","45","45","0.9560000000000001","5"
"2022","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.93","0"
"2023","A level Only (With extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","60","55","0.915","0"
"2008","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","30","1","5"
"2009","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","30","1","10"
"2010","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1","10"
"2011","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.846","5"
"2012","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2014","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2015","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2016","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2017","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.864","0"
"2018","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2019","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.933","0"
"2020","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.889","5"
"2021","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2022","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","45","40","0.9530000000000001","5"
"2023","A level Only (Without extended project)","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","30","0.914","0"
"2008","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","410","405","0.983","65"
"2009","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","365","345","0.9480000000000001","125"
"2010","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","425","405","0.962","90"
"2011","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","445","415","0.933","85"
"2012","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","665","635","0.9550000000000001","70"
"2013","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","745","715","0.964","65"
"2014","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","645","600","0.926","65"
"2015","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","775","735","0.9470000000000001","50"
"2016","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","740","705","0.9510000000000001","45"
"2017","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","825","790","0.9580000000000001","50"
"2018","A level Only (Without extended project)","19","England","Female","Not main scheme applicant","Not main scheme application","885","850","0.963","40"
