"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2011","6 point(s)","All","Northern Ireland","All","130","65","0.515"
"2012","6 point(s)","All","Northern Ireland","All","105","60","0.581"
"2013","6 point(s)","All","Northern Ireland","All","95","55","0.6"
"2014","6 point(s)","All","Northern Ireland","All","60","40","0.683"
"2015","6 point(s)","All","Northern Ireland","All","35","25","0.657"
"2016","6 point(s)","All","Northern Ireland","All","30","20","0.6"
"2017","6 point(s)","All","Northern Ireland","All","10","10","1"
"2018","6 point(s)","All","Northern Ireland","All","20","10"," "
"2019","6 point(s)","All","Northern Ireland","All","25","20","0.76"
"2020","6 point(s)","All","Northern Ireland","All","10","5"," "
"2022","6 point(s)","All","Northern Ireland","All","10","5"," "
"2023","6 point(s)","All","Northern Ireland","All","25","25","0.96"
"2010","6 point(s)","All","England","All","7755","4745","0.612"
"2011","6 point(s)","All","England","All","5960","3135","0.526"
"2012","6 point(s)","All","England","All","4000","2205","0.552"
"2013","6 point(s)","All","England","All","3115","1930","0.62"
"2014","6 point(s)","All","England","All","2805","1775","0.632"
"2015","6 point(s)","All","England","All","2385","1540","0.645"
"2016","6 point(s)","All","England","All","2040","1340","0.658"
"2017","6 point(s)","All","England","All","2435","1510","0.621"
"2018","6 point(s)","All","England","All","2285","1610","0.704"
"2019","6 point(s)","All","England","All","2605","1840","0.706"
"2020","6 point(s)","All","England","All","2275","1665","0.733"
"2021","6 point(s)","All","England","All","3005","2220","0.738"
"2022","6 point(s)","All","England","All","3340","2470","0.74"
"2023","6 point(s)","All","England","All","2915","2130","0.731"
"2010","6 point(s)","All","Scotland","All","5","0"," "
"2011","6 point(s)","All","Scotland","All","5","0"," "
"2012","6 point(s)","All","Scotland","All","5","0"," "
"2016","6 point(s)","All","Scotland","All","10","5"," "
"2010","6 point(s)","All","Wales","All","325","210","0.646"
"2011","6 point(s)","All","Wales","All","270","145","0.544"
"2012","6 point(s)","All","Wales","All","185","110","0.584"
"2013","6 point(s)","All","Wales","All","110","85","0.764"
"2014","6 point(s)","All","Wales","All","70","45","0.671"
"2015","6 point(s)","All","Wales","All","70","50","0.714"
"2016","6 point(s)","All","Wales","All","40","35","0.8250000000000001"
"2017","6 point(s)","All","Wales","All","45","35","0.733"
"2018","6 point(s)","All","Wales","All","55","40","0.727"
"2019","6 point(s)","All","Wales","All","35","25","0.771"
"2020","6 point(s)","All","Wales","All","70","55","0.786"
"2021","6 point(s)","All","Wales","All","90","80","0.878"
"2022","6 point(s)","All","Wales","All","100","70","0.6900000000000001"
"2023","6 point(s)","All","Wales","All","60","45","0.767"
"2010","7 point(s)","All","Northern Ireland","All","430","280","0.656"
"2011","7 point(s)","All","Northern Ireland","All","280","140","0.493"
"2012","7 point(s)","All","Northern Ireland","All","205","135","0.663"
"2013","7 point(s)","All","Northern Ireland","All","170","115","0.6880000000000001"
"2014","7 point(s)","All","Northern Ireland","All","190","125","0.668"
"2015","7 point(s)","All","Northern Ireland","All","150","110","0.733"
"2016","7 point(s)","All","Northern Ireland","All","80","55","0.7000000000000001"
"2017","7 point(s)","All","Northern Ireland","All","70","60","0.8290000000000001"
"2018","7 point(s)","All","Northern Ireland","All","65","50","0.785"
"2019","7 point(s)","All","Northern Ireland","All","35","25","0.743"
"2020","7 point(s)","All","Northern Ireland","All","15","15","0.867"
"2021","7 point(s)","All","Northern Ireland","All","20","15","0.85"
"2022","7 point(s)","All","Northern Ireland","All","60","40","0.683"
"2023","7 point(s)","All","Northern Ireland","All","55","40","0.709"
"2010","7 point(s)","All","England","All","16125","10630","0.659"
"2011","7 point(s)","All","England","All","12680","7325","0.578"
"2012","7 point(s)","All","England","All","9430","5350","0.5670000000000001"
"2013","7 point(s)","All","England","All","7660","5085","0.664"
"2014","7 point(s)","All","England","All","6815","4585","0.672"
"2015","7 point(s)","All","England","All","6520","4440","0.681"
"2016","7 point(s)","All","England","All","5805","3870","0.667"
"2017","7 point(s)","All","England","All","5860","4045","0.6900000000000001"
"2018","7 point(s)","All","England","All","5300","3860","0.728"
"2019","7 point(s)","All","England","All","5285","3840","0.727"
"2020","7 point(s)","All","England","All","4870","3660","0.751"
"2021","7 point(s)","All","England","All","5620","4300","0.765"
"2022","7 point(s)","All","England","All","6820","5210","0.764"
"2023","7 point(s)","All","England","All","5775","4325","0.749"
"2010","7 point(s)","All","Scotland","All","30","25","0.833"
"2011","7 point(s)","All","Scotland","All","10","5"," "
"2012","7 point(s)","All","Scotland","All","5","5"," "
"2014","7 point(s)","All","Scotland","All","5","0"," "
"2016","7 point(s)","All","Scotland","All","5","0"," "
"2017","7 point(s)","All","Scotland","All","5","5"," "
"2019","7 point(s)","All","Scotland","All","10","5"," "
"2021","7 point(s)","All","Scotland","All","5","5"," "
"2022","7 point(s)","All","Scotland","All","5","0"," "
"2023","7 point(s)","All","Scotland","All","5","5"," "
"2010","7 point(s)","All","Wales","All","630","445","0.7030000000000001"
"2011","7 point(s)","All","Wales","All","545","340","0.622"
"2012","7 point(s)","All","Wales","All","270","175","0.641"
"2013","7 point(s)","All","Wales","All","325","240","0.745"
"2014","7 point(s)","All","Wales","All","225","165","0.724"
"2015","7 point(s)","All","Wales","All","275","210","0.756"
"2016","7 point(s)","All","Wales","All","175","125","0.7030000000000001"
"2017","7 point(s)","All","Wales","All","130","105","0.8230000000000001"
"2018","7 point(s)","All","Wales","All","115","85","0.757"
"2019","7 point(s)","All","Wales","All","100","80","0.8200000000000001"
"2020","7 point(s)","All","Wales","All","105","85","0.81"
"2021","7 point(s)","All","Wales","All","175","140","0.8"
"2022","7 point(s)","All","Wales","All","250","195","0.776"
"2023","7 point(s)","All","Wales","All","105","95","0.905"
"2010","8 point(s)","All","Northern Ireland","All","790","585","0.738"
"2011","8 point(s)","All","Northern Ireland","All","745","450","0.605"
"2012","8 point(s)","All","Northern Ireland","All","610","375","0.615"
"2013","8 point(s)","All","Northern Ireland","All","640","470","0.731"
"2014","8 point(s)","All","Northern Ireland","All","535","390","0.725"
"2015","8 point(s)","All","Northern Ireland","All","350","255","0.731"
"2016","8 point(s)","All","Northern Ireland","All","285","190","0.67"
"2017","8 point(s)","All","Northern Ireland","All","170","120","0.718"
"2018","8 point(s)","All","Northern Ireland","All","150","120","0.787"
"2019","8 point(s)","All","Northern Ireland","All","140","100","0.707"
"2020","8 point(s)","All","Northern Ireland","All","50","40","0.76"
"2021","8 point(s)","All","Northern Ireland","All","70","55","0.757"
"2022","8 point(s)","All","Northern Ireland","All","90","85","0.9440000000000001"
"2023","8 point(s)","All","Northern Ireland","All","65","45","0.708"
"2010","8 point(s)","All","England","All","29470","20100","0.682"
"2011","8 point(s)","All","England","All","25080","15670","0.625"
"2012","8 point(s)","All","England","All","19155","11835","0.618"
"2013","8 point(s)","All","England","All","16545","11540","0.6980000000000001"
"2014","8 point(s)","All","England","All","15425","11000","0.713"
"2015","8 point(s)","All","England","All","13645","9720","0.712"
"2016","8 point(s)","All","England","All","13280","9615","0.724"
"2017","8 point(s)","All","England","All","12590","9085","0.721"
"2018","8 point(s)","All","England","All","11130","8405","0.755"
"2019","8 point(s)","All","England","All","10140","7770","0.766"
"2020","8 point(s)","All","England","All","9820","7580","0.772"
"2021","8 point(s)","All","England","All","11395","8890","0.78"
"2022","8 point(s)","All","England","All","12200","9435","0.773"
"2023","8 point(s)","All","England","All","10405","8040","0.773"
"2010","8 point(s)","All","Scotland","All","10","10"," "
"2011","8 point(s)","All","Scotland","All","20","10"," "
"2012","8 point(s)","All","Scotland","All","15","10","0.667"
"2013","8 point(s)","All","Scotland","All","30","20","0.633"
"2015","8 point(s)","All","Scotland","All","5","5"," "
"2016","8 point(s)","All","Scotland","All","30","10","0.367"
"2017","8 point(s)","All","Scotland","All","5","5"," "
"2018","8 point(s)","All","Scotland","All","15","10","0.733"
"2020","8 point(s)","All","Scotland","All","10","5"," "
"2021","8 point(s)","All","Scotland","All","5","5"," "
"2022","8 point(s)","All","Scotland","All","15","15","1"
"2023","8 point(s)","All","Scotland","All","15","10","0.667"
"2010","8 point(s)","All","Wales","All","1255","890","0.711"
"2011","8 point(s)","All","Wales","All","1060","665","0.628"
"2012","8 point(s)","All","Wales","All","775","550","0.708"
"2013","8 point(s)","All","Wales","All","580","420","0.726"
"2014","8 point(s)","All","Wales","All","515","390","0.761"
"2015","8 point(s)","All","Wales","All","485","360","0.742"
"2016","8 point(s)","All","Wales","All","560","430","0.764"
"2017","8 point(s)","All","Wales","All","370","290","0.786"
"2018","8 point(s)","All","Wales","All","340","265","0.774"
"2019","8 point(s)","All","Wales","All","305","255","0.843"
"2020","8 point(s)","All","Wales","All","355","275","0.772"
"2021","8 point(s)","All","Wales","All","425","335","0.786"
"2022","8 point(s)","All","Wales","All","410","330","0.805"
"2023","8 point(s)","All","Wales","All","325","260","0.794"
"2010","9 point(s)","All","Northern Ireland","All","1815","1385","0.763"
"2011","9 point(s)","All","Northern Ireland","All","1595","1030","0.647"
"2012","9 point(s)","All","Northern Ireland","All","1500","1020","0.681"
"2013","9 point(s)","All","Northern Ireland","All","1430","1090","0.764"
"2014","9 point(s)","All","Northern Ireland","All","1375","1015","0.739"
"2015","9 point(s)","All","Northern Ireland","All","1160","880","0.759"
"2016","9 point(s)","All","Northern Ireland","All","1050","790","0.75"
"2017","9 point(s)","All","Northern Ireland","All","715","535","0.748"
"2018","9 point(s)","All","Northern Ireland","All","570","450","0.791"
"2019","9 point(s)","All","Northern Ireland","All","490","385","0.782"
"2020","9 point(s)","All","Northern Ireland","All","315","260","0.8290000000000001"
"2021","9 point(s)","All","Northern Ireland","All","340","270","0.794"
"2022","9 point(s)","All","Northern Ireland","All","410","340","0.834"
"2023","9 point(s)","All","Northern Ireland","All","340","275","0.812"
"2010","9 point(s)","All","England","All","56535","40485","0.716"
"2011","9 point(s)","All","England","All","52380","34860","0.665"
"2012","9 point(s)","All","England","All","42790","28215","0.659"
"2013","9 point(s)","All","England","All","37910","27790","0.733"
"2014","9 point(s)","All","England","All","35835","26875","0.75"
"2015","9 point(s)","All","England","All","33840","25810","0.763"
"2016","9 point(s)","All","England","All","31895","24390","0.765"
"2017","9 point(s)","All","England","All","30855","23810","0.772"
"2018","9 point(s)","All","England","All","27975","22095","0.79"
"2019","9 point(s)","All","England","All","26460","20915","0.79"
"2020","9 point(s)","All","England","All","24660","19655","0.797"
"2021","9 point(s)","All","England","All","27680","22190","0.802"
"2022","9 point(s)","All","England","All","28025","22275","0.795"
"2023","9 point(s)","All","England","All","24100","19105","0.793"
"2010","9 point(s)","All","Scotland","All","45","30","0.667"
"2011","9 point(s)","All","Scotland","All","55","30","0.509"
"2012","9 point(s)","All","Scotland","All","15","10"," "
"2013","9 point(s)","All","Scotland","All","20","10","0.55"
"2014","9 point(s)","All","Scotland","All","15","10","0.8"
"2015","9 point(s)","All","Scotland","All","15","10"," "
"2016","9 point(s)","All","Scotland","All","30","20","0.6"
"2017","9 point(s)","All","Scotland","All","30","20","0.633"
"2018","9 point(s)","All","Scotland","All","10","10","1.1"
"2019","9 point(s)","All","Scotland","All","15","10"," "
"2020","9 point(s)","All","Scotland","All","15","10"," "
"2021","9 point(s)","All","Scotland","All","15","10","0.8"
"2022","9 point(s)","All","Scotland","All","30","15","0.5670000000000001"
"2023","9 point(s)","All","Scotland","All","10","10"," "
"2010","9 point(s)","All","Wales","All","2610","1865","0.714"
"2011","9 point(s)","All","Wales","All","2265","1500","0.663"
"2012","9 point(s)","All","Wales","All","1750","1200","0.686"
"2013","9 point(s)","All","Wales","All","1580","1195","0.755"
"2014","9 point(s)","All","Wales","All","1430","1090","0.763"
"2015","9 point(s)","All","Wales","All","1450","1140","0.785"
"2016","9 point(s)","All","Wales","All","1250","1035","0.8260000000000001"
"2017","9 point(s)","All","Wales","All","1300","1045","0.803"
"2018","9 point(s)","All","Wales","All","1120","900","0.803"
"2019","9 point(s)","All","Wales","All","935","780","0.835"
"2020","9 point(s)","All","Wales","All","900","735","0.8160000000000001"
"2021","9 point(s)","All","Wales","All","1330","1095","0.8230000000000001"
"2022","9 point(s)","All","Wales","All","1155","950","0.8230000000000001"
"2023","9 point(s)","All","Wales","All","925","750","0.812"
"2010","10 point(s)","All","Northern Ireland","All","2805","2205","0.787"
"2011","10 point(s)","All","Northern Ireland","All","2560","1790","0.7000000000000001"
"2012","10 point(s)","All","Northern Ireland","All","2535","1770","0.6990000000000001"
"2013","10 point(s)","All","Northern Ireland","All","2630","1940","0.737"
