"Year","Applied by deadline","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","Applied by June deadline","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","120","115","0.9590000000000001","0"
"2020","Applied by June deadline","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","170","160","0.9470000000000001","0"
"2021","Applied by June deadline","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","280","245","0.865","0"
"2022","Applied by June deadline","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","490","480","0.982","0"
"2023","Applied by June deadline","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","685","620","0.904","0"
"2006","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2710","2670","0.986","410"
"2007","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2975","2910","0.978","420"
"2008","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3565","3480","0.977","595"
"2009","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3045","2855","0.937","830"
"2010","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2000","1860","0.93","695"
"2011","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","1895","1720","0.908","745"
"2012","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2660","2420","0.91","490"
"2013","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2965","2780","0.937","495"
"2014","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3230","3015","0.933","450"
"2015","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3470","3230","0.932","470"
"2016","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3290","3065","0.932","415"
"2017","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3820","3525","0.923","360"
"2018","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","4720","4425","0.937","290"
"2019","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","5435","5060","0.931","295"
"2020","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","5490","5045","0.918","465"
"2021","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","4320","3945","0.914","270"
"2022","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","4760","4285","0.901","340"
"2023","Other","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","4940","4455","0.902","385"
"2015","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2017","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2018","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2019","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","70","65","0.9560000000000001","0"
"2020","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.842","0"
"2021","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","85","75","0.904","0"
"2022","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","460","440","0.9560000000000001","0"
"2023","Applied by January deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","415","380","0.918","0"
"2006","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2007","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2009","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.905","0"
"2011","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","30","30","0.935","0"
"2012","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2013","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","30","30","0.935","0"
"2014","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","35","35","0.9430000000000001","0"
"2015","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","95","90","0.927","0"
"2016","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","60","60","0.9510000000000001","0"
"2017","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","130","120","0.93","0"
"2018","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","150","140","0.932","0"
"2019","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","95","90","0.937","0"
"2020","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","185","180","0.967","0"
"2021","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","320","290","0.894","0"
"2022","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","605","595","0.987","0"
"2023","Applied by June deadline","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","880","820","0.93","0"
"2006","Other","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1385","1350","0.975","255"
"2007","Other","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1560","1525","0.978","290"
"2008","Other","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1990","1945","0.976","415"
