"Year","Tariff group of provider","Deferred entry","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2006","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","21525","21215","0.986"
"2007","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","23455","23050","0.983"
"2008","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","28050","27215","0.97"
"2009","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","27520","26145","0.9500000000000001"
"2010","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","18675","17505","0.937"
"2011","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","15065","13650","0.906"
"2012","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","19805","18110","0.914"
"2013","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","23925","22325","0.933"
"2014","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","26330","24705","0.9380000000000001"
"2015","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","27415","25660","0.936"
"2016","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","26040","24295","0.933"
"2017","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","31100","28800","0.926"
"2018","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","38745","36645","0.9460000000000001"
"2019","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","46885","44175","0.9420000000000001"
"2020","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","48640","45430","0.934"
"2021","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","48275","45150","0.935"
"2022","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","58155","54350","0.935"
"2023","Lower tariff","Not deferred","Not main scheme applicant","Not main scheme application","56545","52145","0.922"
"2006","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3030","2920","0.965"
"2007","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3090","2955","0.9570000000000001"
"2008","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3455","3290","0.9530000000000001"
"2009","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3075","2840","0.925"
"2010","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","2240","2090","0.932"
"2011","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","2310","2150","0.929"
"2012","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","2690","2510","0.932"
"2013","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","2975","2815","0.9460000000000001"
"2014","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","2745","2560","0.932"
"2015","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3005","2820","0.937"
"2016","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3150","2930","0.93"
"2017","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3400","3105","0.914"
"2018","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3700","3380","0.913"
"2019","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","4010","3710","0.925"
"2020","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","4640","4125","0.889"
"2021","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3125","2860","0.915"
"2022","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3385","2945","0.87"
"2023","Higher tariff","Not deferred","Not main scheme applicant","Not main scheme application","3360","2950","0.878"
"2006","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","9305","9080","0.976"
"2007","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","9805","9600","0.979"
"2008","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","12040","11755","0.977"
"2009","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","10585","10100","0.9540000000000001"
"2010","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","11420","11040","0.966"
"2011","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","7935","7600","0.9580000000000001"
"2012","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","9290","8815","0.9490000000000001"
"2013","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","8805","8320","0.9450000000000001"
"2014","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","6375","5865","0.92"
"2015","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","9215","8575","0.93"
"2016","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","9375","8750","0.933"
"2017","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","10900","10130","0.93"
"2018","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","11805","11005","0.932"
"2019","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","12845","11855","0.923"
"2020","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","15710","14370","0.915"
"2021","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","12130","11025","0.909"
"2022","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","15975","14380","0.9"
"2023","Medium tariff","Not deferred","Not main scheme applicant","Not main scheme application","23845","21810","0.915"
"2006","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","305","305","0.99"
"2007","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","315","310","0.981"
"2008","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","405","400","0.98"
"2009","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","540","405","0.751"
"2010","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","200","200","0.99"
"2011","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","80","75","0.975"
"2012","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","190","185","0.984"
"2013","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","260","255","0.981"
"2014","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","290","280","0.9590000000000001"
"2015","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","285","275","0.972"
"2016","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","265","255","0.9590000000000001"
"2017","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","375","365","0.976"
"2018","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","500","490","0.976"
"2019","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","435","420","0.968"
"2020","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","640","530","0.8310000000000001"
"2021","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","405","345","0.854"
"2022","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","360","265","0.739"
"2023","Lower tariff","Deferred","Not main scheme applicant","Not main scheme application","415","345","0.8310000000000001"
"2006","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","60","60","1"
"2007","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","60","55","0.9480000000000001"
"2008","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","75","75","0.973"
"2009","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","95","80","0.871"
"2010","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","40","40","0.9500000000000001"
"2011","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","20","20","1"
"2012","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","35","35","0.9460000000000001"
"2013","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","40","40","0.974"
"2014","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","50","45","0.9580000000000001"
"2015","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","55","55","0.965"
"2016","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","50","45","0.918"
"2017","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","65","65","0.969"
"2018","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","80","70","0.923"
"2019","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","90","90","0.989"
"2020","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","180","165","0.912"
"2021","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","75","65","0.89"
"2022","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","50","40","0.765"
"2023","Higher tariff","Deferred","Not main scheme applicant","Not main scheme application","70","55","0.8"
"2006","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","180","180","0.989"
"2007","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","175","175","0.977"
"2008","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","200","195","0.975"
"2009","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","150","130","0.849"
"2010","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","115","110","0.965"
"2011","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","70","70","0.972"
"2012","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","105","105","0.981"
"2013","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","145","145","0.986"
"2014","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","130","125","0.961"
"2015","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","125","120","0.984"
"2016","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","125","125","0.976"
"2017","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","205","200","0.98"
"2018","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","230","225","0.974"
"2019","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","255","245","0.961"
"2020","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","420","380","0.909"
"2021","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","240","215","0.891"
"2022","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","280","230","0.8290000000000001"
"2023","Medium tariff","Deferred","Not main scheme applicant","Not main scheme application","285","250","0.867"
"2006","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","15310","14305","0.934"
"2007","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","16310","15140","0.928"
"2008","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","19505","17940","0.92"
"2009","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","26350","22120","0.839"
"2010","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","35125","27680","0.788"
"2011","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","44850","34040","0.759"
"2012","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","35605","28075","0.788"
"2013","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","33665","27245","0.809"
"2014","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","35880","29110","0.811"
"2015","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","34620","28300","0.8170000000000001"
"2016","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","32645","26570","0.8140000000000001"
"2017","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","29005","24325","0.839"
"2018","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","25755","22155","0.86"
"2019","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","26865","23340","0.869"
"2020","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","21715","18820","0.867"
"2021","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","23645","19790","0.837"
"2022","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","28835","23695","0.8220000000000001"
"2023","Lower tariff","Not deferred","Main scheme applicant","Not main scheme application","28485","23970","0.841"
"2006","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","5960","5565","0.933"
"2007","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","6380","5855","0.918"
"2008","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","6990","6275","0.898"
"2009","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","6835","5660","0.8280000000000001"
"2010","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","6480","4880","0.753"
"2011","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","6200","4375","0.705"
"2012","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","9175","7270","0.792"
"2013","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","9900","7815","0.789"
"2014","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","10450","8625","0.8260000000000001"
"2015","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","11640","9650","0.8290000000000001"
"2016","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","12230","10380","0.849"
"2017","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","12385","10520","0.849"
"2018","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","13145","11285","0.858"
"2019","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","15130","13085","0.865"
"2020","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","20880","18745","0.898"
"2021","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","9830","7890","0.802"
"2022","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","12000","9235","0.77"
"2023","Higher tariff","Not deferred","Main scheme applicant","Not main scheme application","13790","11175","0.81"
"2006","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","11580","10865","0.9380000000000001"
"2007","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","12140","11330","0.933"
"2008","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","14125","13035","0.923"
"2009","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","15685","13380","0.853"
"2010","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","16185","12620","0.78"
"2011","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","18545","14125","0.762"
"2012","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","20140","16010","0.795"
"2013","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","18640","14935","0.801"
"2014","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","21065","16925","0.804"
"2015","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","22350","18215","0.8150000000000001"
"2016","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","23710","19865","0.838"
"2017","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","23935","20615","0.861"
"2018","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","22885","20020","0.875"
"2019","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","23570","20630","0.875"
"2020","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","23450","20965","0.894"
"2021","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","20435","17690","0.866"
"2022","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","25795","22035","0.854"
"2023","Medium tariff","Not deferred","Main scheme applicant","Not main scheme application","27450","23900","0.871"
"2006","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","580","495","0.853"
"2007","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","395","380","0.9550000000000001"
"2008","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","585","485","0.8300000000000001"
"2009","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","1100","685","0.622"
"2010","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","535","495","0.925"
"2011","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","265","240","0.902"
"2012","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","530","475","0.9"
"2013","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","570","535","0.937"
"2014","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","1035","720","0.6930000000000001"
"2015","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","675","640","0.9470000000000001"
"2016","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","1145","600","0.524"
"2017","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","785","650","0.8260000000000001"
"2018","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","675","560","0.8300000000000001"
"2019","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","630","510","0.811"
"2020","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","795","575","0.724"
"2021","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","820","580","0.708"
"2022","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","940","555","0.592"
"2023","Lower tariff","Deferred","Main scheme applicant","Not main scheme application","790","525","0.664"
"2006","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","460","385","0.834"
"2007","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","370","360","0.973"
"2008","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","495","405","0.8240000000000001"
"2009","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","655","550","0.836"
"2010","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","295","270","0.925"
"2011","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","160","150","0.9560000000000001"
"2012","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","390","365","0.936"
"2013","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","365","345","0.9450000000000001"
"2014","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","630","385","0.609"
"2015","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","370","345","0.932"
"2016","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","865","370","0.428"
"2017","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","680","425","0.622"
"2018","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","745","500","0.67"
"2019","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","835","580","0.6950000000000001"
"2020","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","2770","2575","0.93"
"2021","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","685","525","0.762"
"2022","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","605","425","0.7000000000000001"
"2023","Higher tariff","Deferred","Main scheme applicant","Not main scheme application","570","415","0.728"
"2006","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","490","440","0.9"
"2007","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","400","390","0.968"
"2008","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","555","450","0.81"
"2009","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","675","475","0.706"
"2010","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","440","410","0.936"
"2011","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","215","200","0.9440000000000001"
"2012","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","445","420","0.9460000000000001"
"2013","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","470","450","0.9550000000000001"
"2014","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","730","530","0.725"
"2015","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","645","605","0.935"
"2016","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","990","625","0.635"
"2017","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","940","785","0.837"
"2018","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","790","640","0.8150000000000001"
"2019","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","890","755","0.851"
"2020","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","1320","1185","0.9"
"2021","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","810","635","0.786"
"2022","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","970","730","0.754"
"2023","Medium tariff","Deferred","Main scheme applicant","Not main scheme application","1125","920","0.8160000000000001"
"2006","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","265850","112955","0.425"
"2007","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","280345","118880","0.424"
"2008","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","295555","131325","0.444"
"2009","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","329470","147295","0.447"
"2010","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","378765","153430","0.405"
"2011","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","405080","165650","0.40900000000000003"
"2012","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","363160","141585","0.39"
"2013","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","369750","151235","0.40900000000000003"
"2014","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","382600","155620","0.40700000000000003"
"2015","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","383390","156665","0.40900000000000003"
"2016","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","378625","153765","0.406"
"2017","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","353510","145610","0.41200000000000003"
"2018","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","337710","142335","0.421"
"2019","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","332875","138240","0.41500000000000004"
"2020","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","339370","143190","0.422"
"2021","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","354435","138345","0.39"
"2022","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","362970","137740","0.379"
"2023","Lower tariff","Not deferred","Main scheme applicant","Main scheme application","350550","127780","0.365"
"2006","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","244115","92560","0.379"
"2007","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","257855","97560","0.378"
"2008","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","270745","104445","0.386"
"2009","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","288625","106475","0.369"
"2010","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","315995","107030","0.339"
"2011","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","324260","110210","0.34"
"2012","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","305390","105580","0.34600000000000003"
"2013","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","320130","113040","0.353"
"2014","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","334035","116285","0.34800000000000003"
"2015","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","351990","123925","0.352"
"2016","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","361490","127210","0.352"
"2017","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","359300","126695","0.353"
"2018","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","357840","125855","0.352"
"2019","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","365040","126965","0.34800000000000003"
"2020","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","376545","137690","0.366"
"2021","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","403355","151320","0.375"
"2022","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","411685","139050","0.338"
"2023","Higher tariff","Not deferred","Main scheme applicant","Main scheme application","404670","137260","0.339"
"2006","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","286890","93350","0.325"
"2007","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","307040","100740","0.328"
"2008","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","320670","111065","0.34600000000000003"
"2009","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","352895","117765","0.334"
"2010","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","405905","121780","0.3"
"2011","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","431690","127020","0.294"
"2012","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","390375","112760","0.289"
"2013","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","406260","122345","0.301"
"2014","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","421410","125315","0.297"
"2015","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","432310","129645","0.3"
"2016","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","433365","132390","0.305"
"2017","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","415930","132990","0.32"
"2018","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","405110","130330","0.322"
"2019","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","401970","128910","0.321"
"2020","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","405595","131415","0.324"
"2021","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","421615","131205","0.311"
"2022","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","430070","128780","0.299"
"2023","Medium tariff","Not deferred","Main scheme applicant","Main scheme application","417140","120275","0.28800000000000003"
"2006","Lower tariff","Deferred","Main scheme applicant","Main scheme application","17070","7440","0.436"
"2007","Lower tariff","Deferred","Main scheme applicant","Main scheme application","17190","7615","0.443"
"2008","Lower tariff","Deferred","Main scheme applicant","Main scheme application","17890","8415","0.47000000000000003"
"2009","Lower tariff","Deferred","Main scheme applicant","Main scheme application","18400","8750","0.47600000000000003"
"2010","Lower tariff","Deferred","Main scheme applicant","Main scheme application","21580","9090","0.421"
"2011","Lower tariff","Deferred","Main scheme applicant","Main scheme application","12095","4125","0.341"
"2012","Lower tariff","Deferred","Main scheme applicant","Main scheme application","16805","7630","0.454"
"2013","Lower tariff","Deferred","Main scheme applicant","Main scheme application","16750","8415","0.502"
"2014","Lower tariff","Deferred","Main scheme applicant","Main scheme application","17735","9090","0.512"
"2015","Lower tariff","Deferred","Main scheme applicant","Main scheme application","18245","9460","0.519"
"2016","Lower tariff","Deferred","Main scheme applicant","Main scheme application","18075","9175","0.508"
"2017","Lower tariff","Deferred","Main scheme applicant","Main scheme application","17225","9170","0.532"
"2018","Lower tariff","Deferred","Main scheme applicant","Main scheme application","16020","8485","0.53"
"2019","Lower tariff","Deferred","Main scheme applicant","Main scheme application","15445","8230","0.533"
"2020","Lower tariff","Deferred","Main scheme applicant","Main scheme application","16360","8815","0.539"
"2021","Lower tariff","Deferred","Main scheme applicant","Main scheme application","18600","9060","0.487"
"2022","Lower tariff","Deferred","Main scheme applicant","Main scheme application","17875","8215","0.46"
"2023","Lower tariff","Deferred","Main scheme applicant","Main scheme application","18055","8355","0.463"
"2006","Higher tariff","Deferred","Main scheme applicant","Main scheme application","21765","10590","0.487"
"2007","Higher tariff","Deferred","Main scheme applicant","Main scheme application","21515","10590","0.492"
"2008","Higher tariff","Deferred","Main scheme applicant","Main scheme application","21930","10795","0.492"
"2009","Higher tariff","Deferred","Main scheme applicant","Main scheme application","21745","10215","0.47000000000000003"
"2010","Higher tariff","Deferred","Main scheme applicant","Main scheme application","22375","9660","0.432"
"2011","Higher tariff","Deferred","Main scheme applicant","Main scheme application","13210","4480","0.339"
"2012","Higher tariff","Deferred","Main scheme applicant","Main scheme application","17545","7530","0.429"
"2013","Higher tariff","Deferred","Main scheme applicant","Main scheme application","16570","7560","0.456"
"2014","Higher tariff","Deferred","Main scheme applicant","Main scheme application","17320","7945","0.459"
"2015","Higher tariff","Deferred","Main scheme applicant","Main scheme application","18825","8540","0.454"
"2016","Higher tariff","Deferred","Main scheme applicant","Main scheme application","18570","8430","0.454"
"2017","Higher tariff","Deferred","Main scheme applicant","Main scheme application","19555","9080","0.464"
"2018","Higher tariff","Deferred","Main scheme applicant","Main scheme application","18520","9205","0.497"
"2019","Higher tariff","Deferred","Main scheme applicant","Main scheme application","18970","9525","0.502"
"2020","Higher tariff","Deferred","Main scheme applicant","Main scheme application","20570","11025","0.536"
"2021","Higher tariff","Deferred","Main scheme applicant","Main scheme application","23930","13995","0.585"
"2022","Higher tariff","Deferred","Main scheme applicant","Main scheme application","20880","10360","0.496"
"2023","Higher tariff","Deferred","Main scheme applicant","Main scheme application","21950","10970","0.5"
"2006","Medium tariff","Deferred","Main scheme applicant","Main scheme application","20760","8175","0.394"
"2007","Medium tariff","Deferred","Main scheme applicant","Main scheme application","21265","8445","0.397"
"2008","Medium tariff","Deferred","Main scheme applicant","Main scheme application","21290","9055","0.425"
"2009","Medium tariff","Deferred","Main scheme applicant","Main scheme application","21495","8785","0.40900000000000003"
"2010","Medium tariff","Deferred","Main scheme applicant","Main scheme application","23290","9000","0.387"
