"Year","NPD ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2012","Mixed","All","England","Male","Not main scheme applicant","Not main scheme application","40","9180","0.004"
"2012","White","All","England","Male","Not main scheme applicant","Not main scheme application","700","244360","0.003"
"2013","Any Other Ethnic Group","All","England","Male","Not main scheme applicant","Not main scheme application","20","3620","0.005"
"2013","Asian","All","England","Male","Not main scheme applicant","Not main scheme application","110","22440","0.005"
"2013","Black","All","England","Male","Not main scheme applicant","Not main scheme application","80","12650","0.006"
"2013","Chinese","All","England","Male","Not main scheme applicant","Not main scheme application","0","1100","0.002"
"2013","Mixed","All","England","Male","Not main scheme applicant","Not main scheme application","40","9540","0.004"
"2013","White","All","England","Male","Not main scheme applicant","Not main scheme application","770","237680","0.003"
"2014","Any Other Ethnic Group","All","England","Male","Not main scheme applicant","Not main scheme application","20","3600","0.006"
"2014","Asian","All","England","Male","Not main scheme applicant","Not main scheme application","100","23100","0.004"
"2014","Black","All","England","Male","Not main scheme applicant","Not main scheme application","70","13150","0.005"
"2014","Chinese","All","England","Male","Not main scheme applicant","Not main scheme application","10","1080","0.006"
"2014","Mixed","All","England","Male","Not main scheme applicant","Not main scheme application","50","10240","0.004"
"2014","White","All","England","Male","Not main scheme applicant","Not main scheme application","700","233620","0.003"
"2015","Any Other Ethnic Group","All","England","Male","Not main scheme applicant","Not main scheme application","30","3770","0.007"
"2015","Asian","All","England","Male","Not main scheme applicant","Not main scheme application","120","23910","0.005"
"2015","Black","All","England","Male","Not main scheme applicant","Not main scheme application","100","13720","0.007"
"2015","Chinese","All","England","Male","Not main scheme applicant","Not main scheme application","0","1100","0.004"
"2015","Mixed","All","England","Male","Not main scheme applicant","Not main scheme application","50","10890","0.005"
"2015","White","All","England","Male","Not main scheme applicant","Not main scheme application","740","235800","0.003"
"2016","Any Other Ethnic Group","All","England","Male","Not main scheme applicant","Not main scheme application","20","3930","0.005"
"2016","Asian","All","England","Male","Not main scheme applicant","Not main scheme application","140","24920","0.006"
"2016","Black","All","England","Male","Not main scheme applicant","Not main scheme application","80","13580","0.006"
"2016","Chinese","All","England","Male","Not main scheme applicant","Not main scheme application","0","1010","0.001"
