"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","15","10","0.923","0"
"2016","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2017","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","15","15","1","0"
"2018","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","10","10","0.909","0"
"2019","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","15","15","0.875","0"
"2020","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","15","15","0.867","5"
"2021","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","20","15","0.9440000000000001","0"
"2022","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","25","25","0.962","0"
"2023","Quintile 2","17 and under","England","Female","Not main scheme applicant","All","25","20","0.8150000000000001","5"
"2006","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","10","10"," ","0"
"2007","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2008","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","20","20","1","0"
"2009","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","10","10","0.909","0"
"2010","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2011","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","5","5"," ","0"
"2012","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2013","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","10","10"," ","0"
"2015","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","5","5"," ","0"
"2016","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","10","10","1","0"
"2017","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2018","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","10","10"," ","0"
"2019","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","0.929","0"
"2020","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","20","15","0.833","0"
"2021","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","20","20","0.909","0"
"2022","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2023","Quintile 2","17 and under","Scotland","Female","Not main scheme applicant","All","25","20","0.917","0"
"2006","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2007","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","15","15","1","5"
"2008","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","30","30","0.966","5"
"2009","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","5"
"2010","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2011","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","5"," ","0"
"2013","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2014","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","10","1","0"
"2015","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2016","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2017","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2018","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","10","1","0"
"2019","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","15","15","1","0"
"2020","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","15","15","0.875","5"
"2021","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","10","10","0.833","5"
"2022","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","20","15","0.789","0"
"2023","Quintile 3","17 and under","England","Female","Not main scheme applicant","All","20","15","0.714","5"
"2006","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","10","10"," ","0"
"2007","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","15","10","0.923","0"
"2008","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","40","40","0.975","0"
"2009","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2010","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","30","30","1","0"
"2011","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","5","5"," ","0"
"2012","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2013","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2014","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","5","5"," ","0"
"2015","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","30","30","1","0"
"2016","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","20","20","1","0"
"2017","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","20","15","0.895","0"
"2018","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","30","30","1","0"
"2019","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","45","40","0.933","0"
"2020","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","30","30","1","5"
"2021","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","0.933","0"
"2022","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","30","25","0.964","0"
"2023","Quintile 3","17 and under","Scotland","Female","Not main scheme applicant","All","35","35","1","0"
"2006","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10","1","0"
"2007","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10","1","0"
"2008","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","15","15","1","5"
"2009","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10","1","5"
"2010","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","5"
"2011","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2012","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2013","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2014","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2015","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2016","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10","1","0"
"2017","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2018","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2019","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","10","10"," ","0"
"2020","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","15","15","0.929","0"
"2021","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","15","10","0.8","0"
"2023","Quintile 4","17 and under","England","Female","Not main scheme applicant","All","20","15","0.789","5"
"2006","Quintile 4","17 and under","Scotland","Female","Not main scheme applicant","All","20","15","0.833","0"
"2007","Quintile 4","17 and under","Scotland","Female","Not main scheme applicant","All","20","20","0.909","0"
"2008","Quintile 4","17 and under","Scotland","Female","Not main scheme applicant","All","40","40","1","0"
"2009","Quintile 4","17 and under","Scotland","Female","Not main scheme applicant","All","10","10","1","0"
"2010","Quintile 4","17 and under","Scotland","Female","Not main scheme applicant","All","15","15","1","0"
"2011","Quintile 4","17 and under","Scotland","Female","Not main scheme applicant","All","10","10"," ","0"
