"Year","Achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","345","305","0.884","0"
"2015","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","310","280","0.894","0"
"2016","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","320","290","0.909","0"
"2017","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","360","330","0.914","0"
"2018","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","380","355","0.937","0"
"2019","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","455","415","0.91","0"
"2020","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","120","110","0.909","0"
"2021","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","150","140","0.9390000000000001","0"
"2022","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","335","315","0.9430000000000001","0"
"2023","5 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","550","510","0.932","0"
"2019","5 point(s)","18","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","0.765","0"
"2011","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10","1","0"
"2012","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2016","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","0.929","0"
"2017","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2018","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","5 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2010","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","10","0.632","0"
"2011","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","10","0.611","0"
"2012","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.727","0"
"2013","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2015","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2017","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2018","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","6 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","620","525","0.845","0"
"2011","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","760","630","0.8300000000000001","0"
"2012","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","660","570","0.866","0"
"2013","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","505","455","0.897","0"
"2014","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","635","575","0.906","0"
"2015","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","595","550","0.924","0"
"2016","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","585","540","0.925","0"
"2017","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","590","550","0.937","0"
"2018","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","605","580","0.9590000000000001","0"
"2019","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","745","690","0.93","0"
"2020","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","295","275","0.929","0"
"2021","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","270","250","0.925","0"
"2022","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","580","530","0.915","0"
"2023","6 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","860","780","0.909","0"
"2010","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","25","20","0.8","0"
"2011","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","20","15","0.773","0"
"2012","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2013","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","20","20","1","0"
"2014","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10","1","0"
"2015","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","20","20","0.9500000000000001","0"
"2016","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","20","20","0.905","0"
"2017","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2018","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","0.867","0"
"2019","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","0.933","0"
"2021","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10","0.917","0"
"2023","6 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","20","20","1","0"
"2010","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","35","25","0.758","0"
"2011","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","20","0.733","0"
"2012","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","20","0.625","0"
"2013","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","15","0.64","0"
"2014","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","20","0.75","0"
"2015","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","15","0.625","0"
"2016","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","35","25","0.676","0"
"2017","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.737","0"
"2018","7 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","10","0.667","0"
