"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applicant","Main scheme application","Accepted applicants"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","North East","Not main scheme applicant","Not main scheme application","30"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","10"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","North East","Not main scheme applicant","Not main scheme application","75"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","North East","Not main scheme applicant","Not main scheme application","50"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","North East","Not main scheme applicant","Not main scheme application","50"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","North East","Not main scheme applicant","Not main scheme application","65"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","North East","Not main scheme applicant","Not main scheme application","50"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","North East","Not main scheme applicant","Not main scheme application","10"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","North East","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","North East","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","North East","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","North East","Not main scheme applicant","Not main scheme application","60"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","North East","Not main scheme applicant","Not main scheme application","55"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","North East","Not main scheme applicant","Not main scheme application","50"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","North East","Not main scheme applicant","Not main scheme application","40"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","North East","Not main scheme applicant","Not main scheme application","35"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","North East","Not main scheme applicant","Not main scheme application","100"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","North East","Not main scheme applicant","Not main scheme application","110"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","North East","Not main scheme applicant","Not main scheme application","75"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","North East","Not main scheme applicant","Not main scheme application","70"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","North East","Not main scheme applicant","Not main scheme application","65"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","North East","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","North East","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","North East","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","North East","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","North East","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","North East","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","North East","Not main scheme applicant","Not main scheme application","10"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","North East","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","North East","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","North East","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","North East","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","North East","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","North East","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","North East","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","North East","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","North East","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","North East","Not main scheme applicant","Not main scheme application","5"
