"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2018","All","17 and under","Wales","All","All","All","30","25","0.9"
"2019","All","17 and under","Wales","All","All","All","35","25","0.771"
"2020","All","17 and under","Wales","All","All","All","25","20","0.846"
"2021","All","17 and under","Wales","All","All","All","25","15","0.583"
"2022","All","17 and under","Wales","All","All","All","45","35","0.767"
"2023","All","17 and under","Wales","All","All","All","55","40","0.679"
"2006","All","18","Wales","All","All","All","11460","9910","0.865"
"2007","All","18","Wales","All","All","All","10970","9495","0.866"
"2008","All","18","Wales","All","All","All","11410","9925","0.87"
"2009","All","18","Wales","All","All","All","12170","10580","0.869"
"2010","All","18","Wales","All","All","All","12055","9925","0.8230000000000001"
"2011","All","18","Wales","All","All","All","11720","9545","0.8150000000000001"
"2012","All","18","Wales","All","All","All","11610","9865","0.85"
"2013","All","18","Wales","All","All","All","11315","9800","0.866"
"2014","All","18","Wales","All","All","All","11705","10145","0.867"
"2015","All","18","Wales","All","All","All","12135","10630","0.876"
"2016","All","18","Wales","All","All","All","12155","10700","0.88"
"2017","All","18","Wales","All","All","All","11755","10440","0.888"
"2018","All","18","Wales","All","All","All","11435","10165","0.889"
"2019","All","18","Wales","All","All","All","11295","10015","0.887"
"2020","All","18","Wales","All","All","All","11175","10195","0.912"
"2021","All","18","Wales","All","All","All","12685","11185","0.882"
"2022","All","18","Wales","All","All","All","13050","10940","0.838"
"2023","All","18","Wales","All","All","All","12185","10485","0.861"
"2006","All","19","Wales","All","All","All","3170","2610","0.8240000000000001"
"2007","All","19","Wales","All","All","All","3555","3020","0.85"
"2008","All","19","Wales","All","All","All","3780","3185","0.842"
"2009","All","19","Wales","All","All","All","4065","3450","0.849"
"2010","All","19","Wales","All","All","All","4235","3420","0.808"
"2011","All","19","Wales","All","All","All","4435","3495","0.789"
"2012","All","19","Wales","All","All","All","4365","3675","0.842"
"2013","All","19","Wales","All","All","All","4435","3785","0.853"
"2014","All","19","Wales","All","All","All","4515","3895","0.862"
"2015","All","19","Wales","All","All","All","4430","3830","0.865"
"2016","All","19","Wales","All","All","All","4570","3960","0.867"
"2017","All","19","Wales","All","All","All","4275","3780","0.884"
"2018","All","19","Wales","All","All","All","4045","3555","0.878"
"2019","All","19","Wales","All","All","All","4045","3525","0.872"
"2020","All","19","Wales","All","All","All","3925","3505","0.892"
"2021","All","19","Wales","All","All","All","3830","3250","0.849"
"2022","All","19","Wales","All","All","All","3695","3070","0.8310000000000001"
"2023","All","19","Wales","All","All","All","3510","3005","0.856"
"2006","All","20","Wales","All","All","All","1260","1000","0.794"
"2007","All","20","Wales","All","All","All","1330","1100","0.8260000000000001"
"2008","All","20","Wales","All","All","All","1575","1290","0.8210000000000001"
"2009","All","20","Wales","All","All","All","1720","1355","0.787"
"2010","All","20","Wales","All","All","All","1680","1205","0.717"
"2011","All","20","Wales","All","All","All","1815","1295","0.713"
"2012","All","20","Wales","All","All","All","1875","1465","0.782"
"2013","All","20","Wales","All","All","All","1775","1440","0.812"
"2014","All","20","Wales","All","All","All","1740","1430","0.8220000000000001"
"2015","All","20","Wales","All","All","All","1785","1430","0.8"
"2016","All","20","Wales","All","All","All","1720","1400","0.812"
"2017","All","20","Wales","All","All","All","1820","1515","0.833"
"2018","All","20","Wales","All","All","All","1625","1345","0.8290000000000001"
"2019","All","20","Wales","All","All","All","1560","1270","0.8130000000000001"
"2020","All","20","Wales","All","All","All","1545","1315","0.85"
"2021","All","20","Wales","All","All","All","1460","1155","0.792"
"2022","All","20","Wales","All","All","All","1490","1200","0.804"
"2023","All","20","Wales","All","All","All","1450","1175","0.809"
"2006","All","21 - 24","Wales","All","All","All","2300","1595","0.6940000000000001"
"2007","All","21 - 24","Wales","All","All","All","2325","1650","0.711"
"2008","All","21 - 24","Wales","All","All","All","2625","1915","0.729"
"2009","All","21 - 24","Wales","All","All","All","3015","2180","0.723"
"2010","All","21 - 24","Wales","All","All","All","3075","1935","0.629"
"2011","All","21 - 24","Wales","All","All","All","3070","1870","0.609"
"2012","All","21 - 24","Wales","All","All","All","3220","2115","0.657"
"2013","All","21 - 24","Wales","All","All","All","3205","2225","0.6950000000000001"
"2014","All","21 - 24","Wales","All","All","All","3130","2150","0.687"
"2015","All","21 - 24","Wales","All","All","All","2970","2065","0.6950000000000001"
"2016","All","21 - 24","Wales","All","All","All","3020","2115","0.7000000000000001"
"2017","All","21 - 24","Wales","All","All","All","2755","2115","0.768"
"2018","All","21 - 24","Wales","All","All","All","2650","2000","0.753"
"2019","All","21 - 24","Wales","All","All","All","2695","2060","0.764"
"2020","All","21 - 24","Wales","All","All","All","2710","2100","0.775"
"2021","All","21 - 24","Wales","All","All","All","2760","1915","0.6930000000000001"
"2022","All","21 - 24","Wales","All","All","All","3030","2180","0.719"
"2023","All","21 - 24","Wales","All","All","All","2760","2020","0.732"
"2006","All","25 - 29","Wales","All","All","All","1070","695","0.65"
"2007","All","25 - 29","Wales","All","All","All","1150","790","0.687"
"2008","All","25 - 29","Wales","All","All","All","1220","880","0.72"
"2009","All","25 - 29","Wales","All","All","All","1455","1025","0.705"
"2010","All","25 - 29","Wales","All","All","All","1590","910","0.5740000000000001"
"2011","All","25 - 29","Wales","All","All","All","1640","915","0.558"
"2012","All","25 - 29","Wales","All","All","All","1525","910","0.596"
"2013","All","25 - 29","Wales","All","All","All","1630","1025","0.627"
"2014","All","25 - 29","Wales","All","All","All","1655","1075","0.649"
"2015","All","25 - 29","Wales","All","All","All","1575","1080","0.6880000000000001"
"2016","All","25 - 29","Wales","All","All","All","1545","1005","0.65"
"2017","All","25 - 29","Wales","All","All","All","1560","1080","0.6910000000000001"
"2018","All","25 - 29","Wales","All","All","All","1555","1140","0.734"
"2019","All","25 - 29","Wales","All","All","All","1515","1080","0.714"
"2020","All","25 - 29","Wales","All","All","All","1540","1135","0.739"
"2021","All","25 - 29","Wales","All","All","All","1700","1125","0.661"
"2022","All","25 - 29","Wales","All","All","All","1605","1070","0.667"
"2023","All","25 - 29","Wales","All","All","All","1285","880","0.686"
"2006","All","30 - 34","Wales","All","All","All","670","440","0.659"
"2007","All","30 - 34","Wales","All","All","All","655","450","0.685"
"2008","All","30 - 34","Wales","All","All","All","690","480","0.6970000000000001"
"2009","All","30 - 34","Wales","All","All","All","765","530","0.6900000000000001"
"2010","All","30 - 34","Wales","All","All","All","800","455","0.5710000000000001"
"2011","All","30 - 34","Wales","All","All","All","830","455","0.547"
"2012","All","30 - 34","Wales","All","All","All","885","520","0.586"
"2013","All","30 - 34","Wales","All","All","All","830","525","0.629"
"2014","All","30 - 34","Wales","All","All","All","885","590","0.667"
"2015","All","30 - 34","Wales","All","All","All","855","580","0.674"
"2016","All","30 - 34","Wales","All","All","All","915","635","0.6940000000000001"
"2017","All","30 - 34","Wales","All","All","All","900","660","0.731"
"2018","All","30 - 34","Wales","All","All","All","920","675","0.734"
"2019","All","30 - 34","Wales","All","All","All","945","695","0.733"
"2020","All","30 - 34","Wales","All","All","All","960","700","0.732"
"2021","All","30 - 34","Wales","All","All","All","1035","700","0.677"
"2022","All","30 - 34","Wales","All","All","All","995","670","0.67"
"2023","All","30 - 34","Wales","All","All","All","760","550","0.719"
"2006","All","35 and over","Wales","All","All","All","1250","835","0.666"
"2007","All","35 and over","Wales","All","All","All","1185","795","0.671"
"2008","All","35 and over","Wales","All","All","All","1175","875","0.743"
"2009","All","35 and over","Wales","All","All","All","1435","1020","0.713"
"2010","All","35 and over","Wales","All","All","All","1275","785","0.614"
"2011","All","35 and over","Wales","All","All","All","1250","710","0.5700000000000001"
"2012","All","35 and over","Wales","All","All","All","1210","730","0.601"
"2013","All","35 and over","Wales","All","All","All","1230","825","0.669"
"2014","All","35 and over","Wales","All","All","All","1260","855","0.678"
"2015","All","35 and over","Wales","All","All","All","1260","870","0.6910000000000001"
"2016","All","35 and over","Wales","All","All","All","1290","875","0.679"
"2017","All","35 and over","Wales","All","All","All","1380","1050","0.761"
"2018","All","35 and over","Wales","All","All","All","1475","1125","0.763"
"2019","All","35 and over","Wales","All","All","All","1535","1160","0.757"
"2020","All","35 and over","Wales","All","All","All","1480","1100","0.742"
"2021","All","35 and over","Wales","All","All","All","1445","995","0.6880000000000001"
"2022","All","35 and over","Wales","All","All","All","1470","1020","0.6950000000000001"
"2023","All","35 and over","Wales","All","All","All","1215","850","0.6980000000000001"
"2006","All","17 and under","Not EU","All","All","All","2405","1345","0.56"
"2007","All","17 and under","Not EU","All","All","All","2720","1410","0.518"
"2008","All","17 and under","Not EU","All","All","All","3075","1575","0.512"
"2009","All","17 and under","Not EU","All","All","All","3330","1680","0.505"
"2010","All","17 and under","Not EU","All","All","All","3705","1790","0.483"
"2011","All","17 and under","Not EU","All","All","All","3900","1790","0.459"
"2012","All","17 and under","Not EU","All","All","All","4790","2140","0.447"
"2013","All","17 and under","Not EU","All","All","All","5495","2390","0.434"
"2014","All","17 and under","Not EU","All","All","All","6140","2650","0.432"
"2015","All","17 and under","Not EU","All","All","All","5980","2630","0.439"
"2016","All","17 and under","Not EU","All","All","All","6285","2725","0.434"
"2017","All","17 and under","Not EU","All","All","All","6815","2965","0.435"
"2018","All","17 and under","Not EU","All","All","All","8045","3590","0.446"
"2019","All","17 and under","Not EU","All","All","All","7850","3385","0.431"
"2020","All","17 and under","Not EU","All","All","All","9290","4175","0.45"
"2021","All","17 and under","Not EU","All","All","All","10490","4295","0.41000000000000003"
"2022","All","17 and under","Not EU","All","All","All","12175","4795","0.394"
"2023","All","17 and under","Not EU","All","All","All","11785","4380","0.372"
"2006","All","18","Not EU","All","All","All","10620","6770","0.637"
"2007","All","18","Not EU","All","All","All","11970","7400","0.618"
"2008","All","18","Not EU","All","All","All","13155","7880","0.599"
"2009","All","18","Not EU","All","All","All","14405","8450","0.587"
"2010","All","18","Not EU","All","All","All","15820","8855","0.56"
"2011","All","18","Not EU","All","All","All","17140","9455","0.552"
"2012","All","18","Not EU","All","All","All","19475","10245","0.526"
"2013","All","18","Not EU","All","All","All","21915","11445","0.522"
"2014","All","18","Not EU","All","All","All","23580","11865","0.503"
"2015","All","18","Not EU","All","All","All","25215","13060","0.518"
"2016","All","18","Not EU","All","All","All","25625","13240","0.517"
"2017","All","18","Not EU","All","All","All","27115","14125","0.521"
"2018","All","18","Not EU","All","All","All","31010","15915","0.513"
"2019","All","18","Not EU","All","All","All","34945","17790","0.509"
"2020","All","18","Not EU","All","All","All","38600","20300","0.526"
"2021","All","18","Not EU","All","All","All","45335","20685","0.456"
"2022","All","18","Not EU","All","All","All","48750","22335","0.458"
"2023","All","18","Not EU","All","All","All","50325","22360","0.444"
"2006","All","19","Not EU","All","All","All","9880","6550","0.663"
"2007","All","19","Not EU","All","All","All","10915","7045","0.645"
"2008","All","19","Not EU","All","All","All","12485","7840","0.628"
"2009","All","19","Not EU","All","All","All","13415","8425","0.628"
"2010","All","19","Not EU","All","All","All","14710","9015","0.613"
"2011","All","19","Not EU","All","All","All","15260","9010","0.59"
"2012","All","19","Not EU","All","All","All","16255","9230","0.5680000000000001"
"2013","All","19","Not EU","All","All","All","16820","9795","0.582"
"2014","All","19","Not EU","All","All","All","18325","10295","0.562"
"2015","All","19","Not EU","All","All","All","18320","10330","0.5640000000000001"
"2016","All","19","Not EU","All","All","All","18070","10020","0.554"
"2017","All","19","Not EU","All","All","All","18295","10475","0.5730000000000001"
"2018","All","19","Not EU","All","All","All","18775","10660","0.5680000000000001"
"2019","All","19","Not EU","All","All","All","21235","11890","0.56"
"2020","All","19","Not EU","All","All","All","23420","13470","0.5750000000000001"
"2021","All","19","Not EU","All","All","All","24580","12930","0.526"
"2022","All","19","Not EU","All","All","All","25860","13745","0.532"
"2023","All","19","Not EU","All","All","All","26890","13510","0.502"
"2006","All","20","Not EU","All","All","All","6095","4025","0.661"
"2007","All","20","Not EU","All","All","All","6570","4305","0.655"
"2008","All","20","Not EU","All","All","All","7600","4900","0.645"
"2009","All","20","Not EU","All","All","All","8570","5505","0.642"
"2010","All","20","Not EU","All","All","All","10035","6610","0.659"
"2011","All","20","Not EU","All","All","All","9170","5705","0.622"
"2012","All","20","Not EU","All","All","All","9665","5710","0.591"
"2013","All","20","Not EU","All","All","All","10030","6020","0.6"
"2014","All","20","Not EU","All","All","All","10750","6260","0.583"
"2015","All","20","Not EU","All","All","All","10445","5965","0.5710000000000001"
"2016","All","20","Not EU","All","All","All","9940","5710","0.5750000000000001"
"2017","All","20","Not EU","All","All","All","9765","5765","0.59"
"2018","All","20","Not EU","All","All","All","9425","5475","0.581"
"2019","All","20","Not EU","All","All","All","9660","5550","0.5740000000000001"
"2020","All","20","Not EU","All","All","All","11095","6640","0.599"
"2021","All","20","Not EU","All","All","All","11950","7025","0.588"
"2022","All","20","Not EU","All","All","All","13390","7890","0.589"
"2023","All","20","Not EU","All","All","All","13805","7710","0.558"
"2006","All","21 - 24","Not EU","All","All","All","9700","6125","0.631"
"2007","All","21 - 24","Not EU","All","All","All","9895","6285","0.635"
"2008","All","21 - 24","Not EU","All","All","All","10595","6535","0.617"
"2009","All","21 - 24","Not EU","All","All","All","11780","7375","0.626"
"2010","All","21 - 24","Not EU","All","All","All","14130","9170","0.649"
"2011","All","21 - 24","Not EU","All","All","All","12655","7545","0.596"
"2012","All","21 - 24","Not EU","All","All","All","12350","6685","0.541"
"2013","All","21 - 24","Not EU","All","All","All","11865","6505","0.548"
"2014","All","21 - 24","Not EU","All","All","All","11590","6140","0.53"
"2015","All","21 - 24","Not EU","All","All","All","11445","5975","0.522"
"2016","All","21 - 24","Not EU","All","All","All","10545","5525","0.524"
"2017","All","21 - 24","Not EU","All","All","All","10300","5525","0.536"
"2018","All","21 - 24","Not EU","All","All","All","10210","5365","0.525"
"2019","All","21 - 24","Not EU","All","All","All","9990","5255","0.526"
"2020","All","21 - 24","Not EU","All","All","All","10895","6170","0.5660000000000001"
"2021","All","21 - 24","Not EU","All","All","All","12215","6885","0.5640000000000001"
"2022","All","21 - 24","Not EU","All","All","All","15400","8745","0.5680000000000001"
"2023","All","21 - 24","Not EU","All","All","All","17225","9345","0.543"
"2006","All","25 - 29","Not EU","All","All","All","3775","2155","0.5710000000000001"
"2007","All","25 - 29","Not EU","All","All","All","3425","1980","0.579"
"2008","All","25 - 29","Not EU","All","All","All","3530","1835","0.52"
"2009","All","25 - 29","Not EU","All","All","All","3355","1730","0.515"
"2010","All","25 - 29","Not EU","All","All","All","3625","1865","0.514"
"2011","All","25 - 29","Not EU","All","All","All","2905","1310","0.452"
"2012","All","25 - 29","Not EU","All","All","All","2680","1095","0.40800000000000003"
"2013","All","25 - 29","Not EU","All","All","All","2590","1045","0.404"
"2014","All","25 - 29","Not EU","All","All","All","2490","1020","0.40900000000000003"
"2015","All","25 - 29","Not EU","All","All","All","2600","1075","0.41400000000000003"
"2016","All","25 - 29","Not EU","All","All","All","2315","930","0.402"
"2017","All","25 - 29","Not EU","All","All","All","2400","1060","0.441"
"2018","All","25 - 29","Not EU","All","All","All","2270","945","0.417"
"2019","All","25 - 29","Not EU","All","All","All","2425","1030","0.425"
"2020","All","25 - 29","Not EU","All","All","All","2715","1310","0.482"
"2021","All","25 - 29","Not EU","All","All","All","3310","1370","0.41400000000000003"
"2022","All","25 - 29","Not EU","All","All","All","4780","2175","0.455"
"2023","All","25 - 29","Not EU","All","All","All","4650","1935","0.417"
"2006","All","30 - 34","Not EU","All","All","All","1320","755","0.5740000000000001"
"2007","All","30 - 34","Not EU","All","All","All","1240","670","0.538"
"2008","All","30 - 34","Not EU","All","All","All","1130","600","0.53"
"2009","All","30 - 34","Not EU","All","All","All","1200","585","0.489"
"2010","All","30 - 34","Not EU","All","All","All","1250","630","0.504"
"2011","All","30 - 34","Not EU","All","All","All","990","405","0.41100000000000003"
"2012","All","30 - 34","Not EU","All","All","All","895","310","0.34700000000000003"
"2013","All","30 - 34","Not EU","All","All","All","815","300","0.366"
"2014","All","30 - 34","Not EU","All","All","All","825","325","0.396"
"2015","All","30 - 34","Not EU","All","All","All","820","295","0.357"
"2016","All","30 - 34","Not EU","All","All","All","735","240","0.326"
"2017","All","30 - 34","Not EU","All","All","All","795","265","0.334"
"2018","All","30 - 34","Not EU","All","All","All","750","280","0.37"
"2019","All","30 - 34","Not EU","All","All","All","790","270","0.341"
"2020","All","30 - 34","Not EU","All","All","All","1080","460","0.424"
"2021","All","30 - 34","Not EU","All","All","All","1395","505","0.36"
"2022","All","30 - 34","Not EU","All","All","All","2485","1170","0.47200000000000003"
"2023","All","30 - 34","Not EU","All","All","All","2095","815","0.389"
"2006","All","35 and over","Not EU","All","All","All","870","490","0.5630000000000001"
"2007","All","35 and over","Not EU","All","All","All","805","465","0.5760000000000001"
"2008","All","35 and over","Not EU","All","All","All","810","405","0.502"
"2009","All","35 and over","Not EU","All","All","All","870","495","0.5660000000000001"
"2010","All","35 and over","Not EU","All","All","All","990","545","0.549"
"2011","All","35 and over","Not EU","All","All","All","635","245","0.385"
"2012","All","35 and over","Not EU","All","All","All","650","225","0.34600000000000003"
"2013","All","35 and over","Not EU","All","All","All","560","205","0.362"
"2014","All","35 and over","Not EU","All","All","All","585","220","0.379"
"2015","All","35 and over","Not EU","All","All","All","570","195","0.342"
"2016","All","35 and over","Not EU","All","All","All","600","220","0.368"
"2017","All","35 and over","Not EU","All","All","All","685","330","0.483"
"2018","All","35 and over","Not EU","All","All","All","650","255","0.391"
"2019","All","35 and over","Not EU","All","All","All","755","290","0.381"
"2020","All","35 and over","Not EU","All","All","All","1095","510","0.466"
"2021","All","35 and over","Not EU","All","All","All","1560","585","0.375"
"2022","All","35 and over","Not EU","All","All","All","2990","1595","0.533"
"2023","All","35 and over","Not EU","All","All","All","2190","945","0.432"
"2006","All","17 and under","EU (excluding UK)","All","All","All","2455","1335","0.543"
"2007","All","17 and under","EU (excluding UK)","All","All","All","2705","1550","0.5730000000000001"
"2008","All","17 and under","EU (excluding UK)","All","All","All","2480","1390","0.559"
"2009","All","17 and under","EU (excluding UK)","All","All","All","2745","1520","0.554"
"2010","All","17 and under","EU (excluding UK)","All","All","All","2935","1415","0.482"
"2011","All","17 and under","EU (excluding UK)","All","All","All","3130","1500","0.48"
"2012","All","17 and under","EU (excluding UK)","All","All","All","2990","1500","0.502"
"2013","All","17 and under","EU (excluding UK)","All","All","All","3160","1635","0.518"
"2014","All","17 and under","EU (excluding UK)","All","All","All","3510","1910","0.544"
"2015","All","17 and under","EU (excluding UK)","All","All","All","3970","2205","0.555"
"2016","All","17 and under","EU (excluding UK)","All","All","All","4080","2280","0.559"
"2017","All","17 and under","EU (excluding UK)","All","All","All","4190","2420","0.578"
"2018","All","17 and under","EU (excluding UK)","All","All","All","4415","2520","0.5710000000000001"
"2019","All","17 and under","EU (excluding UK)","All","All","All","4530","2585","0.5710000000000001"
"2020","All","17 and under","EU (excluding UK)","All","All","All","4680","2775","0.593"
"2021","All","17 and under","EU (excluding UK)","All","All","All","3300","1445","0.438"
"2022","All","17 and under","EU (excluding UK)","All","All","All","2830","1245","0.439"
"2023","All","17 and under","EU (excluding UK)","All","All","All","2665","1135","0.426"
"2006","All","18","EU (excluding UK)","All","All","All","7590","4445","0.586"
"2007","All","18","EU (excluding UK)","All","All","All","8360","5010","0.599"
"2008","All","18","EU (excluding UK)","All","All","All","9145","5560","0.608"
"2009","All","18","EU (excluding UK)","All","All","All","10385","6120","0.589"
"2010","All","18","EU (excluding UK)","All","All","All","12995","6975","0.537"
"2011","All","18","EU (excluding UK)","All","All","All","13725","7390","0.538"
"2012","All","18","EU (excluding UK)","All","All","All","13260","7310","0.552"
"2013","All","18","EU (excluding UK)","All","All","All","13930","7675","0.551"
"2014","All","18","EU (excluding UK)","All","All","All","14865","8555","0.5760000000000001"
"2015","All","18","EU (excluding UK)","All","All","All","16760","9865","0.589"
"2016","All","18","EU (excluding UK)","All","All","All","18095","10730","0.593"
"2017","All","18","EU (excluding UK)","All","All","All","17515","10660","0.609"
"2018","All","18","EU (excluding UK)","All","All","All","18370","11085","0.603"
"2019","All","18","EU (excluding UK)","All","All","All","18705","11110","0.594"
"2020","All","18","EU (excluding UK)","All","All","All","18785","11585","0.617"
"2021","All","18","EU (excluding UK)","All","All","All","12535","5915","0.47200000000000003"
"2022","All","18","EU (excluding UK)","All","All","All","10865","5330","0.49"
"2023","All","18","EU (excluding UK)","All","All","All","10575","4980","0.47100000000000003"
"2006","All","19","EU (excluding UK)","All","All","All","5930","3675","0.62"
"2007","All","19","EU (excluding UK)","All","All","All","7395","4570","0.618"
"2008","All","19","EU (excluding UK)","All","All","All","8135","5130","0.631"
"2009","All","19","EU (excluding UK)","All","All","All","9975","6170","0.619"
"2010","All","19","EU (excluding UK)","All","All","All","12475","7115","0.5710000000000001"
"2011","All","19","EU (excluding UK)","All","All","All","14030","8020","0.5720000000000001"
"2012","All","19","EU (excluding UK)","All","All","All","12340","6910","0.56"
"2013","All","19","EU (excluding UK)","All","All","All","13040","7425","0.5700000000000001"
"2014","All","19","EU (excluding UK)","All","All","All","13565","7865","0.58"
"2015","All","19","EU (excluding UK)","All","All","All","14670","8760","0.597"
"2016","All","19","EU (excluding UK)","All","All","All","15910","9590","0.603"
"2017","All","19","EU (excluding UK)","All","All","All","15155","9235","0.609"
"2018","All","19","EU (excluding UK)","All","All","All","15480","9550","0.617"
"2019","All","19","EU (excluding UK)","All","All","All","15855","9640","0.608"
"2020","All","19","EU (excluding UK)","All","All","All","15580","9575","0.614"
"2021","All","19","EU (excluding UK)","All","All","All","7045","3345","0.47500000000000003"
"2022","All","19","EU (excluding UK)","All","All","All","5615","2690","0.47900000000000004"
"2023","All","19","EU (excluding UK)","All","All","All","5650","2590","0.458"
"2006","All","20","EU (excluding UK)","All","All","All","3930","2635","0.671"
"2007","All","20","EU (excluding UK)","All","All","All","4430","2975","0.671"
"2008","All","20","EU (excluding UK)","All","All","All","4605","3055","0.664"
"2009","All","20","EU (excluding UK)","All","All","All","5380","3495","0.65"
"2010","All","20","EU (excluding UK)","All","All","All","6215","3535","0.5690000000000001"
"2011","All","20","EU (excluding UK)","All","All","All","6265","3600","0.5740000000000001"
"2012","All","20","EU (excluding UK)","All","All","All","5215","2830","0.542"
"2013","All","20","EU (excluding UK)","All","All","All","5490","3060","0.558"
"2014","All","20","EU (excluding UK)","All","All","All","5755","3415","0.594"
"2015","All","20","EU (excluding UK)","All","All","All","5830","3595","0.617"
"2016","All","20","EU (excluding UK)","All","All","All","6030","3710","0.616"
"2017","All","20","EU (excluding UK)","All","All","All","5945","3725","0.626"
"2018","All","20","EU (excluding UK)","All","All","All","5620","3570","0.635"
"2019","All","20","EU (excluding UK)","All","All","All","5755","3550","0.617"
"2020","All","20","EU (excluding UK)","All","All","All","5525","3460","0.626"
"2021","All","20","EU (excluding UK)","All","All","All","2445","1235","0.505"
"2022","All","20","EU (excluding UK)","All","All","All","1870","885","0.47200000000000003"
"2023","All","20","EU (excluding UK)","All","All","All","1705","815","0.47700000000000004"
"2006","All","21 - 24","EU (excluding UK)","All","All","All","7280","4820","0.662"
"2007","All","21 - 24","EU (excluding UK)","All","All","All","7655","4980","0.651"
"2008","All","21 - 24","EU (excluding UK)","All","All","All","7235","4735","0.655"
"2009","All","21 - 24","EU (excluding UK)","All","All","All","7945","5040","0.634"
"2010","All","21 - 24","EU (excluding UK)","All","All","All","8945","4930","0.551"
"2011","All","21 - 24","EU (excluding UK)","All","All","All","8535","4640","0.544"
"2012","All","21 - 24","EU (excluding UK)","All","All","All","6505","3425","0.526"
"2013","All","21 - 24","EU (excluding UK)","All","All","All","6480","3455","0.533"
"2014","All","21 - 24","EU (excluding UK)","All","All","All","6440","3470","0.539"
"2015","All","21 - 24","EU (excluding UK)","All","All","All","6560","3590","0.547"
"2016","All","21 - 24","EU (excluding UK)","All","All","All","6610","3710","0.561"
"2017","All","21 - 24","EU (excluding UK)","All","All","All","5920","3425","0.578"
"2018","All","21 - 24","EU (excluding UK)","All","All","All","5955","3555","0.597"
"2019","All","21 - 24","EU (excluding UK)","All","All","All","5715","3415","0.598"
"2020","All","21 - 24","EU (excluding UK)","All","All","All","5395","3240","0.601"
"2021","All","21 - 24","EU (excluding UK)","All","All","All","3105","1620","0.521"
"2022","All","21 - 24","EU (excluding UK)","All","All","All","2055","930","0.453"
"2023","All","21 - 24","EU (excluding UK)","All","All","All","1895","830","0.437"
"2006","All","25 - 29","EU (excluding UK)","All","All","All","1885","1100","0.585"
"2007","All","25 - 29","EU (excluding UK)","All","All","All","1850","1085","0.585"
"2008","All","25 - 29","EU (excluding UK)","All","All","All","1705","1005","0.591"
"2009","All","25 - 29","EU (excluding UK)","All","All","All","1740","970","0.556"
"2010","All","25 - 29","EU (excluding UK)","All","All","All","2220","1035","0.465"
"2011","All","25 - 29","EU (excluding UK)","All","All","All","2080","1015","0.487"
"2012","All","25 - 29","EU (excluding UK)","All","All","All","1570","730","0.464"
"2013","All","25 - 29","EU (excluding UK)","All","All","All","1515","720","0.47400000000000003"
"2014","All","25 - 29","EU (excluding UK)","All","All","All","1470","645","0.437"
"2015","All","25 - 29","EU (excluding UK)","All","All","All","1625","735","0.453"
"2016","All","25 - 29","EU (excluding UK)","All","All","All","1645","785","0.47600000000000003"
"2017","All","25 - 29","EU (excluding UK)","All","All","All","1380","700","0.509"
"2018","All","25 - 29","EU (excluding UK)","All","All","All","1495","840","0.5630000000000001"
"2019","All","25 - 29","EU (excluding UK)","All","All","All","1270","740","0.583"
"2020","All","25 - 29","EU (excluding UK)","All","All","All","1360","795","0.584"
"2021","All","25 - 29","EU (excluding UK)","All","All","All","1120","715","0.637"
"2022","All","25 - 29","EU (excluding UK)","All","All","All","500","190","0.376"
"2023","All","25 - 29","EU (excluding UK)","All","All","All","390","130","0.339"
"2006","All","30 - 34","EU (excluding UK)","All","All","All","380","200","0.524"
"2007","All","30 - 34","EU (excluding UK)","All","All","All","385","205","0.536"
"2008","All","30 - 34","EU (excluding UK)","All","All","All","365","195","0.537"
"2009","All","30 - 34","EU (excluding UK)","All","All","All","405","205","0.506"
"2010","All","30 - 34","EU (excluding UK)","All","All","All","535","250","0.46900000000000003"
"2011","All","30 - 34","EU (excluding UK)","All","All","All","510","210","0.41600000000000004"
"2012","All","30 - 34","EU (excluding UK)","All","All","All","435","180","0.40800000000000003"
"2013","All","30 - 34","EU (excluding UK)","All","All","All","425","185","0.44"
"2014","All","30 - 34","EU (excluding UK)","All","All","All","375","150","0.402"
"2015","All","30 - 34","EU (excluding UK)","All","All","All","375","155","0.41200000000000003"
"2016","All","30 - 34","EU (excluding UK)","All","All","All","345","140","0.41200000000000003"
"2017","All","30 - 34","EU (excluding UK)","All","All","All","335","150","0.443"
"2018","All","30 - 34","EU (excluding UK)","All","All","All","425","245","0.5710000000000001"
"2019","All","30 - 34","EU (excluding UK)","All","All","All","355","210","0.592"
"2020","All","30 - 34","EU (excluding UK)","All","All","All","430","295","0.684"
"2021","All","30 - 34","EU (excluding UK)","All","All","All","660","540","0.8170000000000001"
"2022","All","30 - 34","EU (excluding UK)","All","All","All","130","50","0.395"
"2023","All","30 - 34","EU (excluding UK)","All","All","All","120","45","0.385"
"2006","All","35 and over","EU (excluding UK)","All","All","All","220","105","0.48"
"2007","All","35 and over","EU (excluding UK)","All","All","All","245","130","0.534"
"2008","All","35 and over","EU (excluding UK)","All","All","All","240","125","0.508"
"2009","All","35 and over","EU (excluding UK)","All","All","All","270","140","0.517"
"2010","All","35 and over","EU (excluding UK)","All","All","All","375","165","0.442"
"2011","All","35 and over","EU (excluding UK)","All","All","All","330","125","0.379"
"2012","All","35 and over","EU (excluding UK)","All","All","All","340","145","0.422"
"2013","All","35 and over","EU (excluding UK)","All","All","All","320","125","0.39"
