"Year","MEM quintile","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2021","Quintile 3","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","70","48670","0.001"
"2021","Quintile 4","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","110","76990","0.001"
"2021","Quintile 5","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","100","81310","0.001"
"2022","Quintile 1","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","40190","0.001"
"2022","Quintile 2","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","40","41760","0.001"
"2022","Quintile 3","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","60","49710","0.001"
"2022","Quintile 4","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","120","78620","0.001"
"2022","Quintile 5","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","100","83390","0.001"
"2023","Quintile 1","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","30","44850","0.001"
"2023","Quintile 2","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","40","42390","0.001"
"2023","Quintile 3","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","70","51160","0.001"
"2023","Quintile 4","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","110","80310","0.001"
"2023","Quintile 5","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","140","113710","0.001"
"2006","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","150","83090","0.002"
"2006","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","190","71120","0.003"
"2006","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","240","64560","0.004"
"2006","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","180","44530","0.004"
"2006","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","130","45470","0.003"
"2007","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","140","81030","0.002"
"2007","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","210","70630","0.003"
"2007","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","210","64320","0.003"
"2007","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","160","45000","0.003"
"2007","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","100","45650","0.002"
"2008","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","190","82640","0.002"
"2008","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","240","72790","0.003"
"2008","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","250","67120","0.004"
"2008","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","180","46480","0.004"
"2008","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","120","46540","0.003"
"2009","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","180","82020","0.002"
"2009","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","220","72740","0.003"
"2009","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","210","66570","0.003"
"2009","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","170","46350","0.004"
"2009","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","100","46970","0.002"
"2010","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","80","81890","0.001"
"2010","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","100","72190","0.001"
"2010","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","110","67420","0.002"
"2010","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","80","47660","0.002"
"2010","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","60","47450","0.001"
"2011","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","70","80150","0.001"
"2011","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","100","70750","0.001"
"2011","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","110","66320","0.002"
"2011","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","90","46350","0.002"
"2011","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","50","46480","0.001"
"2012","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","150","78200","0.002"
"2012","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","180","70550","0.003"
"2012","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","210","67670","0.003"
"2012","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","130","47330","0.003"
"2012","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","100","46990","0.002"
"2013","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","160","77300","0.002"
"2013","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","200","68920","0.003"
"2013","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","220","66210","0.003"
"2013","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","190","46600","0.004"
"2013","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","150","46850","0.003"
"2014","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","180","76540","0.002"
"2014","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","200","67700","0.003"
"2014","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","180","65900","0.003"
"2014","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","150","46540","0.003"
"2014","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","100","46970","0.002"
"2015","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","190","78610","0.002"
"2015","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","250","68600","0.004"
"2015","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","230","66960","0.003"
"2015","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","120","46990","0.003"
"2015","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","110","47850","0.002"
"2016","Quintile 1","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","190","79180","0.002"
"2016","Quintile 2","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","230","66540","0.003"
"2016","Quintile 3","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","230","66300","0.003"
"2016","Quintile 4","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","150","47040","0.003"
"2016","Quintile 5","Lower tariff","18","England","Male","Not main scheme applicant","Not main scheme application","110","47810","0.002"
