"Year","Achieved SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2011","14 point(s)","Asian","Main scheme applicant","All","40","30","0.78","0"
"2012","14 point(s)","Asian","Main scheme applicant","All","45","35","0.841","0"
"2013","14 point(s)","Asian","Main scheme applicant","All","55","45","0.8150000000000001","0"
"2014","14 point(s)","Asian","Main scheme applicant","All","45","35","0.8180000000000001","0"
"2015","14 point(s)","Asian","Main scheme applicant","All","55","40","0.732","0"
"2016","14 point(s)","Asian","Main scheme applicant","All","50","45","0.878","0"
"2017","14 point(s)","Asian","Main scheme applicant","All","55","45","0.789","0"
"2018","14 point(s)","Asian","Main scheme applicant","All","65","60","0.9380000000000001","0"
"2019","14 point(s)","Asian","Main scheme applicant","All","50","35","0.75","0"
"2020","14 point(s)","Asian","Main scheme applicant","All","65","60","0.896","0"
"2021","14 point(s)","Asian","Main scheme applicant","All","50","40","0.8160000000000001","0"
"2022","14 point(s)","Asian","Main scheme applicant","All","60","50","0.862","0"
"2023","14 point(s)","Asian","Main scheme applicant","All","55","50","0.9450000000000001","0"
"2010","15 point(s)","Asian","Main scheme applicant","All","40","35","0.974","0"
"2011","15 point(s)","Asian","Main scheme applicant","All","50","40","0.769","0"
"2012","15 point(s)","Asian","Main scheme applicant","All","65","60","0.9530000000000001","0"
"2013","15 point(s)","Asian","Main scheme applicant","All","50","45","0.863","0"
"2014","15 point(s)","Asian","Main scheme applicant","All","50","50","0.923","0"
"2015","15 point(s)","Asian","Main scheme applicant","All","50","50","0.923","0"
"2016","15 point(s)","Asian","Main scheme applicant","All","65","55","0.8210000000000001","0"
"2017","15 point(s)","Asian","Main scheme applicant","All","65","60","0.866","0"
"2018","15 point(s)","Asian","Main scheme applicant","All","65","60","0.91","0"
"2019","15 point(s)","Asian","Main scheme applicant","All","75","65","0.892","0"
"2020","15 point(s)","Asian","Main scheme applicant","All","80","65","0.8230000000000001","0"
"2021","15 point(s)","Asian","Main scheme applicant","All","60","50","0.847","0"
"2022","15 point(s)","Asian","Main scheme applicant","All","65","55","0.873","0"
"2023","15 point(s)","Asian","Main scheme applicant","All","65","60","0.923","0"
"2010","16 point(s)","Asian","Main scheme applicant","All","45","40","0.884","0"
"2011","16 point(s)","Asian","Main scheme applicant","All","40","40","0.905","0"
"2012","16 point(s)","Asian","Main scheme applicant","All","75","60","0.836","0"
"2013","16 point(s)","Asian","Main scheme applicant","All","55","55","1","0"
"2014","16 point(s)","Asian","Main scheme applicant","All","65","65","0.9550000000000001","0"
"2015","16 point(s)","Asian","Main scheme applicant","All","60","55","0.966","0"
"2016","16 point(s)","Asian","Main scheme applicant","All","65","60","0.921","0"
"2017","16 point(s)","Asian","Main scheme applicant","All","65","60","0.91","0"
"2018","16 point(s)","Asian","Main scheme applicant","All","85","75","0.874","0"
"2019","16 point(s)","Asian","Main scheme applicant","All","90","80","0.867","0"
"2020","16 point(s)","Asian","Main scheme applicant","All","90","85","0.924","0"
"2021","16 point(s)","Asian","Main scheme applicant","All","85","75","0.874","0"
"2022","16 point(s)","Asian","Main scheme applicant","All","90","75","0.875","0"
"2023","16 point(s)","Asian","Main scheme applicant","All","90","85","0.9560000000000001","0"
"2010","17 point(s)","Asian","Main scheme applicant","All","40","35","0.923","0"
"2011","17 point(s)","Asian","Main scheme applicant","All","55","50","0.877","0"
"2012","17 point(s)","Asian","Main scheme applicant","All","60","60","0.935","0"
"2013","17 point(s)","Asian","Main scheme applicant","All","65","55","0.891","0"
"2014","17 point(s)","Asian","Main scheme applicant","All","60","55","0.917","0"
"2015","17 point(s)","Asian","Main scheme applicant","All","80","70","0.899","0"
"2016","17 point(s)","Asian","Main scheme applicant","All","65","60","0.909","0"
"2017","17 point(s)","Asian","Main scheme applicant","All","80","70","0.91","0"
"2018","17 point(s)","Asian","Main scheme applicant","All","80","75","0.937","0"
"2019","17 point(s)","Asian","Main scheme applicant","All","70","60","0.912","0"
"2020","17 point(s)","Asian","Main scheme applicant","All","105","95","0.932","0"
"2021","17 point(s)","Asian","Main scheme applicant","All","80","75","0.924","0"
"2022","17 point(s)","Asian","Main scheme applicant","All","95","95","0.9590000000000001","0"
"2023","17 point(s)","Asian","Main scheme applicant","All","115","105","0.9470000000000001","0"
"2010","18 point(s)","Asian","Main scheme applicant","All","55","50","0.873","0"
"2011","18 point(s)","Asian","Main scheme applicant","All","50","45","0.917","0"
"2012","18 point(s)","Asian","Main scheme applicant","All","55","50","0.912","0"
"2013","18 point(s)","Asian","Main scheme applicant","All","55","55","0.982","0"
"2014","18 point(s)","Asian","Main scheme applicant","All","60","60","0.9510000000000001","0"
"2015","18 point(s)","Asian","Main scheme applicant","All","60","60","0.967","0"
"2016","18 point(s)","Asian","Main scheme applicant","All","90","85","0.9450000000000001","0"
"2017","18 point(s)","Asian","Main scheme applicant","All","90","80","0.92","0"
"2018","18 point(s)","Asian","Main scheme applicant","All","80","75","0.9380000000000001","0"
"2019","18 point(s)","Asian","Main scheme applicant","All","80","75","0.936","0"
"2020","18 point(s)","Asian","Main scheme applicant","All","115","105","0.92","0"
"2021","18 point(s)","Asian","Main scheme applicant","All","100","90","0.892","0"
"2022","18 point(s)","Asian","Main scheme applicant","All","100","95","0.9500000000000001","0"
"2023","18 point(s)","Asian","Main scheme applicant","All","115","110","0.965","0"
"2010","19 point(s)","Asian","Main scheme applicant","All","40","35","0.8290000000000001","0"
"2011","19 point(s)","Asian","Main scheme applicant","All","50","45","0.878","0"
"2012","19 point(s)","Asian","Main scheme applicant","All","50","40","0.837","0"
"2013","19 point(s)","Asian","Main scheme applicant","All","50","45","0.86","0"
"2014","19 point(s)","Asian","Main scheme applicant","All","60","55","0.919","0"
"2015","19 point(s)","Asian","Main scheme applicant","All","75","70","0.883","0"
"2016","19 point(s)","Asian","Main scheme applicant","All","70","60","0.859","0"
"2017","19 point(s)","Asian","Main scheme applicant","All","65","65","0.9550000000000001","0"
"2018","19 point(s)","Asian","Main scheme applicant","All","85","80","0.9520000000000001","0"
"2019","19 point(s)","Asian","Main scheme applicant","All","80","75","0.914","0"
"2020","19 point(s)","Asian","Main scheme applicant","All","120","110","0.909","0"
"2021","19 point(s)","Asian","Main scheme applicant","All","140","125","0.906","0"
"2022","19 point(s)","Asian","Main scheme applicant","All","110","100","0.908","0"
"2023","19 point(s)","Asian","Main scheme applicant","All","140","130","0.923","0"
"2010","20 point(s)","Asian","Main scheme applicant","All","85","70","0.857","0"
"2011","20 point(s)","Asian","Main scheme applicant","All","80","65","0.81","0"
"2012","20 point(s)","Asian","Main scheme applicant","All","105","95","0.896","0"
"2013","20 point(s)","Asian","Main scheme applicant","All","115","95","0.836","0"
"2014","20 point(s)","Asian","Main scheme applicant","All","145","135","0.925","0"
"2015","20 point(s)","Asian","Main scheme applicant","All","145","130","0.878","0"
"2016","20 point(s)","Asian","Main scheme applicant","All","170","150","0.893","0"
"2017","20 point(s)","Asian","Main scheme applicant","All","175","155","0.88","0"
"2018","20 point(s)","Asian","Main scheme applicant","All","180","160","0.885","0"
"2019","20 point(s)","Asian","Main scheme applicant","All","190","180","0.9430000000000001","0"
"2020","20 point(s)","Asian","Main scheme applicant","All","280","255","0.921","0"
"2021","20 point(s)","Asian","Main scheme applicant","All","330","295","0.894","0"
"2022","20 point(s)","Asian","Main scheme applicant","All","460","420","0.911","0"
"2023","20 point(s)","Asian","Main scheme applicant","All","375","350","0.928","0"
"2010","9 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2012","9 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2019","9 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2020","9 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2023","9 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2012","10 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2014","10 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2017","10 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2019","10 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2020","10 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2021","10 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2022","10 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2023","10 point(s)","Mixed","Main scheme applicant","All","10","10"," ","0"
"2011","11 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2012","11 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2013","11 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2014","11 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2015","11 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2016","11 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2018","11 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2019","11 point(s)","Mixed","Main scheme applicant","All","10","10"," ","0"
"2020","11 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2021","11 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2022","11 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2023","11 point(s)","Mixed","Main scheme applicant","All","20","15","0.722","0"
"2010","12 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2011","12 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2012","12 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2013","12 point(s)","Mixed","Main scheme applicant","All","10","10"," ","0"
"2014","12 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2015","12 point(s)","Mixed","Main scheme applicant","All","5","0"," ","0"
"2016","12 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2017","12 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2018","12 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2019","12 point(s)","Mixed","Main scheme applicant","All","15","10","0.769","0"
"2020","12 point(s)","Mixed","Main scheme applicant","All","15","10","0.923","0"
"2021","12 point(s)","Mixed","Main scheme applicant","All","15","10"," ","0"
"2022","12 point(s)","Mixed","Main scheme applicant","All","10","10"," ","0"
"2023","12 point(s)","Mixed","Main scheme applicant","All","20","15","0.737","0"
"2010","13 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2011","13 point(s)","Mixed","Main scheme applicant","All","15","10","0.733","0"
"2012","13 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2013","13 point(s)","Mixed","Main scheme applicant","All","20","15","0.85","0"
"2014","13 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2015","13 point(s)","Mixed","Main scheme applicant","All","15","10","0.706","0"
"2016","13 point(s)","Mixed","Main scheme applicant","All","15","10"," ","0"
"2017","13 point(s)","Mixed","Main scheme applicant","All","5","5"," ","0"
"2018","13 point(s)","Mixed","Main scheme applicant","All","15","10","0.786","0"
"2019","13 point(s)","Mixed","Main scheme applicant","All","20","20","0.9","0"
"2020","13 point(s)","Mixed","Main scheme applicant","All","15","10","0.8","0"
"2021","13 point(s)","Mixed","Main scheme applicant","All","10","10"," ","0"
"2022","13 point(s)","Mixed","Main scheme applicant","All","15","10","0.846","0"
"2023","13 point(s)","Mixed","Main scheme applicant","All","25","25","0.9580000000000001","0"
"2010","14 point(s)","Mixed","Main scheme applicant","All","10","10"," ","0"
"2011","14 point(s)","Mixed","Main scheme applicant","All","25","20","0.87","0"
"2012","14 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2013","14 point(s)","Mixed","Main scheme applicant","All","15","15","0.867","0"
"2014","14 point(s)","Mixed","Main scheme applicant","All","15","10","0.769","0"
"2015","14 point(s)","Mixed","Main scheme applicant","All","10","5"," ","0"
"2016","14 point(s)","Mixed","Main scheme applicant","All","15","10","0.647","0"
"2017","14 point(s)","Mixed","Main scheme applicant","All","15","15","0.933","0"
"2018","14 point(s)","Mixed","Main scheme applicant","All","10","10","1","0"
"2019","14 point(s)","Mixed","Main scheme applicant","All","15","15","0.867","0"
"2020","14 point(s)","Mixed","Main scheme applicant","All","15","15","0.8240000000000001","0"
"2021","14 point(s)","Mixed","Main scheme applicant","All","15","15","0.8240000000000001","0"
"2022","14 point(s)","Mixed","Main scheme applicant","All","25","25","0.923","0"
"2023","14 point(s)","Mixed","Main scheme applicant","All","30","25","0.806","0"
"2010","15 point(s)","Mixed","Main scheme applicant","All","15","15","0.875","0"
"2011","15 point(s)","Mixed","Main scheme applicant","All","20","15","0.789","0"
"2012","15 point(s)","Mixed","Main scheme applicant","All","20","15","0.789","0"
"2013","15 point(s)","Mixed","Main scheme applicant","All","15","10","0.706","0"
"2014","15 point(s)","Mixed","Main scheme applicant","All","20","15","0.85","0"
"2015","15 point(s)","Mixed","Main scheme applicant","All","20","15","0.842","0"
"2016","15 point(s)","Mixed","Main scheme applicant","All","20","20","0.864","0"
"2017","15 point(s)","Mixed","Main scheme applicant","All","20","20","0.9","0"
"2018","15 point(s)","Mixed","Main scheme applicant","All","20","20","0.864","0"
"2019","15 point(s)","Mixed","Main scheme applicant","All","30","30","0.903","0"
"2020","15 point(s)","Mixed","Main scheme applicant","All","20","20","0.9500000000000001","0"
"2021","15 point(s)","Mixed","Main scheme applicant","All","20","20","0.909","0"
"2022","15 point(s)","Mixed","Main scheme applicant","All","25","25","0.885","0"
"2023","15 point(s)","Mixed","Main scheme applicant","All","40","35","0.923","0"
"2010","16 point(s)","Mixed","Main scheme applicant","All","20","20","0.905","0"
"2011","16 point(s)","Mixed","Main scheme applicant","All","20","15","0.833","0"
"2012","16 point(s)","Mixed","Main scheme applicant","All","20","15","0.8","0"
"2013","16 point(s)","Mixed","Main scheme applicant","All","30","30","0.933","0"
"2014","16 point(s)","Mixed","Main scheme applicant","All","20","15","0.714","0"
"2015","16 point(s)","Mixed","Main scheme applicant","All","25","20","0.87","0"
"2016","16 point(s)","Mixed","Main scheme applicant","All","35","30","0.882","0"
"2017","16 point(s)","Mixed","Main scheme applicant","All","30","30","0.903","0"
"2018","16 point(s)","Mixed","Main scheme applicant","All","25","25","0.92","0"
"2019","16 point(s)","Mixed","Main scheme applicant","All","25","25","0.926","0"
"2020","16 point(s)","Mixed","Main scheme applicant","All","30","25","0.857","0"
"2021","16 point(s)","Mixed","Main scheme applicant","All","35","30","0.879","0"
"2022","16 point(s)","Mixed","Main scheme applicant","All","40","35","0.921","0"
"2023","16 point(s)","Mixed","Main scheme applicant","All","50","45","0.922","0"
"2010","17 point(s)","Mixed","Main scheme applicant","All","20","20","0.9","0"
"2011","17 point(s)","Mixed","Main scheme applicant","All","30","30","1","0"
"2012","17 point(s)","Mixed","Main scheme applicant","All","20","20","0.9520000000000001","0"
"2013","17 point(s)","Mixed","Main scheme applicant","All","20","20","0.9520000000000001","0"
"2014","17 point(s)","Mixed","Main scheme applicant","All","30","30","0.933","0"
"2015","17 point(s)","Mixed","Main scheme applicant","All","35","30","0.865","0"
"2016","17 point(s)","Mixed","Main scheme applicant","All","35","30","0.861","0"
"2017","17 point(s)","Mixed","Main scheme applicant","All","35","30","0.914","0"
"2018","17 point(s)","Mixed","Main scheme applicant","All","40","40","0.905","0"
"2019","17 point(s)","Mixed","Main scheme applicant","All","40","35","0.9","0"
"2020","17 point(s)","Mixed","Main scheme applicant","All","35","30","0.914","0"
"2021","17 point(s)","Mixed","Main scheme applicant","All","35","35","0.973","0"
"2022","17 point(s)","Mixed","Main scheme applicant","All","35","35","0.9440000000000001","0"
"2023","17 point(s)","Mixed","Main scheme applicant","All","50","50","0.961","0"
"2010","18 point(s)","Mixed","Main scheme applicant","All","15","15","1","0"
"2011","18 point(s)","Mixed","Main scheme applicant","All","20","20","0.9470000000000001","0"
"2012","18 point(s)","Mixed","Main scheme applicant","All","20","15","0.895","0"
"2013","18 point(s)","Mixed","Main scheme applicant","All","25","20","0.87","0"
"2014","18 point(s)","Mixed","Main scheme applicant","All","30","25","0.929","0"
"2015","18 point(s)","Mixed","Main scheme applicant","All","35","30","0.912","0"
"2016","18 point(s)","Mixed","Main scheme applicant","All","30","30","1","0"
"2017","18 point(s)","Mixed","Main scheme applicant","All","40","35","0.868","0"
"2018","18 point(s)","Mixed","Main scheme applicant","All","40","35","0.878","0"
"2019","18 point(s)","Mixed","Main scheme applicant","All","45","40","0.884","0"
"2020","18 point(s)","Mixed","Main scheme applicant","All","55","45","0.887","0"
"2021","18 point(s)","Mixed","Main scheme applicant","All","45","45","0.935","0"
"2022","18 point(s)","Mixed","Main scheme applicant","All","60","55","0.902","0"
"2023","18 point(s)","Mixed","Main scheme applicant","All","70","70","0.986","0"
"2010","19 point(s)","Mixed","Main scheme applicant","All","20","15","0.895","0"
"2011","19 point(s)","Mixed","Main scheme applicant","All","20","20","0.909","0"
"2012","19 point(s)","Mixed","Main scheme applicant","All","25","25","0.926","0"
"2013","19 point(s)","Mixed","Main scheme applicant","All","20","20","0.9470000000000001","0"
"2014","19 point(s)","Mixed","Main scheme applicant","All","25","25","0.889","0"
"2015","19 point(s)","Mixed","Main scheme applicant","All","30","30","0.933","0"
"2016","19 point(s)","Mixed","Main scheme applicant","All","40","40","1","0"
"2017","19 point(s)","Mixed","Main scheme applicant","All","30","30","0.875","0"
"2018","19 point(s)","Mixed","Main scheme applicant","All","45","40","0.9530000000000001","0"
"2019","19 point(s)","Mixed","Main scheme applicant","All","40","40","1","0"
"2020","19 point(s)","Mixed","Main scheme applicant","All","55","50","0.911","0"
"2021","19 point(s)","Mixed","Main scheme applicant","All","55","50","0.927","0"
"2022","19 point(s)","Mixed","Main scheme applicant","All","65","60","0.9520000000000001","0"
"2023","19 point(s)","Mixed","Main scheme applicant","All","65","60","0.9380000000000001","0"
"2010","20 point(s)","Mixed","Main scheme applicant","All","35","30","0.886","0"
"2011","20 point(s)","Mixed","Main scheme applicant","All","40","35","0.872","0"
"2012","20 point(s)","Mixed","Main scheme applicant","All","50","45","0.92","0"
"2013","20 point(s)","Mixed","Main scheme applicant","All","65","55","0.877","0"
"2014","20 point(s)","Mixed","Main scheme applicant","All","60","50","0.852","0"
"2015","20 point(s)","Mixed","Main scheme applicant","All","65","60","0.909","0"
"2016","20 point(s)","Mixed","Main scheme applicant","All","70","60","0.899","0"
"2017","20 point(s)","Mixed","Main scheme applicant","All","80","75","0.9380000000000001","0"
"2018","20 point(s)","Mixed","Main scheme applicant","All","85","80","0.93","0"
"2019","20 point(s)","Mixed","Main scheme applicant","All","80","75","0.89","0"
"2020","20 point(s)","Mixed","Main scheme applicant","All","95","90","0.9570000000000001","0"
"2021","20 point(s)","Mixed","Main scheme applicant","All","185","170","0.919","0"
"2022","20 point(s)","Mixed","Main scheme applicant","All","210","195","0.928","0"
"2023","20 point(s)","Mixed","Main scheme applicant","All","185","170","0.9400000000000001","0"
"2019","9 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2023","9 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2023","10 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2019","11 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2020","11 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2023","11 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2011","12 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2012","12 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2014","12 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2015","12 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2017","12 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2018","12 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2020","12 point(s)","Other","Main scheme applicant","All","10","5"," ","0"
"2022","12 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2023","12 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2013","13 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2015","13 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2019","13 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2020","13 point(s)","Other","Main scheme applicant","All","10","10","1","0"
"2021","13 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2022","13 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2023","13 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2012","14 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2014","14 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2015","14 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2016","14 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2017","14 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2018","14 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2019","14 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2020","14 point(s)","Other","Main scheme applicant","All","15","10","0.857","0"
"2021","14 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2022","14 point(s)","Other","Main scheme applicant","All","10","5"," ","0"
"2023","14 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2010","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2011","15 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2012","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2014","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2015","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2016","15 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2017","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2018","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2019","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2020","15 point(s)","Other","Main scheme applicant","All","10","10","1","0"
"2021","15 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2022","15 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2023","15 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2012","16 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2015","16 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2016","16 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2017","16 point(s)","Other","Main scheme applicant","All","10","5"," ","0"
"2018","16 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2019","16 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2020","16 point(s)","Other","Main scheme applicant","All","10","10","1","0"
"2021","16 point(s)","Other","Main scheme applicant","All","15","15","0.929","0"
"2022","16 point(s)","Other","Main scheme applicant","All","15","10","0.923","0"
"2023","16 point(s)","Other","Main scheme applicant","All","15","15","0.875","0"
"2015","17 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2016","17 point(s)","Other","Main scheme applicant","All","10","5"," ","0"
"2017","17 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2018","17 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2019","17 point(s)","Other","Main scheme applicant","All","10","5"," ","0"
"2020","17 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2021","17 point(s)","Other","Main scheme applicant","All","15","15","0.9380000000000001","0"
"2022","17 point(s)","Other","Main scheme applicant","All","20","20","0.9550000000000001","0"
"2023","17 point(s)","Other","Main scheme applicant","All","20","20","0.909","0"
"2010","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2011","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2012","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2013","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2014","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2015","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2016","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2017","18 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2018","18 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2019","18 point(s)","Other","Main scheme applicant","All","15","15","0.9410000000000001","0"
"2020","18 point(s)","Other","Main scheme applicant","All","15","10","0.923","0"
"2021","18 point(s)","Other","Main scheme applicant","All","15","10","0.923","0"
"2022","18 point(s)","Other","Main scheme applicant","All","10","10","0.909","0"
"2023","18 point(s)","Other","Main scheme applicant","All","15","15","1","0"
"2011","19 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2012","19 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2013","19 point(s)","Other","Main scheme applicant","All","5","0"," ","0"
"2014","19 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2015","19 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2016","19 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2017","19 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2018","19 point(s)","Other","Main scheme applicant","All","10","10","1","0"
"2019","19 point(s)","Other","Main scheme applicant","All","10","10","0.917","0"
"2020","19 point(s)","Other","Main scheme applicant","All","15","15","0.933","0"
"2021","19 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2022","19 point(s)","Other","Main scheme applicant","All","15","10","0.8","0"
"2023","19 point(s)","Other","Main scheme applicant","All","25","20","0.8260000000000001","0"
"2010","20 point(s)","Other","Main scheme applicant","All","5","5"," ","0"
"2011","20 point(s)","Other","Main scheme applicant","All","10","5"," ","0"
"2012","20 point(s)","Other","Main scheme applicant","All","10","10"," ","0"
"2013","20 point(s)","Other","Main scheme applicant","All","15","15","1","0"
"2014","20 point(s)","Other","Main scheme applicant","All","15","15","0.8240000000000001","0"
"2015","20 point(s)","Other","Main scheme applicant","All","15","10","0.706","0"
"2016","20 point(s)","Other","Main scheme applicant","All","20","15","0.842","0"
"2017","20 point(s)","Other","Main scheme applicant","All","15","10","0.8","0"
"2018","20 point(s)","Other","Main scheme applicant","All","10","10","1","0"
"2019","20 point(s)","Other","Main scheme applicant","All","15","15","1","0"
"2020","20 point(s)","Other","Main scheme applicant","All","25","20","0.846","0"
"2021","20 point(s)","Other","Main scheme applicant","All","40","35","0.8290000000000001","0"
"2022","20 point(s)","Other","Main scheme applicant","All","65","60","0.879","0"
"2023","20 point(s)","Other","Main scheme applicant","All","40","35","0.857","0"
"2019","9 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2023","10 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2011","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2016","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2018","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2020","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2013","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","13 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","13 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","13 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2023","13 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2010","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
