"Year","Achieved SQA higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","18 point(s)","Quintile 2","All","Main scheme application","180","175","0.9510000000000001","0"
"2010","19 point(s)","Quintile 2","All","Main scheme application","80","75","0.9510000000000001","0"
"2011","19 point(s)","Quintile 2","All","Main scheme application","85","80","0.964","0"
"2012","19 point(s)","Quintile 2","All","Main scheme application","115","105","0.9380000000000001","0"
"2013","19 point(s)","Quintile 2","All","Main scheme application","120","115","0.926","0"
"2014","19 point(s)","Quintile 2","All","Main scheme application","120","110","0.9410000000000001","0"
"2015","19 point(s)","Quintile 2","All","Main scheme application","135","120","0.917","0"
"2016","19 point(s)","Quintile 2","All","Main scheme application","165","155","0.9450000000000001","0"
"2017","19 point(s)","Quintile 2","All","Main scheme application","125","115","0.913","0"
"2018","19 point(s)","Quintile 2","All","Main scheme application","145","130","0.884","0"
"2019","19 point(s)","Quintile 2","All","Main scheme application","140","125","0.894","0"
"2020","19 point(s)","Quintile 2","All","Main scheme application","160","150","0.92","0"
"2021","19 point(s)","Quintile 2","All","Main scheme application","220","205","0.919","0"
"2022","19 point(s)","Quintile 2","All","Main scheme application","200","185","0.925","0"
"2023","19 point(s)","Quintile 2","All","Main scheme application","185","175","0.935","0"
"2010","20 point(s)","Quintile 2","All","Main scheme application","95","85","0.903","0"
"2011","20 point(s)","Quintile 2","All","Main scheme application","115","105","0.93","0"
"2012","20 point(s)","Quintile 2","All","Main scheme application","160","150","0.931","0"
"2013","20 point(s)","Quintile 2","All","Main scheme application","165","155","0.922","0"
"2014","20 point(s)","Quintile 2","All","Main scheme application","180","175","0.9510000000000001","0"
"2015","20 point(s)","Quintile 2","All","Main scheme application","195","185","0.9390000000000001","0"
"2016","20 point(s)","Quintile 2","All","Main scheme application","195","180","0.918","0"
"2017","20 point(s)","Quintile 2","All","Main scheme application","220","210","0.9550000000000001","0"
"2018","20 point(s)","Quintile 2","All","Main scheme application","190","175","0.922","0"
"2019","20 point(s)","Quintile 2","All","Main scheme application","185","170","0.908","0"
"2020","20 point(s)","Quintile 2","All","Main scheme application","260","250","0.9470000000000001","0"
"2021","20 point(s)","Quintile 2","All","Main scheme application","445","415","0.928","0"
"2022","20 point(s)","Quintile 2","All","Main scheme application","465","430","0.92","0"
"2023","20 point(s)","Quintile 2","All","Main scheme application","320","290","0.907","0"
"2019","6 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2023","6 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2011","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2012","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2014","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2015","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2016","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2017","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2018","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2019","7 point(s)","Quintile 3","All","Main scheme application","10","0"," ","0"
"2022","7 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2023","7 point(s)","Quintile 3","All","Main scheme application","10","5"," ","0"
"2010","8 point(s)","Quintile 3","All","Main scheme application","10","5"," ","0"
"2011","8 point(s)","Quintile 3","All","Main scheme application","10","0"," ","0"
"2012","8 point(s)","Quintile 3","All","Main scheme application","20","0"," ","0"
"2013","8 point(s)","Quintile 3","All","Main scheme application","10","0"," ","0"
"2014","8 point(s)","Quintile 3","All","Main scheme application","15","0"," ","0"
"2015","8 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2016","8 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2017","8 point(s)","Quintile 3","All","Main scheme application","15","5"," ","0"
"2018","8 point(s)","Quintile 3","All","Main scheme application","15","5"," ","0"
"2019","8 point(s)","Quintile 3","All","Main scheme application","25","5"," ","0"
"2020","8 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2021","8 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2022","8 point(s)","Quintile 3","All","Main scheme application","5","0"," ","0"
"2023","8 point(s)","Quintile 3","All","Main scheme application","20","5"," ","0"
"2010","9 point(s)","Quintile 3","All","Main scheme application","40","15","0.381","0"
"2011","9 point(s)","Quintile 3","All","Main scheme application","40","10"," ","0"
"2012","9 point(s)","Quintile 3","All","Main scheme application","35","10"," ","0"
"2013","9 point(s)","Quintile 3","All","Main scheme application","20","0"," ","0"
"2014","9 point(s)","Quintile 3","All","Main scheme application","20","5"," ","0"
"2015","9 point(s)","Quintile 3","All","Main scheme application","25","5"," ","0"
"2016","9 point(s)","Quintile 3","All","Main scheme application","30","5"," ","0"
"2017","9 point(s)","Quintile 3","All","Main scheme application","35","10"," ","0"
"2018","9 point(s)","Quintile 3","All","Main scheme application","15","5"," ","0"
"2019","9 point(s)","Quintile 3","All","Main scheme application","45","15","0.304","0"
"2020","9 point(s)","Quintile 3","All","Main scheme application","20","5"," ","0"
"2021","9 point(s)","Quintile 3","All","Main scheme application","10","5"," ","0"
"2022","9 point(s)","Quintile 3","All","Main scheme application","30","15","0.448","0"
"2023","9 point(s)","Quintile 3","All","Main scheme application","35","15","0.432","0"
"2010","10 point(s)","Quintile 3","All","Main scheme application","80","30","0.405","0"
"2011","10 point(s)","Quintile 3","All","Main scheme application","70","30","0.429","0"
"2012","10 point(s)","Quintile 3","All","Main scheme application","50","20","0.38","0"
"2013","10 point(s)","Quintile 3","All","Main scheme application","70","20","0.257","0"
"2014","10 point(s)","Quintile 3","All","Main scheme application","65","15","0.234","0"
"2015","10 point(s)","Quintile 3","All","Main scheme application","50","10","0.192","0"
"2016","10 point(s)","Quintile 3","All","Main scheme application","40","10"," ","0"
"2017","10 point(s)","Quintile 3","All","Main scheme application","55","15","0.241","0"
"2018","10 point(s)","Quintile 3","All","Main scheme application","45","20","0.422","0"
"2019","10 point(s)","Quintile 3","All","Main scheme application","75","30","0.382","0"
"2020","10 point(s)","Quintile 3","All","Main scheme application","60","25","0.393","0"
"2021","10 point(s)","Quintile 3","All","Main scheme application","30","5"," ","0"
"2022","10 point(s)","Quintile 3","All","Main scheme application","40","15","0.421","0"
"2023","10 point(s)","Quintile 3","All","Main scheme application","45","20","0.404","0"
"2010","11 point(s)","Quintile 3","All","Main scheme application","115","55","0.482","0"
"2011","11 point(s)","Quintile 3","All","Main scheme application","120","60","0.492","0"
"2012","11 point(s)","Quintile 3","All","Main scheme application","105","50","0.486","0"
"2013","11 point(s)","Quintile 3","All","Main scheme application","80","45","0.531","0"
"2014","11 point(s)","Quintile 3","All","Main scheme application","105","35","0.34","0"
"2015","11 point(s)","Quintile 3","All","Main scheme application","95","30","0.337","0"
"2016","11 point(s)","Quintile 3","All","Main scheme application","85","30","0.34500000000000003","0"
"2017","11 point(s)","Quintile 3","All","Main scheme application","85","35","0.417","0"
"2018","11 point(s)","Quintile 3","All","Main scheme application","80","35","0.463","0"
"2019","11 point(s)","Quintile 3","All","Main scheme application","95","60","0.635","0"
"2020","11 point(s)","Quintile 3","All","Main scheme application","65","30","0.439","0"
"2021","11 point(s)","Quintile 3","All","Main scheme application","40","20","0.537","0"
"2022","11 point(s)","Quintile 3","All","Main scheme application","65","35","0.516","0"
"2023","11 point(s)","Quintile 3","All","Main scheme application","80","45","0.58","0"
"2010","12 point(s)","Quintile 3","All","Main scheme application","175","105","0.588","0"
"2011","12 point(s)","Quintile 3","All","Main scheme application","155","95","0.605","0"
"2012","12 point(s)","Quintile 3","All","Main scheme application","155","75","0.487","0"
"2013","12 point(s)","Quintile 3","All","Main scheme application","150","80","0.513","0"
"2014","12 point(s)","Quintile 3","All","Main scheme application","160","85","0.535","0"
"2015","12 point(s)","Quintile 3","All","Main scheme application","140","80","0.556","0"
"2016","12 point(s)","Quintile 3","All","Main scheme application","130","50","0.406","0"
"2017","12 point(s)","Quintile 3","All","Main scheme application","130","70","0.534","0"
"2018","12 point(s)","Quintile 3","All","Main scheme application","120","80","0.661","0"
"2019","12 point(s)","Quintile 3","All","Main scheme application","145","85","0.597","0"
"2020","12 point(s)","Quintile 3","All","Main scheme application","100","60","0.5690000000000001","0"
"2021","12 point(s)","Quintile 3","All","Main scheme application","85","45","0.5660000000000001","0"
"2022","12 point(s)","Quintile 3","All","Main scheme application","95","60","0.639","0"
"2023","12 point(s)","Quintile 3","All","Main scheme application","115","85","0.737","0"
"2010","13 point(s)","Quintile 3","All","Main scheme application","205","150","0.725","0"
"2011","13 point(s)","Quintile 3","All","Main scheme application","190","120","0.638","0"
"2012","13 point(s)","Quintile 3","All","Main scheme application","210","135","0.641","0"
"2013","13 point(s)","Quintile 3","All","Main scheme application","180","100","0.547","0"
"2014","13 point(s)","Quintile 3","All","Main scheme application","190","110","0.5650000000000001","0"
"2015","13 point(s)","Quintile 3","All","Main scheme application","195","100","0.518","0"
"2016","13 point(s)","Quintile 3","All","Main scheme application","180","115","0.633","0"
"2017","13 point(s)","Quintile 3","All","Main scheme application","155","90","0.594","0"
"2018","13 point(s)","Quintile 3","All","Main scheme application","150","100","0.662","0"
"2019","13 point(s)","Quintile 3","All","Main scheme application","170","110","0.639","0"
"2020","13 point(s)","Quintile 3","All","Main scheme application","165","105","0.642","0"
"2021","13 point(s)","Quintile 3","All","Main scheme application","100","75","0.725","0"
"2022","13 point(s)","Quintile 3","All","Main scheme application","115","80","0.667","0"
"2023","13 point(s)","Quintile 3","All","Main scheme application","140","110","0.789","0"
"2010","14 point(s)","Quintile 3","All","Main scheme application","215","160","0.753","0"
"2011","14 point(s)","Quintile 3","All","Main scheme application","215","160","0.752","0"
"2012","14 point(s)","Quintile 3","All","Main scheme application","230","150","0.651","0"
"2013","14 point(s)","Quintile 3","All","Main scheme application","225","140","0.631","0"
"2014","14 point(s)","Quintile 3","All","Main scheme application","220","145","0.653","0"
"2015","14 point(s)","Quintile 3","All","Main scheme application","225","140","0.618","0"
"2016","14 point(s)","Quintile 3","All","Main scheme application","225","140","0.634","0"
"2017","14 point(s)","Quintile 3","All","Main scheme application","230","160","0.6900000000000001","0"
"2018","14 point(s)","Quintile 3","All","Main scheme application","205","155","0.759","0"
"2019","14 point(s)","Quintile 3","All","Main scheme application","195","140","0.721","0"
"2020","14 point(s)","Quintile 3","All","Main scheme application","180","130","0.718","0"
"2021","14 point(s)","Quintile 3","All","Main scheme application","180","125","0.7020000000000001","0"
"2022","14 point(s)","Quintile 3","All","Main scheme application","175","130","0.731","0"
"2023","14 point(s)","Quintile 3","All","Main scheme application","155","115","0.765","0"
"2010","15 point(s)","Quintile 3","All","Main scheme application","250","205","0.8230000000000001","0"
"2011","15 point(s)","Quintile 3","All","Main scheme application","240","170","0.714","0"
"2012","15 point(s)","Quintile 3","All","Main scheme application","260","195","0.752","0"
