"Year","Parent in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","All","19","Wales","All","All","Not main scheme application","635","580","0.91","20"
"2023","All","20","Northern Ireland","All","All","Not main scheme application","175","145","0.834","10"
"2023","All","20","England","All","All","Not main scheme application","8390","7440","0.887","360"
"2023","All","20","Scotland","All","All","Not main scheme application","515","440","0.855","40"
"2023","All","20","Wales","All","All","Not main scheme application","365","330","0.904","25"
"2023","All","21 - 24","Northern Ireland","All","All","Not main scheme application","200","150","0.751","15"
"2023","All","21 - 24","England","All","All","Not main scheme application","15205","13245","0.871","715"
"2023","All","21 - 24","Scotland","All","All","Not main scheme application","1060","860","0.809","90"
"2023","All","21 - 24","Wales","All","All","Not main scheme application","565","495","0.88","45"
"2023","All","25 - 29","Northern Ireland","All","All","Not main scheme application","85","60","0.7020000000000001","10"
"2023","All","25 - 29","England","All","All","Not main scheme application","9695","8675","0.895","355"
"2023","All","25 - 29","Scotland","All","All","Not main scheme application","525","440","0.837","65"
"2023","All","25 - 29","Wales","All","All","Not main scheme application","305","255","0.839","25"
"2023","All","30 - 34","Northern Ireland","All","All","Not main scheme application","40","35","0.81","5"
"2023","All","30 - 34","England","All","All","Not main scheme application","8285","7405","0.894","250"
"2023","All","30 - 34","Scotland","All","All","Not main scheme application","350","275","0.781","25"
"2023","All","30 - 34","Wales","All","All","Not main scheme application","185","165","0.897","25"
"2023","All","35 and over","Northern Ireland","All","All","Not main scheme application","60","50","0.85","10"
"2023","All","35 and over","England","All","All","Not main scheme application","19330","17290","0.894","860"
"2023","All","35 and over","Scotland","All","All","Not main scheme application","730","595","0.8140000000000001","110"
"2023","All","35 and over","Wales","All","All","Not main scheme application","365","320","0.875","30"
"2023","All","17 and under","Northern Ireland","All","All","Main scheme application","30","20","0.594","0"
"2023","All","17 and under","England","All","All","Main scheme application","1115","620","0.559","0"
"2023","All","17 and under","Scotland","All","All","Main scheme application","955","585","0.61","0"
"2023","All","17 and under","Wales","All","All","Main scheme application","40","25","0.61","0"
"2023","All","18","Northern Ireland","All","All","Main scheme application","11860","7975","0.672","0"
"2023","All","18","England","All","All","Main scheme application","276420","194355","0.7030000000000001","0"
"2023","All","18","Scotland","All","All","Main scheme application","19320","15485","0.801","0"
"2023","All","18","Wales","All","All","Main scheme application","11990","9250","0.771","0"
"2023","All","19","Northern Ireland","All","All","Main scheme application","2175","1440","0.662","0"
"2023","All","19","England","All","All","Main scheme application","70580","50530","0.716","0"
"2023","All","19","Scotland","All","All","Main scheme application","5845","4345","0.743","0"
"2023","All","19","Wales","All","All","Main scheme application","3165","2425","0.766","0"
"2023","All","20","Northern Ireland","All","All","Main scheme application","935","580","0.618","0"
"2023","All","20","England","All","All","Main scheme application","23745","15695","0.661","0"
"2023","All","20","Scotland","All","All","Main scheme application","2950","2060","0.6970000000000001","0"
"2023","All","20","Wales","All","All","Main scheme application","1200","845","0.7030000000000001","0"
"2023","All","21 - 24","Northern Ireland","All","All","Main scheme application","1405","785","0.559","0"
"2023","All","21 - 24","England","All","All","Main scheme application","31365","17915","0.5710000000000001","0"
"2023","All","21 - 24","Scotland","All","All","Main scheme application","6435","4100","0.637","0"
"2023","All","21 - 24","Wales","All","All","Main scheme application","2335","1525","0.653","0"
"2023","All","25 - 29","Northern Ireland","All","All","Main scheme application","510","225","0.442","0"
"2023","All","25 - 29","England","All","All","Main scheme application","13465","7460","0.554","0"
"2023","All","25 - 29","Scotland","All","All","Main scheme application","3380","2075","0.614","0"
"2023","All","25 - 29","Wales","All","All","Main scheme application","1060","625","0.592","0"
"2023","All","30 - 34","Northern Ireland","All","All","Main scheme application","290","140","0.483","0"
"2023","All","30 - 34","England","All","All","Main scheme application","8970","5010","0.559","0"
"2023","All","30 - 34","Scotland","All","All","Main scheme application","1985","1270","0.641","0"
"2023","All","30 - 34","Wales","All","All","Main scheme application","625","380","0.613","0"
"2023","All","35 and over","Northern Ireland","All","All","Main scheme application","420","205","0.486","0"
"2023","All","35 and over","England","All","All","Main scheme application","20810","11605","0.558","0"
"2023","All","35 and over","Scotland","All","All","Main scheme application","3260","2025","0.621","0"
"2023","All","35 and over","Wales","All","All","Main scheme application","910","530","0.581","0"
"2023","Not declared","All","Northern Ireland","All","All","Not main scheme application","75","70","0.9470000000000001","0"
"2023","Not declared","All","England","All","All","Not main scheme application","47720","44930","0.9410000000000001","120"
"2023","Not declared","All","Scotland","All","All","Not main scheme application","2215","2140","0.967","10"
"2023","Not declared","All","Wales","All","All","Not main scheme application","1000","965","0.964","0"
"2023","Parent has not served in UK armed forces","All","Northern Ireland","All","All","Not main scheme application","1885","1540","0.8180000000000001","60"
"2023","Parent has not served in UK armed forces","All","England","All","All","Not main scheme application","73015","64000","0.877","3055"
"2023","Parent has not served in UK armed forces","All","Scotland","All","All","Not main scheme application","3440","2620","0.762","390"
"2023","Parent has not served in UK armed forces","All","Wales","All","All","Not main scheme application","2685","2345","0.873","180"
"2023","Parent has served in UK armed forces","All","Northern Ireland","All","All","Not main scheme application","55","45","0.807","0"
"2023","Parent has served in UK armed forces","All","England","All","All","Not main scheme application","2115","1900","0.897","100"
"2023","Parent has served in UK armed forces","All","Scotland","All","All","Not main scheme application","175","140","0.8","15"
"2023","Parent has served in UK armed forces","All","Wales","All","All","Not main scheme application","105","90","0.85","5"
"2023","Not declared","All","Northern Ireland","All","All","Main scheme application","270","170","0.634","0"
"2023","Not declared","All","England","All","All","Main scheme application","9145","5735","0.627","0"
"2023","Not declared","All","Scotland","All","All","Main scheme application","545","385","0.705","0"
"2023","Not declared","All","Wales","All","All","Main scheme application","230","155","0.672","0"
"2023","Parent has not served in UK armed forces","All","Northern Ireland","All","All","Main scheme application","16755","10825","0.646","0"
"2023","Parent has not served in UK armed forces","All","England","All","All","Main scheme application","421465","286175","0.679","0"
"2023","Parent has not served in UK armed forces","All","Scotland","All","All","Main scheme application","41650","30175","0.725","0"
