"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applicant","Main scheme application","Accepted applicants"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","White","Not main scheme applicant","Not main scheme application","95"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","White","Not main scheme applicant","Not main scheme application","80"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","White","Not main scheme applicant","Not main scheme application","115"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","White","Not main scheme applicant","Not main scheme application","125"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","White","Not main scheme applicant","Not main scheme application","90"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","White","Not main scheme applicant","Not main scheme application","90"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","White","Not main scheme applicant","Not main scheme application","90"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","White","Not main scheme applicant","Not main scheme application","10"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","White","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","White","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","White","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","White","Not main scheme applicant","Not main scheme application","10"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","Not main scheme applicant","Not main scheme application","20"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","Not main scheme applicant","Not main scheme application","25"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","White","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","Not main scheme applicant","Not main scheme application","20"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","Not main scheme applicant","Not main scheme application","25"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","Not main scheme applicant","Not main scheme application","25"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","Not main scheme applicant","Not main scheme application","20"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","Not main scheme applicant","Not main scheme application","15"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","Not main scheme applicant","Not main scheme application","40"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","Not main scheme applicant","Not main scheme application","55"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","Not main scheme applicant","Not main scheme application","35"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","Not main scheme applicant","Not main scheme application","25"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","Not main scheme applicant","Not main scheme application","30"
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","White","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","White","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","White","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","White","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","White","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","Not main scheme applicant","Not main scheme application","20"
"2020","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","Not main scheme applicant","Not main scheme application","20"
"2021","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","Not main scheme applicant","Not main scheme application","20"
"2022","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","Not main scheme applicant","Not main scheme application","10"
"2019","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","White","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","White","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","Not main scheme applicant","Not main scheme application","20"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","Not main scheme applicant","Not main scheme application","45"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","Not main scheme applicant","Not main scheme application","45"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","Not main scheme applicant","Not main scheme application","25"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","Not main scheme applicant","Not main scheme application","25"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","Not main scheme applicant","Not main scheme application","5"
