"Year","Predicted BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","10 points (D*D*D*)","Quintile 1","All","All","955","830","0.871","0"
"2019","10 points (D*D*D*)","Quintile 1","All","All","820","720","0.873","0"
"2020","10 points (D*D*D*)","Quintile 1","All","All","850","735","0.867","0"
"2021","10 points (D*D*D*)","Quintile 1","All","All","940","800","0.852","0"
"2022","10 points (D*D*D*)","Quintile 1","All","All","600","505","0.843","0"
"2023","10 points (D*D*D*)","Quintile 1","All","All","335","265","0.796","0"
"2010","1 point (PPP)","Quintile 2","All","All","170","100","0.583","0"
"2011","1 point (PPP)","Quintile 2","All","All","130","75","0.561","0"
"2012","1 point (PPP)","Quintile 2","All","All","80","45","0.5640000000000001","0"
"2013","1 point (PPP)","Quintile 2","All","All","70","40","0.603","0"
"2014","1 point (PPP)","Quintile 2","All","All","70","40","0.6","0"
"2015","1 point (PPP)","Quintile 2","All","All","65","40","0.615","0"
"2016","1 point (PPP)","Quintile 2","All","All","55","35","0.625","0"
"2017","1 point (PPP)","Quintile 2","All","All","45","35","0.795","0"
"2018","1 point (PPP)","Quintile 2","All","All","40","30","0.762","0"
"2019","1 point (PPP)","Quintile 2","All","All","50","40","0.76","0"
"2020","1 point (PPP)","Quintile 2","All","All","50","45","0.843","0"
"2021","1 point (PPP)","Quintile 2","All","All","65","50","0.785","0"
"2022","1 point (PPP)","Quintile 2","All","All","95","65","0.677","0"
"2023","1 point (PPP)","Quintile 2","All","All","95","60","0.608","5"
"2010","2 points (MPP)","Quintile 2","All","All","255","155","0.612","0"
"2011","2 points (MPP)","Quintile 2","All","All","160","100","0.625","0"
"2012","2 points (MPP)","Quintile 2","All","All","100","65","0.646","0"
"2013","2 points (MPP)","Quintile 2","All","All","90","70","0.773","0"
"2014","2 points (MPP)","Quintile 2","All","All","110","70","0.655","0"
"2015","2 points (MPP)","Quintile 2","All","All","120","80","0.658","0"
"2016","2 points (MPP)","Quintile 2","All","All","90","60","0.659","0"
"2017","2 points (MPP)","Quintile 2","All","All","85","55","0.667","0"
"2018","2 points (MPP)","Quintile 2","All","All","65","50","0.746","0"
"2019","2 points (MPP)","Quintile 2","All","All","70","50","0.729","0"
"2020","2 points (MPP)","Quintile 2","All","All","80","65","0.846","0"
"2021","2 points (MPP)","Quintile 2","All","All","85","65","0.736","0"
"2022","2 points (MPP)","Quintile 2","All","All","100","65","0.667","0"
"2023","2 points (MPP)","Quintile 2","All","All","155","110","0.727","0"
"2010","3 points (MMP)","Quintile 2","All","All","345","235","0.674","0"
"2011","3 points (MMP)","Quintile 2","All","All","260","160","0.617","0"
"2012","3 points (MMP)","Quintile 2","All","All","180","130","0.711","0"
"2013","3 points (MMP)","Quintile 2","All","All","160","120","0.758","0"
"2014","3 points (MMP)","Quintile 2","All","All","150","100","0.664","0"
"2015","3 points (MMP)","Quintile 2","All","All","165","125","0.764","0"
"2016","3 points (MMP)","Quintile 2","All","All","165","115","0.6950000000000001","0"
"2017","3 points (MMP)","Quintile 2","All","All","105","80","0.762","0"
"2018","3 points (MMP)","Quintile 2","All","All","110","80","0.718","0"
"2019","3 points (MMP)","Quintile 2","All","All","110","85","0.764","0"
"2020","3 points (MMP)","Quintile 2","All","All","110","85","0.778","0"
"2021","3 points (MMP)","Quintile 2","All","All","120","95","0.793","0"
"2022","3 points (MMP)","Quintile 2","All","All","130","100","0.777","0"
"2023","3 points (MMP)","Quintile 2","All","All","195","140","0.719","0"
"2010","4 points (MMM)","Quintile 2","All","All","890","635","0.717","0"
"2011","4 points (MMM)","Quintile 2","All","All","820","575","0.7010000000000001","0"
"2012","4 points (MMM)","Quintile 2","All","All","645","460","0.714","0"
"2013","4 points (MMM)","Quintile 2","All","All","615","470","0.767","0"
"2014","4 points (MMM)","Quintile 2","All","All","585","445","0.758","0"
"2015","4 points (MMM)","Quintile 2","All","All","495","365","0.74","0"
"2016","4 points (MMM)","Quintile 2","All","All","410","305","0.74","0"
"2017","4 points (MMM)","Quintile 2","All","All","315","250","0.788","0"
"2018","4 points (MMM)","Quintile 2","All","All","310","250","0.81","0"
"2019","4 points (MMM)","Quintile 2","All","All","260","200","0.773","0"
"2020","4 points (MMM)","Quintile 2","All","All","300","255","0.849","0"
"2021","4 points (MMM)","Quintile 2","All","All","320","250","0.786","0"
"2022","4 points (MMM)","Quintile 2","All","All","410","295","0.718","0"
"2023","4 points (MMM)","Quintile 2","All","All","375","285","0.765","0"
"2010","5 points (DMM)","Quintile 2","All","All","845","645","0.766","0"
"2011","5 points (DMM)","Quintile 2","All","All","935","705","0.758","0"
"2012","5 points (DMM)","Quintile 2","All","All","745","545","0.73","0"
"2013","5 points (DMM)","Quintile 2","All","All","805","640","0.794","0"
"2014","5 points (DMM)","Quintile 2","All","All","875","695","0.795","0"
"2015","5 points (DMM)","Quintile 2","All","All","785","610","0.775","0"
"2016","5 points (DMM)","Quintile 2","All","All","705","565","0.802","0"
"2017","5 points (DMM)","Quintile 2","All","All","545","440","0.811","0"
"2018","5 points (DMM)","Quintile 2","All","All","515","425","0.8220000000000001","0"
"2019","5 points (DMM)","Quintile 2","All","All","480","385","0.808","0"
"2020","5 points (DMM)","Quintile 2","All","All","555","485","0.869","0"
"2021","5 points (DMM)","Quintile 2","All","All","560","470","0.836","0"
"2022","5 points (DMM)","Quintile 2","All","All","615","470","0.765","0"
"2023","5 points (DMM)","Quintile 2","All","All","650","500","0.772","0"
"2010","6 points (DDM)","Quintile 2","All","All","725","585","0.808","0"
"2011","6 points (DDM)","Quintile 2","All","All","855","665","0.778","0"
"2012","6 points (DDM)","Quintile 2","All","All","715","575","0.802","0"
"2013","6 points (DDM)","Quintile 2","All","All","840","660","0.789","0"
"2014","6 points (DDM)","Quintile 2","All","All","950","755","0.793","0"
"2015","6 points (DDM)","Quintile 2","All","All","1035","840","0.811","0"
"2016","6 points (DDM)","Quintile 2","All","All","940","760","0.807","0"
"2017","6 points (DDM)","Quintile 2","All","All","760","620","0.8160000000000001","0"
"2018","6 points (DDM)","Quintile 2","All","All","670","550","0.8200000000000001","0"
"2019","6 points (DDM)","Quintile 2","All","All","640","535","0.837","0"
"2020","6 points (DDM)","Quintile 2","All","All","680","580","0.857","0"
"2021","6 points (DDM)","Quintile 2","All","All","735","610","0.8290000000000001","0"
"2022","6 points (DDM)","Quintile 2","All","All","760","595","0.78","0"
"2023","6 points (DDM)","Quintile 2","All","All","695","550","0.794","0"
"2010","7 points (DDD)","Quintile 2","All","All","1080","865","0.801","0"
"2011","7 points (DDD)","Quintile 2","All","All","1485","1215","0.8190000000000001","0"
"2012","7 points (DDD)","Quintile 2","All","All","1205","975","0.806","0"
"2013","7 points (DDD)","Quintile 2","All","All","1065","845","0.792","0"
"2014","7 points (DDD)","Quintile 2","All","All","1145","945","0.8260000000000001","0"
"2015","7 points (DDD)","Quintile 2","All","All","1145","920","0.801","0"
"2016","7 points (DDD)","Quintile 2","All","All","1000","810","0.81","0"
"2017","7 points (DDD)","Quintile 2","All","All","920","760","0.8220000000000001","0"
"2018","7 points (DDD)","Quintile 2","All","All","855","715","0.833","0"
"2019","7 points (DDD)","Quintile 2","All","All","795","665","0.84","0"
"2020","7 points (DDD)","Quintile 2","All","All","810","690","0.855","0"
"2021","7 points (DDD)","Quintile 2","All","All","900","750","0.834","0"
"2022","7 points (DDD)","Quintile 2","All","All","845","680","0.804","0"
"2023","7 points (DDD)","Quintile 2","All","All","825","690","0.834","0"
"2012","8 points (D*DD)","Quintile 2","All","All","60","50","0.864","0"
"2013","8 points (D*DD)","Quintile 2","All","All","155","130","0.8150000000000001","0"
"2014","8 points (D*DD)","Quintile 2","All","All","235","195","0.8140000000000001","0"
"2015","8 points (D*DD)","Quintile 2","All","All","500","415","0.835","0"
"2016","8 points (D*DD)","Quintile 2","All","All","540","445","0.8230000000000001","0"
"2017","8 points (D*DD)","Quintile 2","All","All","490","410","0.838","0"
"2018","8 points (D*DD)","Quintile 2","All","All","495","415","0.839","0"
"2019","8 points (D*DD)","Quintile 2","All","All","480","410","0.85","0"
"2020","8 points (D*DD)","Quintile 2","All","All","505","430","0.85","0"
"2021","8 points (D*DD)","Quintile 2","All","All","645","545","0.843","0"
"2022","8 points (D*DD)","Quintile 2","All","All","615","505","0.8260000000000001","0"
"2023","8 points (D*DD)","Quintile 2","All","All","580","480","0.8280000000000001","0"
"2012","9 points (D*D*D)","Quintile 2","All","All","310","255","0.8230000000000001","0"
"2013","9 points (D*D*D)","Quintile 2","All","All","185","155","0.839","0"
"2014","9 points (D*D*D)","Quintile 2","All","All","265","215","0.8190000000000001","0"
"2015","9 points (D*D*D)","Quintile 2","All","All","440","375","0.848","0"
"2016","9 points (D*D*D)","Quintile 2","All","All","490","385","0.789","0"
"2017","9 points (D*D*D)","Quintile 2","All","All","530","455","0.852","0"
"2018","9 points (D*D*D)","Quintile 2","All","All","470","395","0.838","0"
"2019","9 points (D*D*D)","Quintile 2","All","All","465","385","0.834","0"
"2020","9 points (D*D*D)","Quintile 2","All","All","545","480","0.876","0"
"2021","9 points (D*D*D)","Quintile 2","All","All","565","465","0.8270000000000001","0"
"2022","9 points (D*D*D)","Quintile 2","All","All","470","380","0.811","0"
"2023","9 points (D*D*D)","Quintile 2","All","All","370","295","0.796","0"
"2012","10 points (D*D*D*)","Quintile 2","All","All","5","5"," ","0"
"2013","10 points (D*D*D*)","Quintile 2","All","All","565","465","0.8290000000000001","0"
"2014","10 points (D*D*D*)","Quintile 2","All","All","890","750","0.842","0"
"2015","10 points (D*D*D*)","Quintile 2","All","All","1115","915","0.8220000000000001","0"
"2016","10 points (D*D*D*)","Quintile 2","All","All","1110","960","0.862","0"
"2017","10 points (D*D*D*)","Quintile 2","All","All","1145","970","0.849","0"
"2018","10 points (D*D*D*)","Quintile 2","All","All","1040","910","0.875","0"
"2019","10 points (D*D*D*)","Quintile 2","All","All","990","850","0.861","0"
"2020","10 points (D*D*D*)","Quintile 2","All","All","1080","965","0.892","0"
"2021","10 points (D*D*D*)","Quintile 2","All","All","1165","980","0.841","0"
"2022","10 points (D*D*D*)","Quintile 2","All","All","690","550","0.795","0"
"2023","10 points (D*D*D*)","Quintile 2","All","All","415","355","0.853","0"
"2010","1 point (PPP)","Quintile 3","All","All","175","85","0.494","0"
"2011","1 point (PPP)","Quintile 3","All","All","130","75","0.602","0"
"2012","1 point (PPP)","Quintile 3","All","All","90","55","0.615","0"
"2013","1 point (PPP)","Quintile 3","All","All","80","55","0.654","0"
"2014","1 point (PPP)","Quintile 3","All","All","60","35","0.617","0"
"2015","1 point (PPP)","Quintile 3","All","All","90","65","0.719","0"
"2016","1 point (PPP)","Quintile 3","All","All","70","55","0.746","0"
"2017","1 point (PPP)","Quintile 3","All","All","45","30","0.682","0"
"2018","1 point (PPP)","Quintile 3","All","All","50","35","0.708","0"
"2019","1 point (PPP)","Quintile 3","All","All","40","30","0.738","0"
"2020","1 point (PPP)","Quintile 3","All","All","60","45","0.783","0"
"2021","1 point (PPP)","Quintile 3","All","All","85","60","0.721","0"
"2022","1 point (PPP)","Quintile 3","All","All","95","60","0.653","0"
"2023","1 point (PPP)","Quintile 3","All","All","115","80","0.6980000000000001","0"
"2010","2 points (MPP)","Quintile 3","All","All","250","165","0.657","0"
"2011","2 points (MPP)","Quintile 3","All","All","180","115","0.626","0"
"2012","2 points (MPP)","Quintile 3","All","All","105","70","0.667","0"
"2013","2 points (MPP)","Quintile 3","All","All","90","60","0.648","0"
"2014","2 points (MPP)","Quintile 3","All","All","120","85","0.731","0"
"2015","2 points (MPP)","Quintile 3","All","All","110","75","0.6940000000000001","0"
"2016","2 points (MPP)","Quintile 3","All","All","115","85","0.743","0"
"2017","2 points (MPP)","Quintile 3","All","All","95","70","0.731","0"
"2018","2 points (MPP)","Quintile 3","All","All","95","80","0.8320000000000001","0"
"2019","2 points (MPP)","Quintile 3","All","All","90","65","0.739","0"
"2020","2 points (MPP)","Quintile 3","All","All","95","80","0.872","0"
"2021","2 points (MPP)","Quintile 3","All","All","115","95","0.8210000000000001","0"
"2022","2 points (MPP)","Quintile 3","All","All","135","95","0.679","0"
"2023","2 points (MPP)","Quintile 3","All","All","145","110","0.76","0"
"2010","3 points (MMP)","Quintile 3","All","All","360","240","0.668","0"
"2011","3 points (MMP)","Quintile 3","All","All","245","155","0.639","0"
"2012","3 points (MMP)","Quintile 3","All","All","205","140","0.676","0"
"2013","3 points (MMP)","Quintile 3","All","All","180","140","0.772","0"
"2014","3 points (MMP)","Quintile 3","All","All","160","105","0.654","0"
"2015","3 points (MMP)","Quintile 3","All","All","165","115","0.707","0"
"2016","3 points (MMP)","Quintile 3","All","All","155","120","0.758","0"
"2017","3 points (MMP)","Quintile 3","All","All","120","85","0.6940000000000001","0"
"2018","3 points (MMP)","Quintile 3","All","All","120","95","0.77","0"
"2019","3 points (MMP)","Quintile 3","All","All","115","80","0.719","0"
"2020","3 points (MMP)","Quintile 3","All","All","100","80","0.796","0"
"2021","3 points (MMP)","Quintile 3","All","All","155","125","0.812","0"
"2022","3 points (MMP)","Quintile 3","All","All","165","125","0.753","0"
"2023","3 points (MMP)","Quintile 3","All","All","165","120","0.724","0"
"2010","4 points (MMM)","Quintile 3","All","All","925","665","0.72","0"
"2011","4 points (MMM)","Quintile 3","All","All","765","540","0.7030000000000001","0"
"2012","4 points (MMM)","Quintile 3","All","All","635","450","0.711","0"
"2013","4 points (MMM)","Quintile 3","All","All","625","480","0.77","0"
"2014","4 points (MMM)","Quintile 3","All","All","550","410","0.75","0"
"2015","4 points (MMM)","Quintile 3","All","All","520","395","0.76","0"
"2016","4 points (MMM)","Quintile 3","All","All","440","330","0.756","0"
"2017","4 points (MMM)","Quintile 3","All","All","350","270","0.774","0"
"2018","4 points (MMM)","Quintile 3","All","All","295","245","0.84","0"
"2019","4 points (MMM)","Quintile 3","All","All","325","255","0.783","0"
"2020","4 points (MMM)","Quintile 3","All","All","270","220","0.811","0"
"2021","4 points (MMM)","Quintile 3","All","All","365","290","0.787","0"
"2022","4 points (MMM)","Quintile 3","All","All","565","430","0.759","0"
"2023","4 points (MMM)","Quintile 3","All","All","470","360","0.767","0"
"2010","5 points (DMM)","Quintile 3","All","All","785","605","0.772","0"
"2011","5 points (DMM)","Quintile 3","All","All","880","680","0.773","0"
"2012","5 points (DMM)","Quintile 3","All","All","710","530","0.743","0"
"2013","5 points (DMM)","Quintile 3","All","All","745","590","0.79","0"
"2014","5 points (DMM)","Quintile 3","All","All","860","675","0.789","0"
"2015","5 points (DMM)","Quintile 3","All","All","790","635","0.805","0"
"2016","5 points (DMM)","Quintile 3","All","All","735","580","0.791","0"
"2017","5 points (DMM)","Quintile 3","All","All","600","490","0.8170000000000001","0"
"2018","5 points (DMM)","Quintile 3","All","All","580","470","0.808","0"
"2019","5 points (DMM)","Quintile 3","All","All","505","410","0.806","0"
"2020","5 points (DMM)","Quintile 3","All","All","540","460","0.854","0"
"2021","5 points (DMM)","Quintile 3","All","All","670","545","0.809","0"
"2022","5 points (DMM)","Quintile 3","All","All","695","545","0.784","0"
"2023","5 points (DMM)","Quintile 3","All","All","690","545","0.788","0"
"2010","6 points (DDM)","Quintile 3","All","All","795","625","0.787","0"
"2011","6 points (DDM)","Quintile 3","All","All","835","665","0.796","0"
"2012","6 points (DDM)","Quintile 3","All","All","755","585","0.775","0"
"2013","6 points (DDM)","Quintile 3","All","All","820","650","0.792","0"
"2014","6 points (DDM)","Quintile 3","All","All","910","720","0.791","0"
"2015","6 points (DDM)","Quintile 3","All","All","1040","860","0.8270000000000001","0"
"2016","6 points (DDM)","Quintile 3","All","All","970","780","0.804","0"
"2017","6 points (DDM)","Quintile 3","All","All","800","660","0.8230000000000001","0"
"2018","6 points (DDM)","Quintile 3","All","All","725","620","0.851","0"
"2019","6 points (DDM)","Quintile 3","All","All","610","510","0.838","0"
"2020","6 points (DDM)","Quintile 3","All","All","720","625","0.869","0"
"2021","6 points (DDM)","Quintile 3","All","All","800","685","0.854","0"
"2022","6 points (DDM)","Quintile 3","All","All","810","645","0.798","0"
"2023","6 points (DDM)","Quintile 3","All","All","830","665","0.8","0"
"2010","7 points (DDD)","Quintile 3","All","All","1120","910","0.8150000000000001","0"
"2011","7 points (DDD)","Quintile 3","All","All","1465","1195","0.8160000000000001","0"
"2012","7 points (DDD)","Quintile 3","All","All","1145","925","0.807","0"
"2013","7 points (DDD)","Quintile 3","All","All","1040","830","0.799","0"
"2014","7 points (DDD)","Quintile 3","All","All","1100","865","0.787","0"
"2015","7 points (DDD)","Quintile 3","All","All","1065","885","0.8310000000000001","0"
"2016","7 points (DDD)","Quintile 3","All","All","980","820","0.836","0"
"2017","7 points (DDD)","Quintile 3","All","All","945","815","0.863","0"
"2018","7 points (DDD)","Quintile 3","All","All","850","730","0.856","0"
"2019","7 points (DDD)","Quintile 3","All","All","920","800","0.866","0"
"2020","7 points (DDD)","Quintile 3","All","All","985","860","0.872","0"
"2021","7 points (DDD)","Quintile 3","All","All","1050","880","0.837","0"
"2022","7 points (DDD)","Quintile 3","All","All","1045","840","0.805","0"
"2023","7 points (DDD)","Quintile 3","All","All","910","745","0.8180000000000001","0"
"2012","8 points (D*DD)","Quintile 3","All","All","55","40","0.709","0"
"2013","8 points (D*DD)","Quintile 3","All","All","145","125","0.874","0"
"2014","8 points (D*DD)","Quintile 3","All","All","235","195","0.838","0"
"2015","8 points (D*DD)","Quintile 3","All","All","480","405","0.846","0"
"2016","8 points (D*DD)","Quintile 3","All","All","520","425","0.8180000000000001","0"
"2017","8 points (D*DD)","Quintile 3","All","All","560","480","0.858","0"
"2018","8 points (D*DD)","Quintile 3","All","All","550","470","0.856","0"
"2019","8 points (D*DD)","Quintile 3","All","All","565","490","0.866","0"
"2020","8 points (D*DD)","Quintile 3","All","All","565","505","0.892","0"
"2021","8 points (D*DD)","Quintile 3","All","All","660","560","0.852","0"
"2022","8 points (D*DD)","Quintile 3","All","All","710","590","0.8310000000000001","0"
"2023","8 points (D*DD)","Quintile 3","All","All","630","545","0.863","0"
"2012","9 points (D*D*D)","Quintile 3","All","All","340","275","0.8170000000000001","0"
"2013","9 points (D*D*D)","Quintile 3","All","All","180","150","0.843","0"
"2014","9 points (D*D*D)","Quintile 3","All","All","285","230","0.8170000000000001","0"
"2015","9 points (D*D*D)","Quintile 3","All","All","435","355","0.81","0"
"2016","9 points (D*D*D)","Quintile 3","All","All","525","440","0.836","0"
"2017","9 points (D*D*D)","Quintile 3","All","All","530","440","0.8270000000000001","0"
"2018","9 points (D*D*D)","Quintile 3","All","All","570","475","0.8320000000000001","0"
"2019","9 points (D*D*D)","Quintile 3","All","All","495","410","0.8290000000000001","0"
"2020","9 points (D*D*D)","Quintile 3","All","All","535","480","0.899","0"
"2021","9 points (D*D*D)","Quintile 3","All","All","650","540","0.833","0"
"2022","9 points (D*D*D)","Quintile 3","All","All","570","445","0.786","0"
"2023","9 points (D*D*D)","Quintile 3","All","All","480","395","0.8270000000000001","0"
"2012","10 points (D*D*D*)","Quintile 3","All","All","5","5"," ","0"
"2013","10 points (D*D*D*)","Quintile 3","All","All","545","455","0.834","0"
"2014","10 points (D*D*D*)","Quintile 3","All","All","825","690","0.835","0"
"2015","10 points (D*D*D*)","Quintile 3","All","All","1110","940","0.848","0"
"2016","10 points (D*D*D*)","Quintile 3","All","All","1150","975","0.848","0"
"2017","10 points (D*D*D*)","Quintile 3","All","All","1275","1085","0.854","0"
"2018","10 points (D*D*D*)","Quintile 3","All","All","1145","970","0.848","0"
"2019","10 points (D*D*D*)","Quintile 3","All","All","1120","970","0.864","0"
"2020","10 points (D*D*D*)","Quintile 3","All","All","1290","1155","0.895","0"
"2021","10 points (D*D*D*)","Quintile 3","All","All","1270","1090","0.858","0"
"2022","10 points (D*D*D*)","Quintile 3","All","All","830","680","0.8150000000000001","0"
"2023","10 points (D*D*D*)","Quintile 3","All","All","450","360","0.804","0"
"2010","1 point (PPP)","Quintile 4","All","All","165","95","0.5730000000000001","0"
"2011","1 point (PPP)","Quintile 4","All","All","105","55","0.543","0"
"2012","1 point (PPP)","Quintile 4","All","All","95","55","0.591","0"
"2013","1 point (PPP)","Quintile 4","All","All","100","65","0.643","0"
"2014","1 point (PPP)","Quintile 4","All","All","85","55","0.635","0"
"2015","1 point (PPP)","Quintile 4","All","All","80","55","0.679","0"
"2016","1 point (PPP)","Quintile 4","All","All","60","40","0.661","0"
"2017","1 point (PPP)","Quintile 4","All","All","75","55","0.714","0"
"2018","1 point (PPP)","Quintile 4","All","All","40","30","0.75","0"
"2019","1 point (PPP)","Quintile 4","All","All","55","45","0.754","0"
"2020","1 point (PPP)","Quintile 4","All","All","50","45","0.8270000000000001","0"
"2021","1 point (PPP)","Quintile 4","All","All","85","65","0.759","0"
"2022","1 point (PPP)","Quintile 4","All","All","105","70","0.676","0"
"2023","1 point (PPP)","Quintile 4","All","All","105","75","0.738","0"
"2010","2 points (MPP)","Quintile 4","All","All","230","145","0.632","0"
"2011","2 points (MPP)","Quintile 4","All","All","195","130","0.665","0"
"2012","2 points (MPP)","Quintile 4","All","All","125","90","0.6980000000000001","0"
"2013","2 points (MPP)","Quintile 4","All","All","115","90","0.783","0"
"2014","2 points (MPP)","Quintile 4","All","All","135","95","0.707","0"
"2015","2 points (MPP)","Quintile 4","All","All","115","85","0.724","0"
"2016","2 points (MPP)","Quintile 4","All","All","115","95","0.812","0"
"2017","2 points (MPP)","Quintile 4","All","All","100","75","0.755","0"
"2018","2 points (MPP)","Quintile 4","All","All","95","70","0.729","0"
"2019","2 points (MPP)","Quintile 4","All","All","80","60","0.785","0"
"2020","2 points (MPP)","Quintile 4","All","All","90","70","0.809","0"
"2021","2 points (MPP)","Quintile 4","All","All","110","85","0.777","0"
"2022","2 points (MPP)","Quintile 4","All","All","145","105","0.748","0"
"2023","2 points (MPP)","Quintile 4","All","All","145","110","0.752","0"
"2010","3 points (MMP)","Quintile 4","All","All","330","240","0.719","0"
"2011","3 points (MMP)","Quintile 4","All","All","260","175","0.68","0"
"2012","3 points (MMP)","Quintile 4","All","All","205","145","0.7010000000000001","0"
"2013","3 points (MMP)","Quintile 4","All","All","225","155","0.6980000000000001","0"
"2014","3 points (MMP)","Quintile 4","All","All","195","130","0.66","0"
"2015","3 points (MMP)","Quintile 4","All","All","195","130","0.658","0"
"2016","3 points (MMP)","Quintile 4","All","All","165","125","0.77","0"
"2017","3 points (MMP)","Quintile 4","All","All","125","90","0.73","0"
"2018","3 points (MMP)","Quintile 4","All","All","140","110","0.779","0"
"2019","3 points (MMP)","Quintile 4","All","All","120","95","0.805","0"
"2020","3 points (MMP)","Quintile 4","All","All","105","85","0.835","0"
"2021","3 points (MMP)","Quintile 4","All","All","160","125","0.776","0"
"2022","3 points (MMP)","Quintile 4","All","All","180","140","0.779","0"
"2023","3 points (MMP)","Quintile 4","All","All","180","135","0.743","0"
"2010","4 points (MMM)","Quintile 4","All","All","870","615","0.705","0"
"2011","4 points (MMM)","Quintile 4","All","All","825","595","0.72","0"
"2012","4 points (MMM)","Quintile 4","All","All","640","450","0.704","0"
"2013","4 points (MMM)","Quintile 4","All","All","735","575","0.779","0"
"2014","4 points (MMM)","Quintile 4","All","All","625","470","0.752","0"
"2015","4 points (MMM)","Quintile 4","All","All","570","450","0.796","0"
"2016","4 points (MMM)","Quintile 4","All","All","465","380","0.8210000000000001","0"
"2017","4 points (MMM)","Quintile 4","All","All","360","290","0.801","0"
"2018","4 points (MMM)","Quintile 4","All","All","360","280","0.786","0"
"2019","4 points (MMM)","Quintile 4","All","All","290","245","0.838","0"
"2020","4 points (MMM)","Quintile 4","All","All","340","305","0.894","0"
"2021","4 points (MMM)","Quintile 4","All","All","400","345","0.86","0"
"2022","4 points (MMM)","Quintile 4","All","All","485","375","0.772","0"
"2023","4 points (MMM)","Quintile 4","All","All","490","375","0.769","0"
"2010","5 points (DMM)","Quintile 4","All","All","810","640","0.791","0"
"2011","5 points (DMM)","Quintile 4","All","All","935","720","0.766","0"
"2012","5 points (DMM)","Quintile 4","All","All","770","575","0.749","0"
"2013","5 points (DMM)","Quintile 4","All","All","830","655","0.791","0"
"2014","5 points (DMM)","Quintile 4","All","All","885","725","0.8170000000000001","0"
"2015","5 points (DMM)","Quintile 4","All","All","850","695","0.8160000000000001","0"
"2016","5 points (DMM)","Quintile 4","All","All","760","610","0.805","0"
"2017","5 points (DMM)","Quintile 4","All","All","670","560","0.833","0"
"2018","5 points (DMM)","Quintile 4","All","All","650","550","0.848","0"
"2019","5 points (DMM)","Quintile 4","All","All","565","480","0.85","0"
"2020","5 points (DMM)","Quintile 4","All","All","630","545","0.868","0"
"2021","5 points (DMM)","Quintile 4","All","All","660","555","0.838","0"
"2022","5 points (DMM)","Quintile 4","All","All","660","520","0.793","0"
"2023","5 points (DMM)","Quintile 4","All","All","760","610","0.801","0"
"2010","6 points (DDM)","Quintile 4","All","All","775","615","0.791","0"
"2011","6 points (DDM)","Quintile 4","All","All","955","760","0.795","0"
"2012","6 points (DDM)","Quintile 4","All","All","750","580","0.771","0"
"2013","6 points (DDM)","Quintile 4","All","All","835","665","0.797","0"
"2014","6 points (DDM)","Quintile 4","All","All","935","760","0.8130000000000001","0"
"2015","6 points (DDM)","Quintile 4","All","All","1065","885","0.8290000000000001","0"
"2016","6 points (DDM)","Quintile 4","All","All","965","790","0.8190000000000001","0"
"2017","6 points (DDM)","Quintile 4","All","All","900","735","0.8160000000000001","0"
"2018","6 points (DDM)","Quintile 4","All","All","760","635","0.839","0"
"2019","6 points (DDM)","Quintile 4","All","All","710","595","0.838","0"
"2020","6 points (DDM)","Quintile 4","All","All","725","635","0.878","0"
"2021","6 points (DDM)","Quintile 4","All","All","825","675","0.8230000000000001","0"
"2022","6 points (DDM)","Quintile 4","All","All","890","710","0.796","0"
"2023","6 points (DDM)","Quintile 4","All","All","800","650","0.8140000000000001","0"
"2010","7 points (DDD)","Quintile 4","All","All","1175","960","0.8180000000000001","0"
"2011","7 points (DDD)","Quintile 4","All","All","1515","1260","0.8290000000000001","0"
"2012","7 points (DDD)","Quintile 4","All","All","1160","945","0.8140000000000001","0"
"2013","7 points (DDD)","Quintile 4","All","All","1065","875","0.8210000000000001","0"
"2014","7 points (DDD)","Quintile 4","All","All","1245","1010","0.8130000000000001","0"
"2015","7 points (DDD)","Quintile 4","All","All","1195","960","0.806","0"
"2016","7 points (DDD)","Quintile 4","All","All","1045","875","0.837","0"
"2017","7 points (DDD)","Quintile 4","All","All","990","855","0.865","0"
"2018","7 points (DDD)","Quintile 4","All","All","960","815","0.847","0"
"2019","7 points (DDD)","Quintile 4","All","All","970","825","0.849","0"
"2020","7 points (DDD)","Quintile 4","All","All","1060","935","0.884","0"
"2021","7 points (DDD)","Quintile 4","All","All","1060","920","0.865","0"
"2022","7 points (DDD)","Quintile 4","All","All","1080","885","0.8210000000000001","0"
"2023","7 points (DDD)","Quintile 4","All","All","1000","830","0.8300000000000001","0"
"2012","8 points (D*DD)","Quintile 4","All","All","85","70","0.81","0"
"2013","8 points (D*DD)","Quintile 4","All","All","155","125","0.8300000000000001","0"
"2014","8 points (D*DD)","Quintile 4","All","All","290","245","0.855","0"
"2015","8 points (D*DD)","Quintile 4","All","All","550","470","0.858","0"
"2016","8 points (D*DD)","Quintile 4","All","All","570","480","0.84","0"
"2017","8 points (D*DD)","Quintile 4","All","All","560","460","0.8240000000000001","0"
"2018","8 points (D*DD)","Quintile 4","All","All","615","510","0.8290000000000001","0"
"2019","8 points (D*DD)","Quintile 4","All","All","630","545","0.865","0"
"2020","8 points (D*DD)","Quintile 4","All","All","610","545","0.893","0"
"2021","8 points (D*DD)","Quintile 4","All","All","755","635","0.839","0"
