"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Registered for Clearing Plus","Placed at provider of interest through Clearing Plus","Placed on course of interest through Clearing Plus"
"2022","International","Not EU","Pakistan","25 - 29","All","5","0","0"
"2021","International","Not EU","Zimbabwe","25 - 29","All","5","0","0"
"2022","International","Not EU","Zimbabwe","25 - 29","All","5","0","0"
"2020","International","Not EU","Saudi Arabia","25 - 29","All","5","0","0"
"2021","International","Not EU","Saudi Arabia","25 - 29","All","5","0","0"
"2023","International","Not EU","Saudi Arabia","25 - 29","All","5","0","0"
"2020","International","Not EU","United States of America","25 - 29","All","5","0","0"
"2022","International","Not EU","United States of America","25 - 29","All","5","0","0"
"2023","International","Not EU","United States of America","25 - 29","All","5","0","0"
"2020","International","Not EU","Not Known","25 - 29","All","5","0","0"
"2020","UK","England","England","30 - 34","All","445","160","120"
"2021","UK","England","England","30 - 34","All","265","80","55"
"2022","UK","England","England","30 - 34","All","225","70","50"
"2023","UK","England","England","30 - 34","All","315","100","60"
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","All","5","0","0"
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","All","5","0","0"
"2022","UK","Northern Ireland","Northern Ireland","30 - 34","All","5","0","0"
"2023","UK","Northern Ireland","Northern Ireland","30 - 34","All","5","0","0"
"2020","UK","Scotland","Scotland","30 - 34","All","50","10","10"
"2021","UK","Scotland","Scotland","30 - 34","All","35","10","10"
"2022","UK","Scotland","Scotland","30 - 34","All","15","5","5"
"2023","UK","Scotland","Scotland","30 - 34","All","30","5","5"
"2020","UK","Wales","Wales","30 - 34","All","20","10","10"
"2021","UK","Wales","Wales","30 - 34","All","20","10","5"
"2022","UK","Wales","Wales","30 - 34","All","15","5","5"
"2023","UK","Wales","Wales","30 - 34","All","25","15","10"
"2021","International","Not EU","Ghana","30 - 34","All","5","0","0"
"2022","International","Not EU","Ghana","30 - 34","All","5","0","0"
"2023","International","Not EU","Ghana","30 - 34","All","5","0","0"
"2020","International","Not EU","Nigeria","30 - 34","All","5","0","0"
"2021","International","Not EU","Nigeria","30 - 34","All","20","0","0"
"2022","International","Not EU","Nigeria","30 - 34","All","30","0","0"
"2023","International","Not EU","Nigeria","30 - 34","All","10","0","0"
"2020","International","Not EU","Zimbabwe","30 - 34","All","5","0","0"
"2021","International","Not EU","Zimbabwe","30 - 34","All","5","0","0"
"2023","International","Not EU","Saudi Arabia","30 - 34","All","5","0","0"
"2021","International","Not EU","South Africa","30 - 34","All","5","0","0"
"2023","International","Not EU","South Africa","30 - 34","All","5","0","0"
"2021","International","Not EU","United States of America","30 - 34","All","5","0","0"
"2022","International","Not EU","United States of America","30 - 34","All","5","0","0"
"2020","UK","England","England","35 and over","All","970","350","265"
"2021","UK","England","England","35 and over","All","710","170","110"
"2022","UK","England","England","35 and over","All","685","150","105"
"2023","UK","England","England","35 and over","All","790","230","160"
"2020","UK","Northern Ireland","Northern Ireland","35 and over","All","15","10","5"
"2022","UK","Northern Ireland","Northern Ireland","35 and over","All","5","0","0"
"2023","UK","Northern Ireland","Northern Ireland","35 and over","All","5","0","0"
"2020","UK","Scotland","Scotland","35 and over","All","95","25","15"
"2021","UK","Scotland","Scotland","35 and over","All","45","15","15"
"2022","UK","Scotland","Scotland","35 and over","All","50","15","5"
"2023","UK","Scotland","Scotland","35 and over","All","50","20","15"
"2020","UK","Wales","Wales","35 and over","All","45","20","20"
"2021","UK","Wales","Wales","35 and over","All","50","25","15"
"2022","UK","Wales","Wales","35 and over","All","25","15","10"
"2023","UK","Wales","Wales","35 and over","All","35","15","10"
"2020","International","EU (excluding UK)","Ireland","35 and over","All","5","0","0"
"2021","International","EU (excluding UK)","Ireland","35 and over","All","5","0","0"
"2023","International","EU (excluding UK)","Ireland","35 and over","All","5","0","0"
"2020","International","Not EU","Ghana","35 and over","All","5","0","0"
"2022","International","Not EU","Ghana","35 and over","All","5","0","0"
"2023","International","Not EU","Ghana","35 and over","All","5","0","0"
"2020","International","Not EU","Nigeria","35 and over","All","20","0","0"
"2021","International","Not EU","Nigeria","35 and over","All","20","0","0"
"2022","International","Not EU","Nigeria","35 and over","All","50","0","0"
"2023","International","Not EU","Nigeria","35 and over","All","20","0","0"
"2020","International","Not EU","Zimbabwe","35 and over","All","5","0","0"
"2021","International","Not EU","Zimbabwe","35 and over","All","10","0","0"
"2023","International","Not EU","Zimbabwe","35 and over","All","5","0","0"
"2022","International","Not EU","South Africa","35 and over","All","5","0","0"
"2023","International","Not EU","South Africa","35 and over","All","5","0","0"
"2020","International","Not EU","United States of America","35 and over","All","5","0","0"
"2020","International","Not EU","Not Known","35 and over","All","5","0","0"
"2021","UK","Northern Ireland","All","17 and under","All","5","0","0"
"2020","UK","England","All","17 and under","All","40","20","10"
"2021","UK","England","All","17 and under","All","20","5","5"
"2022","UK","England","All","17 and under","All","25","5","5"
"2023","UK","England","All","17 and under","All","35","10","5"
"2020","UK","Scotland","All","17 and under","All","25","10","10"
"2021","UK","Scotland","All","17 and under","All","25","10","5"
"2022","UK","Scotland","All","17 and under","All","25","10","5"
"2023","UK","Scotland","All","17 and under","All","40","15","15"
"2020","International","Not EU","All","17 and under","All","140","30","20"
"2021","International","Not EU","All","17 and under","All","130","25","15"
"2022","International","Not EU","All","17 and under","All","180","20","15"
"2023","International","Not EU","All","17 and under","All","180","20","15"
"2020","International","EU (excluding UK)","All","17 and under","All","65","15","5"
"2021","International","EU (excluding UK)","All","17 and under","All","35","5","5"
"2022","International","EU (excluding UK)","All","17 and under","All","25","5","5"
"2023","International","EU (excluding UK)","All","17 and under","All","50","5","5"
"2020","UK","Northern Ireland","All","18","All","245","110","90"
"2021","UK","Northern Ireland","All","18","All","215","110","85"
"2022","UK","Northern Ireland","All","18","All","155","105","80"
"2023","UK","Northern Ireland","All","18","All","120","35","25"
"2020","UK","England","All","18","All","9380","4100","2865"
"2021","UK","England","All","18","All","6535","3545","2660"
"2022","UK","England","All","18","All","5145","2660","1995"
"2023","UK","England","All","18","All","9095","4350","3055"
"2020","UK","Scotland","All","18","All","395","185","140"
"2021","UK","Scotland","All","18","All","270","115","90"
"2022","UK","Scotland","All","18","All","210","85","65"
"2023","UK","Scotland","All","18","All","475","195","160"
"2020","UK","Wales","All","18","All","250","140","100"
"2021","UK","Wales","All","18","All","195","120","85"
"2022","UK","Wales","All","18","All","165","105","80"
"2023","UK","Wales","All","18","All","275","160","120"
"2020","International","Not EU","All","18","All","760","180","115"
"2021","International","Not EU","All","18","All","470","140","100"
"2022","International","Not EU","All","18","All","520","120","90"
"2023","International","Not EU","All","18","All","620","145","110"
"2020","International","EU (excluding UK)","All","18","All","290","105","65"
"2021","International","EU (excluding UK)","All","18","All","130","35","25"
"2022","International","EU (excluding UK)","All","18","All","85","25","15"
"2023","International","EU (excluding UK)","All","18","All","150","40","25"
"2020","UK","Northern Ireland","All","19","All","90","40","35"
"2021","UK","Northern Ireland","All","19","All","45","25","20"
"2022","UK","Northern Ireland","All","19","All","10","10","5"
"2023","UK","Northern Ireland","All","19","All","20","0","0"
"2020","UK","England","All","19","All","2200","1055","745"
"2021","UK","England","All","19","All","1435","755","525"
"2022","UK","England","All","19","All","1015","520","385"
"2023","UK","England","All","19","All","2130","995","680"
"2020","UK","Scotland","All","19","All","125","50","40"
"2021","UK","Scotland","All","19","All","85","35","25"
"2022","UK","Scotland","All","19","All","60","30","25"
"2023","UK","Scotland","All","19","All","130","60","45"
"2020","UK","Wales","All","19","All","95","50","35"
"2021","UK","Wales","All","19","All","70","45","30"
"2022","UK","Wales","All","19","All","40","20","20"
"2023","UK","Wales","All","19","All","95","55","35"
"2020","International","Not EU","All","19","All","420","95","65"
"2021","International","Not EU","All","19","All","360","85","55"
"2022","International","Not EU","All","19","All","310","50","35"
"2023","International","Not EU","All","19","All","360","70","45"
"2020","International","EU (excluding UK)","All","19","All","170","50","35"
"2021","International","EU (excluding UK)","All","19","All","60","15","10"
"2022","International","EU (excluding UK)","All","19","All","35","10","5"
"2023","International","EU (excluding UK)","All","19","All","60","15","10"
"2020","UK","Northern Ireland","All","20","All","35","20","10"
"2021","UK","Northern Ireland","All","20","All","10","5","5"
"2022","UK","Northern Ireland","All","20","All","5","5","5"
"2023","UK","Northern Ireland","All","20","All","10","0","0"
"2020","UK","England","All","20","All","820","440","350"
"2021","UK","England","All","20","All","605","250","175"
"2022","UK","England","All","20","All","400","190","140"
"2023","UK","England","All","20","All","720","330","235"
"2020","UK","Scotland","All","20","All","45","15","15"
"2021","UK","Scotland","All","20","All","40","10","10"
"2022","UK","Scotland","All","20","All","25","10","10"
"2023","UK","Scotland","All","20","All","60","30","25"
"2020","UK","Wales","All","20","All","40","15","10"
"2021","UK","Wales","All","20","All","30","15","10"
"2022","UK","Wales","All","20","All","15","10","10"
"2023","UK","Wales","All","20","All","35","20","15"
"2020","International","Not EU","All","20","All","155","25","15"
"2021","International","Not EU","All","20","All","160","30","20"
"2022","International","Not EU","All","20","All","145","25","25"
"2023","International","Not EU","All","20","All","150","20","10"
"2020","International","EU (excluding UK)","All","20","All","55","25","15"
"2021","International","EU (excluding UK)","All","20","All","35","10","5"
"2022","International","EU (excluding UK)","All","20","All","20","0","0"
"2023","International","EU (excluding UK)","All","20","All","40","10","5"
"2020","UK","Northern Ireland","All","21 - 24","All","55","30","20"
"2021","UK","Northern Ireland","All","21 - 24","All","20","5","5"
"2022","UK","Northern Ireland","All","21 - 24","All","5","0","0"
"2023","UK","Northern Ireland","All","21 - 24","All","10","0","0"
"2020","UK","England","All","21 - 24","All","1110","520","370"
"2021","UK","England","All","21 - 24","All","825","295","220"
"2022","UK","England","All","21 - 24","All","550","220","160"
"2023","UK","England","All","21 - 24","All","1010","410","275"
"2020","UK","Scotland","All","21 - 24","All","140","45","30"
"2021","UK","Scotland","All","21 - 24","All","100","35","25"
"2022","UK","Scotland","All","21 - 24","All","40","20","15"
"2023","UK","Scotland","All","21 - 24","All","95","30","20"
"2020","UK","Wales","All","21 - 24","All","60","30","20"
"2021","UK","Wales","All","21 - 24","All","55","25","20"
"2022","UK","Wales","All","21 - 24","All","35","20","10"
"2023","UK","Wales","All","21 - 24","All","55","30","20"
"2020","International","Not EU","All","21 - 24","All","135","20","10"
"2021","International","Not EU","All","21 - 24","All","180","35","20"
"2022","International","Not EU","All","21 - 24","All","205","15","10"
"2023","International","Not EU","All","21 - 24","All","205","15","10"
"2020","International","EU (excluding UK)","All","21 - 24","All","80","20","20"
"2021","International","EU (excluding UK)","All","21 - 24","All","40","5","5"
"2022","International","EU (excluding UK)","All","21 - 24","All","35","5","0"
"2023","International","EU (excluding UK)","All","21 - 24","All","30","10","5"
"2020","UK","Northern Ireland","All","25 - 29","All","20","5","5"
"2021","UK","Northern Ireland","All","25 - 29","All","5","0","0"
"2022","UK","Northern Ireland","All","25 - 29","All","5","0","0"
"2023","UK","Northern Ireland","All","25 - 29","All","5","0","0"
"2020","UK","England","All","25 - 29","All","580","225","160"
"2021","UK","England","All","25 - 29","All","380","120","90"
"2022","UK","England","All","25 - 29","All","275","85","65"
"2023","UK","England","All","25 - 29","All","450","140","95"
"2020","UK","Scotland","All","25 - 29","All","95","20","15"
"2021","UK","Scotland","All","25 - 29","All","40","10","10"
"2022","UK","Scotland","All","25 - 29","All","45","15","15"
"2023","UK","Scotland","All","25 - 29","All","50","10","5"
"2020","UK","Wales","All","25 - 29","All","45","20","15"
"2021","UK","Wales","All","25 - 29","All","40","15","10"
"2022","UK","Wales","All","25 - 29","All","30","20","15"
"2023","UK","Wales","All","25 - 29","All","30","15","10"
"2020","International","Not EU","All","25 - 29","All","60","10","10"
"2021","International","Not EU","All","25 - 29","All","95","10","5"
"2022","International","Not EU","All","25 - 29","All","120","5","0"
"2023","International","Not EU","All","25 - 29","All","95","5","5"
"2020","International","EU (excluding UK)","All","25 - 29","All","30","10","10"
"2021","International","EU (excluding UK)","All","25 - 29","All","10","0","0"
"2022","International","EU (excluding UK)","All","25 - 29","All","5","0","0"
"2023","International","EU (excluding UK)","All","25 - 29","All","5","0","0"
"2020","UK","Northern Ireland","All","30 - 34","All","5","0","0"
"2021","UK","Northern Ireland","All","30 - 34","All","5","0","0"
"2022","UK","Northern Ireland","All","30 - 34","All","5","0","0"
"2023","UK","Northern Ireland","All","30 - 34","All","5","0","0"
"2020","UK","England","All","30 - 34","All","445","160","120"
"2021","UK","England","All","30 - 34","All","265","80","55"
"2022","UK","England","All","30 - 34","All","225","70","50"
"2023","UK","England","All","30 - 34","All","315","100","60"
"2020","UK","Scotland","All","30 - 34","All","50","10","10"
"2021","UK","Scotland","All","30 - 34","All","35","10","10"
"2022","UK","Scotland","All","30 - 34","All","15","5","5"
"2023","UK","Scotland","All","30 - 34","All","30","5","5"
"2020","UK","Wales","All","30 - 34","All","20","10","10"
"2021","UK","Wales","All","30 - 34","All","20","10","5"
"2022","UK","Wales","All","30 - 34","All","15","5","5"
"2023","UK","Wales","All","30 - 34","All","25","15","10"
"2020","International","Not EU","All","30 - 34","All","25","0","0"
"2021","International","Not EU","All","30 - 34","All","50","5","5"
"2022","International","Not EU","All","30 - 34","All","60","0","0"
"2023","International","Not EU","All","30 - 34","All","35","0","0"
"2020","International","EU (excluding UK)","All","30 - 34","All","5","5","0"
"2022","International","EU (excluding UK)","All","30 - 34","All","5","0","0"
"2023","International","EU (excluding UK)","All","30 - 34","All","5","0","0"
"2020","UK","Northern Ireland","All","35 and over","All","15","10","5"
"2022","UK","Northern Ireland","All","35 and over","All","5","0","0"
"2023","UK","Northern Ireland","All","35 and over","All","5","0","0"
"2020","UK","England","All","35 and over","All","970","350","265"
"2021","UK","England","All","35 and over","All","710","170","110"
"2022","UK","England","All","35 and over","All","685","150","105"
"2023","UK","England","All","35 and over","All","790","230","160"
"2020","UK","Scotland","All","35 and over","All","95","25","15"
"2021","UK","Scotland","All","35 and over","All","45","15","15"
"2022","UK","Scotland","All","35 and over","All","50","15","5"
"2023","UK","Scotland","All","35 and over","All","50","20","15"
"2020","UK","Wales","All","35 and over","All","45","20","20"
"2021","UK","Wales","All","35 and over","All","50","25","15"
"2022","UK","Wales","All","35 and over","All","25","15","10"
"2023","UK","Wales","All","35 and over","All","35","15","10"
"2020","International","Not EU","All","35 and over","All","50","5","0"
"2021","International","Not EU","All","35 and over","All","50","5","0"
"2022","International","Not EU","All","35 and over","All","75","0","0"
"2023","International","Not EU","All","35 and over","All","45","0","0"
"2020","International","EU (excluding UK)","All","35 and over","All","10","5","0"
"2021","International","EU (excluding UK)","All","35 and over","All","5","0","0"
"2022","International","EU (excluding UK)","All","35 and over","All","5","0","0"
"2023","International","EU (excluding UK)","All","35 and over","All","5","0","0"
"2020","UK","All","All","17 and under","All","65","30","20"
"2021","UK","All","All","17 and under","All","50","15","15"
"2022","UK","All","All","17 and under","All","50","15","10"
"2023","UK","All","All","17 and under","All","80","30","20"
"2020","International","All","All","17 and under","All","205","45","25"
"2021","International","All","All","17 and under","All","165","30","20"
"2022","International","All","All","17 and under","All","205","25","20"
"2023","International","All","All","17 and under","All","230","30","20"
"2020","UK","All","All","18","All","10270","4530","3195"
"2021","UK","All","All","18","All","7210","3885","2920"
"2022","UK","All","All","18","All","5675","2950","2225"
"2023","UK","All","All","18","All","9965","4740","3360"
"2020","International","All","All","18","All","1050","285","180"
"2021","International","All","All","18","All","600","175","125"
"2022","International","All","All","18","All","605","145","105"
"2023","International","All","All","18","All","770","185","135"
"2020","UK","All","All","19","All","2510","1200","855"
"2021","UK","All","All","19","All","1630","855","600"
"2022","UK","All","All","19","All","1125","575","435"
"2023","UK","All","All","19","All","2375","1110","765"
"2020","International","All","All","19","All","590","145","100"
"2021","International","All","All","19","All","420","100","65"
"2022","International","All","All","19","All","345","65","40"
"2023","International","All","All","19","All","420","85","55"
"2020","UK","All","All","20","All","940","490","385"
"2021","UK","All","All","20","All","685","280","200"
"2022","UK","All","All","20","All","450","220","165"
"2023","UK","All","All","20","All","825","380","275"
"2020","International","All","All","20","All","210","50","35"
"2021","International","All","All","20","All","195","35","25"
"2022","International","All","All","20","All","160","30","25"
"2023","International","All","All","20","All","190","25","15"
"2020","UK","All","All","21 - 24","All","1360","625","440"
"2021","UK","All","All","21 - 24","All","1005","360","265"
"2022","UK","All","All","21 - 24","All","635","260","190"
"2023","UK","All","All","21 - 24","All","1170","475","320"
"2020","International","All","All","21 - 24","All","215","40","30"
"2021","International","All","All","21 - 24","All","220","40","25"
"2022","International","All","All","21 - 24","All","240","20","10"
"2023","International","All","All","21 - 24","All","235","25","15"
"2020","UK","All","All","25 - 29","All","745","275","195"
"2021","UK","All","All","25 - 29","All","460","150","105"
"2022","UK","All","All","25 - 29","All","350","120","95"
"2023","UK","All","All","25 - 29","All","535","170","110"
"2020","International","All","All","25 - 29","All","95","20","15"
"2021","International","All","All","25 - 29","All","105","10","5"
"2022","International","All","All","25 - 29","All","125","5","5"
"2023","International","All","All","25 - 29","All","95","5","5"
"2020","UK","All","All","30 - 34","All","525","180","140"
"2021","UK","All","All","30 - 34","All","325","100","70"
"2022","UK","All","All","30 - 34","All","260","80","60"
"2023","UK","All","All","30 - 34","All","370","120","75"
"2020","International","All","All","30 - 34","All","30","5","5"
"2021","International","All","All","30 - 34","All","50","5","5"
"2022","International","All","All","30 - 34","All","65","0","0"
"2023","International","All","All","30 - 34","All","40","0","0"
"2020","UK","All","All","35 and over","All","1120","410","305"
"2021","UK","All","All","35 and over","All","800","210","145"
"2022","UK","All","All","35 and over","All","765","180","120"
"2023","UK","All","All","35 and over","All","880","260","180"
"2020","International","All","All","35 and over","All","65","10","5"
"2021","International","All","All","35 and over","All","60","5","5"
"2022","International","All","All","35 and over","All","75","0","0"
"2023","International","All","All","35 and over","All","55","0","0"
"2020","All","All","All","17 and under","All","270","75","45"
"2021","All","All","All","17 and under","All","210","50","35"
"2022","All","All","All","17 and under","All","250","40","30"
"2023","All","All","All","17 and under","All","305","60","40"
"2020","All","All","All","18","All","11315","4815","3375"
"2021","All","All","All","18","All","7810","4060","3045"
"2022","All","All","All","18","All","6285","3095","2330"
"2023","All","All","All","18","All","10735","4925","3495"
"2020","All","All","All","19","All","3100","1345","955"
"2021","All","All","All","19","All","2050","955","665"
"2022","All","All","All","19","All","1465","640","475"
"2023","All","All","All","19","All","2800","1195","820"
"2020","All","All","All","20","All","1150","540","420"
"2021","All","All","All","20","All","880","315","225"
"2022","All","All","All","20","All","610","245","190"
"2023","All","All","All","20","All","1015","410","290"
"2020","All","All","All","21 - 24","All","1575","665","470"
"2021","All","All","All","21 - 24","All","1225","395","290"
"2022","All","All","All","21 - 24","All","875","280","200"
"2023","All","All","All","21 - 24","All","1405","500","335"
"2020","All","All","All","25 - 29","All","840","300","215"
"2021","All","All","All","25 - 29","All","560","155","115"
"2022","All","All","All","25 - 29","All","475","125","95"
"2023","All","All","All","25 - 29","All","630","175","115"
"2020","All","All","All","30 - 34","All","555","185","140"
"2021","All","All","All","30 - 34","All","375","105","75"
"2022","All","All","All","30 - 34","All","325","85","60"
"2023","All","All","All","30 - 34","All","410","120","75"
"2020","All","All","All","35 and over","All","1185","415","310"
"2021","All","All","All","35 and over","All","860","210","145"
"2022","All","All","All","35 and over","All","840","180","120"
"2023","All","All","All","35 and over","All","935","265","180"
"2020","UK","England","England","All","All","15550","6875","4890"
"2021","UK","England","England","All","All","10770","5215","3840"
"2022","UK","England","England","All","All","8320","3900","2905"
"2023","UK","England","England","All","All","14540","6565","4570"
"2020","UK","Northern Ireland","Northern Ireland","All","All","465","210","170"
"2021","UK","Northern Ireland","Northern Ireland","All","All","295","150","110"
"2022","UK","Northern Ireland","Northern Ireland","All","All","195","120","90"
"2023","UK","Northern Ireland","Northern Ireland","All","All","175","40","25"
"2020","UK","Scotland","Scotland","All","All","970","365","275"
"2021","UK","Scotland","Scotland","All","All","635","240","190"
"2022","UK","Scotland","Scotland","All","All","470","190","150"
"2023","UK","Scotland","Scotland","All","All","930","365","295"
"2020","UK","Wales","Wales","All","All","550","285","205"
"2021","UK","Wales","Wales","All","All","455","250","180"
"2022","UK","Wales","Wales","All","All","325","190","150"
"2023","UK","Wales","Wales","All","All","555","310","220"
"2020","International","EU (excluding UK)","Austria","All","All","5","0","0"
"2021","International","EU (excluding UK)","Austria","All","All","10","5","5"
"2022","International","EU (excluding UK)","Austria","All","All","5","0","0"
"2023","International","EU (excluding UK)","Austria","All","All","5","0","0"
"2020","International","EU (excluding UK)","Belgium","All","All","15","5","0"
"2021","International","EU (excluding UK)","Belgium","All","All","10","5","0"
"2022","International","EU (excluding UK)","Belgium","All","All","5","0","0"
"2023","International","EU (excluding UK)","Belgium","All","All","10","0","0"
"2020","International","EU (excluding UK)","Bulgaria","All","All","10","5","5"
"2023","International","EU (excluding UK)","Bulgaria","All","All","5","0","0"
"2020","International","EU (excluding UK)","Denmark","All","All","10","5","5"
"2021","International","EU (excluding UK)","Denmark","All","All","5","0","0"
"2022","International","EU (excluding UK)","Denmark","All","All","5","0","0"
"2023","International","EU (excluding UK)","Denmark","All","All","5","0","0"
"2020","International","EU (excluding UK)","Finland","All","All","15","5","5"
"2021","International","EU (excluding UK)","Finland","All","All","5","0","0"
"2020","International","EU (excluding UK)","France","All","All","55","15","15"
"2021","International","EU (excluding UK)","France","All","All","20","5","5"
"2022","International","EU (excluding UK)","France","All","All","15","0","0"
"2023","International","EU (excluding UK)","France","All","All","20","5","5"
"2020","International","EU (excluding UK)","Germany","All","All","50","15","10"
"2021","International","EU (excluding UK)","Germany","All","All","15","5","5"
"2022","International","EU (excluding UK)","Germany","All","All","20","5","5"
"2023","International","EU (excluding UK)","Germany","All","All","15","5","5"
"2020","International","EU (excluding UK)","Greece","All","All","35","15","10"
"2021","International","EU (excluding UK)","Greece","All","All","5","0","0"
"2022","International","EU (excluding UK)","Greece","All","All","10","5","5"
"2023","International","EU (excluding UK)","Greece","All","All","20","5","5"
"2020","International","EU (excluding UK)","Hungary","All","All","5","0","0"
"2021","International","EU (excluding UK)","Hungary","All","All","5","0","0"
"2020","International","EU (excluding UK)","Ireland","All","All","95","15","10"
"2021","International","EU (excluding UK)","Ireland","All","All","110","20","10"
"2022","International","EU (excluding UK)","Ireland","All","All","65","5","5"
"2023","International","EU (excluding UK)","Ireland","All","All","115","15","10"
"2020","International","EU (excluding UK)","Italy","All","All","60","15","10"
"2021","International","EU (excluding UK)","Italy","All","All","20","5","5"
"2022","International","EU (excluding UK)","Italy","All","All","20","0","0"
"2023","International","EU (excluding UK)","Italy","All","All","25","5","5"
"2020","International","EU (excluding UK)","Luxembourg","All","All","10","5","5"
"2021","International","EU (excluding UK)","Luxembourg","All","All","5","0","0"
"2023","International","EU (excluding UK)","Luxembourg","All","All","5","0","0"
"2020","International","EU (excluding UK)","Malta","All","All","5","5","5"
"2020","International","EU (excluding UK)","Netherlands","All","All","20","5","5"
"2021","International","EU (excluding UK)","Netherlands","All","All","5","0","0"
"2022","International","EU (excluding UK)","Netherlands","All","All","10","0","0"
"2023","International","EU (excluding UK)","Netherlands","All","All","5","0","0"
"2020","International","EU (excluding UK)","Poland","All","All","85","35","20"
"2021","International","EU (excluding UK)","Poland","All","All","10","0","0"
"2022","International","EU (excluding UK)","Poland","All","All","5","0","0"
"2023","International","EU (excluding UK)","Poland","All","All","10","5","0"
"2020","International","EU (excluding UK)","Portugal","All","All","25","10","5"
"2021","International","EU (excluding UK)","Portugal","All","All","25","0","0"
"2022","International","EU (excluding UK)","Portugal","All","All","5","0","0"
"2023","International","EU (excluding UK)","Portugal","All","All","15","5","0"
"2020","International","EU (excluding UK)","Romania","All","All","25","10","10"
"2021","International","EU (excluding UK)","Romania","All","All","10","0","0"
"2022","International","EU (excluding UK)","Romania","All","All","10","5","5"
"2023","International","EU (excluding UK)","Romania","All","All","5","0","0"
"2020","International","EU (excluding UK)","Spain","All","All","85","35","15"
"2021","International","EU (excluding UK)","Spain","All","All","30","5","5"
"2022","International","EU (excluding UK)","Spain","All","All","20","5","5"
"2023","International","EU (excluding UK)","Spain","All","All","45","20","10"
"2020","International","EU (excluding UK)","Sweden","All","All","30","15","10"
"2021","International","EU (excluding UK)","Sweden","All","All","10","5","5"
"2022","International","EU (excluding UK)","Sweden","All","All","5","0","0"
"2023","International","EU (excluding UK)","Sweden","All","All","5","0","0"
"2020","International","EU (excluding UK)","Estonia","All","All","5","0","0"
"2021","International","EU (excluding UK)","Estonia","All","All","5","0","0"
"2020","International","EU (excluding UK)","Latvia","All","All","5","0","0"
"2020","International","EU (excluding UK)","Lithuania","All","All","10","5","5"
"2021","International","EU (excluding UK)","Lithuania","All","All","5","5","0"
"2022","International","EU (excluding UK)","Lithuania","All","All","5","0","0"
"2020","International","EU (excluding UK)","Czech Republic","All","All","5","0","0"
"2021","International","EU (excluding UK)","Czech Republic","All","All","5","5","5"
"2023","International","EU (excluding UK)","Czech Republic","All","All","5","0","0"
"2020","International","EU (excluding UK)","Slovakia","All","All","5","0","0"
"2020","International","EU (excluding UK)","Cyprus (European Union)","All","All","30","15","10"
"2021","International","EU (excluding UK)","Cyprus (European Union)","All","All","5","0","0"
"2022","International","EU (excluding UK)","Cyprus (European Union)","All","All","5","5","0"
"2023","International","EU (excluding UK)","Cyprus (European Union)","All","All","15","5","5"
"2020","International","Not EU","Guernsey","All","All","5","5","5"
"2022","International","Not EU","Guernsey","All","All","5","5","5"
"2023","International","Not EU","Guernsey","All","All","5","0","0"
"2020","International","Not EU","Jersey","All","All","10","5","0"
"2021","International","Not EU","Jersey","All","All","10","5","5"
"2022","International","Not EU","Jersey","All","All","5","5","0"
"2023","International","Not EU","Jersey","All","All","15","5","5"
"2020","International","Not EU","Isle of Man","All","All","10","5","5"
"2021","International","Not EU","Isle of Man","All","All","5","5","0"
"2022","International","Not EU","Isle of Man","All","All","5","5","5"
"2023","International","Not EU","Isle of Man","All","All","5","0","0"
"2021","International","Not EU","Afghanistan","All","All","5","0","0"
"2022","International","Not EU","Afghanistan","All","All","5","0","0"
"2023","International","Not EU","Afghanistan","All","All","5","0","0"
"2021","International","Not EU","Albania","All","All","5","0","0"
"2022","International","Not EU","Albania","All","All","5","0","0"
"2023","International","Not EU","Albania","All","All","10","5","0"
"2020","International","Not EU","Algeria","All","All","5","0","0"
"2022","International","Not EU","Algeria","All","All","5","0","0"
"2023","International","Not EU","Algeria","All","All","5","0","0"
"2020","International","Not EU","Angola","All","All","5","0","0"
"2021","International","Not EU","Angola","All","All","5","0","0"
"2023","International","Not EU","Angola","All","All","10","0","0"
"2020","International","Not EU","Australia","All","All","5","0","0"
"2021","International","Not EU","Australia","All","All","5","0","0"
"2022","International","Not EU","Australia","All","All","5","0","0"
"2023","International","Not EU","Australia","All","All","5","0","0"
"2020","International","Not EU","Bahrain","All","All","10","0","0"
"2021","International","Not EU","Bahrain","All","All","5","0","0"
"2022","International","Not EU","Bahrain","All","All","15","5","0"
"2023","International","Not EU","Bahrain","All","All","5","0","0"
"2022","International","Not EU","Barbados","All","All","5","0","0"
"2020","International","Not EU","Bermuda","All","All","5","0","0"
"2021","International","Not EU","Bermuda","All","All","5","0","0"
"2022","International","Not EU","Bermuda","All","All","5","0","0"
"2023","International","Not EU","Bermuda","All","All","5","0","0"
"2021","International","Not EU","Botswana","All","All","5","0","0"
"2022","International","Not EU","Botswana","All","All","5","0","0"
"2023","International","Not EU","Botswana","All","All","5","0","0"
"2020","International","Not EU","Brazil","All","All","5","0","0"
"2021","International","Not EU","Brazil","All","All","10","0","0"
"2022","International","Not EU","Brazil","All","All","5","0","0"
"2023","International","Not EU","Brazil","All","All","5","0","0"
"2022","International","Not EU","Brunei Darussalam","All","All","5","5","0"
"2022","International","Not EU","Burma (Myanmar)","All","All","5","0","0"
