"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2007","Higher tariff","All","Northern Ireland","Female","9480","5140","0.542"
"2008","Higher tariff","All","Northern Ireland","Female","8190","4540","0.554"
"2009","Higher tariff","All","Northern Ireland","Female","8160","4555","0.558"
"2010","Higher tariff","All","Northern Ireland","Female","9155","4440","0.485"
"2011","Higher tariff","All","Northern Ireland","Female","9145","4275","0.468"
"2012","Higher tariff","All","Northern Ireland","Female","7930","3975","0.501"
"2013","Higher tariff","All","Northern Ireland","Female","8125","4335","0.534"
"2014","Higher tariff","All","Northern Ireland","Female","7665","4300","0.561"
"2015","Higher tariff","All","Northern Ireland","Female","8035","4605","0.5730000000000001"
"2016","Higher tariff","All","Northern Ireland","Female","8800","5350","0.608"
"2017","Higher tariff","All","Northern Ireland","Female","8665","5455","0.63"
"2018","Higher tariff","All","Northern Ireland","Female","8005","4995","0.624"
"2019","Higher tariff","All","Northern Ireland","Female","7525","4595","0.61"
"2020","Higher tariff","All","Northern Ireland","Female","7615","4790","0.629"
"2021","Higher tariff","All","Northern Ireland","Female","8785","5075","0.578"
"2022","Higher tariff","All","Northern Ireland","Female","9540","4985","0.523"
"2023","Higher tariff","All","Northern Ireland","Female","8155","4660","0.5710000000000001"
"2006","Medium tariff","All","Northern Ireland","Female","15770","11135","0.706"
"2007","Medium tariff","All","Northern Ireland","Female","16270","11530","0.709"
"2008","Medium tariff","All","Northern Ireland","Female","13505","9925","0.735"
"2009","Medium tariff","All","Northern Ireland","Female","13565","9965","0.735"
"2010","Medium tariff","All","Northern Ireland","Female","15115","10300","0.682"
"2011","Medium tariff","All","Northern Ireland","Female","15625","9905","0.634"
"2012","Medium tariff","All","Northern Ireland","Female","15405","10220","0.663"
"2013","Medium tariff","All","Northern Ireland","Female","19935","11280","0.5660000000000001"
"2014","Medium tariff","All","Northern Ireland","Female","19680","11565","0.588"
"2015","Medium tariff","All","Northern Ireland","Female","20430","12210","0.598"
"2016","Medium tariff","All","Northern Ireland","Female","20565","12370","0.602"
"2017","Medium tariff","All","Northern Ireland","Female","19830","12370","0.624"
"2018","Medium tariff","All","Northern Ireland","Female","18995","12325","0.649"
"2019","Medium tariff","All","Northern Ireland","Female","18775","12085","0.644"
"2020","Medium tariff","All","Northern Ireland","Female","18165","12080","0.665"
"2021","Medium tariff","All","Northern Ireland","Female","19140","11540","0.603"
"2022","Medium tariff","All","Northern Ireland","Female","18630","11590","0.622"
"2023","Medium tariff","All","Northern Ireland","Female","17730","11605","0.655"
"2006","Lower tariff","All","England","Female","340525","237415","0.6970000000000001"
"2007","Lower tariff","All","England","Female","366335","250250","0.683"
"2008","Lower tariff","All","England","Female","356040","240855","0.676"
"2009","Lower tariff","All","England","Female","395095","258860","0.655"
"2010","Lower tariff","All","England","Female","471560","270265","0.5730000000000001"
"2011","Lower tariff","All","England","Female","513680","280790","0.547"
"2012","Lower tariff","All","England","Female","471275","264440","0.561"
"2013","Lower tariff","All","England","Female","473640","284760","0.601"
"2014","Lower tariff","All","England","Female","491110","297805","0.606"
"2015","Lower tariff","All","England","Female","483745","304440","0.629"
"2016","Lower tariff","All","England","Female","470740","297250","0.631"
"2017","Lower tariff","All","England","Female","426300","289235","0.678"
"2018","Lower tariff","All","England","Female","396525","282970","0.714"
"2019","Lower tariff","All","England","Female","387000","279670","0.723"
"2020","Lower tariff","All","England","Female","398665","294360","0.738"
"2021","Lower tariff","All","England","Female","436810","322150","0.738"
"2022","Lower tariff","All","England","Female","443725","319260","0.719"
"2023","Lower tariff","All","England","Female","411605","301940","0.734"
"2006","Higher tariff","All","England","Female","279905","160665","0.5740000000000001"
"2007","Higher tariff","All","England","Female","296820","170325","0.5740000000000001"
"2008","Higher tariff","All","England","Female","276515","160365","0.58"
"2009","Higher tariff","All","England","Female","284325","159925","0.562"
"2010","Higher tariff","All","England","Female","297695","157860","0.53"
"2011","Higher tariff","All","England","Female","285515","149985","0.525"
"2012","Higher tariff","All","England","Female","266825","152065","0.5700000000000001"
"2013","Higher tariff","All","England","Female","281345","169080","0.601"
"2014","Higher tariff","All","England","Female","293980","182230","0.62"
"2015","Higher tariff","All","England","Female","307610","199235","0.648"
"2016","Higher tariff","All","England","Female","318695","209965","0.659"
"2017","Higher tariff","All","England","Female","322290","219420","0.681"
"2018","Higher tariff","All","England","Female","321480","219975","0.684"
"2019","Higher tariff","All","England","Female","332780","228195","0.686"
"2020","Higher tariff","All","England","Female","343200","235825","0.687"
"2021","Higher tariff","All","England","Female","381870","241375","0.632"
"2022","Higher tariff","All","England","Female","394960","222315","0.5630000000000001"
"2023","Higher tariff","All","England","Female","388900","235950","0.607"
"2006","Medium tariff","All","England","Female","245290","164620","0.671"
"2007","Medium tariff","All","England","Female","265900","177495","0.668"
"2008","Medium tariff","All","England","Female","261520","174655","0.668"
"2009","Medium tariff","All","England","Female","285825","182815","0.64"
"2010","Medium tariff","All","England","Female","328385","190300","0.58"
"2011","Medium tariff","All","England","Female","342830","190265","0.555"
"2012","Medium tariff","All","England","Female","304405","179810","0.591"
"2013","Medium tariff","All","England","Female","312275","196065","0.628"
"2014","Medium tariff","All","England","Female","325510","207915","0.639"
"2015","Medium tariff","All","England","Female","337055","220800","0.655"
"2016","Medium tariff","All","England","Female","339650","227775","0.671"
"2017","Medium tariff","All","England","Female","321210","226800","0.706"
"2018","Medium tariff","All","England","Female","309785","227100","0.733"
"2019","Medium tariff","All","England","Female","305735","227260","0.743"
"2020","Medium tariff","All","England","Female","311765","230575","0.74"
"2021","Medium tariff","All","England","Female","339065","249155","0.735"
"2022","Medium tariff","All","England","Female","347045","245275","0.707"
"2023","Medium tariff","All","England","Female","336060","243320","0.724"
"2006","Lower tariff","All","Scotland","Female","2205","1220","0.553"
"2007","Lower tariff","All","Scotland","Female","2045","1150","0.562"
"2008","Lower tariff","All","Scotland","Female","1735","1055","0.609"
"2009","Lower tariff","All","Scotland","Female","1800","1020","0.5670000000000001"
"2010","Lower tariff","All","Scotland","Female","2105","1085","0.516"
"2011","Lower tariff","All","Scotland","Female","1985","900","0.454"
"2012","Lower tariff","All","Scotland","Female","1630","745","0.458"
"2013","Lower tariff","All","Scotland","Female","1665","930","0.558"
"2014","Lower tariff","All","Scotland","Female","1720","915","0.531"
"2015","Lower tariff","All","Scotland","Female","1820","1000","0.55"
"2016","Lower tariff","All","Scotland","Female","1970","1085","0.551"
"2017","Lower tariff","All","Scotland","Female","1715","940","0.548"
"2018","Lower tariff","All","Scotland","Female","1595","875","0.549"
"2019","Lower tariff","All","Scotland","Female","1610","925","0.5730000000000001"
"2020","Lower tariff","All","Scotland","Female","1520","900","0.593"
"2021","Lower tariff","All","Scotland","Female","1975","1150","0.583"
"2022","Lower tariff","All","Scotland","Female","2005","1130","0.5650000000000001"
"2023","Lower tariff","All","Scotland","Female","1945","1100","0.5650000000000001"
"2006","Higher tariff","All","Scotland","Female","46790","28705","0.613"
"2007","Higher tariff","All","Scotland","Female","47630","28775","0.604"
"2008","Higher tariff","All","Scotland","Female","42545","26895","0.632"
"2009","Higher tariff","All","Scotland","Female","44080","28085","0.637"
"2010","Higher tariff","All","Scotland","Female","48605","24775","0.51"
"2011","Higher tariff","All","Scotland","Female","47825","21770","0.455"
"2012","Higher tariff","All","Scotland","Female","47875","22290","0.466"
"2013","Higher tariff","All","Scotland","Female","48435","22750","0.47000000000000003"
"2014","Higher tariff","All","Scotland","Female","49615","24760","0.499"
"2015","Higher tariff","All","Scotland","Female","57555","26730","0.464"
"2016","Higher tariff","All","Scotland","Female","61170","27735","0.453"
"2017","Higher tariff","All","Scotland","Female","62390","27845","0.446"
"2018","Higher tariff","All","Scotland","Female","61300","27905","0.455"
"2019","Higher tariff","All","Scotland","Female","58555","27920","0.47700000000000004"
"2020","Higher tariff","All","Scotland","Female","57880","29090","0.503"
"2021","Higher tariff","All","Scotland","Female","68530","32055","0.468"
"2022","Higher tariff","All","Scotland","Female","64515","32090","0.497"
"2023","Higher tariff","All","Scotland","Female","59200","32015","0.541"
"2006","Medium tariff","All","Scotland","Female","30400","22240","0.732"
"2007","Medium tariff","All","Scotland","Female","30535","22205","0.727"
"2008","Medium tariff","All","Scotland","Female","28175","20905","0.742"
"2009","Medium tariff","All","Scotland","Female","28805","21525","0.747"
"2010","Medium tariff","All","Scotland","Female","43450","24985","0.5750000000000001"
"2011","Medium tariff","All","Scotland","Female","49285","24470","0.497"
"2012","Medium tariff","All","Scotland","Female","49355","26080","0.528"
"2013","Medium tariff","All","Scotland","Female","48720","26320","0.54"
"2014","Medium tariff","All","Scotland","Female","53695","28700","0.534"
"2015","Medium tariff","All","Scotland","Female","57100","28580","0.501"
"2016","Medium tariff","All","Scotland","Female","56415","28060","0.497"
"2017","Medium tariff","All","Scotland","Female","56450","30620","0.542"
"2018","Medium tariff","All","Scotland","Female","56040","31810","0.5680000000000001"
"2019","Medium tariff","All","Scotland","Female","55495","31440","0.5670000000000001"
"2020","Medium tariff","All","Scotland","Female","56285","32280","0.5740000000000001"
"2021","Medium tariff","All","Scotland","Female","63855","33950","0.532"
"2022","Medium tariff","All","Scotland","Female","57055","32535","0.5700000000000001"
"2023","Medium tariff","All","Scotland","Female","51170","33405","0.653"
"2006","Lower tariff","All","Wales","Female","19180","12175","0.635"
"2007","Lower tariff","All","Wales","Female","19770","13215","0.669"
"2008","Lower tariff","All","Wales","Female","18445","12315","0.668"
"2009","Lower tariff","All","Wales","Female","20335","13250","0.651"
"2010","Lower tariff","All","Wales","Female","22235","13550","0.609"
"2011","Lower tariff","All","Wales","Female","24010","13775","0.5740000000000001"
"2012","Lower tariff","All","Wales","Female","24285","14505","0.597"
"2013","Lower tariff","All","Wales","Female","22860","14545","0.636"
"2014","Lower tariff","All","Wales","Female","22845","14895","0.652"
"2015","Lower tariff","All","Wales","Female","22710","15340","0.676"
"2016","Lower tariff","All","Wales","Female","22575","15560","0.6890000000000001"
"2017","Lower tariff","All","Wales","Female","20770","14835","0.714"
"2018","Lower tariff","All","Wales","Female","19825","14545","0.734"
"2019","Lower tariff","All","Wales","Female","18755","13550","0.722"
"2020","Lower tariff","All","Wales","Female","18555","13695","0.738"
"2021","Lower tariff","All","Wales","Female","20345","15355","0.755"
"2022","Lower tariff","All","Wales","Female","20605","15260","0.741"
"2023","Lower tariff","All","Wales","Female","18660","14150","0.758"
"2006","Higher tariff","All","Wales","Female","15855","8745","0.551"
"2007","Higher tariff","All","Wales","Female","14955","8010","0.536"
"2008","Higher tariff","All","Wales","Female","13875","7920","0.5710000000000001"
"2009","Higher tariff","All","Wales","Female","13945","7670","0.55"
"2010","Higher tariff","All","Wales","Female","14030","7030","0.501"
"2011","Higher tariff","All","Wales","Female","13940","6785","0.487"
"2012","Higher tariff","All","Wales","Female","14000","7460","0.533"
"2013","Higher tariff","All","Wales","Female","14070","7855","0.558"
"2014","Higher tariff","All","Wales","Female","15075","8960","0.594"
"2015","Higher tariff","All","Wales","Female","15370","9480","0.617"
"2016","Higher tariff","All","Wales","Female","16155","10265","0.635"
"2017","Higher tariff","All","Wales","Female","15835","10540","0.666"
"2018","Higher tariff","All","Wales","Female","15345","10355","0.675"
"2019","Higher tariff","All","Wales","Female","16130","10960","0.68"
"2020","Higher tariff","All","Wales","Female","16705","11495","0.6880000000000001"
"2021","Higher tariff","All","Wales","Female","19430","12075","0.621"
"2022","Higher tariff","All","Wales","Female","19755","11200","0.5670000000000001"
"2023","Higher tariff","All","Wales","Female","17980","11270","0.627"
"2006","Medium tariff","All","Wales","Female","14930","10335","0.6920000000000001"
"2007","Medium tariff","All","Wales","Female","14885","10125","0.68"
"2008","Medium tariff","All","Wales","Female","13995","9955","0.711"
"2009","Medium tariff","All","Wales","Female","15100","10600","0.7020000000000001"
"2010","Medium tariff","All","Wales","Female","16460","10540","0.64"
"2011","Medium tariff","All","Wales","Female","17390","10190","0.586"
"2012","Medium tariff","All","Wales","Female","17090","10310","0.603"
"2013","Medium tariff","All","Wales","Female","16765","10460","0.624"
"2014","Medium tariff","All","Wales","Female","17330","11280","0.651"
"2015","Medium tariff","All","Wales","Female","18225","11930","0.655"
"2016","Medium tariff","All","Wales","Female","18375","12055","0.656"
"2017","Medium tariff","All","Wales","Female","17400","12100","0.6950000000000001"
"2018","Medium tariff","All","Wales","Female","16915","12120","0.717"
"2019","Medium tariff","All","Wales","Female","16445","11900","0.724"
"2020","Medium tariff","All","Wales","Female","16440","11740","0.714"
"2021","Medium tariff","All","Wales","Female","19450","13445","0.6910000000000001"
