"Year","Difference between predicted and achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","0 points","All","All","Male","Main scheme applicant","All","10","10","1","0"
"2020","0 points","All","All","Male","Main scheme applicant","All","45","35","0.841","0"
"2021","0 points","All","All","Male","Main scheme applicant","All","35","30","0.914","0"
"2022","0 points","All","All","Male","Main scheme applicant","All","25","20","0.76","0"
"2023","0 points","All","All","Male","Main scheme applicant","All","30","20","0.786","0"
"2010","1 points","All","All","Male","Main scheme applicant","All","15","15","0.765","0"
"2011","1 points","All","All","Male","Main scheme applicant","All","15","10","0.588","0"
"2012","1 points","All","All","Male","Main scheme applicant","All","20","15","0.636","0"
"2013","1 points","All","All","Male","Main scheme applicant","All","15","10","0.714","0"
"2014","1 points","All","All","Male","Main scheme applicant","All","20","15","0.895","0"
"2015","1 points","All","All","Male","Main scheme applicant","All","20","15","0.85","0"
"2016","1 points","All","All","Male","Main scheme applicant","All","10","10","1","0"
"2017","1 points","All","All","Male","Main scheme applicant","All","10","10","0.917","0"
"2018","1 points","All","All","Male","Main scheme applicant","All","15","15","1","0"
"2019","1 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2020","1 points","All","All","Male","Main scheme applicant","All","20","20","0.9550000000000001","0"
"2021","1 points","All","All","Male","Main scheme applicant","All","20","15","0.789","0"
"2022","1 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2023","1 points","All","All","Male","Main scheme applicant","All","15","10","0.706","0"
"2010","2 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2011","2 points","All","All","Male","Main scheme applicant","All","10","10","0.917","0"
"2012","2 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2013","2 points","All","All","Male","Main scheme applicant","All","15","15","0.882","0"
"2014","2 points","All","All","Male","Main scheme applicant","All","15","15","0.929","0"
"2015","2 points","All","All","Male","Main scheme applicant","All","15","10","0.846","0"
"2016","2 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2017","2 points","All","All","Male","Main scheme applicant","All","15","15","0.765","0"
"2018","2 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2019","2 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2020","2 points","All","All","Male","Main scheme applicant","All","15","15","1","0"
"2021","2 points","All","All","Male","Main scheme applicant","All","15","15","0.929","0"
"2022","2 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2023","2 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2010","3 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2011","3 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2012","3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2013","3 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2014","3 points","All","All","Male","Main scheme applicant","All","5","0"," ","0"
"2015","3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2016","3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2017","3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2018","3 points","All","All","Male","Main scheme applicant","All","5","0"," ","0"
"2019","3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2020","3 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2021","3 points","All","All","Male","Main scheme applicant","All","10","10","1","0"
"2022","3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2023","3 points","All","All","Male","Main scheme applicant","All","5","0"," ","0"
"2010","More than 3 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2011","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2012","More than 3 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2013","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2014","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2015","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2016","More than 3 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2017","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2018","More than 3 points","All","All","Male","Main scheme applicant","All","5","0"," ","0"
"2019","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2020","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2021","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2022","More than 3 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2023","More than 3 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2010","-1 points","All","All","Male","Main scheme applicant","All","15","10","0.714","0"
"2011","-1 points","All","All","Male","Main scheme applicant","All","15","10"," ","0"
"2012","-1 points","All","All","Male","Main scheme applicant","All","30","20","0.714","0"
"2013","-1 points","All","All","Male","Main scheme applicant","All","25","20","0.76","0"
"2014","-1 points","All","All","Male","Main scheme applicant","All","25","20","0.72","0"
"2015","-1 points","All","All","Male","Main scheme applicant","All","30","15","0.552","0"
"2016","-1 points","All","All","Male","Main scheme applicant","All","20","15","0.8","0"
"2017","-1 points","All","All","Male","Main scheme applicant","All","25","15","0.739","0"
"2018","-1 points","All","All","Male","Main scheme applicant","All","25","20","0.833","0"
"2019","-1 points","All","All","Male","Main scheme applicant","All","15","15","0.929","0"
"2020","-1 points","All","All","Male","Main scheme applicant","All","25","20","0.792","0"
"2021","-1 points","All","All","Male","Main scheme applicant","All","25","20","0.846","0"
"2022","-1 points","All","All","Male","Main scheme applicant","All","15","10","0.769","0"
"2023","-1 points","All","All","Male","Main scheme applicant","All","20","15","0.722","0"
"2010","-2 points","All","All","Male","Main scheme applicant","All","20","15","0.773","0"
"2011","-2 points","All","All","Male","Main scheme applicant","All","20","20","0.8180000000000001","0"
"2012","-2 points","All","All","Male","Main scheme applicant","All","20","10"," ","0"
"2013","-2 points","All","All","Male","Main scheme applicant","All","15","10"," ","0"
"2014","-2 points","All","All","Male","Main scheme applicant","All","25","10","0.48","0"
"2015","-2 points","All","All","Male","Main scheme applicant","All","20","10","0.455","0"
"2016","-2 points","All","All","Male","Main scheme applicant","All","20","15","0.8","0"
"2017","-2 points","All","All","Male","Main scheme applicant","All","20","15","0.714","0"
"2018","-2 points","All","All","Male","Main scheme applicant","All","20","15","0.762","0"
"2019","-2 points","All","All","Male","Main scheme applicant","All","20","15","0.727","0"
"2020","-2 points","All","All","Male","Main scheme applicant","All","25","20","0.769","0"
"2021","-2 points","All","All","Male","Main scheme applicant","All","20","20","0.857","0"
"2022","-2 points","All","All","Male","Main scheme applicant","All","15","10","0.857","0"
"2023","-2 points","All","All","Male","Main scheme applicant","All","25","20","0.76","0"
"2010","-3 points","All","All","Male","Main scheme applicant","All","15","10","0.706","0"
"2011","-3 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2012","-3 points","All","All","Male","Main scheme applicant","All","20","15","0.591","0"
"2013","-3 points","All","All","Male","Main scheme applicant","All","30","10","0.429","0"
"2014","-3 points","All","All","Male","Main scheme applicant","All","25","10"," ","0"
"2015","-3 points","All","All","Male","Main scheme applicant","All","20","10","0.524","0"
"2016","-3 points","All","All","Male","Main scheme applicant","All","20","15","0.636","0"
"2017","-3 points","All","All","Male","Main scheme applicant","All","20","10","0.6","0"
"2018","-3 points","All","All","Male","Main scheme applicant","All","15","10"," ","0"
"2019","-3 points","All","All","Male","Main scheme applicant","All","20","10","0.579","0"
"2020","-3 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2021","-3 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2022","-3 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2023","-3 points","All","All","Male","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2010","-4 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2011","-4 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2012","-4 points","All","All","Male","Main scheme applicant","All","25","5"," ","0"
"2013","-4 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2014","-4 points","All","All","Male","Main scheme applicant","All","20","10"," ","0"
"2015","-4 points","All","All","Male","Main scheme applicant","All","30","10","0.41400000000000003","0"
"2016","-4 points","All","All","Male","Main scheme applicant","All","25","10"," ","0"
"2017","-4 points","All","All","Male","Main scheme applicant","All","20","10","0.556","0"
"2018","-4 points","All","All","Male","Main scheme applicant","All","20","10","0.5","0"
"2019","-4 points","All","All","Male","Main scheme applicant","All","25","15","0.542","0"
"2020","-4 points","All","All","Male","Main scheme applicant","All","10","10","0.833","0"
"2021","-4 points","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2022","-4 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2023","-4 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2010","-5 points","All","All","Male","Main scheme applicant","All","15","10","0.714","0"
"2011","-5 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2012","-5 points","All","All","Male","Main scheme applicant","All","15","10"," ","0"
"2013","-5 points","All","All","Male","Main scheme applicant","All","10","0"," ","0"
"2014","-5 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2015","-5 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2016","-5 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2017","-5 points","All","All","Male","Main scheme applicant","All","15","10","0.6880000000000001","0"
"2018","-5 points","All","All","Male","Main scheme applicant","All","25","15","0.64","0"
"2019","-5 points","All","All","Male","Main scheme applicant","All","15","5"," ","0"
"2020","-5 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2021","-5 points","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2022","-5 points","All","All","Male","Main scheme applicant","All","5","5"," ","0"
