"Year","UK region","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2009","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","130","37710","0.004"
"2010","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","70","36840","0.002"
"2011","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","70","36520","0.002"
"2012","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","140","37730","0.004"
"2013","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","130","36960","0.003"
"2014","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","130","36090","0.004"
"2015","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","140","37170","0.004"
"2016","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","160","36420","0.004"
"2017","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","170","35820","0.005"
"2018","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","180","35090","0.005"
"2019","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","270","34180","0.008"
"2020","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","320","34150","0.009000000000000001"
"2021","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","230","34970","0.007"
"2022","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","170","36030","0.005"
"2023","East of England","18","England","Male","Not main scheme applicant","Not main scheme application","160","36870","0.004"
"2006","London","18","England","Male","Not main scheme applicant","Not main scheme application","210","44450","0.005"
"2007","London","18","England","Male","Not main scheme applicant","Not main scheme application","210","44210","0.005"
"2008","London","18","England","Male","Not main scheme applicant","Not main scheme application","260","45170","0.006"
"2009","London","18","England","Male","Not main scheme applicant","Not main scheme application","230","45670","0.005"
"2010","London","18","England","Male","Not main scheme applicant","Not main scheme application","100","44570","0.002"
"2011","London","18","England","Male","Not main scheme applicant","Not main scheme application","110","44650","0.002"
"2012","London","18","England","Male","Not main scheme applicant","Not main scheme application","190","45750","0.004"
"2013","London","18","England","Male","Not main scheme applicant","Not main scheme application","240","46180","0.005"
"2014","London","18","England","Male","Not main scheme applicant","Not main scheme application","200","46800","0.004"
"2015","London","18","England","Male","Not main scheme applicant","Not main scheme application","240","47230","0.005"
"2016","London","18","England","Male","Not main scheme applicant","Not main scheme application","210","47010","0.004"
"2017","London","18","England","Male","Not main scheme applicant","Not main scheme application","270","47020","0.006"
"2018","London","18","England","Male","Not main scheme applicant","Not main scheme application","260","47250","0.006"
"2019","London","18","England","Male","Not main scheme applicant","Not main scheme application","330","47520","0.007"
"2020","London","18","England","Male","Not main scheme applicant","Not main scheme application","480","46670","0.01"
"2021","London","18","England","Male","Not main scheme applicant","Not main scheme application","340","48610","0.007"
"2022","London","18","England","Male","Not main scheme applicant","Not main scheme application","330","49610","0.007"
"2023","London","18","England","Male","Not main scheme applicant","Not main scheme application","400","52190","0.008"
"2006","South East","18","England","Male","Not main scheme applicant","Not main scheme application","180","53600","0.003"
"2007","South East","18","England","Male","Not main scheme applicant","Not main scheme application","150","53520","0.003"
"2008","South East","18","England","Male","Not main scheme applicant","Not main scheme application","170","54820","0.003"
"2009","South East","18","England","Male","Not main scheme applicant","Not main scheme application","120","55630","0.002"
"2010","South East","18","England","Male","Not main scheme applicant","Not main scheme application","80","55140","0.001"
"2011","South East","18","England","Male","Not main scheme applicant","Not main scheme application","70","54020","0.001"
"2012","South East","18","England","Male","Not main scheme applicant","Not main scheme application","130","55210","0.002"
"2013","South East","18","England","Male","Not main scheme applicant","Not main scheme application","210","54050","0.004"
"2014","South East","18","England","Male","Not main scheme applicant","Not main scheme application","140","53670","0.003"
"2015","South East","18","England","Male","Not main scheme applicant","Not main scheme application","170","54430","0.003"
"2016","South East","18","England","Male","Not main scheme applicant","Not main scheme application","190","54380","0.004"
"2017","South East","18","England","Male","Not main scheme applicant","Not main scheme application","260","54030","0.005"
