"Year","Subject group HECoS","Detailed subject group HECoS","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","All","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","All","5","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","All","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","All","70","55","0.794"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","All","60","45","0.723"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","All","45","35","0.752"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","All","20","15","0.75"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","All","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","All","90","30","0.35000000000000003"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","All","120","45","0.358"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","All","135","55","0.422"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","All","50","15","0.34"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","All","30","20","0.633"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","All","30","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","All","10","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","All","40","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","All","10","0"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","All","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","Unknown","All","10","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","Unknown","All","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Unknown","All","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Unknown","All","5","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Unknown","All","5","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Unknown","All","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","All","20","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","All","35","10"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","All","70","25","0.329"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","All","25","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","All","25","10","0.4"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","All","10","0"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","All","20","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","All","25","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","All","15","0"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","All","20","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","All","10","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","All","15","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","All","30","10"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","All","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","All","15","15","0.855"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","All","10","10","1.061"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","All","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","All","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","All","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","Unknown","All","5","0"," "
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","Unknown","All","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","Unknown","All","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","All","30","25","0.811"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","All","25","20","0.85"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","All","20","15","0.775"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","All","15","10","0.767"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","All","15","10"," "
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","All","25","15","0.6940000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","All","20","15","0.65"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","All","20","15","0.625"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","All","10","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","All","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","Unknown","All","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","Unknown","All","10","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","Unknown","All","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Unknown","All","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Unknown","All","10","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","All","15","10","0.743"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","All","10","10"," "
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","All","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Unknown","All","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Unknown","All","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","Unknown","All","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","Unknown","All","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","Unknown","All","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","All","20","15","0.6920000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","All","20","20","0.884"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","All","5","0"," "
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","All","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","All","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","All","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","All","10","5"," "
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","All","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Unknown","All","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Unknown","All","5","0"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","All","55","40","0.7030000000000001"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","All","60","55","0.877"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","All","50","35","0.721"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","All","15","10","0.8"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","All","10","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Unknown","All","5","5"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Unknown","All","10","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","All","15","10","0.756"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","All","15","15","0.889"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","All","10","10","1.051"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","All","10","10"," "
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Unknown","All","5","0"," "
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Unknown","All","10","10"," "
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Unknown","All","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Unknown","All","5","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Unknown","All","5","5"," "
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","Unknown","All","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Unknown","All","5","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Unknown","All","5","5"," "
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Unknown","All","5","0"," "
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Unknown","All","5","0"," "
"2019","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","All","45","35","0.753"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","All","50","30","0.632"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","All","55","45","0.855"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","All","15","10","0.7010000000000001"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","All","25","15","0.68"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","All","55","45","0.798"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","All","60","40","0.658"
