"Year","Served in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","20","England","Female","Main scheme applicant","Main scheme application","250","160","0.645","0"
"2023","Not declared","20","Scotland","Female","Main scheme applicant","Main scheme application","25","15","0.652","0"
"2023","Not declared","20","Wales","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","530","320","0.607","0"
"2023","Has not served in UK armed forces","20","England","Female","Main scheme applicant","Main scheme application","13105","8565","0.654","0"
"2023","Has not served in UK armed forces","20","Scotland","Female","Main scheme applicant","Main scheme application","1770","1205","0.682","0"
"2023","Has not served in UK armed forces","20","Wales","Female","Main scheme applicant","Main scheme application","685","460","0.67","0"
"2023","Has served in UK armed forces","20","England","Female","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","20","10","0.579","0"
"2023","Not declared","21 - 24","England","Female","Main scheme applicant","Main scheme application","535","255","0.47700000000000004","0"
"2023","Not declared","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","60","35","0.5690000000000001","0"
"2023","Not declared","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","25","15","0.542","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","835","430","0.517","0"
"2023","Has not served in UK armed forces","21 - 24","England","Female","Main scheme applicant","Main scheme application","18030","9945","0.552","0"
"2023","Has not served in UK armed forces","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","4025","2515","0.625","0"
"2023","Has not served in UK armed forces","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","1490","945","0.634","0"
"2023","Has served in UK armed forces","21 - 24","England","Female","Main scheme applicant","Main scheme application","60","30","0.533","0"
"2023","Has served in UK armed forces","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","Female","Main scheme applicant","Main scheme application","360","195","0.549","0"
"2023","Not declared","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","25","20","0.667","0"
"2023","Not declared","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","335","155","0.465","0"
"2023","Has not served in UK armed forces","25 - 29","England","Female","Main scheme applicant","Main scheme application","8410","4610","0.548","0"
"2023","Has not served in UK armed forces","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","2160","1335","0.617","0"
"2023","Has not served in UK armed forces","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","715","420","0.586","0"
"2023","Has served in UK armed forces","25 - 29","England","Female","Main scheme applicant","Main scheme application","50","25","0.462","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Has served in UK armed forces","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","Female","Main scheme applicant","Main scheme application","330","190","0.5690000000000001","0"
"2023","Not declared","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","215","105","0.484","0"
"2023","Has not served in UK armed forces","30 - 34","England","Female","Main scheme applicant","Main scheme application","5960","3360","0.5640000000000001","0"
"2023","Has not served in UK armed forces","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","1330","875","0.657","0"
"2023","Has not served in UK armed forces","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","465","285","0.619","0"
"2023","Has served in UK armed forces","30 - 34","England","Female","Main scheme applicant","Main scheme application","45","30","0.636","0"
"2023","Has served in UK armed forces","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","Has served in UK armed forces","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","Female","Main scheme applicant","Main scheme application","1000","620","0.619","0"
"2023","Not declared","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","35","25","0.75","0"
"2023","Not declared","35 and over","Wales","Female","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","310","150","0.485","0"
"2023","Has not served in UK armed forces","35 and over","England","Female","Main scheme applicant","Main scheme application","13265","7510","0.5660000000000001","0"
"2023","Has not served in UK armed forces","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","2390","1510","0.632","0"
"2023","Has not served in UK armed forces","35 and over","Wales","Female","Main scheme applicant","Main scheme application","680","405","0.593","0"
"2023","Has served in UK armed forces","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","35 and over","England","Female","Main scheme applicant","Main scheme application","130","80","0.615","0"
"2023","Has served in UK armed forces","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","20","15","0.619","0"
"2023","Has served in UK armed forces","35 and over","Wales","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","Not declared","17 and under","England","Male","Main scheme applicant","Main scheme application","25","10","0.423","0"
"2023","Not declared","17 and under","Scotland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","Has not served in UK armed forces","17 and under","England","Male","Main scheme applicant","Main scheme application","475","265","0.557","0"
