"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applicant","Main scheme application","Accepted applicants"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","England","Not main scheme applicant","Not main scheme application","80"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","England","Not main scheme applicant","Not main scheme application","225"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","England","Not main scheme applicant","Not main scheme application","65"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","England","Not main scheme applicant","Not main scheme application","90"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","England","Not main scheme applicant","Not main scheme application","90"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","England","Not main scheme applicant","Not main scheme application","70"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","England","Not main scheme applicant","Not main scheme application","105"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","England","Not main scheme applicant","Not main scheme application","210"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","England","Not main scheme applicant","Not main scheme application","210"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","England","Not main scheme applicant","Not main scheme application","170"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","England","Not main scheme applicant","Not main scheme application","195"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","England","Not main scheme applicant","Not main scheme application","180"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","England","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","England","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","England","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","England","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","England","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-01-06) others in English studies","England","Not main scheme applicant","Not main scheme application","10"
"2020","(CAH19) language and area studies","(CAH19-01-06) others in English studies","England","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH19) language and area studies","(CAH19-01-06) others in English studies","England","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH19) language and area studies","(CAH19-01-06) others in English studies","England","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH19) language and area studies","(CAH19-01-06) others in English studies","England","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","England","Not main scheme applicant","Not main scheme application","90"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","England","Not main scheme applicant","Not main scheme application","75"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","England","Not main scheme applicant","Not main scheme application","55"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","England","Not main scheme applicant","Not main scheme application","60"
"2023","(CAH19) language and area studies","(CAH19-01-02) English language","England","Not main scheme applicant","Not main scheme application","35"
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","England","Not main scheme applicant","Not main scheme application","195"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","England","Not main scheme applicant","Not main scheme application","175"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","England","Not main scheme applicant","Not main scheme application","125"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","England","Not main scheme applicant","Not main scheme application","150"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","England","Not main scheme applicant","Not main scheme application","115"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","Not main scheme applicant","Not main scheme application","175"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","Not main scheme applicant","Not main scheme application","185"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","Not main scheme applicant","Not main scheme application","120"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","Not main scheme applicant","Not main scheme application","115"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","Not main scheme applicant","Not main scheme application","115"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","England","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","England","Not main scheme applicant","Not main scheme application","20"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","England","Not main scheme applicant","Not main scheme application","15"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","England","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","England","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","Not main scheme applicant","Not main scheme application","30"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","Not main scheme applicant","Not main scheme application","15"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","England","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","England","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","Not main scheme applicant","Not main scheme application","45"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","Not main scheme applicant","Not main scheme application","45"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","Not main scheme applicant","Not main scheme application","45"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","Not main scheme applicant","Not main scheme application","30"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","Not main scheme applicant","Not main scheme application","25"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","Not main scheme applicant","Not main scheme application","70"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","Not main scheme applicant","Not main scheme application","105"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","Not main scheme applicant","Not main scheme application","55"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","Not main scheme applicant","Not main scheme application","40"
