"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","International","Not EU","Bermuda","18","All","15","0"," "
"2023","International","Not EU","Bermuda","18","All","10","0"," "
"2023","International","Not EU","Botswana","18","All","5","0"," "
"2022","International","Not EU","Burma (Myanmar)","18","All","5","0"," "
"2023","International","Not EU","Burma (Myanmar)","18","All","5","5"," "
"2020","International","Not EU","Cambodia","18","All","5","5"," "
"2022","International","Not EU","Cameroon","18","All","5","0"," "
"2019","International","Not EU","Canada","18","All","5","0"," "
"2020","International","Not EU","Canada","18","All","5","0"," "
"2021","International","Not EU","Canada","18","All","15","0"," "
"2022","International","Not EU","Canada","18","All","15","5"," "
"2023","International","Not EU","Canada","18","All","10","0"," "
"2022","International","Not EU","Sri Lanka","18","All","5","5"," "
"2023","International","Not EU","Sri Lanka","18","All","5","0"," "
"2020","International","Not EU","China","18","All","15","10"," "
"2021","International","Not EU","China","18","All","15","0"," "
"2022","International","Not EU","China","18","All","10","0"," "
"2023","International","Not EU","China","18","All","10","0"," "
"2022","International","Not EU","Congo (Democratic Republic)","18","All","5","0"," "
"2022","International","Not EU","Costa Rica","18","All","5","0"," "
"2023","International","Not EU","Ecuador","18","All","5","5"," "
"2019","International","Not EU","Falkland Islands (Malvinas)","18","All","5","5"," "
"2022","International","Not EU","Fiji","18","All","5","0"," "
"2019","International","Not EU","Taiwan","18","All","5","0"," "
"2022","International","Not EU","Taiwan","18","All","5","0"," "
"2019","International","Not EU","Gambia","18","All","5","0"," "
"2022","International","Not EU","Gambia","18","All","5","0"," "
"2019","International","Not EU","Ghana","18","All","5","0"," "
"2020","International","Not EU","Ghana","18","All","5","0"," "
"2021","International","Not EU","Ghana","18","All","10","0"," "
"2022","International","Not EU","Ghana","18","All","10","0"," "
"2023","International","Not EU","Ghana","18","All","20","0"," "
"2019","International","Not EU","Gibraltar","18","All","20","10"," "
"2020","International","Not EU","Gibraltar","18","All","5","0"," "
"2021","International","Not EU","Gibraltar","18","All","30","15","0.433"
"2022","International","Not EU","Gibraltar","18","All","20","5"," "
"2023","International","Not EU","Gibraltar","18","All","30","15","0.5670000000000001"
"2019","International","Not EU","Hong Kong","18","All","25","10"," "
"2020","International","Not EU","Hong Kong","18","All","70","30","0.443"
"2021","International","Not EU","Hong Kong","18","All","120","25","0.225"
"2022","International","Not EU","Hong Kong","18","All","110","30","0.255"
"2023","International","Not EU","Hong Kong","18","All","60","35","0.617"
"2019","International","Not EU","India","18","All","25","15","0.52"
"2020","International","Not EU","India","18","All","50","15","0.28"
"2021","International","Not EU","India","18","All","155","25","0.17400000000000002"
"2022","International","Not EU","India","18","All","420","60","0.14"
"2023","International","Not EU","India","18","All","360","70","0.194"
"2021","International","Not EU","Indonesia","18","All","5","0"," "
"2022","International","Not EU","Indonesia","18","All","5","5"," "
"2023","International","Not EU","Indonesia","18","All","5","5"," "
"2020","International","Not EU","Jamaica","18","All","5","0"," "
"2022","International","Not EU","Jamaica","18","All","10","5"," "
"2021","International","Not EU","Japan","18","All","5","5"," "
"2022","International","Not EU","Japan","18","All","5","0"," "
"2020","International","Not EU","Jordan","18","All","10","0"," "
"2021","International","Not EU","Jordan","18","All","5","5"," "
"2021","International","Not EU","Kenya","18","All","5","5"," "
"2022","International","Not EU","Kenya","18","All","20","5"," "
"2023","International","Not EU","Kenya","18","All","25","0"," "
"2019","International","Not EU","Korea, Republic of","18","All","5","0"," "
"2021","International","Not EU","Korea, Republic of","18","All","5","0"," "
"2022","International","Not EU","Kuwait","18","All","10","0"," "
"2023","International","Not EU","Kuwait","18","All","10","5"," "
"2020","International","Not EU","Lao PDR","18","All","5","0"," "
"2022","International","Not EU","Lao PDR","18","All","5","0"," "
"2023","International","Not EU","Lebanon","18","All","5","0"," "
"2021","International","Not EU","Lesotho","18","All","5","0"," "
"2023","International","Not EU","Liberia","18","All","5","0"," "
"2020","International","Not EU","Macao","18","All","10","5"," "
"2019","International","Not EU","Madagascar","18","All","5","0"," "
"2022","International","Not EU","Malawi","18","All","5","0"," "
"2021","International","Not EU","Malaysia","18","All","10","5"," "
"2022","International","Not EU","Malaysia","18","All","5","0"," "
"2023","International","Not EU","Malaysia","18","All","30","15","0.533"
"2019","International","Not EU","Mauritius","18","All","5","5"," "
"2022","International","Not EU","Mexico","18","All","5","0"," "
"2020","International","Not EU","Nepal","18","All","5","0"," "
"2021","International","Not EU","Nepal","18","All","10","0"," "
"2022","International","Not EU","Nepal","18","All","5","0"," "
"2023","International","Not EU","Nepal","18","All","10","0"," "
"2022","International","Not EU","New Zealand","18","All","5","0"," "
"2019","International","Not EU","Nigeria","18","All","40","10","0.25"
"2020","International","Not EU","Nigeria","18","All","60","15","0.28300000000000003"
"2021","International","Not EU","Nigeria","18","All","50","5"," "
"2022","International","Not EU","Nigeria","18","All","235","35","0.149"
"2023","International","Not EU","Nigeria","18","All","305","35","0.111"
"2019","International","Not EU","Norway","18","All","5","5"," "
"2020","International","Not EU","Norway","18","All","10","5"," "
"2021","International","Not EU","Norway","18","All","5","0"," "
"2023","International","Not EU","Norway","18","All","5","0"," "
"2020","International","Not EU","Pakistan","18","All","5","0"," "
"2021","International","Not EU","Pakistan","18","All","5","0"," "
"2022","International","Not EU","Pakistan","18","All","5","0"," "
"2023","International","Not EU","Pakistan","18","All","5","5"," "
"2020","International","Not EU","Philippines","18","All","5","0"," "
"2022","International","Not EU","Philippines","18","All","5","0"," "
"2023","International","Not EU","Philippines","18","All","10","0"," "
"2019","International","Not EU","Qatar","18","All","5","0"," "
"2020","International","Not EU","Qatar","18","All","10","5"," "
"2021","International","Not EU","Qatar","18","All","5","0"," "
"2022","International","Not EU","Qatar","18","All","5","0"," "
"2023","International","Not EU","Qatar","18","All","5","0"," "
"2019","International","Not EU","Zimbabwe","18","All","5","0"," "
"2021","International","Not EU","Zimbabwe","18","All","25","0"," "
"2022","International","Not EU","Zimbabwe","18","All","15","0"," "
"2023","International","Not EU","Zimbabwe","18","All","10","0"," "
"2020","International","Not EU","Saint Vincent and the Grenadines","18","All","5","0"," "
"2023","International","Not EU","Saint Vincent and the Grenadines","18","All","5","0"," "
"2021","International","Not EU","Saudi Arabia","18","All","5","5"," "
"2022","International","Not EU","Saudi Arabia","18","All","10","5"," "
"2023","International","Not EU","Saudi Arabia","18","All","5","0"," "
"2023","International","Not EU","Sierra Leone","18","All","5","0"," "
"2019","International","Not EU","Singapore","18","All","5","0"," "
"2020","International","Not EU","Singapore","18","All","10","10"," "
"2023","International","Not EU","Singapore","18","All","5","5"," "
"2020","International","Not EU","South Africa","18","All","5","0"," "
"2021","International","Not EU","South Africa","18","All","10","0"," "
"2022","International","Not EU","South Africa","18","All","10","0"," "
"2023","International","Not EU","South Africa","18","All","10","0"," "
"2019","International","Not EU","Switzerland","18","All","15","10"," "
"2020","International","Not EU","Switzerland","18","All","15","5"," "
"2021","International","Not EU","Switzerland","18","All","5","0"," "
"2021","International","Not EU","Tanzania, United Republic of","18","All","5","0"," "
"2019","International","Not EU","Thailand","18","All","5","0"," "
"2022","International","Not EU","Thailand","18","All","5","0"," "
"2023","International","Not EU","Thailand","18","All","5","0"," "
"2019","International","Not EU","Trinidad and Tobago","18","All","5","0"," "
"2019","International","Not EU","United Arab Emirates","18","All","5","0"," "
"2020","International","Not EU","United Arab Emirates","18","All","10","5"," "
"2022","International","Not EU","United Arab Emirates","18","All","35","15","0.429"
"2023","International","Not EU","United Arab Emirates","18","All","25","10","0.44"
"2019","International","Not EU","Turkey","18","All","5","0"," "
"2023","International","Not EU","Uganda","18","All","5","5"," "
"2019","International","Not EU","Egypt","18","All","5","0"," "
"2021","International","Not EU","Egypt","18","All","10","5"," "
"2023","International","Not EU","Egypt","18","All","5","0"," "
"2019","International","Not EU","United States of America","18","All","45","10","0.244"
"2020","International","Not EU","United States of America","18","All","60","15","0.233"
"2021","International","Not EU","United States of America","18","All","185","25","0.13"
"2022","International","Not EU","United States of America","18","All","100","15","0.13"
"2023","International","Not EU","United States of America","18","All","75","10","0.147"
"2019","International","Not EU","Vietnam [Viet Nam]","18","All","5","5"," "
"2020","International","Not EU","Vietnam [Viet Nam]","18","All","5","0"," "
"2023","International","Not EU","British Virgin Islands","18","All","5","0"," "
"2019","International","Not EU","Serbia","18","All","5","0"," "
"2021","International","Not EU","Zambia","18","All","5","5"," "
"2022","International","Not EU","Zambia","18","All","5","0"," "
"2019","International","Not EU","Not Known","18","All","5","0"," "
"2021","International","Not EU","Not Known","18","All","5","0"," "
"2020","International","Not EU","East Timor (Timor-Leste)","18","All","5","0"," "
"2023","International","Not EU","Bangladesh","18","All","5","0"," "
"2019","International","Not EU","Cayman Islands","18","All","5","0"," "
"2020","International","Not EU","Cayman Islands","18","All","5","5"," "
"2022","International","Not EU","Cayman Islands","18","All","5","5"," "
